"plh0206i06","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2011","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2011","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2011","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2011","no migration background","in school","","","","","1"
"2 on scale 1-7 ","2011","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2011","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2011","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2011","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2011","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2011","no migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2011","no migration background","higher education","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","higher education","","","","","2"
"3 on scale 1-7 ","2011","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2011","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2011","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2011","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2011","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2011","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2011","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2011","no migration background","higher education","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","higher education","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","higher education","","","","","3"
"4 on scale 1-7","2011","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2011","indirect migration background","higher education","","","","","4"
"4 on scale 1-7","2011","no migration background","in school","","","","","4"
"4 on scale 1-7","2011","no migration background","inadequately","","","","","4"
"4 on scale 1-7","2011","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2011","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2011","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2011","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2011","no migration background","higher education","","","","","4"
"4 on scale 1-7","2011","direct migration background","in school","","","","","4"
"4 on scale 1-7","2011","direct migration background","inadequately","","","","","4"
"4 on scale 1-7","2011","direct migration background","general elemantary","","","","","4"
"4 on scale 1-7","2011","direct migration background","middle vocational","","","","","4"
"4 on scale 1-7","2011","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2011","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2011","direct migration background","higher education","","","","","4"
"4 on scale 1-7","2011","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2011","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2011","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2011","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2011","indirect migration background","vocational + Abi","","","","","4"
"5 on scale 1-7","2011","direct migration background","in school","","","","","5"
"5 on scale 1-7","2011","direct migration background","inadequately","","","","","5"
"5 on scale 1-7","2011","direct migration background","general elemantary","","","","","5"
"5 on scale 1-7","2011","direct migration background","middle vocational","","","","","5"
"5 on scale 1-7","2011","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2011","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2011","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2011","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2011","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2011","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2011","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2011","no migration background","in school","","","","","5"
"5 on scale 1-7","2011","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2011","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2011","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2011","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2011","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2011","no migration background","higher education","","","","","5"
"5 on scale 1-7","2011","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2011","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2011","direct migration background","higher education","","","","","5"
"6 on scale 1-7","2011","direct migration background","in school","","","","","6"
