"pli0091_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","1994","no migration background","vocational + Abi","43","0.158658139479367","0.116680402322347","0.200635876636387"
"Never","1994","no migration background","higher vocational","209","0.3424158780687","0.3068028821218","0.378028874015599"
"Never","1994","no migration background","higher education","398","0.278570464743745","0.255996581829342","0.301144347658148"
"Never","1994","direct migration background","in school","","","",""
"Never","1994","direct migration background","inadequately","351","0.75482802200965","0.715853159921854","0.793802884097446"
"Never","1994","direct migration background","general elemantary","427","0.619694598549864","0.583884885354176","0.655504311745553"
"Never","1994","direct migration background","middle vocational","371","0.47907170033727","0.444690035839345","0.513453364835195"
"Never","1994","direct migration background","vocational + Abi","41","0.503039510007927","0.397976353556318","0.608102666459537"
"Never","1994","direct migration background","higher vocational","17","","",""
"Never","1994","direct migration background","higher education","39","0.301925384271664","0.221120430664049","0.382730337879279"
"Never","1994","indirect migration background","in school","4","","",""
"Never","1994","indirect migration background","inadequately","7","","",""
"Never","1994","indirect migration background","general elemantary","17","","",""
"Never","1994","indirect migration background","middle vocational","14","","",""
"Never","1994","indirect migration background","vocational + Abi","1","","",""
"Never","1994","indirect migration background","higher vocational","2","","",""
"Never","1994","indirect migration background","higher education","","","",""
"Daily","1995","no migration background","in school","","","",""
"Daily","1995","no migration background","inadequately","","","",""
"Daily","1995","no migration background","general elemantary","","","",""
"Daily","1995","no migration background","middle vocational","5","","",""
"Daily","1995","no migration background","vocational + Abi","","","",""
"Daily","1995","no migration background","higher vocational","","","",""
"Daily","1995","no migration background","higher education","","","",""
"Daily","1995","direct migration background","in school","","","",""
"Daily","1995","direct migration background","inadequately","","","",""
"Daily","1995","direct migration background","general elemantary","","","",""
"Daily","1995","direct migration background","middle vocational","","","",""
"Daily","1995","direct migration background","vocational + Abi","","","",""
"Daily","1995","direct migration background","higher vocational","","","",""
"Daily","1995","direct migration background","higher education","","","",""
"Daily","1995","indirect migration background","in school","","","",""
"Daily","1995","indirect migration background","inadequately","","","",""
"Daily","1995","indirect migration background","general elemantary","","","",""
"Daily","1995","indirect migration background","middle vocational","2","","",""
"Daily","1995","indirect migration background","vocational + Abi","","","",""
"Daily","1995","indirect migration background","higher vocational","","","",""
"Daily","1995","indirect migration background","higher education","","","",""
"Min 1x per week","1995","no migration background","in school","87","0.468143751324587","0.398287254332746","0.538000248316428"
"Min 1x per week","1995","no migration background","inadequately","7","","",""
"Min 1x per week","1995","no migration background","general elemantary","166","0.0757602359107077","0.0626081124118091","0.0889123594096063"
"Min 1x per week","1995","no migration background","middle vocational","303","0.0503126252904748","0.0445592045100585","0.0560660460708911"
"Min 1x per week","1995","no migration background","vocational + Abi","18","","",""
"Min 1x per week","1995","no migration background","higher vocational","21","","",""
"Min 1x per week","1995","no migration background","higher education","41","0.0288289028688357","0.020493539351703","0.0371642663859684"
"Min 1x per week","1995","direct migration background","in school","13","","",""
"Min 1x per week","1995","direct migration background","inadequately","6","","",""
"Min 1x per week","1995","direct migration background","general elemantary","27","","",""
"Min 1x per week","1995","direct migration background","middle vocational","51","0.0417402751449418","0.0292822338767764","0.0541983164131071"
