"pgnation","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"40","1986","Employed","middle vocational","","","",""
"40","1986","Employed","vocational + Abi","","","",""
"40","1986","Employed","higher vocational","","","",""
"40","1986","Employed","higher education","","","",""
"41","1986","Not Employed","in school","","","",""
"41","1986","Not Employed","inadequately","","","",""
"41","1986","Not Employed","general elemantary","","","",""
"41","1986","Not Employed","middle vocational","","","",""
"41","1986","Not Employed","vocational + Abi","","","",""
"41","1986","Not Employed","higher vocational","","","",""
"41","1986","Not Employed","higher education","","","",""
"41","1986","Employed","in school","","","",""
"41","1986","Employed","inadequately","","","",""
"41","1986","Employed","general elemantary","","","",""
"41","1986","Employed","middle vocational","1","","",""
"41","1986","Employed","vocational + Abi","","","",""
"41","1986","Employed","higher vocational","","","",""
"41","1986","Employed","higher education","","","",""
"42","1986","Not Employed","in school","","","",""
"42","1986","Not Employed","inadequately","","","",""
"42","1986","Not Employed","general elemantary","","","",""
"42","1986","Not Employed","middle vocational","","","",""
"42","1986","Not Employed","vocational + Abi","","","",""
"42","1986","Not Employed","higher vocational","","","",""
"42","1986","Not Employed","higher education","","","",""
"42","1986","Employed","in school","","","",""
"42","1986","Employed","inadequately","","","",""
"42","1986","Employed","general elemantary","","","",""
"42","1986","Employed","middle vocational","","","",""
"42","1986","Employed","vocational + Abi","","","",""
"42","1986","Employed","higher vocational","","","",""
"42","1986","Employed","higher education","","","",""
"43","1986","Not Employed","in school","","","",""
"43","1986","Not Employed","inadequately","1","","",""
"43","1986","Not Employed","general elemantary","","","",""
"43","1986","Not Employed","middle vocational","","","",""
"43","1986","Not Employed","vocational + Abi","","","",""
"43","1986","Not Employed","higher vocational","","","",""
"43","1986","Not Employed","higher education","","","",""
"43","1986","Employed","in school","","","",""
"43","1986","Employed","inadequately","","","",""
"43","1986","Employed","general elemantary","","","",""
"43","1986","Employed","middle vocational","","","",""
"43","1986","Employed","vocational + Abi","","","",""
"43","1986","Employed","higher vocational","","","",""
"43","1986","Employed","higher education","1","","",""
"44","1986","Not Employed","in school","","","",""
"44","1986","Not Employed","inadequately","1","","",""
"44","1986","Not Employed","general elemantary","","","",""
"44","1986","Not Employed","middle vocational","","","",""
"44","1986","Not Employed","vocational + Abi","","","",""
"44","1986","Not Employed","higher vocational","","","",""
"44","1986","Not Employed","higher education","","","",""
"44","1986","Employed","in school","","","",""
"44","1986","Employed","inadequately","","","",""
"44","1986","Employed","general elemantary","","","",""
"44","1986","Employed","middle vocational","","","",""
"44","1986","Employed","vocational + Abi","","","",""
"44","1986","Employed","higher vocational","","","",""
"44","1986","Employed","higher education","","","",""
"45","1986","Not Employed","in school","","","",""
"45","1986","Not Employed","inadequately","","","",""
"45","1986","Not Employed","general elemantary","","","",""
"45","1986","Not Employed","middle vocational","","","",""
"45","1986","Not Employed","vocational + Abi","","","",""
"45","1986","Not Employed","higher vocational","","","",""
"45","1986","Not Employed","higher education","","","",""
"45","1986","Employed","in school","","","",""
"45","1986","Employed","inadequately","","","",""
"45","1986","Employed","general elemantary","","","",""
"45","1986","Employed","middle vocational","","","",""
"45","1986","Employed","vocational + Abi","","","",""
"45","1986","Employed","higher vocational","","","",""
"45","1986","Employed","higher education","","","",""
"46","1986","Not Employed","in school","","","",""
"46","1986","Not Employed","inadequately","","","",""
"46","1986","Not Employed","general elemantary","","","",""
"46","1986","Not Employed","middle vocational","","","",""
"46","1986","Not Employed","vocational + Abi","","","",""
"46","1986","Not Employed","higher vocational","","","",""
"46","1986","Not Employed","higher education","","","",""
"46","1986","Employed","in school","","","",""
"46","1986","Employed","inadequately","","","",""
"46","1986","Employed","general elemantary","","","",""
"46","1986","Employed","middle vocational","","","",""
"46","1986","Employed","vocational + Abi","","","",""
"46","1986","Employed","higher vocational","","","",""
"46","1986","Employed","higher education","","","",""
"47","1986","Not Employed","in school","","","",""
"47","1986","Not Employed","inadequately","","","",""
"47","1986","Not Employed","general elemantary","1","","",""
"47","1986","Not Employed","middle vocational","","","",""
"47","1986","Not Employed","vocational + Abi","","","",""
"47","1986","Not Employed","higher vocational","","","",""
"47","1986","Not Employed","higher education","","","",""
"47","1986","Employed","in school","","","",""
"47","1986","Employed","inadequately","","","",""
"47","1986","Employed","general elemantary","","","",""
"47","1986","Employed","middle vocational","","","",""
"47","1986","Employed","vocational + Abi","","","",""
"47","1986","Employed","higher vocational","","","",""
"47","1986","Employed","higher education","","","",""
"48","1986","Not Employed","in school","","","",""
"48","1986","Not Employed","inadequately","","","",""
"48","1986","Not Employed","general elemantary","","","",""
"48","1986","Not Employed","middle vocational","","","",""
"48","1986","Not Employed","vocational + Abi","","","",""
"48","1986","Not Employed","higher vocational","","","",""
"48","1986","Not Employed","higher education","","","",""
"48","1986","Employed","in school","","","",""
"48","1986","Employed","inadequately","","","",""
"48","1986","Employed","general elemantary","","","",""
"48","1986","Employed","middle vocational","","","",""
"48","1986","Employed","vocational + Abi","","","",""
"48","1986","Employed","higher vocational","","","",""
"48","1986","Employed","higher education","","","",""
"49","1986","Not Employed","in school","","","",""
"49","1986","Not Employed","inadequately","","","",""
"49","1986","Not Employed","general elemantary","","","",""
"49","1986","Not Employed","middle vocational","","","",""
"49","1986","Not Employed","vocational + Abi","","","",""
"49","1986","Not Employed","higher vocational","","","",""
"49","1986","Not Employed","higher education","","","",""
"49","1986","Employed","in school","","","",""
"49","1986","Employed","inadequately","","","",""
"49","1986","Employed","general elemantary","","","",""
"49","1986","Employed","middle vocational","","","",""
"49","1986","Employed","vocational + Abi","","","",""
"49","1986","Employed","higher vocational","","","",""
"49","1986","Employed","higher education","","","",""
"50","1986","Not Employed","in school","","","",""
"50","1986","Not Employed","inadequately","","","",""
"50","1986","Not Employed","general elemantary","","","",""
"50","1986","Not Employed","middle vocational","","","",""
"50","1986","Not Employed","vocational + Abi","","","",""
"50","1986","Not Employed","higher vocational","","","",""
"50","1986","Not Employed","higher education","","","",""
"50","1986","Employed","in school","","","",""
"50","1986","Employed","inadequately","","","",""
"50","1986","Employed","general elemantary","","","",""
"50","1986","Employed","middle vocational","","","",""
"50","1986","Employed","vocational + Abi","","","",""
"50","1986","Employed","higher vocational","","","",""
"50","1986","Employed","higher education","","","",""
"51","1986","Not Employed","in school","","","",""
"51","1986","Not Employed","inadequately","","","",""
"51","1986","Not Employed","general elemantary","","","",""
"51","1986","Not Employed","middle vocational","","","",""
"51","1986","Not Employed","vocational + Abi","","","",""
"51","1986","Not Employed","higher vocational","","","",""
"51","1986","Not Employed","higher education","","","",""
"51","1986","Employed","in school","","","",""
"51","1986","Employed","inadequately","","","",""
"51","1986","Employed","general elemantary","","","",""
"51","1986","Employed","middle vocational","","","",""
"51","1986","Employed","vocational + Abi","","","",""
"51","1986","Employed","higher vocational","","","",""
"51","1986","Employed","higher education","","","",""
"52","1986","Not Employed","in school","","","",""
"52","1986","Not Employed","inadequately","","","",""
"52","1986","Not Employed","general elemantary","","","",""
"52","1986","Not Employed","middle vocational","","","",""
"52","1986","Not Employed","vocational + Abi","","","",""
"52","1986","Not Employed","higher vocational","","","",""
"52","1986","Not Employed","higher education","","","",""
"52","1986","Employed","in school","","","",""
"52","1986","Employed","inadequately","","","",""
"52","1986","Employed","general elemantary","","","",""
"52","1986","Employed","middle vocational","","","",""
"52","1986","Employed","vocational + Abi","","","",""
"52","1986","Employed","higher vocational","","","",""
"52","1986","Employed","higher education","","","",""
"53","1986","Not Employed","in school","","","",""
