"pgnation","year","migback","n","percent","lower_confidence","upper_confidence"
"84","1994","indirect migration background","","","",""
"85","1994","no migration background","","","",""
"85","1994","direct migration background","","","",""
"85","1994","indirect migration background","","","",""
"86","1994","no migration background","","","",""
"86","1994","direct migration background","","","",""
"86","1994","indirect migration background","","","",""
"89","1994","no migration background","","","",""
"89","1994","direct migration background","","","",""
"89","1994","indirect migration background","","","",""
"90","1994","no migration background","","","",""
"90","1994","direct migration background","","","",""
"90","1994","indirect migration background","","","",""
"92","1994","no migration background","","","",""
"92","1994","direct migration background","","","",""
"92","1994","indirect migration background","","","",""
"94","1994","no migration background","","","",""
"94","1994","direct migration background","","","",""
"94","1994","indirect migration background","","","",""
"95","1994","no migration background","","","",""
"95","1994","direct migration background","","","",""
"95","1994","indirect migration background","","","",""
"96","1994","no migration background","","","",""
"96","1994","direct migration background","","","",""
"96","1994","indirect migration background","","","",""
"97","1994","no migration background","","","",""
"97","1994","direct migration background","","","",""
"97","1994","indirect migration background","","","",""
