"pgnation","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"162","1986","indirect migration background","Urban Area","","","",""
"162","1986","indirect migration background","Rural Area","","","",""
"164","1986","no migration background","Urban Area","","","",""
"164","1986","no migration background","Rural Area","","","",""
"164","1986","direct migration background","Urban Area","","","",""
"164","1986","direct migration background","Rural Area","","","",""
"164","1986","indirect migration background","Urban Area","","","",""
"164","1986","indirect migration background","Rural Area","","","",""
"165","1986","no migration background","Urban Area","","","",""
"165","1986","no migration background","Rural Area","","","",""
"165","1986","direct migration background","Urban Area","","","",""
"165","1986","direct migration background","Rural Area","","","",""
"165","1986","indirect migration background","Urban Area","","","",""
"165","1986","indirect migration background","Rural Area","","","",""
"166","1986","no migration background","Urban Area","","","",""
"166","1986","no migration background","Rural Area","","","",""
"166","1986","direct migration background","Urban Area","","","",""
"166","1986","direct migration background","Rural Area","","","",""
"166","1986","indirect migration background","Urban Area","","","",""
"166","1986","indirect migration background","Rural Area","","","",""
"167","1986","no migration background","Urban Area","","","",""
"167","1986","no migration background","Rural Area","","","",""
"167","1986","direct migration background","Urban Area","","","",""
"167","1986","direct migration background","Rural Area","","","",""
"167","1986","indirect migration background","Urban Area","","","",""
"167","1986","indirect migration background","Rural Area","","","",""
"168","1986","no migration background","Urban Area","","","",""
"168","1986","no migration background","Rural Area","","","",""
"168","1986","direct migration background","Urban Area","","","",""
"168","1986","direct migration background","Rural Area","","","",""
"168","1986","indirect migration background","Urban Area","","","",""
"168","1986","indirect migration background","Rural Area","","","",""
"169","1986","no migration background","Urban Area","","","",""
"169","1986","no migration background","Rural Area","","","",""
"169","1986","direct migration background","Urban Area","","","",""
"169","1986","direct migration background","Rural Area","","","",""
"169","1986","indirect migration background","Urban Area","","","",""
"169","1986","indirect migration background","Rural Area","","","",""
"172","1986","no migration background","Urban Area","","","",""
"172","1986","no migration background","Rural Area","","","",""
"172","1986","direct migration background","Urban Area","","","",""
"172","1986","direct migration background","Rural Area","","","",""
"172","1986","indirect migration background","Urban Area","","","",""
"172","1986","indirect migration background","Rural Area","","","",""
"173","1986","no migration background","Urban Area","","","",""
"173","1986","no migration background","Rural Area","","","",""
"173","1986","direct migration background","Urban Area","","","",""
"173","1986","direct migration background","Rural Area","","","",""
"173","1986","indirect migration background","Urban Area","","","",""
"173","1986","indirect migration background","Rural Area","","","",""
"178","1986","no migration background","Urban Area","","","",""
"178","1986","no migration background","Rural Area","","","",""
"178","1986","direct migration background","Urban Area","","","",""
"178","1986","direct migration background","Rural Area","","","",""
"178","1986","indirect migration background","Urban Area","","","",""
"178","1986","indirect migration background","Rural Area","","","",""
"181","1986","no migration background","Urban Area","","","",""
"181","1986","no migration background","Rural Area","","","",""
"181","1986","direct migration background","Urban Area","","","",""
"181","1986","direct migration background","Rural Area","","","",""
"181","1986","indirect migration background","Urban Area","","","",""
"181","1986","indirect migration background","Rural Area","","","",""
"183","1986","no migration background","Urban Area","","","",""
"183","1986","no migration background","Rural Area","","","",""
"183","1986","direct migration background","Urban Area","","","",""
"183","1986","direct migration background","Rural Area","","","",""
"183","1986","indirect migration background","Urban Area","","","",""
"183","1986","indirect migration background","Rural Area","","","",""
