"pgnation","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"999","1991","indirect migration background","West Germany","","","",""
"999","1991","indirect migration background","East Germany","","","",""
"1","1992","no migration background","West Germany","6567","0.999040883335366","0.998292495598308","0.999789271072423"
"1","1992","no migration background","East Germany","3837","1","1","1"
"1","1992","direct migration background","West Germany","387","0.383782085494211","0.36442271227474","0.403141458713681"
"1","1992","direct migration background","East Germany","136","0.911767106637083","0.865759580259621","0.957774633014546"
"1","1992","indirect migration background","West Germany","72","0.311662927062546","0.266215971453577","0.357109882671515"
"1","1992","indirect migration background","East Germany","9","","",""
"2","1992","no migration background","West Germany","","","",""
"2","1992","no migration background","East Germany","","","",""
"2","1992","direct migration background","West Germany","800","0.237635770709777","0.220691653543877","0.254579887875676"
"2","1992","direct migration background","East Germany","","","",""
"2","1992","indirect migration background","West Germany","104","0.257284212850043","0.214391892587583","0.300176533112504"
"2","1992","indirect migration background","East Germany","","","",""
"3","1992","no migration background","West Germany","","","",""
