"pgnation","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"11","1994","middle vocational","Rural Area","","","",""
"11","1994","vocational + Abi","Urban Area","1","","",""
"11","1994","vocational + Abi","Rural Area","1","","",""
"11","1994","higher vocational","Urban Area","","","",""
"11","1994","higher vocational","Rural Area","","","",""
"11","1994","higher education","Urban Area","1","","",""
"11","1994","higher education","Rural Area","1","","",""
"12","1994","in school","Urban Area","","","",""
"12","1994","in school","Rural Area","","","",""
"12","1994","inadequately","Urban Area","","","",""
"12","1994","inadequately","Rural Area","","","",""
"12","1994","general elemantary","Urban Area","2","","",""
"12","1994","general elemantary","Rural Area","","","",""
"12","1994","middle vocational","Urban Area","4","","",""
"12","1994","middle vocational","Rural Area","","","",""
"12","1994","vocational + Abi","Urban Area","","","",""
"12","1994","vocational + Abi","Rural Area","","","",""
"12","1994","higher vocational","Urban Area","","","",""
"12","1994","higher vocational","Rural Area","","","",""
"12","1994","higher education","Urban Area","","","",""
"12","1994","higher education","Rural Area","","","",""
"13","1994","in school","Urban Area","","","",""
"13","1994","in school","Rural Area","","","",""
"13","1994","inadequately","Urban Area","","","",""
"13","1994","inadequately","Rural Area","","","",""
"13","1994","general elemantary","Urban Area","","","",""
"13","1994","general elemantary","Rural Area","","","",""
"13","1994","middle vocational","Urban Area","","","",""
"13","1994","middle vocational","Rural Area","","","",""
"13","1994","vocational + Abi","Urban Area","","","",""
"13","1994","vocational + Abi","Rural Area","","","",""
"13","1994","higher vocational","Urban Area","","","",""
"13","1994","higher vocational","Rural Area","","","",""
"13","1994","higher education","Urban Area","","","",""
"13","1994","higher education","Rural Area","","","",""
"14","1994","in school","Urban Area","","","",""
"14","1994","in school","Rural Area","","","",""
"14","1994","inadequately","Urban Area","","","",""
"14","1994","inadequately","Rural Area","","","",""
"14","1994","general elemantary","Urban Area","1","","",""
"14","1994","general elemantary","Rural Area","","","",""
"14","1994","middle vocational","Urban Area","3","","",""
"14","1994","middle vocational","Rural Area","","","",""
"14","1994","vocational + Abi","Urban Area","","","",""
"14","1994","vocational + Abi","Rural Area","","","",""
"14","1994","higher vocational","Urban Area","","","",""
"14","1994","higher vocational","Rural Area","","","",""
"14","1994","higher education","Urban Area","2","","",""
"14","1994","higher education","Rural Area","","","",""
"15","1994","in school","Urban Area","","","",""
"15","1994","in school","Rural Area","","","",""
"15","1994","inadequately","Urban Area","","","",""
"15","1994","inadequately","Rural Area","","","",""
"15","1994","general elemantary","Urban Area","","","",""
"15","1994","general elemantary","Rural Area","","","",""
"15","1994","middle vocational","Urban Area","","","",""
"15","1994","middle vocational","Rural Area","","","",""
"15","1994","vocational + Abi","Urban Area","","","",""
"15","1994","vocational + Abi","Rural Area","","","",""
"15","1994","higher vocational","Urban Area","","","",""
"15","1994","higher vocational","Rural Area","","","",""
"15","1994","higher education","Urban Area","","","",""
"15","1994","higher education","Rural Area","","","",""
"16","1994","in school","Urban Area","","","",""
"16","1994","in school","Rural Area","","","",""
"16","1994","inadequately","Urban Area","","","",""
"16","1994","inadequately","Rural Area","","","",""
"16","1994","general elemantary","Urban Area","","","",""
"16","1994","general elemantary","Rural Area","","","",""
"16","1994","middle vocational","Urban Area","","","",""
"16","1994","middle vocational","Rural Area","","","",""
"16","1994","vocational + Abi","Urban Area","","","",""
"16","1994","vocational + Abi","Rural Area","","","",""
"16","1994","higher vocational","Urban Area","","","",""
"16","1994","higher vocational","Rural Area","","","",""
"16","1994","higher education","Urban Area","","","",""
"16","1994","higher education","Rural Area","","","",""
"17","1994","in school","Urban Area","","","",""
"17","1994","in school","Rural Area","","","",""
"17","1994","inadequately","Urban Area","","","",""
"17","1994","inadequately","Rural Area","","","",""
"17","1994","general elemantary","Urban Area","","","",""
"17","1994","general elemantary","Rural Area","","","",""
"17","1994","middle vocational","Urban Area","","","",""
"17","1994","middle vocational","Rural Area","","","",""
"17","1994","vocational + Abi","Urban Area","","","",""
"17","1994","vocational + Abi","Rural Area","","","",""
"17","1994","higher vocational","Urban Area","","","",""
"17","1994","higher vocational","Rural Area","","","",""
"17","1994","higher education","Urban Area","","","",""
"17","1994","higher education","Rural Area","","","",""
"18","1994","in school","Urban Area","","","",""
"18","1994","in school","Rural Area","","","",""
"18","1994","inadequately","Urban Area","","","",""
"18","1994","inadequately","Rural Area","","","",""
"18","1994","general elemantary","Urban Area","1","","",""
"18","1994","general elemantary","Rural Area","","","",""
"18","1994","middle vocational","Urban Area","2","","",""
"18","1994","middle vocational","Rural Area","","","",""
"18","1994","vocational + Abi","Urban Area","","","",""
"18","1994","vocational + Abi","Rural Area","","","",""
"18","1994","higher vocational","Urban Area","","","",""
"18","1994","higher vocational","Rural Area","","","",""
"18","1994","higher education","Urban Area","","","",""
"18","1994","higher education","Rural Area","","","",""
"19","1994","in school","Urban Area","","","",""
"19","1994","in school","Rural Area","","","",""
"19","1994","inadequately","Urban Area","","","",""
"19","1994","inadequately","Rural Area","","","",""
"19","1994","general elemantary","Urban Area","","","",""
"19","1994","general elemantary","Rural Area","1","","",""
"19","1994","middle vocational","Urban Area","1","","",""
"19","1994","middle vocational","Rural Area","","","",""
"19","1994","vocational + Abi","Urban Area","","","",""
"19","1994","vocational + Abi","Rural Area","","","",""
"19","1994","higher vocational","Urban Area","","","",""
"19","1994","higher vocational","Rural Area","","","",""
"19","1994","higher education","Urban Area","1","","",""
"19","1994","higher education","Rural Area","","","",""
"20","1994","in school","Urban Area","","","",""
"20","1994","in school","Rural Area","","","",""
"20","1994","inadequately","Urban Area","","","",""
"20","1994","inadequately","Rural Area","","","",""
"20","1994","general elemantary","Urban Area","1","","",""
"20","1994","general elemantary","Rural Area","","","",""
"20","1994","middle vocational","Urban Area","","","",""
"20","1994","middle vocational","Rural Area","","","",""
"20","1994","vocational + Abi","Urban Area","","","",""
"20","1994","vocational + Abi","Rural Area","","","",""
"20","1994","higher vocational","Urban Area","","","",""
"20","1994","higher vocational","Rural Area","","","",""
"20","1994","higher education","Urban Area","","","",""
"20","1994","higher education","Rural Area","","","",""
"21","1994","in school","Urban Area","","","",""
"21","1994","in school","Rural Area","","","",""
"21","1994","inadequately","Urban Area","","","",""
"21","1994","inadequately","Rural Area","","","",""
"21","1994","general elemantary","Urban Area","1","","",""
"21","1994","general elemantary","Rural Area","","","",""
"21","1994","middle vocational","Urban Area","","","",""
"21","1994","middle vocational","Rural Area","","","",""
"21","1994","vocational + Abi","Urban Area","","","",""
"21","1994","vocational + Abi","Rural Area","","","",""
"21","1994","higher vocational","Urban Area","","","",""
"21","1994","higher vocational","Rural Area","","","",""
"21","1994","higher education","Urban Area","","","",""
"21","1994","higher education","Rural Area","","","",""
"22","1994","in school","Urban Area","","","",""
"22","1994","in school","Rural Area","","","",""
"22","1994","inadequately","Urban Area","1","","",""
"22","1994","inadequately","Rural Area","","","",""
"22","1994","general elemantary","Urban Area","","","",""
"22","1994","general elemantary","Rural Area","","","",""
"22","1994","middle vocational","Urban Area","","","",""
"22","1994","middle vocational","Rural Area","","","",""
"22","1994","vocational + Abi","Urban Area","","","",""
"22","1994","vocational + Abi","Rural Area","1","","",""
"22","1994","higher vocational","Urban Area","1","","",""
"22","1994","higher vocational","Rural Area","","","",""
"22","1994","higher education","Urban Area","1","","",""
"22","1994","higher education","Rural Area","","","",""
"23","1994","in school","Urban Area","","","",""
"23","1994","in school","Rural Area","","","",""
"23","1994","inadequately","Urban Area","","","",""
"23","1994","inadequately","Rural Area","","","",""
"23","1994","general elemantary","Urban Area","","","",""
"23","1994","general elemantary","Rural Area","","","",""
"23","1994","middle vocational","Urban Area","","","",""
"23","1994","middle vocational","Rural Area","","","",""
"23","1994","vocational + Abi","Urban Area","","","",""
"23","1994","vocational + Abi","Rural Area","","","",""
"23","1994","higher vocational","Urban Area","","","",""
"23","1994","higher vocational","Rural Area","","","",""
"23","1994","higher education","Urban Area","","","",""
"23","1994","higher education","Rural Area","","","",""
"24","1994","in school","Urban Area","","","",""
"24","1994","in school","Rural Area","","","",""
"24","1994","inadequately","Urban Area","","","",""
"24","1994","inadequately","Rural Area","","","",""
"24","1994","general elemantary","Urban Area","","","",""
"24","1994","general elemantary","Rural Area","","","",""
"24","1994","middle vocational","Urban Area","1","","",""
"24","1994","middle vocational","Rural Area","","","",""
"24","1994","vocational + Abi","Urban Area","","","",""
"24","1994","vocational + Abi","Rural Area","","","",""
"24","1994","higher vocational","Urban Area","","","",""
"24","1994","higher vocational","Rural Area","","","",""
"24","1994","higher education","Urban Area","1","","",""
"24","1994","higher education","Rural Area","","","",""
"25","1994","in school","Urban Area","","","",""
"25","1994","in school","Rural Area","","","",""
"25","1994","inadequately","Urban Area","","","",""
