"transab_cat","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1986","Berlin","inadequately","4","","","","2"
"Low transfer dependency","1986","Berlin","general elemantary","4","","","","2"
"Low transfer dependency","1986","Berlin","middle vocational","4","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Low transfer dependency","1986","Saxony","in school","","","","","2"
"Low transfer dependency","1986","Saxony","inadequately","","","","","2"
"Low transfer dependency","1986","Saxony","general elemantary","","","","","2"
"Low transfer dependency","1986","Saxony","middle vocational","","","","","2"
"Low transfer dependency","1986","Saxony","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Saxony","higher vocational","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","in school","","","","","2"
"Low transfer dependency","1986","Thuringia","in school","","","","","2"
"Low transfer dependency","1986","Thuringia","inadequately","","","","","2"
"Low transfer dependency","1986","Thuringia","general elemantary","","","","","2"
"Low transfer dependency","1986","Thuringia","middle vocational","","","","","2"
"Low transfer dependency","1986","Thuringia","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Saxony","higher education","","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","in school","","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","inadequately","4","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","general elemantary","1","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","middle vocational","8","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","vocational + Abi","2","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","higher vocational","2","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","higher education","","","","","2"
"Low transfer dependency","1986","Hesse","general elemantary","5","","","","2"
"Low transfer dependency","1986","Hesse","middle vocational","14","","","","2"
"Low transfer dependency","1986","Hesse","vocational + Abi","3","","","","2"
"Low transfer dependency","1986","Hesse","higher vocational","","","","","2"
"Low transfer dependency","1986","Hesse","higher education","1","","","","2"
"Low transfer dependency","1986","Berlin","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Berlin","higher vocational","","","","","2"
"Low transfer dependency","1986","Berlin","higher education","2","","","","2"
"Low transfer dependency","1986","Brandenburg","in school","","","","","2"
"Low transfer dependency","1986","Brandenburg","inadequately","","","","","2"
"Low transfer dependency","1986","Brandenburg","general elemantary","","","","","2"
"Low transfer dependency","1986","Brandenburg","middle vocational","","","","","2"
"Low transfer dependency","1986","Brandenburg","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Brandenburg","higher vocational","","","","","2"
"Low transfer dependency","1986","Brandenburg","higher education","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","in school","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","inadequately","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","general elemantary","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","middle vocational","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","higher vocational","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","higher education","","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","general elemantary","22","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","middle vocational","39","0.0289110427562318","0.0197639513682622","0.0380581341442013","2"
"Low transfer dependency","1986","North Rhine-Westphalia","vocational + Abi","2","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","higher vocational","5","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","higher education","2","","","","2"
"Low transfer dependency","1986","Hesse","in school","","","","","2"
"Low transfer dependency","1986","Hesse","inadequately","9","","","","2"
"Low transfer dependency","1986","Thuringia","higher vocational","","","","","2"
"Low transfer dependency","1986","Thuringia","higher education","","","","","2"
"No transfer dependency","1986","Rhineland-Palatinate,Saarland","higher education","15","","","","0"
"No transfer dependency","1986","Baden-Württemberg","in school","2","","","","0"
"No transfer dependency","1986","Baden-Württemberg","inadequately","59","0.347951601153839","0.284133990451899","0.41176921185578","0"
"No transfer dependency","1986","Baden-Württemberg","general elemantary","211","0.534785874234099","0.493802438065626","0.575769310402572","0"
"No transfer dependency","1986","Baden-Württemberg","middle vocational","363","0.521009721738981","0.486817491610456","0.555201951867505","0"
"No transfer dependency","1986","Baden-Württemberg","vocational + Abi","25","","","","0"
"No transfer dependency","1986","Baden-Württemberg","higher vocational","45","0.50423481952057","0.40524523989904","0.603224399142099","0"
"No transfer dependency","1986","Baden-Württemberg","higher education","50","0.510527941179374","0.415810509605304","0.605245372753445","0"
"No transfer dependency","1986","Bavaria","in school","1","","","","0"
"No transfer dependency","1986","Bavaria","inadequately","21","","","","0"
"No transfer dependency","1986","Bavaria","general elemantary","192","0.514329766640208","0.469048690718961","0.559610842561455","0"
"No transfer dependency","1986","Bavaria","middle vocational","332","0.461986281265841","0.42860762150658","0.495364941025102","0"
"No transfer dependency","1986","Bavaria","vocational + Abi","14","","","","0"
"No transfer dependency","1986","Bavaria","higher vocational","45","0.504599005258267","0.406604951609249","0.602593058907286","0"
"No transfer dependency","1986","Bavaria","higher education","66","0.532984198316763","0.450044271982832","0.615924124650694","0"
"No transfer dependency","1986","Berlin","in school","","","","","0"
"No transfer dependency","1986","Berlin","inadequately","6","","","","0"
"No transfer dependency","1986","Berlin","general elemantary","30","0.542693461246793","0.432839544631417","0.652547377862169","0"
"No transfer dependency","1986","Berlin","middle vocational","78","0.628971241505684","0.554351398000587","0.703591085010782","0"
"No transfer dependency","1986","Berlin","vocational + Abi","3","","","","0"
"No transfer dependency","1986","Berlin","higher vocational","12","","","","0"
"No transfer dependency","1986","Berlin","higher education","21","","","","0"
"No transfer dependency","1986","Brandenburg","in school","","","","","0"
"No transfer dependency","1986","Brandenburg","inadequately","","","","","0"
"No transfer dependency","1986","Brandenburg","general elemantary","","","","","0"
"No transfer dependency","1986","Schleswig-Holstein","in school","","","","","0"
"No transfer dependency","1986","Schleswig-Holstein","inadequately","","","","","0"
"No transfer dependency","1986","Schleswig-Holstein","general elemantary","33","0.569192425161196","0.455597773974602","0.682787076347789","0"
"No transfer dependency","1986","Schleswig-Holstein","middle vocational","72","0.458891815516769","0.385272976452714","0.532510654580824","0"
"No transfer dependency","1986","Schleswig-Holstein","vocational + Abi","4","","","","0"
"No transfer dependency","1986","Schleswig-Holstein","higher vocational","11","","","","0"
"No transfer dependency","1986","Schleswig-Holstein","higher education","4","","","","0"
"No transfer dependency","1986","Hamburg","in school","","","","","0"
"No transfer dependency","1986","Hamburg","inadequately","3","","","","0"
"No transfer dependency","1986","Hamburg","general elemantary","19","","","","0"
"No transfer dependency","1986","Hamburg","middle vocational","67","0.660107263255589","0.577726762351722","0.742487764159455","0"
"No transfer dependency","1986","Hamburg","vocational + Abi","5","","","","0"
"No transfer dependency","1986","Hamburg","higher vocational","8","","","","0"
"No transfer dependency","1986","Hamburg","higher education","8","","","","0"
"No transfer dependency","1986","Lower Saxony","in school","2","","","","0"
"No transfer dependency","1986","Lower Saxony","inadequately","5","","","","0"
"No transfer dependency","1986","Lower Saxony","general elemantary","119","0.472773771721024","0.416465809485042","0.529081733957006","0"
"No transfer dependency","1986","Lower Saxony","middle vocational","188","0.423344063448295","0.380836174942435","0.465851951954154","0"
"No transfer dependency","1986","Lower Saxony","vocational + Abi","12","","","","0"
"No transfer dependency","1986","Lower Saxony","higher vocational","31","0.523649124852969","0.405805194052158","0.641493055653779","0"
"No transfer dependency","1986","Lower Saxony","higher education","27","","","","0"
"No transfer dependency","1986","Bremen","in school","","","","","0"
"No transfer dependency","1986","Bremen","inadequately","","","","","0"
"No transfer dependency","1986","Bremen","general elemantary","16","","","","0"
"No transfer dependency","1986","Bremen","middle vocational","26","","","","0"
"No transfer dependency","1986","Bremen","vocational + Abi","3","","","","0"
"No transfer dependency","1986","Bremen","higher vocational","2","","","","0"
"No transfer dependency","1986","Bremen","higher education","","","","","0"
