"transab_cat","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1992","Mecklenburg-Western Pomerania","Female","118","0.531115250653247","0.462126623610054","0.60010387769644"
"Very low transfer dependency","1992","Saxony","Male","290","0.473314954845007","0.43027682154721","0.516353088142805"
"Very low transfer dependency","1992","Saxony","Female","345","0.504728429815306","0.464722621535948","0.544734238094663"
"Very low transfer dependency","1992","Saxony-Anhalt","Male","220","0.536077485455874","0.483906259578256","0.588248711333492"
"Very low transfer dependency","1992","Saxony-Anhalt","Female","248","0.566594134939806","0.517412924096581","0.615775345783031"
"Very low transfer dependency","1992","Thuringia","Male","186","0.518253115392811","0.462986396089574","0.573519834696048"
"Very low transfer dependency","1992","Thuringia","Female","208","0.564447070874039","0.511743418408652","0.617150723339426"
"Low transfer dependency","1992","Schleswig-Holstein","Male","6","","",""
"Low transfer dependency","1992","Schleswig-Holstein","Female","5","","",""
"Low transfer dependency","1992","Hamburg","Male","1","","",""
"Low transfer dependency","1992","Hamburg","Female","","","",""
"Low transfer dependency","1992","Lower Saxony","Male","11","","",""
"Low transfer dependency","1992","Lower Saxony","Female","9","","",""
"Low transfer dependency","1992","Bremen","Male","1","","",""
"Low transfer dependency","1992","Bremen","Female","1","","",""
"Low transfer dependency","1992","North Rhine-Westphalia","Male","42","0.0238890629350191","0.0150479909028902","0.0327301349671479"
"Low transfer dependency","1992","North Rhine-Westphalia","Female","45","0.0250283668582042","0.0162411570953711","0.0338155766210373"
"Low transfer dependency","1992","Hesse","Male","11","","",""
"Low transfer dependency","1992","Hesse","Female","16","","",""
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","Male","7","","",""
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","Female","6","","",""
"Low transfer dependency","1992","Baden-Württemberg","Male","28","","",""
"Low transfer dependency","1992","Baden-Württemberg","Female","26","","",""
"Low transfer dependency","1992","Bavaria","Male","21","","",""
"Low transfer dependency","1992","Bavaria","Female","17","","",""
"Low transfer dependency","1992","Berlin","Male","15","","",""
"Low transfer dependency","1992","Berlin","Female","22","","",""
"Low transfer dependency","1992","Brandenburg","Male","27","","",""
"Low transfer dependency","1992","Brandenburg","Female","28","","",""
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","Male","26","","",""
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","Female","23","","",""
"Low transfer dependency","1992","Saxony","Male","47","0.0823779694334924","0.0586784097844301","0.106077529082555"
"Low transfer dependency","1992","Saxony","Female","56","0.0823745505021831","0.0603756123053855","0.104373488698981"
"Low transfer dependency","1992","Saxony-Anhalt","Male","34","0.0941394403303484","0.0635894544077452","0.124689426252952"
"Low transfer dependency","1992","Saxony-Anhalt","Female","36","0.0930109807721204","0.0641850118525681","0.121836949691673"
"Low transfer dependency","1992","Thuringia","Male","35","0.111083423600144","0.0763267346233721","0.145840112576916"
"Low transfer dependency","1992","Thuringia","Female","40","0.0912964132059063","0.0606805427617015","0.121912283650111"
"High transfer dependency","1992","Schleswig-Holstein","Male","2","","",""
"High transfer dependency","1992","Schleswig-Holstein","Female","3","","",""
"High transfer dependency","1992","Hamburg","Male","1","","",""
"High transfer dependency","1992","Hamburg","Female","1","","",""
"High transfer dependency","1992","Lower Saxony","Male","12","","",""
"High transfer dependency","1992","Lower Saxony","Female","10","","",""
"High transfer dependency","1992","Bremen","Male","1","","",""
"High transfer dependency","1992","Bremen","Female","2","","",""
"High transfer dependency","1992","North Rhine-Westphalia","Male","9","","",""
"High transfer dependency","1992","North Rhine-Westphalia","Female","13","","",""
"High transfer dependency","1992","Hesse","Male","3","","",""
"High transfer dependency","1992","Hesse","Female","5","","",""
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","Male","5","","",""
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","Female","5","","",""
"High transfer dependency","1992","Baden-Württemberg","Male","2","","",""
"High transfer dependency","1992","Baden-Württemberg","Female","7","","",""
"High transfer dependency","1992","Bavaria","Male","2","","",""
"High transfer dependency","1992","Bavaria","Female","7","","",""
"High transfer dependency","1992","Berlin","Male","9","","",""
"High transfer dependency","1992","Berlin","Female","11","","",""
"High transfer dependency","1992","Brandenburg","Male","8","","",""
"High transfer dependency","1992","Brandenburg","Female","9","","",""
"High transfer dependency","1992","Mecklenburg-Western Pomerania","Male","2","","",""
"High transfer dependency","1992","Mecklenburg-Western Pomerania","Female","3","","",""
"High transfer dependency","1992","Saxony","Male","16","","",""
"High transfer dependency","1992","Saxony","Female","15","","",""
"High transfer dependency","1992","Saxony-Anhalt","Male","","","",""
"High transfer dependency","1992","Saxony-Anhalt","Female","1","","",""
"High transfer dependency","1992","Thuringia","Male","2","","",""
"High transfer dependency","1992","Thuringia","Female","2","","",""
"Very high transfer dependency","1992","Schleswig-Holstein","Male","","","",""
"Very high transfer dependency","1992","Schleswig-Holstein","Female","2","","",""
"Very high transfer dependency","1992","Hamburg","Male","1","","",""
"Very high transfer dependency","1992","Hamburg","Female","","","",""
"Very high transfer dependency","1992","Lower Saxony","Male","3","","",""
"Very high transfer dependency","1992","Lower Saxony","Female","3","","",""
"Very high transfer dependency","1992","Bremen","Male","","","",""
"Very high transfer dependency","1992","Bremen","Female","","","",""
"Very high transfer dependency","1992","North Rhine-Westphalia","Male","11","","",""
"Very high transfer dependency","1992","North Rhine-Westphalia","Female","10","","",""
"Very high transfer dependency","1992","Hesse","Male","3","","",""
"Very high transfer dependency","1992","Hesse","Female","4","","",""
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Male","1","","",""
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Female","1","","",""
"Very high transfer dependency","1992","Baden-Württemberg","Male","3","","",""
"Very high transfer dependency","1992","Baden-Württemberg","Female","6","","",""
"Very high transfer dependency","1992","Bavaria","Male","2","","",""
"Very high transfer dependency","1992","Bavaria","Female","5","","",""
"Very high transfer dependency","1992","Berlin","Male","3","","",""
"Very high transfer dependency","1992","Berlin","Female","5","","",""
"Very high transfer dependency","1992","Brandenburg","Male","","","",""
"Very high transfer dependency","1992","Brandenburg","Female","1","","",""
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Male","","","",""
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Very high transfer dependency","1992","Saxony","Male","3","","",""
"Very high transfer dependency","1992","Saxony","Female","4","","",""
"Very high transfer dependency","1992","Saxony-Anhalt","Male","3","","",""
"Very high transfer dependency","1992","Saxony-Anhalt","Female","2","","",""
"Very high transfer dependency","1992","Thuringia","Male","1","","",""
"Very high transfer dependency","1992","Thuringia","Female","3","","",""
"Complete transfer dependency","1992","Schleswig-Holstein","Male","1","","",""
"Complete transfer dependency","1992","Schleswig-Holstein","Female","2","","",""
"Complete transfer dependency","1992","Hamburg","Male","1","","",""
"Complete transfer dependency","1992","Hamburg","Female","2","","",""
"Complete transfer dependency","1992","Lower Saxony","Male","3","","",""
"Complete transfer dependency","1992","Lower Saxony","Female","5","","",""
"Complete transfer dependency","1992","Bremen","Male","","","",""
"Complete transfer dependency","1992","Bremen","Female","1","","",""
"Complete transfer dependency","1992","North Rhine-Westphalia","Male","7","","",""
"Complete transfer dependency","1992","North Rhine-Westphalia","Female","6","","",""
"Complete transfer dependency","1992","Hesse","Male","2","","",""
"Complete transfer dependency","1992","Hesse","Female","2","","",""
"Complete transfer dependency","1992","Rhineland-Palatinate,Saarland","Male","1","","",""
"Complete transfer dependency","1992","Rhineland-Palatinate,Saarland","Female","1","","",""
"Complete transfer dependency","1992","Baden-Württemberg","Male","2","","",""
"Complete transfer dependency","1992","Baden-Württemberg","Female","1","","",""
"Complete transfer dependency","1992","Bavaria","Male","","","",""
"Complete transfer dependency","1992","Bavaria","Female","1","","",""
"Complete transfer dependency","1992","Berlin","Male","5","","",""
"Complete transfer dependency","1992","Berlin","Female","5","","",""
"Complete transfer dependency","1992","Brandenburg","Male","","","",""
"Complete transfer dependency","1992","Brandenburg","Female","1","","",""
"Complete transfer dependency","1992","Mecklenburg-Western Pomerania","Male","2","","",""
"Complete transfer dependency","1992","Mecklenburg-Western Pomerania","Female","","","",""
"Complete transfer dependency","1992","Saxony","Male","1","","",""
"Complete transfer dependency","1992","Saxony","Female","2","","",""
"Complete transfer dependency","1992","Saxony-Anhalt","Male","","","",""
"Complete transfer dependency","1992","Saxony-Anhalt","Female","","","",""
"Complete transfer dependency","1992","Thuringia","Male","","","",""
"Complete transfer dependency","1992","Thuringia","Female","","","",""
"No transfer dependency","1993","Schleswig-Holstein","Male","63","0.561913431202035","0.476950963289923","0.646875899114147"
"No transfer dependency","1993","Schleswig-Holstein","Female","71","0.579456379527823","0.498263149705897","0.66064960934975"
"No transfer dependency","1993","Hamburg","Male","37","0.694238105873688","0.583084891268115","0.805391320479261"
"No transfer dependency","1993","Hamburg","Female","47","0.657690935143579","0.550307427138065","0.765074443149093"
"No transfer dependency","1993","Lower Saxony","Male","226","0.549381455516491","0.504255004589713","0.59450790644327"
"No transfer dependency","1993","Lower Saxony","Female","236","0.549838376899679","0.505238269843511","0.594438483955847"
"No transfer dependency","1993","Bremen","Male","29","","",""
"No transfer dependency","1993","Bremen","Female","34","0.728776184222077","0.601671908924397","0.855880459519757"
"No transfer dependency","1993","North Rhine-Westphalia","Male","497","0.499203939979193","0.470639263246616","0.527768616711769"
"No transfer dependency","1993","North Rhine-Westphalia","Female","558","0.550982865512941","0.523431290532613","0.578534440493269"
"No transfer dependency","1993","Hesse","Male","209","0.585350937861094","0.538839693484976","0.631862182237212"
"No transfer dependency","1993","Hesse","Female","224","0.614677404936904","0.56991060741767","0.659444202456139"
"No transfer dependency","1993","Rhineland-Palatinate,Saarland","Male","132","0.541645071035839","0.484786566394404","0.598503575677274"
