"transab_cat","year","education","migback","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1999","secondary school degree","no migration background","1135","0.402512745540866","0.386307548554771","0.418717942526961"
"No transfer dependency","1999","secondary school degree","direct migration background","59","0.501223961889614","0.421997350926859","0.58045057285237"
"No transfer dependency","1999","secondary school degree","indirect migration background","37","0.334335409172996","0.253856878126376","0.414813940219617"
"No transfer dependency","1999","college entrance qualification","no migration background","772","0.448264951291572","0.426242606821756","0.470287295761387"
"No transfer dependency","1999","college entrance qualification","direct migration background","55","0.396706205179478","0.322285638436455","0.471126771922502"
"No transfer dependency","1999","college entrance qualification","indirect migration background","26","","",""
"No transfer dependency","1999","Other degree","no migration background","35","0.51534422249446","0.412662582189426","0.618025862799494"
"No transfer dependency","1999","Other degree","direct migration background","245","0.366820339282093","0.333610711176133","0.400029967388054"
"No transfer dependency","1999","Other degree","indirect migration background","5","","",""
"No transfer dependency","1999","no degree/no degree yet","no migration background","20","","",""
"No transfer dependency","1999","no degree/no degree yet","direct migration background","119","0.353148406354042","0.306014819055352","0.400281993652733"
"No transfer dependency","1999","no degree/no degree yet","indirect migration background","3","","",""
"Very low transfer dependency","1999","lower secondary degree","no migration background","1687","0.308411531820517","0.295220677575932","0.321602386065101"
"Very low transfer dependency","1999","lower secondary degree","direct migration background","245","0.359239785289735","0.318885639429888","0.399593931149581"
"Very low transfer dependency","1999","lower secondary degree","indirect migration background","126","0.584208279179187","0.518933140073205","0.64948341828517"
"Very low transfer dependency","1999","secondary school degree","no migration background","1967","0.494802565051753","0.478281170111128","0.511323959992379"
"Very low transfer dependency","1999","secondary school degree","direct migration background","70","0.376965261403692","0.300174464956536","0.453756057850848"
"Very low transfer dependency","1999","secondary school degree","indirect migration background","77","0.561616275604107","0.476969936682438","0.646262614525775"
"Very low transfer dependency","1999","college entrance qualification","no migration background","1054","0.495580259048695","0.473439938231975","0.517720579865416"
"Very low transfer dependency","1999","college entrance qualification","direct migration background","92","0.514412765059471","0.438383017893001","0.59044251222594"
"Very low transfer dependency","1999","college entrance qualification","indirect migration background","51","0.504289286100203","0.400993915110597","0.607584657089808"
