"transab_cat","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1987","1-pers.-HH","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","1-pers.-HH","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(0) in school","","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(1b) general elementary school","1","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","Single parent ","(0) in school","1","","",""
"Very high transfer dependency","1987","Single parent ","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","Single parent ","(1b) general elementary school","1","","",""
"Very high transfer dependency","1987","Single parent ","(1c) basic vocational qualification","5","","",""
"Very high transfer dependency","1987","Single parent ","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","Single parent ","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","Single parent ","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1987","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","Single parent ","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","Single parent ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(0) in school","","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(1b) general elementary school","3","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","2","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(0) in school","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","1","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(0) in school","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(1c) basic vocational qualification","3","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1987","1-pers.-HH","(0) in school","","","",""
"Complete transfer dependency","1987","1-pers.-HH","(1a) inadequately completed","1","","",""
"Complete transfer dependency","1987","1-pers.-HH","(1b) general elementary school","8","","",""
"Complete transfer dependency","1987","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"Complete transfer dependency","1987","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1987","1-pers.-HH","(2a) intermediate vocational","3","","",""
"Complete transfer dependency","1987","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1987","1-pers.-HH","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1987","1-pers.-HH","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(0) in school","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(1b) general elementary school","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(1c) basic vocational qualification","1","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1987","(Married) couple without C. ","(3b) higher tertiary education","2","","",""
"Complete transfer dependency","1987","Single parent ","(0) in school","","","",""
"Complete transfer dependency","1987","Single parent ","(1a) inadequately completed","2","","",""
"Complete transfer dependency","1987","Single parent ","(1b) general elementary school","4","","",""
"Complete transfer dependency","1987","Single parent ","(1c) basic vocational qualification","1","","",""
"Complete transfer dependency","1987","Single parent ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1987","Single parent ","(2a) intermediate vocational","1","","",""
"Complete transfer dependency","1987","Single parent ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1987","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1987","Single parent ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1987","Single parent ","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(0) in school","","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(1b) general elementary school","8","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","7","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(2a) intermediate vocational","1","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1987","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(0) in school","","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(1b) general elementary school","3","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
