"transab_cat","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1998","Not Employed","no degree/no degree yet","80","0.141115761339865","0.112255698976592","0.169975823703138"
"No transfer dependency","1998","Employed","lower secondary degree","1095","0.431400924217881","0.413300145444978","0.449501702990784"
"No transfer dependency","1998","Employed","secondary school degree","893","0.366622657345564","0.349201010325358","0.38404430436577"
"No transfer dependency","1998","Employed","college entrance qualification","646","0.45588680301494","0.431745408544388","0.480028197485493"
"No transfer dependency","1998","Employed","Other degree","175","0.317063069928566","0.280552473685614","0.353573666171519"
"No transfer dependency","1998","Employed","no degree/no degree yet","60","0.26641627804479","0.210946248250384","0.321886307839196"
"Very low transfer dependency","1998","Not Employed","lower secondary degree","571","0.169379038972745","0.155272694542369","0.18348538340312"
"Very low transfer dependency","1998","Not Employed","secondary school degree","343","0.332640006214281","0.301685747222645","0.363594265205917"
"Very low transfer dependency","1998","Not Employed","college entrance qualification","257","0.401920264015282","0.361240306841341","0.442600221189223"
"Very low transfer dependency","1998","Not Employed","Other degree","136","0.299770454872697","0.252896706106865","0.346644203638529"
"Very low transfer dependency","1998","Not Employed","no degree/no degree yet","372","0.689058567118473","0.650686998516648","0.727430135720298"
"Very low transfer dependency","1998","Employed","lower secondary degree","1520","0.492265777224145","0.473994382882523","0.510537171565768"
"Very low transfer dependency","1998","Employed","secondary school degree","1796","0.559137351455176","0.541187568433698","0.577087134476653"
"Very low transfer dependency","1998","Employed","college entrance qualification","907","0.49767074068339","0.473435100040088","0.521906381326692"
"Very low transfer dependency","1998","Employed","Other degree","385","0.58130267682831","0.542594113764426","0.620011239892195"
"Very low transfer dependency","1998","Employed","no degree/no degree yet","146","0.589309515922541","0.527581513231888","0.651037518613194"
"Low transfer dependency","1998","Not Employed","lower secondary degree","204","0.0533029191664938","0.0448547184355835","0.061751119897404"
"Low transfer dependency","1998","Not Employed","secondary school degree","116","0.0737670722846941","0.0565941395270852","0.090940005042303"
"Low transfer dependency","1998","Not Employed","college entrance qualification","52","0.0627551415013452","0.0426326301308539","0.0828776528718365"
"Low transfer dependency","1998","Not Employed","Other degree","65","0.151337870696023","0.11467248314487","0.188003258247175"
"Low transfer dependency","1998","Not Employed","no degree/no degree yet","52","0.071390807046834","0.0500466099703404","0.0927350041233276"
"Low transfer dependency","1998","Employed","lower secondary degree","175","0.051163962106304","0.0431114512288973","0.0592164729837108"
"Low transfer dependency","1998","Employed","secondary school degree","196","0.057691711856478","0.0492622176528841","0.066121206060072"
"Low transfer dependency","1998","Employed","college entrance qualification","64","0.0339125694982122","0.0251389705834029","0.0426861684130215"
"Low transfer dependency","1998","Employed","Other degree","47","0.0722384931378323","0.051926230185864","0.0925507560898006"
"Low transfer dependency","1998","Employed","no degree/no degree yet","24","","",""
"High transfer dependency","1998","Not Employed","lower secondary degree","72","0.0235335116122622","0.0178324563865924","0.029234566837932"
"High transfer dependency","1998","Not Employed","secondary school degree","34","0.0225572206838283","0.012801899936275","0.0323125414313815"
"High transfer dependency","1998","Not Employed","college entrance qualification","17","","",""
"High transfer dependency","1998","Not Employed","Other degree","21","","",""
"High transfer dependency","1998","Not Employed","no degree/no degree yet","20","","",""
"High transfer dependency","1998","Employed","lower secondary degree","63","0.0180185888656166","0.0131571405658183","0.0228800371654148"
"High transfer dependency","1998","Employed","secondary school degree","43","0.0129175823711761","0.00883518170837434","0.0169999830339779"
"High transfer dependency","1998","Employed","college entrance qualification","16","","",""
"High transfer dependency","1998","Employed","Other degree","13","","",""
"High transfer dependency","1998","Employed","no degree/no degree yet","7","","",""
"Very high transfer dependency","1998","Not Employed","lower secondary degree","70","0.0241190031852342","0.0183491957871057","0.0298888105833626"
"Very high transfer dependency","1998","Not Employed","secondary school degree","43","0.0366527078782374","0.024307524058618","0.0489978916978568"
"Very high transfer dependency","1998","Not Employed","college entrance qualification","24","","",""
"Very high transfer dependency","1998","Not Employed","Other degree","14","","",""
"Very high transfer dependency","1998","Not Employed","no degree/no degree yet","19","","",""
"Very high transfer dependency","1998","Employed","lower secondary degree","23","","",""
"Very high transfer dependency","1998","Employed","secondary school degree","11","","",""
"Very high transfer dependency","1998","Employed","college entrance qualification","2","","",""
"Very high transfer dependency","1998","Employed","Other degree","4","","",""
"Very high transfer dependency","1998","Employed","no degree/no degree yet","7","","",""
"Complete transfer dependency","1998","Not Employed","lower secondary degree","53","0.0217032228518401","0.0162232218921962","0.0271832238114841"
"Complete transfer dependency","1998","Not Employed","secondary school degree","24","","",""
"Complete transfer dependency","1998","Not Employed","college entrance qualification","11","","",""
"Complete transfer dependency","1998","Not Employed","Other degree","26","","",""
"Complete transfer dependency","1998","Not Employed","no degree/no degree yet","16","","",""
"Complete transfer dependency","1998","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1998","Employed","secondary school degree","","","",""
"Complete transfer dependency","1998","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1998","Employed","Other degree","","","",""
"Complete transfer dependency","1998","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1999","Not Employed","lower secondary degree","1731","0.728301598731734","0.711235784632842","0.745367412830625"
"No transfer dependency","1999","Not Employed","secondary school degree","309","0.517683937189208","0.483441107413235","0.551926766965181"
"No transfer dependency","1999","Not Employed","college entrance qualification","197","0.51200743705554","0.468061914505728","0.555952959605351"
"No transfer dependency","1999","Not Employed","Other degree","113","0.414140260828355","0.360995351016852","0.467285170639859"
"No transfer dependency","1999","Not Employed","no degree/no degree yet","79","0.14844103103658","0.117462759840569","0.179419302232591"
"No transfer dependency","1999","Employed","lower secondary degree","1082","0.430913581519154","0.412767896670406","0.449059266367903"
"No transfer dependency","1999","Employed","secondary school degree","922","0.36229936756549","0.345056156861912","0.379542578269068"
"No transfer dependency","1999","Employed","college entrance qualification","656","0.418250265500264","0.394925208119267","0.44157532288126"
"No transfer dependency","1999","Employed","Other degree","172","0.374860166995435","0.335699302206549","0.414021031784322"
"No transfer dependency","1999","Employed","no degree/no degree yet","63","0.261681710389253","0.208457902400041","0.314905518378464"
"Very low transfer dependency","1999","Not Employed","lower secondary degree","528","0.163966074924185","0.149761874618658","0.178170275229711"
