"transab_cat","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1996","middle vocational","Rural Area","36","0.0132891121689715","0.00866035156196619","0.0179178727759767","4"
"Very high transfer dependency","1996","in school","Urban Area","5","","","","4"
"Very high transfer dependency","1996","in school","Rural Area","5","","","","4"
"Very high transfer dependency","1996","inadequately","Urban Area","10","","","","4"
"Very high transfer dependency","1996","inadequately","Rural Area","4","","","","4"
"Very high transfer dependency","1996","vocational + Abi","Urban Area","3","","","","4"
"Very high transfer dependency","1996","vocational + Abi","Rural Area","1","","","","4"
"Very high transfer dependency","1996","higher vocational","Urban Area","6","","","","4"
"Very high transfer dependency","1996","higher vocational","Rural Area","5","","","","4"
"Very high transfer dependency","1996","higher education","Urban Area","7","","","","4"
"Very high transfer dependency","1996","higher education","Rural Area","7","","","","4"
"Very low transfer dependency","1996","general elemantary","Urban Area","682","0.308262560686613","0.285803783301775","0.330721338071452","1"
"Very low transfer dependency","1996","in school","Rural Area","69","0.851098132028639","0.774969445006414","0.927226819050865","1"
"Very low transfer dependency","1996","inadequately","Urban Area","183","0.425192640065493","0.37612786447184","0.474257415659146","1"
"Very low transfer dependency","1996","inadequately","Rural Area","41","0.501035492584903","0.394110920473078","0.607960064696727","1"
"Very low transfer dependency","1996","in school","Urban Area","172","0.90700120545825","0.865812892956089","0.948189517960411","1"
"Very low transfer dependency","1996","general elemantary","Rural Area","303","0.330602255819598","0.296120442313099","0.365084069326097","1"
"Very low transfer dependency","1996","higher vocational","Rural Area","152","0.47349108276506","0.414154517034731","0.532827648495388","1"
"Very low transfer dependency","1996","higher education","Urban Area","554","0.436743055688807","0.40713533383689","0.466350777540724","1"
"Very low transfer dependency","1996","higher education","Rural Area","336","0.460861008099483","0.420741453935088","0.500980562263877","1"
"Very low transfer dependency","1996","middle vocational","Urban Area","1811","0.364989741350392","0.35020654727444","0.379772935426344","1"
"Very low transfer dependency","1996","higher vocational","Urban Area","248","0.429577715065936","0.384777429378743","0.474378000753129","1"
"Very low transfer dependency","1996","middle vocational","Rural Area","1133","0.418716960066722","0.398774630989101","0.438659289144342","1"
"Very low transfer dependency","1996","vocational + Abi","Urban Area","187","0.484017597581218","0.431662124303739","0.536373070858698","1"
"Very low transfer dependency","1996","vocational + Abi","Rural Area","67","0.510211391097566","0.417215016731188","0.603207765463943","1"
"Complete transfer dependency","1997","in school","Rural Area","","","","","5"
"Complete transfer dependency","1997","inadequately","Urban Area","11","","","","5"
"Complete transfer dependency","1997","inadequately","Rural Area","3","","","","5"
"Complete transfer dependency","1997","general elemantary","Urban Area","28","","","","5"
"Complete transfer dependency","1997","higher vocational","Urban Area","1","","","","5"
"Complete transfer dependency","1997","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","1997","higher education","Urban Area","4","","","","5"
"Complete transfer dependency","1997","higher education","Rural Area","","","","","5"
"Complete transfer dependency","1997","in school","Urban Area","1","","","","5"
"Complete transfer dependency","1997","general elemantary","Rural Area","2","","","","5"
"Complete transfer dependency","1997","middle vocational","Urban Area","28","","","","5"
"Complete transfer dependency","1997","middle vocational","Rural Area","15","","","","5"
"Complete transfer dependency","1997","vocational + Abi","Urban Area","6","","","","5"
"Complete transfer dependency","1997","vocational + Abi","Rural Area","","","","","5"
"High transfer dependency","1997","in school","Rural Area","3","","","","3"
"High transfer dependency","1997","inadequately","Urban Area","11","","","","3"
"High transfer dependency","1997","inadequately","Rural Area","6","","","","3"
"High transfer dependency","1997","general elemantary","Urban Area","48","0.0304247433924068","0.022086808247167","0.0387626785376466","3"
"High transfer dependency","1997","in school","Urban Area","3","","","","3"
"High transfer dependency","1997","general elemantary","Rural Area","32","0.0483140569974309","0.0323721867638087","0.064255927231053","3"
"High transfer dependency","1997","higher vocational","Urban Area","5","","","","3"
"High transfer dependency","1997","higher vocational","Rural Area","3","","","","3"
"High transfer dependency","1997","higher education","Urban Area","19","","","","3"
"High transfer dependency","1997","higher education","Rural Area","9","","","","3"
"High transfer dependency","1997","middle vocational","Urban Area","78","0.0174323749821444","0.0134219272916442","0.0214428226726447","3"
"High transfer dependency","1997","middle vocational","Rural Area","85","0.0366411584921096","0.0289944178777723","0.0442878991064469","3"
"High transfer dependency","1997","vocational + Abi","Urban Area","9","","","","3"
"High transfer dependency","1997","vocational + Abi","Rural Area","3","","","","3"
"Low transfer dependency","1997","general elemantary","Urban Area","141","0.0641695243602057","0.0522730768991092","0.0760659718213022","2"
"Low transfer dependency","1997","general elemantary","Rural Area","56","0.0502017772681835","0.0339675765484234","0.0664359779879437","2"
"Low transfer dependency","1997","middle vocational","Urban Area","258","0.0481859826990665","0.0416234760019315","0.0547484893962016","2"
"Low transfer dependency","1997","middle vocational","Rural Area","259","0.0960629250388671","0.0840694587272981","0.108056391350436","2"
"Low transfer dependency","1997","vocational + Abi","Urban Area","29","","","","2"
"Low transfer dependency","1997","in school","Urban Area","10","","","","2"
"Low transfer dependency","1997","in school","Rural Area","9","","","","2"
"Low transfer dependency","1997","inadequately","Urban Area","52","0.130146175227463","0.0965370994639522","0.163755250990974","2"
"Low transfer dependency","1997","inadequately","Rural Area","7","","","","2"
"Low transfer dependency","1997","vocational + Abi","Rural Area","9","","","","2"
"Low transfer dependency","1997","higher vocational","Urban Area","20","","","","2"
"Low transfer dependency","1997","higher vocational","Rural Area","21","","","","2"
"Low transfer dependency","1997","higher education","Urban Area","51","0.0317429600532528","0.0214664362579151","0.0420194838485906","2"
"Low transfer dependency","1997","higher education","Rural Area","48","0.072534597909071","0.0523610310851103","0.0927081647330316","2"
"No transfer dependency","1997","general elemantary","Urban Area","678","0.550307113169964","0.526157239622535","0.574456986717392","0"
"No transfer dependency","1997","general elemantary","Rural Area","271","0.517850150178909","0.480701010557302","0.554999289800515","0"
"No transfer dependency","1997","middle vocational","Urban Area","1841","0.52848277304944","0.513186080034212","0.543779466064667","0"
"No transfer dependency","1997","middle vocational","Rural Area","821","0.436827493412286","0.416640417255257","0.457014569569316","0"
"No transfer dependency","1997","vocational + Abi","Urban Area","121","0.391770005095196","0.339959191822676","0.443580818367716","0"
"No transfer dependency","1997","in school","Urban Area","3","","","","0"
"No transfer dependency","1997","in school","Rural Area","1","","","","0"
"No transfer dependency","1997","inadequately","Urban Area","132","0.347527335553511","0.299961692513213","0.395092978593809","0"
"No transfer dependency","1997","inadequately","Rural Area","17","","","","0"
"No transfer dependency","1997","vocational + Abi","Rural Area","35","0.361007359698473","0.272452005343337","0.449562714053608","0"
"No transfer dependency","1997","higher vocational","Urban Area","195","0.474713922577368","0.429853997467459","0.519573847687278","0"
"No transfer dependency","1997","higher vocational","Rural Area","90","0.387810527952724","0.330326621268854","0.445294434636594","0"
"No transfer dependency","1997","higher education","Urban Area","460","0.489312856939","0.460010809643345","0.518614904234654","0"
"No transfer dependency","1997","higher education","Rural Area","211","0.444466715329834","0.405817926149593","0.483115504510075","0"
"Very high transfer dependency","1997","general elemantary","Urban Area","36","0.0203662792455266","0.0135091553118271","0.0272234031792261","4"
"Very high transfer dependency","1997","general elemantary","Rural Area","22","","","","4"
"Very high transfer dependency","1997","middle vocational","Urban Area","57","0.0123873499422052","0.00899800417080284","0.0157766957136075","4"
"Very high transfer dependency","1997","middle vocational","Rural Area","40","0.0207634795876384","0.0149599582526223","0.0265670009226546","4"
"Very high transfer dependency","1997","in school","Urban Area","3","","","","4"
"Very high transfer dependency","1997","in school","Rural Area","2","","","","4"
"Very high transfer dependency","1997","inadequately","Urban Area","9","","","","4"
"Very high transfer dependency","1997","inadequately","Rural Area","3","","","","4"
"Very high transfer dependency","1997","vocational + Abi","Urban Area","2","","","","4"
