"transab_cat","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1992","Schleswig-Holstein","Not Employed","5","","","","2"
"Low transfer dependency","1992","Hamburg","Employed","","","","","2"
"Low transfer dependency","1992","Lower Saxony","Not Employed","12","","","","2"
"Low transfer dependency","1992","Lower Saxony","Employed","8","","","","2"
"Low transfer dependency","1992","Schleswig-Holstein","Employed","6","","","","2"
"Low transfer dependency","1992","Hamburg","Not Employed","1","","","","2"
"Low transfer dependency","1992","Bremen","Not Employed","","","","","2"
"Low transfer dependency","1992","Bremen","Employed","2","","","","2"
"Low transfer dependency","1992","North Rhine-Westphalia","Not Employed","41","0.0268461663244504","0.0161669682404812","0.0375253644084197","2"
"Low transfer dependency","1992","North Rhine-Westphalia","Employed","46","0.0228440192848454","0.0152322530949514","0.0304557854747393","2"
"Low transfer dependency","1992","Hesse","Not Employed","15","","","","2"
"Low transfer dependency","1992","Hesse","Employed","12","","","","2"
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","Not Employed","6","","","","2"
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","Employed","7","","","","2"
"Low transfer dependency","1992","Baden-Württemberg","Not Employed","26","","","","2"
"Low transfer dependency","1992","Baden-Württemberg","Employed","28","","","","2"
"Low transfer dependency","1992","Bavaria","Not Employed","15","","","","2"
"Low transfer dependency","1992","Bavaria","Employed","23","","","","2"
"Low transfer dependency","1992","Berlin","Employed","17","","","","2"
"Low transfer dependency","1992","Berlin","Not Employed","20","","","","2"
"Low transfer dependency","1992","Brandenburg","Not Employed","17","","","","2"
"Low transfer dependency","1992","Brandenburg","Employed","38","0.0730677262555531","0.0494894548324995","0.0966459976786067","2"
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","Not Employed","17","","","","2"
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","Employed","32","0.108730932167407","0.0737370381638468","0.143724826170968","2"
"Low transfer dependency","1992","Saxony","Not Employed","31","0.0730400114222644","0.0426167449340978","0.103463277910431","2"
"Low transfer dependency","1992","Saxony","Employed","72","0.0867212697202531","0.067644297911839","0.105798241528667","2"
"Low transfer dependency","1992","Saxony-Anhalt","Not Employed","23","","","","2"
"Low transfer dependency","1992","Saxony-Anhalt","Employed","47","0.0933696064150995","0.0688752321812976","0.117863980648901","2"
"Low transfer dependency","1992","Thuringia","Not Employed","19","","","","2"
"Low transfer dependency","1992","Thuringia","Employed","56","0.118320337146896","0.0894860192115426","0.14715465508225","2"
"No transfer dependency","1992","Schleswig-Holstein","Not Employed","51","0.605882785327202","0.508132173678585","0.703633396975818","0"
"No transfer dependency","1992","Schleswig-Holstein","Employed","60","0.379896787065426","0.304690715998336","0.455102858132517","0"
"No transfer dependency","1992","Hamburg","Not Employed","35","0.681177491462718","0.563260307906776","0.799094675018659","0"
"No transfer dependency","1992","Hamburg","Employed","47","0.658188118563901","0.557942024055538","0.758434213072263","0"
"No transfer dependency","1992","Lower Saxony","Not Employed","168","0.57542083825121","0.523264069989642","0.627577606512778","0"
"No transfer dependency","1992","Lower Saxony","Employed","271","0.547772429495907","0.506252447651797","0.589292411340017","0"
"No transfer dependency","1992","Bremen","Not Employed","37","0.800828503906739","0.6854160887546","0.916240919058878","0"
"No transfer dependency","1992","Bremen","Employed","25","","","","0"
"No transfer dependency","1992","North Rhine-Westphalia","Not Employed","405","0.597962686150516","0.565567761185404","0.630357611115628","0"
"No transfer dependency","1992","North Rhine-Westphalia","Employed","624","0.492219650172392","0.466749315455066","0.517689984889718","0"
"No transfer dependency","1992","Hesse","Not Employed","170","0.717521236843858","0.666745655922573","0.768296817765142","0"
"No transfer dependency","1992","Hesse","Employed","258","0.536746280518471","0.495810352296021","0.577682208740921","0"
"No transfer dependency","1992","Rhineland-Palatinate,Saarland","Not Employed","128","0.64214225461841","0.580457913019763","0.703826596217057","0"
"No transfer dependency","1992","Rhineland-Palatinate,Saarland","Employed","189","0.537163053555852","0.48703009100371","0.587296016107993","0"
"No transfer dependency","1992","Baden-Württemberg","Not Employed","235","0.643366174806142","0.601126069286353","0.68560628032593","0"
"No transfer dependency","1992","Baden-Württemberg","Employed","473","0.49923694906356","0.470071368980936","0.528402529146185","0"
"No transfer dependency","1992","Brandenburg","Employed","101","0.280012683921113","0.239333105881198","0.320692261961028","0"
"No transfer dependency","1992","Bavaria","Not Employed","290","0.705052210861009","0.664299287780399","0.745805133941619","0"
"No transfer dependency","1992","Bavaria","Employed","493","0.503363680502072","0.473005593019459","0.533721767984685","0"
"No transfer dependency","1992","Berlin","Not Employed","59","0.519281835836867","0.442580819122506","0.595982852551228","0"
"No transfer dependency","1992","Berlin","Employed","140","0.476366611699765","0.428022845029034","0.524710378370495","0"
"No transfer dependency","1992","Brandenburg","Not Employed","74","0.490829297488181","0.416335179644924","0.565323415331438","0"
"No transfer dependency","1992","Mecklenburg-Western Pomerania","Not Employed","42","0.510297823632039","0.410300045687255","0.610295601576823","0"
"No transfer dependency","1992","Mecklenburg-Western Pomerania","Employed","72","0.295482884767142","0.244194002049463","0.346771767484821","0"
"No transfer dependency","1992","Saxony","Not Employed","137","0.567886035355329","0.509966552367214","0.625805518343445","0"
"No transfer dependency","1992","Saxony","Employed","201","0.308010856460904","0.276715665570066","0.339306047351741","0"
"No transfer dependency","1992","Saxony-Anhalt","Not Employed","85","0.468996357239354","0.399660955258628","0.53833175922008","0"
"No transfer dependency","1992","Saxony-Anhalt","Employed","112","0.27917076356286","0.241404883332661","0.316936643793058","0"
"No transfer dependency","1992","Thuringia","Not Employed","77","0.484316994084039","0.409630833947705","0.559003154220373","0"
"No transfer dependency","1992","Thuringia","Employed","100","0.26279476121448","0.223500680765546","0.302088841663415","0"
"Very high transfer dependency","1992","Schleswig-Holstein","Not Employed","2","","","","4"
"Very high transfer dependency","1992","Hamburg","Employed","","","","","4"
"Very high transfer dependency","1992","Schleswig-Holstein","Employed","","","","","4"
"Very high transfer dependency","1992","Hamburg","Not Employed","1","","","","4"
"Very high transfer dependency","1992","Bremen","Employed","","","","","4"
"Very high transfer dependency","1992","Lower Saxony","Employed","1","","","","4"
"Very high transfer dependency","1992","Bremen","Not Employed","","","","","4"
"Very high transfer dependency","1992","Lower Saxony","Not Employed","5","","","","4"
"Very high transfer dependency","1992","North Rhine-Westphalia","Not Employed","14","","","","4"
"Very high transfer dependency","1992","North Rhine-Westphalia","Employed","7","","","","4"
"Very high transfer dependency","1992","Berlin","Employed","1","","","","4"
"Very high transfer dependency","1992","Brandenburg","Not Employed","","","","","4"
"Very high transfer dependency","1992","Hesse","Not Employed","5","","","","4"
"Very high transfer dependency","1992","Hesse","Employed","2","","","","4"
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Not Employed","2","","","","4"
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"Very high transfer dependency","1992","Baden-Württemberg","Not Employed","6","","","","4"
"Very high transfer dependency","1992","Baden-Württemberg","Employed","3","","","","4"
"Very high transfer dependency","1992","Bavaria","Not Employed","6","","","","4"
"Very high transfer dependency","1992","Bavaria","Employed","1","","","","4"
"Very high transfer dependency","1992","Berlin","Not Employed","7","","","","4"
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Very high transfer dependency","1992","Saxony-Anhalt","Employed","3","","","","4"
"Very high transfer dependency","1992","Thuringia","Not Employed","2","","","","4"
"Very high transfer dependency","1992","Thuringia","Employed","2","","","","4"
"Very high transfer dependency","1992","Brandenburg","Employed","1","","","","4"
"Very high transfer dependency","1992","Saxony","Not Employed","7","","","","4"
"Very high transfer dependency","1992","Saxony","Employed","","","","","4"
"Very high transfer dependency","1992","Saxony-Anhalt","Not Employed","2","","","","4"
"Very low transfer dependency","1992","Schleswig-Holstein","Not Employed","32","0.30710337120103","0.214827322278798","0.399379420123262","1"
"Very low transfer dependency","1992","Schleswig-Holstein","Employed","92","0.574277298515885","0.497662559108181","0.65089203792359","1"
"Very low transfer dependency","1992","Baden-Württemberg","Not Employed","221","0.31050310561643","0.26970088987056","0.351305321362301","1"
"Very low transfer dependency","1992","Saxony-Anhalt","Employed","379","0.617289770877473","0.576370487145342","0.658209054609604","1"
"Very low transfer dependency","1992","Hamburg","Not Employed","19","","","","1"
"Very low transfer dependency","1992","Hamburg","Employed","38","0.338183765393878","0.23819667026325","0.438170860524505","1"
"Very low transfer dependency","1992","Lower Saxony","Not Employed","137","0.332166958851038","0.282467608749967","0.381866308952109","1"
"Very low transfer dependency","1992","Lower Saxony","Employed","265","0.421006361123161","0.379819397399113","0.46219332484721","1"
"Very low transfer dependency","1992","Bremen","Not Employed","6","","","","1"
"Very low transfer dependency","1992","Bremen","Employed","13","","","","1"
"Very low transfer dependency","1992","North Rhine-Westphalia","Not Employed","393","0.333516978767264","0.302366819319046","0.364667138215482","1"
"Very low transfer dependency","1992","North Rhine-Westphalia","Employed","795","0.478864220901322","0.45341357119581","0.504314870606833","1"
"Very low transfer dependency","1992","Hesse","Not Employed","103","0.224188848805863","0.177152930018705","0.271224767593022","1"
"Very low transfer dependency","1992","Hesse","Employed","295","0.438693674150659","0.397956460800325","0.479430887500992","1"
"Very low transfer dependency","1992","Rhineland-Palatinate,Saarland","Not Employed","88","0.29967788269725","0.240728350160712","0.358627415233788","1"
"Very low transfer dependency","1992","Rhineland-Palatinate,Saarland","Employed","180","0.431059993124794","0.38126812870963","0.480851857539958","1"
"Very low transfer dependency","1992","Baden-Württemberg","Employed","619","0.470616273511862","0.441501066404844","0.49973148061888","1"
"Very low transfer dependency","1992","Bavaria","Not Employed","163","0.242257295480513","0.203968221159069","0.280546369801956","1"
"Very low transfer dependency","1992","Bavaria","Employed","522","0.471247933604369","0.440939394761463","0.501556472447274","1"
"Very low transfer dependency","1992","Berlin","Not Employed","60","0.294816047704956","0.2248187846679","0.364813310742012","1"
