"transab_cat","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1997","higher education","Female","273","0.450831589529909","0.416178222083668","0.48548495697615","0"
"No transfer dependency","1997","in school","Male","3","","","","0"
"No transfer dependency","1997","in school","Female","1","","","","0"
"No transfer dependency","1997","inadequately","Male","58","0.272937407310231","0.209761885362859","0.336112929257604","0"
"No transfer dependency","1997","inadequately","Female","91","0.363885294789609","0.306603922217021","0.421166667362198","0"
"No transfer dependency","1997","vocational + Abi","Female","73","0.431117168995226","0.365527550260861","0.496706787729591","0"
"No transfer dependency","1997","higher vocational","Male","178","0.447863720240573","0.402859032405682","0.492868408075464","0"
"No transfer dependency","1997","higher vocational","Female","107","0.446584309858027","0.388663805156741","0.504504814559313","0"
"No transfer dependency","1997","higher education","Male","398","0.494167038260526","0.462556867122501","0.525777209398552","0"
"Very high transfer dependency","1997","general elemantary","Male","23","","","","4"
"Very high transfer dependency","1997","general elemantary","Female","35","0.0193742396625626","0.0123988825917811","0.026349596733344","4"
"Very high transfer dependency","1997","middle vocational","Male","47","0.0129715306097602","0.00905048925200121","0.0168925719675191","4"
"Very high transfer dependency","1997","middle vocational","Female","50","0.0170270084011574","0.0125529639929053","0.0215010528094096","4"
"Very high transfer dependency","1997","in school","Male","2","","","","4"
"Very high transfer dependency","1997","in school","Female","3","","","","4"
"Very high transfer dependency","1997","inadequately","Male","2","","","","4"
"Very high transfer dependency","1997","inadequately","Female","10","","","","4"
"Very high transfer dependency","1997","vocational + Abi","Male","3","","","","4"
"Very high transfer dependency","1997","higher education","Female","6","","","","4"
"Very high transfer dependency","1997","vocational + Abi","Female","2","","","","4"
"Very high transfer dependency","1997","higher vocational","Male","3","","","","4"
"Very high transfer dependency","1997","higher education","Male","8","","","","4"
"Very high transfer dependency","1997","higher vocational","Female","1","","","","4"
"Very low transfer dependency","1997","in school","Female","140","0.874809422954402","0.823043875463894","0.926574970444911","1"
"Very low transfer dependency","1997","inadequately","Male","97","0.540713462044548","0.470039920232378","0.611387003856719","1"
"Very low transfer dependency","1997","inadequately","Female","114","0.356084768205211","0.299074315032412","0.41309522137801","1"
"Very low transfer dependency","1997","general elemantary","Male","436","0.443747615051843","0.409845634084196","0.47764959601949","1"
"Very low transfer dependency","1997","higher vocational","Female","157","0.467060458821548","0.40893312598015","0.525187791662946","1"
"Very low transfer dependency","1997","higher education","Male","491","0.450360945315181","0.418904796538748","0.481817094091615","1"
"Very low transfer dependency","1997","higher education","Female","446","0.469317842179235","0.434561322992354","0.504074361366116","1"
"Very low transfer dependency","1997","in school","Male","135","0.875880974734959","0.823636050913046","0.928125898556872","1"
"Very low transfer dependency","1997","general elemantary","Female","575","0.282398044216474","0.259616922174097","0.305179166258852","1"
"Very low transfer dependency","1997","higher vocational","Male","256","0.487764747962782","0.442526934434812","0.533002561490753","1"
"Very low transfer dependency","1997","middle vocational","Male","1451","0.384097093924123","0.367242526596133","0.400951661252112","1"
"Very low transfer dependency","1997","middle vocational","Female","1477","0.393122314603995","0.376230560321717","0.410014068886273","1"
"Very low transfer dependency","1997","vocational + Abi","Male","120","0.494397537664442","0.430474574352667","0.558320500976218","1"
"Very low transfer dependency","1997","vocational + Abi","Female","117","0.431623424427303","0.366024514574007","0.497222334280599","1"
"Complete transfer dependency","1998","higher education","Male","3","","","","5"
"Complete transfer dependency","1998","higher vocational","Female","3","","","","5"
"Complete transfer dependency","1998","in school","Female","5","","","","5"
"Complete transfer dependency","1998","inadequately","Male","3","","","","5"
"Complete transfer dependency","1998","inadequately","Female","6","","","","5"
"Complete transfer dependency","1998","general elemantary","Male","16","","","","5"
"Complete transfer dependency","1998","higher education","Female","4","","","","5"
"Complete transfer dependency","1998","in school","Male","4","","","","5"
"Complete transfer dependency","1998","general elemantary","Female","20","","","","5"
"Complete transfer dependency","1998","higher vocational","Male","","","","","5"
"Complete transfer dependency","1998","middle vocational","Male","31","0.0134060449443485","0.00958777823991619","0.0172243116487808","5"
"Complete transfer dependency","1998","middle vocational","Female","31","0.0108586998113133","0.00741983037148461","0.014297569251142","5"
"Complete transfer dependency","1998","vocational + Abi","Male","4","","","","5"
"Complete transfer dependency","1998","vocational + Abi","Female","1","","","","5"
"High transfer dependency","1998","general elemantary","Male","32","0.0292397847557439","0.0182873866943048","0.0401921828171829","3"
"High transfer dependency","1998","in school","Female","6","","","","3"
"High transfer dependency","1998","inadequately","Male","4","","","","3"
"High transfer dependency","1998","in school","Male","3","","","","3"
"High transfer dependency","1998","inadequately","Female","15","","","","3"
"High transfer dependency","1998","general elemantary","Female","39","0.0178791183491578","0.0114323160340743","0.0243259206642413","3"
"High transfer dependency","1998","higher vocational","Female","6","","","","3"
"High transfer dependency","1998","higher education","Male","19","","","","3"
"High transfer dependency","1998","higher education","Female","11","","","","3"
"High transfer dependency","1998","middle vocational","Male","71","0.0158616379178244","0.0117135419420121","0.0200097338936367","3"
"High transfer dependency","1998","higher vocational","Male","7","","","","3"
"High transfer dependency","1998","middle vocational","Female","83","0.0221588324221896","0.017274500139029","0.0270431647053503","3"
"High transfer dependency","1998","vocational + Abi","Male","9","","","","3"
"High transfer dependency","1998","vocational + Abi","Female","6","","","","3"
"Low transfer dependency","1998","higher education","Female","60","0.0593811799861554","0.0437574437983676","0.0750049161739432","2"
"Low transfer dependency","1998","in school","Male","12","","","","2"
"Low transfer dependency","1998","in school","Female","8","","","","2"
"Low transfer dependency","1998","inadequately","Male","17","","","","2"
"Low transfer dependency","1998","inadequately","Female","31","0.120933109611598","0.0812247651589784","0.160641454064218","2"
"Low transfer dependency","1998","general elemantary","Male","88","0.0756407411370606","0.0584511940099159","0.0928302882642053","2"
"Low transfer dependency","1998","general elemantary","Female","112","0.0445546234763652","0.0345168324122216","0.0545924145405088","2"
"Low transfer dependency","1998","middle vocational","Male","279","0.0673678379594751","0.0590458286222372","0.0756898472967129","2"
"Low transfer dependency","1998","middle vocational","Female","268","0.054812123621604","0.0472595495761315","0.0623646976670766","2"
"Low transfer dependency","1998","vocational + Abi","Male","16","","","","2"
"Low transfer dependency","1998","vocational + Abi","Female","21","","","","2"
"Low transfer dependency","1998","higher vocational","Male","21","","","","2"
"Low transfer dependency","1998","higher vocational","Female","11","","","","2"
"Low transfer dependency","1998","higher education","Male","64","0.0423198112071168","0.0302629165034574","0.0543767059107762","2"
"No transfer dependency","1998","general elemantary","Male","271","0.386910830907283","0.355249190294433","0.418572471520134","0"
"No transfer dependency","1998","general elemantary","Female","814","0.61234879036059","0.588645489170484","0.636052091550697","0"
"No transfer dependency","1998","middle vocational","Male","1456","0.492914357633729","0.476315695264907","0.50951302000255","0"
"No transfer dependency","1998","middle vocational","Female","1446","0.498407267199481","0.481816540577336","0.514997993821627","0"
