"transab_cat","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Low transfer dependency","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"Low transfer dependency","1992","(2c_gen) general maturity certificate","higher education","","","",""
"Low transfer dependency","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"Low transfer dependency","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Low transfer dependency","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Low transfer dependency","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Low transfer dependency","1992","(2c_voc) vocational maturity certificate","vocational + Abi","26","","",""
"Low transfer dependency","1992","(2c_voc) vocational maturity certificate","higher vocational","5","","",""
"Low transfer dependency","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"Low transfer dependency","1992","(3a) lower tertiary education","in school","","","",""
"Low transfer dependency","1992","(3a) lower tertiary education","inadequately","","","",""
"Low transfer dependency","1992","(3a) lower tertiary education","general elemantary","","","",""
"Low transfer dependency","1992","(3a) lower tertiary education","middle vocational","","","",""
"Low transfer dependency","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1992","(3a) lower tertiary education","higher vocational","","","",""
"Low transfer dependency","1992","(3a) lower tertiary education","higher education","50","0.0422144305031435","0.0283755080414021","0.056053352964885"
"Low transfer dependency","1992","(3b) higher tertiary education","in school","","","",""
"Low transfer dependency","1992","(3b) higher tertiary education","inadequately","","","",""
"Low transfer dependency","1992","(3b) higher tertiary education","general elemantary","","","",""
"Low transfer dependency","1992","(3b) higher tertiary education","middle vocational","","","",""
"Low transfer dependency","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1992","(3b) higher tertiary education","higher vocational","","","",""
"Low transfer dependency","1992","(3b) higher tertiary education","higher education","31","0.0273762456659087","0.0153988414387975","0.0393536498930199"
"High transfer dependency","1992","(0) in school","in school","1","","",""
"High transfer dependency","1992","(0) in school","inadequately","","","",""
"High transfer dependency","1992","(0) in school","general elemantary","","","",""
"High transfer dependency","1992","(0) in school","middle vocational","","","",""
"High transfer dependency","1992","(0) in school","vocational + Abi","","","",""
"High transfer dependency","1992","(0) in school","higher vocational","","","",""
"High transfer dependency","1992","(0) in school","higher education","","","",""
"High transfer dependency","1992","(1a) inadequately completed","in school","","","",""
"High transfer dependency","1992","(1a) inadequately completed","inadequately","11","","",""
"High transfer dependency","1992","(1a) inadequately completed","general elemantary","","","",""
"High transfer dependency","1992","(1a) inadequately completed","middle vocational","","","",""
"High transfer dependency","1992","(1a) inadequately completed","vocational + Abi","","","",""
"High transfer dependency","1992","(1a) inadequately completed","higher vocational","","","",""
"High transfer dependency","1992","(1a) inadequately completed","higher education","","","",""
"High transfer dependency","1992","(1b) general elementary school","in school","","","",""
"High transfer dependency","1992","(1b) general elementary school","inadequately","2","","",""
"High transfer dependency","1992","(1b) general elementary school","general elemantary","40","0.0153212934272816","0.0101099958659438","0.0205325909886193"
"High transfer dependency","1992","(1b) general elementary school","middle vocational","","","",""
"High transfer dependency","1992","(1b) general elementary school","vocational + Abi","","","",""
"High transfer dependency","1992","(1b) general elementary school","higher vocational","","","",""
"High transfer dependency","1992","(1b) general elementary school","higher education","","","",""
"High transfer dependency","1992","(1c) basic vocational qualification","in school","","","",""
"High transfer dependency","1992","(1c) basic vocational qualification","inadequately","","","",""
"High transfer dependency","1992","(1c) basic vocational qualification","general elemantary","","","",""
"High transfer dependency","1992","(1c) basic vocational qualification","middle vocational","40","0.00962875696144837","0.00650077460927853","0.0127567393136182"
"High transfer dependency","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"High transfer dependency","1992","(1c) basic vocational qualification","higher vocational","2","","",""
"High transfer dependency","1992","(1c) basic vocational qualification","higher education","","","",""
"High transfer dependency","1992","(2b) intermediate general qualification","in school","","","",""
"High transfer dependency","1992","(2b) intermediate general qualification","inadequately","","","",""
"High transfer dependency","1992","(2b) intermediate general qualification","general elemantary","5","","",""
"High transfer dependency","1992","(2b) intermediate general qualification","middle vocational","","","",""
"High transfer dependency","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"High transfer dependency","1992","(2b) intermediate general qualification","higher vocational","","","",""
"High transfer dependency","1992","(2b) intermediate general qualification","higher education","","","",""
"High transfer dependency","1992","(2a) intermediate vocational","in school","","","",""
"High transfer dependency","1992","(2a) intermediate vocational","inadequately","","","",""
"High transfer dependency","1992","(2a) intermediate vocational","general elemantary","","","",""
"High transfer dependency","1992","(2a) intermediate vocational","middle vocational","24","","",""
"High transfer dependency","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"High transfer dependency","1992","(2a) intermediate vocational","higher vocational","1","","",""
