"transab_cat","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1997","no degree/no degree yet","Female","105","0.223644095866671","0.185059120013637","0.262229071719704"
"Very low transfer dependency","1997","lower secondary degree","Male","1028","0.350629654159249","0.331807986795312","0.369451321523186"
"Very low transfer dependency","1997","lower secondary degree","Female","942","0.287638627959689","0.270387835991272","0.304889419928105"
"Very low transfer dependency","1997","secondary school degree","Male","816","0.469499290397465","0.444302111493862","0.494696469301069"
"Very low transfer dependency","1997","secondary school degree","Female","1088","0.473452310239366","0.451454362307224","0.495450258171507"
"Very low transfer dependency","1997","college entrance qualification","Male","594","0.491491757462697","0.461826861222189","0.521156653703206"
"Very low transfer dependency","1997","college entrance qualification","Female","452","0.467728859340853","0.433845291521504","0.501612427160203"
"Very low transfer dependency","1997","Other degree","Male","276","0.462271157026745","0.420297335438246","0.504244978615245"
"Very low transfer dependency","1997","Other degree","Female","249","0.489063699232535","0.443726389639151","0.534401008825919"
"Very low transfer dependency","1997","no degree/no degree yet","Male","240","0.716284893602062","0.669782145736864","0.76278764146726"
"Very low transfer dependency","1997","no degree/no degree yet","Female","261","0.590744785686977","0.545213895309234","0.636275676064719"
"Low transfer dependency","1997","lower secondary degree","Male","191","0.0701401754435022","0.0600666911877124","0.0802136596992919"
"Low transfer dependency","1997","lower secondary degree","Female","173","0.0483083980136263","0.0401370315243798","0.0564797645028728"
"Low transfer dependency","1997","secondary school degree","Male","136","0.0665078927633631","0.0539278133127368","0.0790879722139895"
"Low transfer dependency","1997","secondary school degree","Female","179","0.0710225731565346","0.0597057123062199","0.0823394340068493"
"Low transfer dependency","1997","college entrance qualification","Male","46","0.0331467001710814","0.0225239698163917","0.0437694305257711"
"Low transfer dependency","1997","college entrance qualification","Female","46","0.0509236295450957","0.0359944532779982","0.0658528058121932"
"Low transfer dependency","1997","Other degree","Male","61","0.103548217573138","0.0778984621081113","0.129197973038164"
"Low transfer dependency","1997","Other degree","Female","54","0.0991762267805927","0.0720672353157045","0.126285218245481"
"Low transfer dependency","1997","no degree/no degree yet","Male","40","0.0902037167124338","0.0606522673819479","0.11975516604292"
"Low transfer dependency","1997","no degree/no degree yet","Female","40","0.0731816567070365","0.0490655324541672","0.0972977809599059"
"High transfer dependency","1997","lower secondary degree","Male","69","0.0237821167283133","0.0177719547203881","0.0297922787362386"
"High transfer dependency","1997","lower secondary degree","Female","75","0.0297208604321968","0.023249221347976","0.0361924995164175"
"High transfer dependency","1997","secondary school degree","Male","35","0.0181797862315395","0.0114344774455829","0.0249250950174962"
"High transfer dependency","1997","secondary school degree","Female","49","0.0246535752112775","0.0178216265144923","0.0314855239080626"
"High transfer dependency","1997","college entrance qualification","Male","17","","",""
"High transfer dependency","1997","college entrance qualification","Female","17","","",""
"High transfer dependency","1997","Other degree","Male","15","","",""
"High transfer dependency","1997","Other degree","Female","13","","",""
"High transfer dependency","1997","no degree/no degree yet","Male","6","","",""
"High transfer dependency","1997","no degree/no degree yet","Female","17","","",""
"Very high transfer dependency","1997","lower secondary degree","Male","42","0.0173927983314348","0.0122362125336879","0.0225493841291817"
"Very high transfer dependency","1997","lower secondary degree","Female","47","0.0185358414695895","0.0133956579092243","0.0236760250299547"
"Very high transfer dependency","1997","secondary school degree","Male","20","","",""
"Very high transfer dependency","1997","secondary school degree","Female","30","0.0151498619608346","0.00976822240455987","0.0205315015171094"
"Very high transfer dependency","1997","college entrance qualification","Male","7","","",""
"Very high transfer dependency","1997","college entrance qualification","Female","6","","",""
"Very high transfer dependency","1997","Other degree","Male","14","","",""
"Very high transfer dependency","1997","Other degree","Female","9","","",""
"Very high transfer dependency","1997","no degree/no degree yet","Male","4","","",""
"Very high transfer dependency","1997","no degree/no degree yet","Female","14","","",""
"Complete transfer dependency","1997","lower secondary degree","Male","17","","",""
"Complete transfer dependency","1997","lower secondary degree","Female","22","","",""
"Complete transfer dependency","1997","secondary school degree","Male","5","","",""
"Complete transfer dependency","1997","secondary school degree","Female","10","","",""
"Complete transfer dependency","1997","college entrance qualification","Male","2","","",""
"Complete transfer dependency","1997","college entrance qualification","Female","3","","",""
"Complete transfer dependency","1997","Other degree","Male","14","","",""
"Complete transfer dependency","1997","Other degree","Female","14","","",""
"Complete transfer dependency","1997","no degree/no degree yet","Male","1","","",""
"Complete transfer dependency","1997","no degree/no degree yet","Female","11","","",""
"No transfer dependency","1998","lower secondary degree","Male","1272","0.541922243160022","0.523114952452963","0.560729533867081"
"No transfer dependency","1998","lower secondary degree","Female","1569","0.620998124471151","0.603329016033056","0.638667232909246"
"No transfer dependency","1998","secondary school degree","Male","545","0.413931252749791","0.390322755448512","0.43753975005107"
"No transfer dependency","1998","secondary school degree","Female","678","0.404560772391101","0.383848219774659","0.425273325007543"
"No transfer dependency","1998","college entrance qualification","Male","472","0.449249324159441","0.421291553425975","0.477207094892907"
"No transfer dependency","1998","college entrance qualification","Female","371","0.458432437854874","0.427188569369855","0.489676306339893"
"No transfer dependency","1998","Other degree","Male","147","0.300875695201567","0.26179241478789","0.339958975615244"
"No transfer dependency","1998","Other degree","Female","133","0.326802489521032","0.28403231405209","0.369572664989975"
"No transfer dependency","1998","no degree/no degree yet","Male","60","0.168804085185398","0.12994816849288","0.207660001877917"
"No transfer dependency","1998","no degree/no degree yet","Female","80","0.184241451979679","0.148261949630857","0.220220954328501"
"Very low transfer dependency","1998","lower secondary degree","Male","1091","0.347983356772471","0.330003065432561","0.365963648112382"
"Very low transfer dependency","1998","lower secondary degree","Female","1000","0.284147076953586","0.267721058364573","0.300573095542599"
"Very low transfer dependency","1998","secondary school degree","Male","930","0.4845207800907","0.460566024746315","0.508475535435085"
"Very low transfer dependency","1998","secondary school degree","Female","1209","0.497818388106681","0.47671807553671","0.518918700676653"
"Very low transfer dependency","1998","college entrance qualification","Male","647","0.47917556465131","0.451097038292591","0.50725409101003"
"Very low transfer dependency","1998","college entrance qualification","Female","517","0.461258612879041","0.430000466288185","0.492516759469898"
