"transab_cat","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1989","Couple + C. LE and GT 16","general elemantary","1","","",""
"Complete transfer dependency","1989","Couple + C. LE and GT 16","middle vocational","1","","",""
"Complete transfer dependency","1989","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Complete transfer dependency","1989","Couple + C. LE and GT 16","higher vocational","","","",""
"Complete transfer dependency","1989","Couple + C. LE and GT 16","higher education","","","",""
"No transfer dependency","1990","1-pers.-HH","in school","2","","",""
"No transfer dependency","1990","1-pers.-HH","inadequately","25","","",""
"No transfer dependency","1990","1-pers.-HH","general elemantary","251","0.837907858010227","0.79620492734673","0.879610788673724"
"No transfer dependency","1990","1-pers.-HH","middle vocational","414","0.869758224187084","0.839585913623803","0.899930534750364"
"No transfer dependency","1990","1-pers.-HH","vocational + Abi","34","0.894422155540739","0.796717791460207","0.992126519621271"
"No transfer dependency","1990","1-pers.-HH","higher vocational","50","0.871691908991918","0.783307578708983","0.960076239274853"
"No transfer dependency","1990","1-pers.-HH","higher education","99","0.883761394075532","0.823865857784403","0.943656930366661"
"No transfer dependency","1990","(Married) couple without C. ","in school","","","",""
"No transfer dependency","1990","(Married) couple without C. ","inadequately","49","0.602610336534569","0.48714540103559","0.718075272033547"
"No transfer dependency","1990","(Married) couple without C. ","general elemantary","450","0.856616296645532","0.826891388222098","0.886341205068967"
"No transfer dependency","1990","(Married) couple without C. ","middle vocational","1087","0.896539899732898","0.87951961606751","0.913560183398287"
"No transfer dependency","1990","(Married) couple without C. ","vocational + Abi","68","0.87508571751077","0.8012385103805","0.94893292464104"
"No transfer dependency","1990","(Married) couple without C. ","higher vocational","139","0.909682279746793","0.863963885515443","0.955400673978144"
"No transfer dependency","1990","(Married) couple without C. ","higher education","169","0.902892593827652","0.86067811701488","0.945107070640424"
"No transfer dependency","1990","Single parent ","in school","1","","",""
"No transfer dependency","1990","Single parent ","inadequately","9","","",""
"No transfer dependency","1990","Single parent ","general elemantary","48","0.36427603451574","0.284275980010943","0.444276089020537"
"No transfer dependency","1990","Single parent ","middle vocational","84","0.409244944528834","0.341438996672572","0.477050892385096"
"No transfer dependency","1990","Single parent ","vocational + Abi","1","","",""
"No transfer dependency","1990","Single parent ","higher vocational","5","","",""
"No transfer dependency","1990","Single parent ","higher education","7","","",""
"No transfer dependency","1990","Couple + C. LE 16 ","in school","","","",""
"No transfer dependency","1990","Couple + C. LE 16 ","inadequately","1","","",""
"No transfer dependency","1990","Couple + C. LE 16 ","general elemantary","3","","",""
"No transfer dependency","1990","Couple + C. LE 16 ","middle vocational","22","","",""
"No transfer dependency","1990","Couple + C. LE 16 ","vocational + Abi","3","","",""
"No transfer dependency","1990","Couple + C. LE 16 ","higher vocational","1","","",""
"No transfer dependency","1990","Couple + C. LE 16 ","higher education","5","","",""
"No transfer dependency","1990","Couple + C. GT 16 ","in school","2","","",""
"No transfer dependency","1990","Couple + C. GT 16 ","inadequately","51","0.344105841980657","0.264261978924401","0.423949705036912"
"No transfer dependency","1990","Couple + C. GT 16 ","general elemantary","226","0.490531559731024","0.446625391225284","0.534437728236765"
"No transfer dependency","1990","Couple + C. GT 16 ","middle vocational","370","0.457186386061592","0.423577905520037","0.490794866603147"
"No transfer dependency","1990","Couple + C. GT 16 ","vocational + Abi","23","","",""
"No transfer dependency","1990","Couple + C. GT 16 ","higher vocational","34","0.502225225822177","0.382502556009693","0.621947895634661"
"No transfer dependency","1990","Couple + C. GT 16 ","higher education","38","0.459969965714231","0.354017193907086","0.565922737521376"
"No transfer dependency","1990","Couple + C. LE and GT 16","in school","2","","",""
"No transfer dependency","1990","Couple + C. LE and GT 16","inadequately","2","","",""
"No transfer dependency","1990","Couple + C. LE and GT 16","general elemantary","6","","",""
"No transfer dependency","1990","Couple + C. LE and GT 16","middle vocational","8","","",""
"No transfer dependency","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No transfer dependency","1990","Couple + C. LE and GT 16","higher vocational","","","",""
"No transfer dependency","1990","Couple + C. LE and GT 16","higher education","","","",""
"Very low transfer dependency","1990","1-pers.-HH","in school","","","",""
"Very low transfer dependency","1990","1-pers.-HH","inadequately","6","","",""
"Very low transfer dependency","1990","1-pers.-HH","general elemantary","26","","",""
"Very low transfer dependency","1990","1-pers.-HH","middle vocational","45","0.0960881131643941","0.0696681611656228","0.122508065163165"
"Very low transfer dependency","1990","1-pers.-HH","vocational + Abi","2","","",""
"Very low transfer dependency","1990","1-pers.-HH","higher vocational","4","","",""
"Very low transfer dependency","1990","1-pers.-HH","higher education","8","","",""
"Very low transfer dependency","1990","(Married) couple without C. ","in school","","","",""
"Very low transfer dependency","1990","(Married) couple without C. ","inadequately","12","","",""
"Very low transfer dependency","1990","(Married) couple without C. ","general elemantary","59","0.0988675100533557","0.0735513061460691","0.124183713960642"
"Very low transfer dependency","1990","(Married) couple without C. ","middle vocational","114","0.0825804534954909","0.0671982638463764","0.0979626431446054"
"Very low transfer dependency","1990","(Married) couple without C. ","vocational + Abi","7","","",""
"Very low transfer dependency","1990","(Married) couple without C. ","higher vocational","11","","",""
"Very low transfer dependency","1990","(Married) couple without C. ","higher education","18","","",""
"Very low transfer dependency","1990","Single parent ","in school","8","","",""
"Very low transfer dependency","1990","Single parent ","inadequately","15","","",""
"Very low transfer dependency","1990","Single parent ","general elemantary","70","0.463336266268908","0.380439047103754","0.546233485434062"
"Very low transfer dependency","1990","Single parent ","middle vocational","96","0.461612508796456","0.392864729950268","0.530360287642644"
"Very low transfer dependency","1990","Single parent ","vocational + Abi","10","","",""
"Very low transfer dependency","1990","Single parent ","higher vocational","15","","",""
"Very low transfer dependency","1990","Single parent ","higher education","16","","",""
"Very low transfer dependency","1990","Couple + C. LE 16 ","in school","","","",""
"Very low transfer dependency","1990","Couple + C. LE 16 ","inadequately","132","0.803455337841369","0.739433412546345","0.867477263136394"
"Very low transfer dependency","1990","Couple + C. LE 16 ","general elemantary","350","0.90197808890509","0.872467670700964","0.931488507109216"
"Very low transfer dependency","1990","Couple + C. LE 16 ","middle vocational","960","0.943089628897564","0.928893090303284","0.957286167491843"
"Very low transfer dependency","1990","Couple + C. LE 16 ","vocational + Abi","59","0.837521890158748","0.751105805867909","0.923937974449587"
"Very low transfer dependency","1990","Couple + C. LE 16 ","higher vocational","133","0.962142436348465","0.930066846426553","0.994218026270376"
"Very low transfer dependency","1990","Couple + C. LE 16 ","higher education","167","0.975066825818103","0.951899311353834","0.998234340282373"
"Very low transfer dependency","1990","Couple + C. GT 16 ","in school","53","0.985198222743052","0.953570143399307","1.0168263020868"
"Very low transfer dependency","1990","Couple + C. GT 16 ","inadequately","76","0.577634696960937","0.494621069830726","0.660648324091147"
"Very low transfer dependency","1990","Couple + C. GT 16 ","general elemantary","242","0.470542280689416","0.426704517276537","0.514380044102296"
"Very low transfer dependency","1990","Couple + C. GT 16 ","middle vocational","448","0.516277735807424","0.482563245021895","0.549992226592952"
"Very low transfer dependency","1990","Couple + C. GT 16 ","vocational + Abi","27","","",""
"Very low transfer dependency","1990","Couple + C. GT 16 ","higher vocational","30","0.446408831980425","0.327374660015593","0.565443003945256"
"Very low transfer dependency","1990","Couple + C. GT 16 ","higher education","47","0.540030034285769","0.434077262478624","0.645982806092914"
"Very low transfer dependency","1990","Couple + C. LE and GT 16","in school","56","0.930561608170826","0.86624178253262","0.994881433809031"
"Very low transfer dependency","1990","Couple + C. LE and GT 16","inadequately","95","0.85654973714333","0.791631600313907","0.921467873972753"
"Very low transfer dependency","1990","Couple + C. LE and GT 16","general elemantary","244","0.901031426143297","0.865412170930312","0.936650681356282"
"Very low transfer dependency","1990","Couple + C. LE and GT 16","middle vocational","250","0.908811004861437","0.874848356104835","0.942773653618039"
"Very low transfer dependency","1990","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"Very low transfer dependency","1990","Couple + C. LE and GT 16","higher vocational","24","","",""
"Very low transfer dependency","1990","Couple + C. LE and GT 16","higher education","31","1","1","1"
"Low transfer dependency","1990","1-pers.-HH","in school","","","",""
"Low transfer dependency","1990","1-pers.-HH","inadequately","3","","",""
"Low transfer dependency","1990","1-pers.-HH","general elemantary","12","","",""
