"transab_cat","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1995","Not Employed","higher education","86","0.204109088319108","0.162123097720065","0.24609507891815"
"Very low transfer dependency","1995","Employed","in school","6","","",""
"Very low transfer dependency","1995","Employed","inadequately","161","0.610594937222261","0.551886225520903","0.669303648923619"
"Very low transfer dependency","1995","Employed","general elemantary","668","0.436741505410405","0.408910154693998","0.464572856126811"
"Very low transfer dependency","1995","Employed","middle vocational","2287","0.465690468192734","0.450827697454166","0.480553238931302"
"Very low transfer dependency","1995","Employed","vocational + Abi","185","0.472447047698745","0.419302607035257","0.525591488362233"
"Very low transfer dependency","1995","Employed","higher vocational","309","0.486537257844104","0.444536109874591","0.528538405813616"
"Very low transfer dependency","1995","Employed","higher education","766","0.504628713073788","0.477355496328278","0.531901929819298"
"Low transfer dependency","1995","Not Employed","in school","15","","",""
"Low transfer dependency","1995","Not Employed","inadequately","24","","",""
"Low transfer dependency","1995","Not Employed","general elemantary","72","0.0341645300210593","0.0239714020556145","0.0443576579865041"
"Low transfer dependency","1995","Not Employed","middle vocational","183","0.0506955644501088","0.0414760893255432","0.0599150395746745"
"Low transfer dependency","1995","Not Employed","vocational + Abi","13","","",""
"Low transfer dependency","1995","Not Employed","higher vocational","9","","",""
"Low transfer dependency","1995","Not Employed","higher education","23","","",""
"Low transfer dependency","1995","Employed","in school","1","","",""
"Low transfer dependency","1995","Employed","inadequately","13","","",""
"Low transfer dependency","1995","Employed","general elemantary","73","0.057124755028594","0.0441018621629575","0.0701476478942305"
"Low transfer dependency","1995","Employed","middle vocational","236","0.0458817177711402","0.0396475916118684","0.0521158439304119"
"Low transfer dependency","1995","Employed","vocational + Abi","20","","",""
"Low transfer dependency","1995","Employed","higher vocational","18","","",""
"Low transfer dependency","1995","Employed","higher education","45","0.0286505418596895","0.0195505890317448","0.0377504946876343"
"High transfer dependency","1995","Not Employed","in school","9","","",""
"High transfer dependency","1995","Not Employed","inadequately","17","","",""
"High transfer dependency","1995","Not Employed","general elemantary","41","0.028066219380683","0.0187983805687401","0.037334058192626"
"High transfer dependency","1995","Not Employed","middle vocational","58","0.0206423497790019","0.0146669263326734","0.0266177732253304"
"High transfer dependency","1995","Not Employed","vocational + Abi","6","","",""
"High transfer dependency","1995","Not Employed","higher vocational","1","","",""
"High transfer dependency","1995","Not Employed","higher education","9","","",""
"High transfer dependency","1995","Employed","in school","","","",""
"High transfer dependency","1995","Employed","inadequately","3","","",""
"High transfer dependency","1995","Employed","general elemantary","22","","",""
"High transfer dependency","1995","Employed","middle vocational","61","0.0126660313809166","0.00933401626676124","0.015998046495072"
"High transfer dependency","1995","Employed","vocational + Abi","4","","",""
"High transfer dependency","1995","Employed","higher vocational","2","","",""
"High transfer dependency","1995","Employed","higher education","5","","",""
"Very high transfer dependency","1995","Not Employed","in school","3","","",""
"Very high transfer dependency","1995","Not Employed","inadequately","10","","",""
"Very high transfer dependency","1995","Not Employed","general elemantary","40","0.0231159510546367","0.0146836603997922","0.0315482417094812"
"Very high transfer dependency","1995","Not Employed","middle vocational","54","0.0195837250989513","0.0137603955444048","0.0254070546534978"
"Very high transfer dependency","1995","Not Employed","vocational + Abi","9","","",""
"Very high transfer dependency","1995","Not Employed","higher vocational","8","","",""
"Very high transfer dependency","1995","Not Employed","higher education","10","","",""
"Very high transfer dependency","1995","Employed","in school","","","",""
"Very high transfer dependency","1995","Employed","inadequately","2","","",""
"Very high transfer dependency","1995","Employed","general elemantary","10","","",""
"Very high transfer dependency","1995","Employed","middle vocational","16","","",""
"Very high transfer dependency","1995","Employed","vocational + Abi","3","","",""
"Very high transfer dependency","1995","Employed","higher vocational","4","","",""
"Very high transfer dependency","1995","Employed","higher education","4","","",""
"Complete transfer dependency","1995","Not Employed","in school","4","","",""
"Complete transfer dependency","1995","Not Employed","inadequately","12","","",""
"Complete transfer dependency","1995","Not Employed","general elemantary","27","","",""
"Complete transfer dependency","1995","Not Employed","middle vocational","48","0.026049469799426","0.0193554598475017","0.0327434797513504"
"Complete transfer dependency","1995","Not Employed","vocational + Abi","9","","",""
"Complete transfer dependency","1995","Not Employed","higher vocational","4","","",""
"Complete transfer dependency","1995","Not Employed","higher education","11","","",""
"Complete transfer dependency","1995","Employed","in school","","","",""
"Complete transfer dependency","1995","Employed","inadequately","","","",""
"Complete transfer dependency","1995","Employed","general elemantary","","","",""
"Complete transfer dependency","1995","Employed","middle vocational","","","",""
"Complete transfer dependency","1995","Employed","vocational + Abi","","","",""
"Complete transfer dependency","1995","Employed","higher vocational","","","",""
"Complete transfer dependency","1995","Employed","higher education","","","",""
"No transfer dependency","1996","Not Employed","in school","4","","",""
"No transfer dependency","1996","Not Employed","inadequately","76","0.337323917906102","0.276745994994979","0.397901840817224"
"No transfer dependency","1996","Not Employed","general elemantary","616","0.667408454994414","0.64036574130316","0.694451168685668"
"No transfer dependency","1996","Not Employed","middle vocational","1070","0.629185342104901","0.608648372111433","0.649722312098369"
"No transfer dependency","1996","Not Employed","vocational + Abi","27","","",""
"No transfer dependency","1996","Not Employed","higher vocational","88","0.588070949573942","0.515356983960841","0.660784915187043"
"No transfer dependency","1996","Not Employed","higher education","188","0.665883384347346","0.615523900929931","0.716242867764761"
"No transfer dependency","1996","Employed","in school","1","","",""
"No transfer dependency","1996","Employed","inadequately","82","0.350754852074499","0.290381030043676","0.411128674105323"
"No transfer dependency","1996","Employed","general elemantary","419","0.429535090362579","0.401207288441002","0.457862892284157"
"No transfer dependency","1996","Employed","middle vocational","1693","0.459335488208682","0.444442141423361","0.474228834994003"
"No transfer dependency","1996","Employed","vocational + Abi","135","0.438447031906128","0.386314070004849","0.490579993807407"
"No transfer dependency","1996","Employed","higher vocational","200","0.424887275182976","0.384126989628713","0.465647560737239"
"No transfer dependency","1996","Employed","higher education","468","0.444301711427016","0.417637502785708","0.470965920068323"
"Very low transfer dependency","1996","Not Employed","in school","227","0.889770200853583","0.85162967772988","0.927910723977286"
"Very low transfer dependency","1996","Not Employed","inadequately","88","0.331142204927739","0.270842619421829","0.39144179043365"
"Very low transfer dependency","1996","Not Employed","general elemantary","357","0.218973075416878","0.195236001748154","0.242710149085601"
"Very low transfer dependency","1996","Not Employed","middle vocational","663","0.234290072909331","0.216281566018932","0.25229857979973"
