"transab_cat","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1996","Full Time","Other degree","","","",""
"Very high transfer dependency","1996","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1996","Part Time","lower secondary degree","11","","",""
"Very high transfer dependency","1996","Part Time","secondary school degree","4","","",""
"Very high transfer dependency","1996","Part Time","college entrance qualification","4","","",""
"Very high transfer dependency","1996","Part Time","Other degree","5","","",""
"Very high transfer dependency","1996","Part Time","no degree/no degree yet","3","","",""
"Very high transfer dependency","1996","Not Working","lower secondary degree","78","0.0250067214959854","0.0186828383670765","0.0313306046248943"
"Very high transfer dependency","1996","Not Working","secondary school degree","17","","",""
"Very high transfer dependency","1996","Not Working","college entrance qualification","12","","",""
"Very high transfer dependency","1996","Not Working","Other degree","17","","",""
"Very high transfer dependency","1996","Not Working","no degree/no degree yet","20","","",""
"Complete transfer dependency","1996","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","1996","Full Time","secondary school degree","","","",""
"Complete transfer dependency","1996","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","1996","Full Time","Other degree","","","",""
"Complete transfer dependency","1996","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1996","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","1996","Part Time","secondary school degree","","","",""
"Complete transfer dependency","1996","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","1996","Part Time","Other degree","","","",""
"Complete transfer dependency","1996","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1996","Not Working","lower secondary degree","36","0.0154175688440538","0.0104277056961342","0.0204074319919734"
"Complete transfer dependency","1996","Not Working","secondary school degree","16","","",""
"Complete transfer dependency","1996","Not Working","college entrance qualification","7","","",""
"Complete transfer dependency","1996","Not Working","Other degree","27","","",""
"Complete transfer dependency","1996","Not Working","no degree/no degree yet","12","","",""
"No transfer dependency","1997","Full Time","lower secondary degree","795","0.501515976952164","0.478601537040366","0.524430416863962"
"No transfer dependency","1997","Full Time","secondary school degree","719","0.447379979543432","0.425231343101312","0.469528615985553"
"No transfer dependency","1997","Full Time","college entrance qualification","456","0.493727585244878","0.463686673761922","0.523768496727834"
"No transfer dependency","1997","Full Time","Other degree","134","0.361402823416842","0.315238051597214","0.407567595236471"
"No transfer dependency","1997","Full Time","no degree/no degree yet","48","0.341793199487541","0.26294285733777","0.420643541637313"
"No transfer dependency","1997","Part Time","lower secondary degree","263","0.318672006966726","0.288772960146267","0.348571053787185"
"No transfer dependency","1997","Part Time","secondary school degree","114","0.203557221095968","0.174721705028084","0.232392737163851"
"No transfer dependency","1997","Part Time","college entrance qualification","119","0.334718919366415","0.288817322847113","0.380620515885718"
"No transfer dependency","1997","Part Time","Other degree","53","0.284858840646073","0.225352575575378","0.344365105716769"
"No transfer dependency","1997","Part Time","no degree/no degree yet","37","0.31212338488663","0.228163161202544","0.396083608570717"
"No transfer dependency","1997","Not Working","lower secondary degree","1450","0.683640873392703","0.664846250056136","0.70243549672927"
"No transfer dependency","1997","Not Working","secondary school degree","285","0.516427443466933","0.481820175757229","0.551034711176638"
"No transfer dependency","1997","Not Working","college entrance qualification","159","0.477124729111085","0.431180054610003","0.523069403612166"
"No transfer dependency","1997","Not Working","Other degree","103","0.27632582187235","0.230883669397892","0.321767974346807"
"No transfer dependency","1997","Not Working","no degree/no degree yet","90","0.141712968304338","0.112645540794229","0.170780395814447"
"Very low transfer dependency","1997","Full Time","lower secondary degree","928","0.454193153065551","0.431374972132382","0.477011333998719"
"Very low transfer dependency","1997","Full Time","secondary school degree","1074","0.493650485484405","0.471379963427126","0.515921007541683"
"Very low transfer dependency","1997","Full Time","college entrance qualification","583","0.48936154164662","0.459325067247412","0.519398016045829"
"Very low transfer dependency","1997","Full Time","Other degree","256","0.5850520773065","0.537704748118489","0.632399406494512"
"Very low transfer dependency","1997","Full Time","no degree/no degree yet","83","0.611884100139526","0.530870861838503","0.692897338440549"
"Very low transfer dependency","1997","Part Time","lower secondary degree","515","0.525421904523914","0.493380230274287","0.557463578773541"
"Very low transfer dependency","1997","Part Time","secondary school degree","505","0.624318067018456","0.589634776907774","0.659001357129138"
"Very low transfer dependency","1997","Part Time","college entrance qualification","244","0.554555055002645","0.506209736486861","0.602900373518429"
"Very low transfer dependency","1997","Part Time","Other degree","122","0.492364400280845","0.426451364918842","0.558277435642848"
"Very low transfer dependency","1997","Part Time","no degree/no degree yet","56","0.471169393315489","0.380720764570798","0.56161802206018"
"Very low transfer dependency","1997","Not Working","lower secondary degree","527","0.177229773964386","0.161797246527325","0.192662301401447"
"Very low transfer dependency","1997","Not Working","secondary school degree","325","0.332569422648748","0.29994250544229","0.365196339855206"
"Very low transfer dependency","1997","Not Working","college entrance qualification","219","0.393329627227645","0.348395647190917","0.438263607264373"
"Very low transfer dependency","1997","Not Working","Other degree","147","0.355495276564116","0.306853817836073","0.40413673529216"
"Very low transfer dependency","1997","Not Working","no degree/no degree yet","362","0.689638296621937","0.651078896043508","0.728197697200367"
"Low transfer dependency","1997","Full Time","lower secondary degree","86","0.0367873423840342","0.0281605065032482","0.0454141782648203"
"Low transfer dependency","1997","Full Time","secondary school degree","124","0.0502644887713282","0.0405319220909601","0.0599970554516963"
"Low transfer dependency","1997","Full Time","college entrance qualification","22","","",""
"Low transfer dependency","1997","Full Time","Other degree","24","","",""
"Low transfer dependency","1997","Full Time","no degree/no degree yet","8","","",""
"Low transfer dependency","1997","Part Time","lower secondary degree","95","0.0981281622460245","0.0790394551214613","0.117216869370588"
"Low transfer dependency","1997","Part Time","secondary school degree","90","0.110058739962927","0.0876457332350458","0.132471746690808"
"Low transfer dependency","1997","Part Time","college entrance qualification","32","0.0828477752667245","0.0560347256701597","0.109660824863289"
"Low transfer dependency","1997","Part Time","Other degree","36","0.176184943053803","0.125956327021251","0.226413559086356"
"Low transfer dependency","1997","Part Time","no degree/no degree yet","13","","",""
"Low transfer dependency","1997","Not Working","lower secondary degree","183","0.0588964133873144","0.0493817687865969","0.0684110579880318"
