"transab_cat","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1992","Schleswig-Holstein","Urban Area","5","","",""
"High transfer dependency","1992","Schleswig-Holstein","Rural Area","","","",""
"High transfer dependency","1992","Hamburg","Urban Area","2","","",""
"High transfer dependency","1992","Hamburg","Rural Area","","","",""
"High transfer dependency","1992","Lower Saxony","Urban Area","8","","",""
"High transfer dependency","1992","Lower Saxony","Rural Area","14","","",""
"High transfer dependency","1992","Bremen","Urban Area","3","","",""
"High transfer dependency","1992","Bremen","Rural Area","","","",""
"High transfer dependency","1992","North Rhine-Westphalia","Urban Area","21","","",""
"High transfer dependency","1992","North Rhine-Westphalia","Rural Area","1","","",""
"High transfer dependency","1992","Hesse","Urban Area","8","","",""
"High transfer dependency","1992","Hesse","Rural Area","","","",""
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","Urban Area","8","","",""
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"High transfer dependency","1992","Baden-Württemberg","Urban Area","9","","",""
"High transfer dependency","1992","Baden-Württemberg","Rural Area","","","",""
"High transfer dependency","1992","Bavaria","Urban Area","4","","",""
"High transfer dependency","1992","Bavaria","Rural Area","5","","",""
"High transfer dependency","1992","Berlin","Urban Area","20","","",""
"High transfer dependency","1992","Berlin","Rural Area","","","",""
"High transfer dependency","1992","Brandenburg","Urban Area","","","",""
"High transfer dependency","1992","Brandenburg","Rural Area","17","","",""
"High transfer dependency","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"High transfer dependency","1992","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"High transfer dependency","1992","Saxony","Urban Area","17","","",""
"High transfer dependency","1992","Saxony","Rural Area","14","","",""
"High transfer dependency","1992","Saxony-Anhalt","Urban Area","1","","",""
"High transfer dependency","1992","Saxony-Anhalt","Rural Area","","","",""
"High transfer dependency","1992","Thuringia","Urban Area","","","",""
"High transfer dependency","1992","Thuringia","Rural Area","4","","",""
"Very high transfer dependency","1992","Schleswig-Holstein","Urban Area","2","","",""
"Very high transfer dependency","1992","Schleswig-Holstein","Rural Area","","","",""
"Very high transfer dependency","1992","Hamburg","Urban Area","1","","",""
"Very high transfer dependency","1992","Hamburg","Rural Area","","","",""
"Very high transfer dependency","1992","Lower Saxony","Urban Area","","","",""
"Very high transfer dependency","1992","Lower Saxony","Rural Area","6","","",""
"Very high transfer dependency","1992","Bremen","Urban Area","","","",""
"Very high transfer dependency","1992","Bremen","Rural Area","","","",""
"Very high transfer dependency","1992","North Rhine-Westphalia","Urban Area","20","","",""
"Very high transfer dependency","1992","North Rhine-Westphalia","Rural Area","1","","",""
"Very high transfer dependency","1992","Hesse","Urban Area","6","","",""
"Very high transfer dependency","1992","Hesse","Rural Area","1","","",""
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"Very high transfer dependency","1992","Baden-Württemberg","Urban Area","7","","",""
"Very high transfer dependency","1992","Baden-Württemberg","Rural Area","2","","",""
"Very high transfer dependency","1992","Bavaria","Urban Area","2","","",""
"Very high transfer dependency","1992","Bavaria","Rural Area","5","","",""
"Very high transfer dependency","1992","Berlin","Urban Area","8","","",""
"Very high transfer dependency","1992","Berlin","Rural Area","","","",""
"Very high transfer dependency","1992","Brandenburg","Urban Area","","","",""
"Very high transfer dependency","1992","Brandenburg","Rural Area","1","","",""
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Very high transfer dependency","1992","Saxony","Urban Area","3","","",""
"Very high transfer dependency","1992","Saxony","Rural Area","4","","",""
"Very high transfer dependency","1992","Saxony-Anhalt","Urban Area","","","",""
"Very high transfer dependency","1992","Saxony-Anhalt","Rural Area","5","","",""
"Very high transfer dependency","1992","Thuringia","Urban Area","","","",""
"Very high transfer dependency","1992","Thuringia","Rural Area","4","","",""
"Complete transfer dependency","1992","Schleswig-Holstein","Urban Area","2","","",""
"Complete transfer dependency","1992","Schleswig-Holstein","Rural Area","1","","",""
"Complete transfer dependency","1992","Hamburg","Urban Area","3","","",""
"Complete transfer dependency","1992","Hamburg","Rural Area","","","",""
"Complete transfer dependency","1992","Lower Saxony","Urban Area","4","","",""
"Complete transfer dependency","1992","Lower Saxony","Rural Area","4","","",""
"Complete transfer dependency","1992","Bremen","Urban Area","1","","",""
"Complete transfer dependency","1992","Bremen","Rural Area","","","",""
"Complete transfer dependency","1992","North Rhine-Westphalia","Urban Area","13","","",""
"Complete transfer dependency","1992","North Rhine-Westphalia","Rural Area","","","",""
"Complete transfer dependency","1992","Hesse","Urban Area","4","","",""
"Complete transfer dependency","1992","Hesse","Rural Area","","","",""
"Complete transfer dependency","1992","Rhineland-Palatinate,Saarland","Urban Area","2","","",""
"Complete transfer dependency","1992","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Complete transfer dependency","1992","Baden-Württemberg","Urban Area","3","","",""
"Complete transfer dependency","1992","Baden-Württemberg","Rural Area","","","",""
"Complete transfer dependency","1992","Bavaria","Urban Area","","","",""
"Complete transfer dependency","1992","Bavaria","Rural Area","1","","",""
"Complete transfer dependency","1992","Berlin","Urban Area","10","","",""
"Complete transfer dependency","1992","Berlin","Rural Area","","","",""
"Complete transfer dependency","1992","Brandenburg","Urban Area","","","",""
"Complete transfer dependency","1992","Brandenburg","Rural Area","1","","",""
"Complete transfer dependency","1992","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Complete transfer dependency","1992","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Complete transfer dependency","1992","Saxony","Urban Area","3","","",""
"Complete transfer dependency","1992","Saxony","Rural Area","","","",""
"Complete transfer dependency","1992","Saxony-Anhalt","Urban Area","","","",""
"Complete transfer dependency","1992","Saxony-Anhalt","Rural Area","","","",""
"Complete transfer dependency","1992","Thuringia","Urban Area","","","",""
"Complete transfer dependency","1992","Thuringia","Rural Area","","","",""
"No transfer dependency","1993","Schleswig-Holstein","Urban Area","66","0.490084307922654","0.408435202272687","0.571733413572622"
"No transfer dependency","1993","Schleswig-Holstein","Rural Area","68","0.630778815483456","0.547499894195927","0.714057736770984"
"No transfer dependency","1993","Hamburg","Urban Area","84","0.675572719431956","0.598298741472599","0.752846697391312"
"No transfer dependency","1993","Hamburg","Rural Area","","","",""
"No transfer dependency","1993","Lower Saxony","Urban Area","275","0.617177400112927","0.574866924929865","0.65948787529599"
"No transfer dependency","1993","Lower Saxony","Rural Area","187","0.478333605353949","0.431552237859604","0.525114972848294"
"No transfer dependency","1993","Bremen","Urban Area","63","0.693132917573698","0.597317256125857","0.788948579021539"
"No transfer dependency","1993","Bremen","Rural Area","","","",""
"No transfer dependency","1993","North Rhine-Westphalia","Urban Area","1038","0.53213710160768","0.512040236598171","0.552233966617189"
"No transfer dependency","1993","North Rhine-Westphalia","Rural Area","17","","",""
"No transfer dependency","1993","Hesse","Urban Area","362","0.585788461504924","0.550675400091466","0.620901522918382"
"No transfer dependency","1993","Hesse","Rural Area","71","0.678801118800003","0.598224039279344","0.759378198320663"
"No transfer dependency","1993","Rhineland-Palatinate,Saarland","Urban Area","237","0.554125249299802","0.511112240979866","0.597138257619739"
"No transfer dependency","1993","Rhineland-Palatinate,Saarland","Rural Area","45","0.578732276290993","0.482436918950915","0.675027633631071"
"No transfer dependency","1993","Baden-Württemberg","Urban Area","681","0.556007583114482","0.530660204847071","0.581354961381892"
"No transfer dependency","1993","Baden-Württemberg","Rural Area","85","0.551892599087605","0.487762716536027","0.616022481639182"
"No transfer dependency","1993","Bavaria","Urban Area","403","0.628657386091185","0.594238678592048","0.663076093590322"
"No transfer dependency","1993","Bavaria","Rural Area","344","0.53606388505143","0.500655349053151","0.57147242104971"
"No transfer dependency","1993","Berlin","Urban Area","207","0.508444848482113","0.466852863162952","0.550036833801273"
"No transfer dependency","1993","Berlin","Rural Area","","","",""
"No transfer dependency","1993","Brandenburg","Urban Area","23","","",""
"No transfer dependency","1993","Brandenburg","Rural Area","176","0.375910234814098","0.335758178440719","0.416062291187476"
"No transfer dependency","1993","Mecklenburg-Western Pomerania","Urban Area","10","","",""
"No transfer dependency","1993","Mecklenburg-Western Pomerania","Rural Area","76","0.272802440315251","0.22566658817107","0.319938292459432"
"No transfer dependency","1993","Saxony","Urban Area","162","0.344979253087889","0.305572903680632","0.384385602495146"
"No transfer dependency","1993","Saxony","Rural Area","164","0.413408297964672","0.371601968494042","0.455214627435302"
"No transfer dependency","1993","Saxony-Anhalt","Urban Area","55","0.316617233469561","0.255837874102096","0.377396592837026"
"No transfer dependency","1993","Saxony-Anhalt","Rural Area","122","0.327455037353398","0.28594588690757","0.368964187799227"
"No transfer dependency","1993","Thuringia","Urban Area","40","0.257692120293406","0.193975694127168","0.321408546459645"
"No transfer dependency","1993","Thuringia","Rural Area","117","0.333718977257734","0.29135821284454","0.376079741670928"
"Very low transfer dependency","1993","Schleswig-Holstein","Urban Area","61","0.416946738294733","0.336416079863508","0.497477396725958"
"Very low transfer dependency","1993","Schleswig-Holstein","Rural Area","53","0.326586233524072","0.245659284413101","0.407513182635043"
"Very low transfer dependency","1993","Hamburg","Urban Area","49","0.271905529939661","0.198464049793367","0.345347010085956"
"Very low transfer dependency","1993","Hamburg","Rural Area","","","",""
"Very low transfer dependency","1993","Lower Saxony","Urban Area","196","0.326970378694644","0.286136991589519","0.367803765799769"
"Very low transfer dependency","1993","Lower Saxony","Rural Area","221","0.446336294166568","0.399781419153725","0.492891169179412"
"Very low transfer dependency","1993","Bremen","Urban Area","19","","",""
"Very low transfer dependency","1993","Bremen","Rural Area","","","",""
"Very low transfer dependency","1993","North Rhine-Westphalia","Urban Area","1196","0.419792891368602","0.399915183452818","0.439670599284386"
"Very low transfer dependency","1993","North Rhine-Westphalia","Rural Area","41","0.543644301757912","0.418649390511743","0.668639213004081"
"Very low transfer dependency","1993","Hesse","Urban Area","355","0.378633112398816","0.344057447372897","0.413208777424735"
"Very low transfer dependency","1993","Hesse","Rural Area","53","0.280150195031961","0.202655915296702","0.357644474767219"
"Very low transfer dependency","1993","Rhineland-Palatinate,Saarland","Urban Area","248","0.397120831982166","0.35477936682173","0.439462297142602"
"Very low transfer dependency","1993","Rhineland-Palatinate,Saarland","Rural Area","54","0.414512163210401","0.318436148021832","0.510588178398969"
"Very low transfer dependency","1993","Baden-Württemberg","Urban Area","716","0.405807803519965","0.380756600806111","0.430859006233818"
