"transab_cat","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1997","indirect migration background","vocational + Abi","4","","",""
"No transfer dependency","1997","indirect migration background","higher vocational","4","","",""
"No transfer dependency","1997","indirect migration background","higher education","13","","",""
"Very low transfer dependency","1997","no migration background","in school","205","0.931847418458279","0.898546952583865","0.965147884332694"
"Very low transfer dependency","1997","no migration background","inadequately","29","","",""
"Very low transfer dependency","1997","no migration background","general elemantary","561","0.30019486895114","0.276529880641822","0.323859857260457"
"Very low transfer dependency","1997","no migration background","middle vocational","2365","0.377536010847683","0.364518047340418","0.390553974354949"
"Very low transfer dependency","1997","no migration background","vocational + Abi","152","0.428940339783376","0.373577534217933","0.48430314534882"
"Very low transfer dependency","1997","no migration background","higher vocational","384","0.504165880872812","0.46666921360592","0.541662548139704"
"Very low transfer dependency","1997","no migration background","higher education","845","0.464730735890173","0.439941122959199","0.489520348821147"
"Very low transfer dependency","1997","direct migration background","in school","19","","",""
"Very low transfer dependency","1997","direct migration background","inadequately","173","0.383691863055633","0.335553058297902","0.431830667813364"
"Very low transfer dependency","1997","direct migration background","general elemantary","329","0.367956156226136","0.331921074495536","0.403991237956735"
"Very low transfer dependency","1997","direct migration background","middle vocational","458","0.462545034154621","0.429732911036177","0.495357157273066"
"Very low transfer dependency","1997","direct migration background","vocational + Abi","77","0.587952059116676","0.504301836231038","0.671602282002315"
"Very low transfer dependency","1997","direct migration background","higher vocational","22","","",""
"Very low transfer dependency","1997","direct migration background","higher education","86","0.430159120813194","0.357629911303898","0.502688330322491"
"Very low transfer dependency","1997","indirect migration background","in school","51","0.753808946842681","0.646578275941397","0.861039617743965"
"Very low transfer dependency","1997","indirect migration background","inadequately","9","","",""
"Very low transfer dependency","1997","indirect migration background","general elemantary","121","0.65906688224471","0.592704893137111","0.725428871352309"
"Very low transfer dependency","1997","indirect migration background","middle vocational","105","0.517123558595142","0.447343689820262","0.586903427370022"
