"plh0206i01","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2018","35-65 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2018","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2018","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2018","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Couple + C. LE 16 ","1","","","","3"
"3 on scale 1-7 ","2018","66 and older","1-pers.-HH","","","","","3"
"4 on scale 1-7","2018","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2018","35-65 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2018","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2018","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2018","16-34 y.","Couple + C. LE and GT 16","1","","","","4"
"4 on scale 1-7","2018","35-65 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2018","35-65 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2018","35-65 y.","Single parent ","","","","","4"
"4 on scale 1-7","2018","35-65 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2018","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2018","66 and older","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2018","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2018","16-34 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2018","16-34 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2018","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2018","16-34 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2018","16-34 y.","Single parent ","","","","","4"
"4 on scale 1-7","2018","16-34 y.","Couple + C. LE 16 ","","","","","4"
"5 on scale 1-7","2018","35-65 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2018","35-65 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2018","35-65 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2018","35-65 y.","Couple + C. LE and GT 16","1","","","","5"
"5 on scale 1-7","2018","16-34 y.","Couple + C. LE and GT 16","1","","","","5"
"5 on scale 1-7","2018","35-65 y.","Single parent ","1","","","","5"
"5 on scale 1-7","2018","35-65 y.","Couple + C. LE 16 ","1","","","","5"
"5 on scale 1-7","2018","66 and older","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2018","66 and older","Single parent ","","","","","5"
"5 on scale 1-7","2018","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2018","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2018","16-34 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2018","16-34 y.","Couple + C. LE 16 ","3","","","","5"
"5 on scale 1-7","2018","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2018","16-34 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2018","16-34 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2018","16-34 y.","Single parent ","","","","","5"
"5 on scale 1-7","2018","66 and older","1-pers.-HH","","","","","5"
"6 on scale 1-7","2018","35-65 y.","(Married) couple without C. ","1","","","","6"
"6 on scale 1-7","2018","35-65 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2018","16-34 y.","Couple + C. LE and GT 16","4","","","","6"
"6 on scale 1-7","2018","16-34 y.","1-pers.-HH","1","","","","6"
"6 on scale 1-7","2018","16-34 y.","Couple + C. GT 16 ","2","","","","6"
"6 on scale 1-7","2018","16-34 y.","(Married) couple without C. ","1","","","","6"
"6 on scale 1-7","2018","16-34 y.","Single parent ","2","","","","6"
"6 on scale 1-7","2018","66 and older","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2018","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2018","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2018","66 and older","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2018","16-34 y.","Couple + C. LE 16 ","3","","","","6"
"6 on scale 1-7","2018","35-65 y.","Single parent ","","","","","6"
"6 on scale 1-7","2018","35-65 y.","Couple + C. LE 16 ","12","","","","6"
"6 on scale 1-7","2018","35-65 y.","Couple + C. GT 16 ","1","","","","6"
"6 on scale 1-7","2018","35-65 y.","Couple + C. LE and GT 16","6","","","","6"
"6 on scale 1-7","2018","66 and older","1-pers.-HH","","","","","6"
"6 on scale 1-7","2018","66 and older","Couple + C. LE and GT 16","","","","","6"
"7 Strongly agree","2018","16-34 y.","1-pers.-HH","4","","","","7"
"7 Strongly agree","2018","16-34 y.","(Married) couple without C. ","14","","","","7"
"7 Strongly agree","2018","16-34 y.","Single parent ","18","","","","7"
"7 Strongly agree","2018","16-34 y.","Couple + C. LE 16 ","92","0.918393348387804","0.864466177393004","0.972320519382605","7"
"7 Strongly agree","2018","16-34 y.","Couple + C. GT 16 ","11","","","","7"
"7 Strongly agree","2018","16-34 y.","Couple + C. LE and GT 16","49","0.918242098502344","0.847111881926282","0.989372315078405","7"
"7 Strongly agree","2018","35-65 y.","1-pers.-HH","2","","","","7"
"7 Strongly agree","2018","35-65 y.","(Married) couple without C. ","5","","","","7"
"7 Strongly agree","2018","35-65 y.","Single parent ","4","","","","7"
"7 Strongly agree","2018","35-65 y.","Couple + C. LE 16 ","39","0.798854445344734","0.689902380125922","0.907806510563545","7"
"7 Strongly agree","2018","35-65 y.","Couple + C. GT 16 ","4","","","","7"
"7 Strongly agree","2018","35-65 y.","Couple + C. LE and GT 16","43","0.718253836395869","0.593563995256868","0.842943677534871","7"
"7 Strongly agree","2018","66 and older","1-pers.-HH","","","","","7"
"7 Strongly agree","2018","66 and older","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2018","66 and older","Single parent ","","","","","7"
"7 Strongly agree","2018","66 and older","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2018","66 and older","Couple + C. GT 16 ","1","","","","7"
"7 Strongly agree","2018","66 and older","Couple + C. LE and GT 16","","","","","7"
"1 Strongly disagree","2019","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2019","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2019","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2019","66 and older","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2019","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Single parent ","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2019","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2019","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2019","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"1 Strongly disagree","2019","35-65 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2019","35-65 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2019","16-34 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2019","16-34 y.","Single parent ","","","","","1"
"1 Strongly disagree","2019","16-34 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2019","16-34 y.","(Married) couple without C. ","","","","","1"
"2 on scale 1-7 ","2019","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2019","66 and older","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2019","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2019","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2019","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2019","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2019","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Couple + C. LE 16 ","1","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","(Married) couple without C. ","","","","","2"
"3 on scale 1-7 ","2019","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2019","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2019","66 and older","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","(Married) couple without C. ","","","","","3"
"4 on scale 1-7","2019","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2019","35-65 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2019","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2019","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Couple + C. LE and GT 16","1","","","","4"
"4 on scale 1-7","2019","35-65 y.","Single parent ","","","","","4"
"4 on scale 1-7","2019","35-65 y.","Couple + C. LE 16 ","3","","","","4"
"4 on scale 1-7","2019","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2019","66 and older","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2019","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2019","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Single parent ","1","","","","4"
"4 on scale 1-7","2019","16-34 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2019","35-65 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2019","35-65 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2019","16-34 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2019","16-34 y.","(Married) couple without C. ","","","","","4"
"5 on scale 1-7","2019","35-65 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2019","35-65 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2019","35-65 y.","Couple + C. LE and GT 16","2","","","","5"
"5 on scale 1-7","2019","35-65 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2019","16-34 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2019","16-34 y.","Couple + C. LE and GT 16","1","","","","5"
"5 on scale 1-7","2019","35-65 y.","Single parent ","","","","","5"
"5 on scale 1-7","2019","35-65 y.","Couple + C. LE 16 ","3","","","","5"
"5 on scale 1-7","2019","16-34 y.","Couple + C. LE 16 ","2","","","","5"
"5 on scale 1-7","2019","66 and older","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2019","66 and older","Single parent ","","","","","5"
"5 on scale 1-7","2019","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2019","16-34 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2019","16-34 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2019","16-34 y.","Single parent ","","","","","5"
"5 on scale 1-7","2019","66 and older","1-pers.-HH","","","","","5"
"5 on scale 1-7","2019","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2019","66 and older","Couple + C. LE and GT 16","","","","","5"
"6 on scale 1-7","2019","16-34 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2019","16-34 y.","Couple + C. LE and GT 16","2","","","","6"
"6 on scale 1-7","2019","35-65 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2019","35-65 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2019","16-34 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2019","16-34 y.","(Married) couple without C. ","3","","","","6"
"6 on scale 1-7","2019","16-34 y.","Single parent ","1","","","","6"
"6 on scale 1-7","2019","35-65 y.","Single parent ","","","","","6"
"6 on scale 1-7","2019","35-65 y.","Couple + C. LE 16 ","5","","","","6"
"6 on scale 1-7","2019","35-65 y.","Couple + C. GT 16 ","3","","","","6"
"6 on scale 1-7","2019","35-65 y.","Couple + C. LE and GT 16","3","","","","6"
"6 on scale 1-7","2019","66 and older","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2019","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2019","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2019","66 and older","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2019","66 and older","1-pers.-HH","","","","","6"
"6 on scale 1-7","2019","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2019","16-34 y.","Couple + C. LE 16 ","7","","","","6"
"7 Strongly agree","2019","16-34 y.","1-pers.-HH","4","","","","7"
"7 Strongly agree","2019","16-34 y.","(Married) couple without C. ","8","","","","7"
"7 Strongly agree","2019","16-34 y.","Single parent ","12","","","","7"
"7 Strongly agree","2019","16-34 y.","Couple + C. LE 16 ","53","0.862158119438626","0.77703218890606","0.947284049971191","7"
"7 Strongly agree","2019","16-34 y.","Couple + C. GT 16 ","10","","","","7"
"7 Strongly agree","2019","16-34 y.","Couple + C. LE and GT 16","20","","","","7"
"7 Strongly agree","2019","35-65 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2019","35-65 y.","(Married) couple without C. ","5","","","","7"
"7 Strongly agree","2019","35-65 y.","Single parent ","5","","","","7"
"7 Strongly agree","2019","35-65 y.","Couple + C. LE 16 ","33","0.837804846149151","0.728883719766785","0.946725972531517","7"
"7 Strongly agree","2019","35-65 y.","Couple + C. GT 16 ","6","","","","7"
"7 Strongly agree","2019","35-65 y.","Couple + C. LE and GT 16","36","0.731592351612518","0.59595222563611","0.867232477588926","7"
"7 Strongly agree","2019","66 and older","1-pers.-HH","1","","","","7"
"7 Strongly agree","2019","66 and older","(Married) couple without C. ","1","","","","7"
"7 Strongly agree","2019","66 and older","Single parent ","","","","","7"
"7 Strongly agree","2019","66 and older","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2019","66 and older","Couple + C. GT 16 ","1","","","","7"
"7 Strongly agree","2019","66 and older","Couple + C. LE and GT 16","","","","","7"
