"plb0196_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2002","direct migration background","(0) in school","","","",""
"Yes","2002","direct migration background","(1a) inadequately completed","14","","",""
"Yes","2002","direct migration background","(1b) general elementary school","57","0.485093626585728","0.387625117675622","0.582562135495833"
"Yes","2002","direct migration background","(1c) basic vocational qualification","147","0.582360354104319","0.519836477011151","0.644884231197487"
"Yes","2002","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes","2002","direct migration background","(2a) intermediate vocational","44","0.630150544180434","0.516241503196572","0.744059585164295"
"Yes","2002","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2002","direct migration background","(2c_voc) vocational maturity certificate","65","0.675843546693426","0.584105706198958","0.767581387187893"
"Yes","2002","direct migration background","(3a) lower tertiary education","26","","",""
"Yes","2002","direct migration background","(3b) higher tertiary education","88","0.75756254235922","0.679236122225513","0.835888962492927"
"Yes","2002","indirect migration background","(0) in school","1","","",""
"Yes","2002","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2002","indirect migration background","(1b) general elementary school","9","","",""
"Yes","2002","indirect migration background","(1c) basic vocational qualification","43","0.795819818693562","0.692962250347792","0.898677387039332"
"Yes","2002","indirect migration background","(2b) intermediate general qualification","18","","",""
"Yes","2002","indirect migration background","(2a) intermediate vocational","47","0.65009558334495","0.533247545494594","0.766943621195305"
"Yes","2002","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2002","indirect migration background","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2002","indirect migration background","(3a) lower tertiary education","10","","",""
"Yes","2002","indirect migration background","(3b) higher tertiary education","22","","",""
"No","2002","no migration background","(0) in school","10","","",""
"No","2002","no migration background","(1a) inadequately completed","7","","",""
"No","2002","no migration background","(1b) general elementary school","71","0.433249546145136","0.361060084993247","0.505439007297025"
"No","2002","no migration background","(1c) basic vocational qualification","537","0.368426713350494","0.343941905423247","0.392911521277742"
"No","2002","no migration background","(2b) intermediate general qualification","56","0.390644368590992","0.308342934022814","0.47294580315917"
"No","2002","no migration background","(2a) intermediate vocational","704","0.290644093015891","0.272274294561258","0.309013891470524"
"No","2002","no migration background","(2c_gen) general maturity certificate","44","0.280593096836799","0.206954439077209","0.354231754596389"
"No","2002","no migration background","(2c_voc) vocational maturity certificate","150","0.253970156169185","0.219112023105128","0.288828289233243"
"No","2002","no migration background","(3a) lower tertiary education","180","0.227385169845938","0.198818611232634","0.255951728459241"
"No","2002","no migration background","(3b) higher tertiary education","241","0.193185225706842","0.17074480267339","0.215625648740293"
"No","2002","direct migration background","(0) in school","","","",""
"No","2002","direct migration background","(1a) inadequately completed","8","","",""
"No","2002","direct migration background","(1b) general elementary school","44","0.514906373414272","0.417437864504167","0.612374882324378"
"No","2002","direct migration background","(1c) basic vocational qualification","92","0.417639645895681","0.355115768802513","0.480163522988849"
"No","2002","direct migration background","(2b) intermediate general qualification","3","","",""
"No","2002","direct migration background","(2a) intermediate vocational","25","","",""
"No","2002","direct migration background","(2c_gen) general maturity certificate","9","","",""
"No","2002","direct migration background","(2c_voc) vocational maturity certificate","35","0.324156453306574","0.232418612812107","0.415894293801042"
"No","2002","direct migration background","(3a) lower tertiary education","8","","",""
"No","2002","direct migration background","(3b) higher tertiary education","27","","",""
"No","2002","indirect migration background","(0) in school","2","","",""
"No","2002","indirect migration background","(1a) inadequately completed","","","",""
"No","2002","indirect migration background","(1b) general elementary school","11","","",""
"No","2002","indirect migration background","(1c) basic vocational qualification","16","","",""
"No","2002","indirect migration background","(2b) intermediate general qualification","5","","",""
"No","2002","indirect migration background","(2a) intermediate vocational","17","","",""
"No","2002","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"No","2002","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
