"plb0196_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","1998","Thuringia","no migration background","97","1","1","1"
"No","1998","Thuringia","direct migration background","","","",""
"No","1998","Thuringia","indirect migration background","","","",""
"Yes","1999","Schleswig-Holstein","no migration background","","","",""
"Yes","1999","Schleswig-Holstein","direct migration background","","","",""
"Yes","1999","Schleswig-Holstein","indirect migration background","","","",""
"Yes","1999","Hamburg","no migration background","","","",""
"Yes","1999","Hamburg","direct migration background","","","",""
"Yes","1999","Hamburg","indirect migration background","","","",""
"Yes","1999","Lower Saxony","no migration background","","","",""
"Yes","1999","Lower Saxony","direct migration background","","","",""
"Yes","1999","Lower Saxony","indirect migration background","","","",""
"Yes","1999","Bremen","no migration background","","","",""
"Yes","1999","Bremen","direct migration background","","","",""
"Yes","1999","Bremen","indirect migration background","","","",""
"Yes","1999","North Rhine-Westphalia","no migration background","","","",""
"Yes","1999","North Rhine-Westphalia","direct migration background","","","",""
"Yes","1999","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","1999","Hesse","no migration background","","","",""
"Yes","1999","Hesse","direct migration background","","","",""
"Yes","1999","Hesse","indirect migration background","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","1999","Baden-Württemberg","no migration background","","","",""
"Yes","1999","Baden-Württemberg","direct migration background","","","",""
"Yes","1999","Baden-Württemberg","indirect migration background","","","",""
"Yes","1999","Bavaria","no migration background","","","",""
"Yes","1999","Bavaria","direct migration background","","","",""
"Yes","1999","Bavaria","indirect migration background","","","",""
"Yes","1999","Berlin","no migration background","","","",""
"Yes","1999","Berlin","direct migration background","","","",""
"Yes","1999","Berlin","indirect migration background","","","",""
"Yes","1999","Brandenburg","no migration background","","","",""
"Yes","1999","Brandenburg","direct migration background","","","",""
"Yes","1999","Brandenburg","indirect migration background","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","1999","Saxony","no migration background","","","",""
"Yes","1999","Saxony","direct migration background","","","",""
"Yes","1999","Saxony","indirect migration background","","","",""
"Yes","1999","Saxony-Anhalt","no migration background","","","",""
"Yes","1999","Saxony-Anhalt","direct migration background","","","",""
"Yes","1999","Saxony-Anhalt","indirect migration background","","","",""
"Yes","1999","Thuringia","no migration background","","","",""
"Yes","1999","Thuringia","direct migration background","","","",""
"Yes","1999","Thuringia","indirect migration background","","","",""
"No","1999","Schleswig-Holstein","no migration background","36","1","1","1"
"No","1999","Schleswig-Holstein","direct migration background","3","","",""
"No","1999","Schleswig-Holstein","indirect migration background","","","",""
"No","1999","Hamburg","no migration background","7","","",""
"No","1999","Hamburg","direct migration background","3","","",""
"No","1999","Hamburg","indirect migration background","","","",""
"No","1999","Lower Saxony","no migration background","123","1","1","1"
"No","1999","Lower Saxony","direct migration background","14","","",""
"No","1999","Lower Saxony","indirect migration background","4","","",""
"No","1999","Bremen","no migration background","6","","",""
"No","1999","Bremen","direct migration background","1","","",""
"No","1999","Bremen","indirect migration background","","","",""
"No","1999","North Rhine-Westphalia","no migration background","174","1","1","1"
"No","1999","North Rhine-Westphalia","direct migration background","35","1","1","1"
"No","1999","North Rhine-Westphalia","indirect migration background","12","","",""
"No","1999","Hesse","no migration background","62","1","1","1"
"No","1999","Hesse","direct migration background","20","","",""
"No","1999","Hesse","indirect migration background","2","","",""
"No","1999","Rhineland-Palatinate,Saarland","no migration background","67","1","1","1"
"No","1999","Rhineland-Palatinate,Saarland","direct migration background","16","","",""
"No","1999","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","1999","Baden-Württemberg","no migration background","87","1","1","1"
"No","1999","Baden-Württemberg","direct migration background","36","1","1","1"
"No","1999","Baden-Württemberg","indirect migration background","20","","",""
"No","1999","Bavaria","no migration background","158","1","1","1"
"No","1999","Bavaria","direct migration background","26","","",""
"No","1999","Bavaria","indirect migration background","15","","",""
"No","1999","Berlin","no migration background","43","1","1","1"
"No","1999","Berlin","direct migration background","4","","",""
"No","1999","Berlin","indirect migration background","2","","",""
"No","1999","Brandenburg","no migration background","71","1","1","1"
"No","1999","Brandenburg","direct migration background","2","","",""
"No","1999","Brandenburg","indirect migration background","","","",""
"No","1999","Mecklenburg-Western Pomerania","no migration background","57","1","1","1"
"No","1999","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","1999","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","1999","Saxony","no migration background","128","1","1","1"
"No","1999","Saxony","direct migration background","4","","",""
"No","1999","Saxony","indirect migration background","","","",""
"No","1999","Saxony-Anhalt","no migration background","80","1","1","1"
"No","1999","Saxony-Anhalt","direct migration background","2","","",""
"No","1999","Saxony-Anhalt","indirect migration background","1","","",""
"No","1999","Thuringia","no migration background","88","1","1","1"
"No","1999","Thuringia","direct migration background","3","","",""
"No","1999","Thuringia","indirect migration background","","","",""
"Yes","2000","Schleswig-Holstein","no migration background","","","",""
"Yes","2000","Schleswig-Holstein","direct migration background","","","",""
"Yes","2000","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2000","Hamburg","no migration background","","","",""
"Yes","2000","Hamburg","direct migration background","","","",""
"Yes","2000","Hamburg","indirect migration background","","","",""
"Yes","2000","Lower Saxony","no migration background","","","",""
"Yes","2000","Lower Saxony","direct migration background","","","",""
"Yes","2000","Lower Saxony","indirect migration background","","","",""
"Yes","2000","Bremen","no migration background","","","",""
"Yes","2000","Bremen","direct migration background","","","",""
"Yes","2000","Bremen","indirect migration background","","","",""
"Yes","2000","North Rhine-Westphalia","no migration background","","","",""
"Yes","2000","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2000","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2000","Hesse","no migration background","","","",""
"Yes","2000","Hesse","direct migration background","","","",""
"Yes","2000","Hesse","indirect migration background","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2000","Baden-Württemberg","no migration background","","","",""
"Yes","2000","Baden-Württemberg","direct migration background","","","",""
"Yes","2000","Baden-Württemberg","indirect migration background","","","",""
"Yes","2000","Bavaria","no migration background","","","",""
"Yes","2000","Bavaria","direct migration background","","","",""
"Yes","2000","Bavaria","indirect migration background","","","",""
"Yes","2000","Berlin","no migration background","","","",""
"Yes","2000","Berlin","direct migration background","","","",""
"Yes","2000","Berlin","indirect migration background","","","",""
"Yes","2000","Brandenburg","no migration background","","","",""
"Yes","2000","Brandenburg","direct migration background","","","",""
"Yes","2000","Brandenburg","indirect migration background","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","indirect migration background","","","",""
