"hlf0094","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","1993","no migration background","general elemantary","302","0.375850210074331","0.34181643647326","0.409883983675401"
"Reasonable","1993","no migration background","middle vocational","1011","0.388962237777701","0.369848188194335","0.408076287361068"
"Reasonable","1993","no migration background","vocational + Abi","48","0.395784619534959","0.304399161455186","0.487170077614733"
"Reasonable","1993","no migration background","higher vocational","155","0.459412025718283","0.406595551328683","0.512228500107884"
"Reasonable","1993","no migration background","higher education","245","0.409940638267318","0.370255269132807","0.44962600740183"
"Reasonable","1993","direct migration background","in school","1","","",""
"Reasonable","1993","direct migration background","inadequately","25","","",""
"Reasonable","1993","direct migration background","general elemantary","62","0.455270507430616","0.370635999419769","0.539905015441463"
"Reasonable","1993","direct migration background","middle vocational","83","0.44897146740975","0.378799144811197","0.519143790008303"
"Reasonable","1993","direct migration background","vocational + Abi","14","","",""
"Reasonable","1993","direct migration background","higher vocational","13","","",""
"Reasonable","1993","direct migration background","higher education","18","","",""
"Reasonable","1993","indirect migration background","in school","7","","",""
"Reasonable","1993","indirect migration background","inadequately","2","","",""
"Reasonable","1993","indirect migration background","general elemantary","13","","",""
"Reasonable","1993","indirect migration background","middle vocational","17","","",""
"Reasonable","1993","indirect migration background","vocational + Abi","2","","",""
"Reasonable","1993","indirect migration background","higher vocational","2","","",""
"Reasonable","1993","indirect migration background","higher education","","","",""
"Slightly Expensive","1993","no migration background","in school","5","","",""
"Slightly Expensive","1993","no migration background","inadequately","2","","",""
"Slightly Expensive","1993","no migration background","general elemantary","50","0.0531920920736238","0.0374227793192882","0.0689614048279594"
"Slightly Expensive","1993","no migration background","middle vocational","166","0.05964787437075","0.0503623228487271","0.0689334258927729"
"Slightly Expensive","1993","no migration background","vocational + Abi","7","","",""
"Slightly Expensive","1993","no migration background","higher vocational","31","0.0788290223666258","0.0502696781057373","0.107388366627514"
"Slightly Expensive","1993","no migration background","higher education","59","0.0778740543266258","0.0562511712949424","0.0994969373583093"
"Slightly Expensive","1993","direct migration background","in school","","","",""
"Slightly Expensive","1993","direct migration background","inadequately","3","","",""
"Slightly Expensive","1993","direct migration background","general elemantary","12","","",""
"Slightly Expensive","1993","direct migration background","middle vocational","17","","",""
"Slightly Expensive","1993","direct migration background","vocational + Abi","1","","",""
"Slightly Expensive","1993","direct migration background","higher vocational","","","",""
"Slightly Expensive","1993","direct migration background","higher education","6","","",""
"Slightly Expensive","1993","indirect migration background","in school","","","",""
"Slightly Expensive","1993","indirect migration background","inadequately","2","","",""
"Slightly Expensive","1993","indirect migration background","general elemantary","4","","",""
"Slightly Expensive","1993","indirect migration background","middle vocational","2","","",""
"Slightly Expensive","1993","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","1993","indirect migration background","higher vocational","","","",""
"Slightly Expensive","1993","indirect migration background","higher education","","","",""
"Too Expensive","1993","no migration background","in school","1","","",""
"Too Expensive","1993","no migration background","inadequately","","","",""
"Too Expensive","1993","no migration background","general elemantary","13","","",""
"Too Expensive","1993","no migration background","middle vocational","62","0.0230976498185269","0.0172082039212451","0.0289870957158087"
"Too Expensive","1993","no migration background","vocational + Abi","1","","",""
"Too Expensive","1993","no migration background","higher vocational","5","","",""
"Too Expensive","1993","no migration background","higher education","16","","",""
"Too Expensive","1993","direct migration background","in school","","","",""
"Too Expensive","1993","direct migration background","inadequately","2","","",""
"Too Expensive","1993","direct migration background","general elemantary","2","","",""
"Too Expensive","1993","direct migration background","middle vocational","4","","",""
"Too Expensive","1993","direct migration background","vocational + Abi","2","","",""
"Too Expensive","1993","direct migration background","higher vocational","","","",""
"Too Expensive","1993","direct migration background","higher education","","","",""
"Too Expensive","1993","indirect migration background","in school","","","",""
