"hlf0094","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1994","Saxony","higher vocational","7","","","","2"
"Inexpensive","1994","Saxony","higher education","13","","","","2"
"Inexpensive","1994","Saxony-Anhalt","in school","","","","","2"
"Inexpensive","1994","Saxony-Anhalt","inadequately","1","","","","2"
"Inexpensive","1994","Saxony-Anhalt","general elemantary","5","","","","2"
"Inexpensive","1994","Saxony-Anhalt","middle vocational","31","0.234383626551644","0.16659267925772","0.302174573845567","2"
"Inexpensive","1994","Brandenburg","higher education","16","","","","2"
"Inexpensive","1994","Saxony-Anhalt","vocational + Abi","1","","","","2"
"Inexpensive","1994","Saxony","in school","2","","","","2"
"Inexpensive","1994","Saxony","inadequately","","","","","2"
"Inexpensive","1994","Saxony-Anhalt","higher vocational","4","","","","2"
"Inexpensive","1994","Saxony-Anhalt","higher education","7","","","","2"
"Inexpensive","1994","Thuringia","in school","","","","","2"
"Inexpensive","1994","Thuringia","inadequately","","","","","2"
"Inexpensive","1994","Brandenburg","higher vocational","4","","","","2"
"Inexpensive","1994","Thuringia","vocational + Abi","1","","","","2"
"Inexpensive","1994","Thuringia","higher vocational","8","","","","2"
"Inexpensive","1994","Thuringia","higher education","13","","","","2"
"Inexpensive","1994","Brandenburg","vocational + Abi","2","","","","2"
"Inexpensive","1994","Brandenburg","middle vocational","40","0.28896341152381","0.211342302091925","0.366584520955695","2"
"Inexpensive","1994","Saxony","general elemantary","9","","","","2"
"Inexpensive","1994","Saxony","middle vocational","63","0.373214818555025","0.301760158597902","0.444669478512148","2"
"Inexpensive","1994","Thuringia","middle vocational","53","0.328413141694562","0.260370071008296","0.396456212380829","2"
"Inexpensive","1994","Thuringia","general elemantary","16","","","","2"
"Reasonable","1994","Schleswig-Holstein","higher vocational","6","","","","3"
"Reasonable","1994","Schleswig-Holstein","higher education","4","","","","3"
"Reasonable","1994","Hamburg","in school","","","","","3"
"Reasonable","1994","Hamburg","inadequately","","","","","3"
"Reasonable","1994","Hamburg","general elemantary","","","","","3"
"Reasonable","1994","Hamburg","middle vocational","3","","","","3"
"Reasonable","1994","Hamburg","vocational + Abi","","","","","3"
"Reasonable","1994","Hamburg","higher vocational","","","","","3"
"Reasonable","1994","Hamburg","higher education","","","","","3"
"Reasonable","1994","Lower Saxony","in school","1","","","","3"
"Reasonable","1994","Lower Saxony","inadequately","1","","","","3"
"Reasonable","1994","Lower Saxony","general elemantary","35","0.376481977328443","0.28006382053906","0.472900134117827","3"
"Reasonable","1994","Lower Saxony","middle vocational","98","0.34919057930126","0.29168575216377","0.40669540643875","3"
"Reasonable","1994","Lower Saxony","vocational + Abi","5","","","","3"
"Reasonable","1994","Lower Saxony","higher vocational","18","","","","3"
"Reasonable","1994","Lower Saxony","higher education","14","","","","3"
"Reasonable","1994","Bremen","in school","","","","","3"
"Reasonable","1994","Bremen","inadequately","1","","","","3"
"Reasonable","1994","Bremen","general elemantary","3","","","","3"
"Reasonable","1994","Bremen","middle vocational","8","","","","3"
"Reasonable","1994","Bremen","vocational + Abi","","","","","3"
"Reasonable","1994","Bremen","higher vocational","1","","","","3"
"Reasonable","1994","Bremen","higher education","","","","","3"
"Reasonable","1994","North Rhine-Westphalia","in school","15","","","","3"
"Reasonable","1994","North Rhine-Westphalia","inadequately","3","","","","3"
"Reasonable","1994","North Rhine-Westphalia","general elemantary","46","0.373069004813873","0.289934585039115","0.456203424588632","3"
"Reasonable","1994","North Rhine-Westphalia","middle vocational","226","0.423422746187968","0.38054036945536","0.466305122920577","3"
"Reasonable","1994","North Rhine-Westphalia","vocational + Abi","20","","","","3"
"Reasonable","1994","North Rhine-Westphalia","higher vocational","30","0.39433873620081","0.274607429190722","0.514070043210899","3"
"Reasonable","1994","North Rhine-Westphalia","higher education","59","0.442291703644305","0.354520210936212","0.530063196352397","3"
"Reasonable","1994","Hesse","in school","3","","","","3"
"Reasonable","1994","Rhineland-Palatinate,Saarland","higher education","7","","","","3"
"Reasonable","1994","Baden-Württemberg","in school","7","","","","3"
"Reasonable","1994","Baden-Württemberg","inadequately","17","","","","3"
"Reasonable","1994","Baden-Württemberg","general elemantary","68","0.369764800400714","0.295197355165701","0.444332245635726","3"
"Reasonable","1994","Baden-Württemberg","middle vocational","169","0.416835252187283","0.366733320218875","0.466937184155692","3"
"Reasonable","1994","Baden-Württemberg","vocational + Abi","9","","","","3"
"Reasonable","1994","Baden-Württemberg","higher vocational","26","","","","3"
"Reasonable","1994","Schleswig-Holstein","in school","3","","","","3"
"Reasonable","1994","Schleswig-Holstein","inadequately","","","","","3"
"Reasonable","1994","Schleswig-Holstein","general elemantary","14","","","","3"
"Reasonable","1994","Schleswig-Holstein","middle vocational","42","0.51261549268111","0.405082738663778","0.620148246698441","3"
"Reasonable","1994","Schleswig-Holstein","vocational + Abi","","","","","3"
"Reasonable","1994","Hesse","inadequately","","","","","3"
"Reasonable","1994","Hesse","general elemantary","27","","","","3"
"Reasonable","1994","Hesse","middle vocational","56","0.332504914450348","0.261893793430662","0.403116035470034","3"
"Reasonable","1994","Hesse","vocational + Abi","6","","","","3"
"Reasonable","1994","Hesse","higher vocational","8","","","","3"
"Reasonable","1994","Hesse","higher education","16","","","","3"
"Reasonable","1994","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Reasonable","1994","Rhineland-Palatinate,Saarland","inadequately","1","","","","3"
"Reasonable","1994","Rhineland-Palatinate,Saarland","general elemantary","33","0.300752310015204","0.210418464250614","0.391086155779795","3"
"Reasonable","1994","Rhineland-Palatinate,Saarland","middle vocational","61","0.365629355491434","0.29566054924421","0.435598161738658","3"
"Reasonable","1994","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","3"
"Reasonable","1994","Rhineland-Palatinate,Saarland","higher vocational","3","","","","3"
"Reasonable","1994","Bavaria","higher vocational","20","","","","3"
"Reasonable","1994","Bavaria","higher education","37","0.439950342344891","0.331178071464052","0.548722613225731","3"
"Reasonable","1994","Berlin","in school","1","","","","3"
"Reasonable","1994","Berlin","inadequately","","","","","3"
"Reasonable","1994","Berlin","general elemantary","1","","","","3"
"Reasonable","1994","Berlin","middle vocational","5","","","","3"
"Reasonable","1994","Berlin","vocational + Abi","","","","","3"
"Reasonable","1994","Berlin","higher vocational","1","","","","3"
"Reasonable","1994","Berlin","higher education","8","","","","3"
"Reasonable","1994","Brandenburg","in school","4","","","","3"
"Reasonable","1994","Brandenburg","inadequately","","","","","3"
"Reasonable","1994","Brandenburg","general elemantary","13","","","","3"
"Reasonable","1994","Brandenburg","middle vocational","67","0.531653349846958","0.44620367201563","0.617103027678286","3"
"Reasonable","1994","Brandenburg","vocational + Abi","1","","","","3"
"Reasonable","1994","Brandenburg","higher vocational","8","","","","3"
"Reasonable","1994","Brandenburg","higher education","26","","","","3"
"Reasonable","1994","Mecklenburg-Western Pomerania","in school","1","","","","3"
"Reasonable","1994","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Reasonable","1994","Mecklenburg-Western Pomerania","general elemantary","5","","","","3"
"Reasonable","1994","Mecklenburg-Western Pomerania","middle vocational","28","","","","3"
"Reasonable","1994","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","3"
"Reasonable","1994","Mecklenburg-Western Pomerania","higher vocational","4","","","","3"
"Reasonable","1994","Mecklenburg-Western Pomerania","higher education","15","","","","3"
"Reasonable","1994","Saxony","in school","3","","","","3"
"Reasonable","1994","Saxony","higher education","37","0.56907347988546","0.453886152620513","0.684260807150406","3"
"Reasonable","1994","Saxony-Anhalt","in school","1","","","","3"
"Reasonable","1994","Saxony-Anhalt","inadequately","","","","","3"
"Reasonable","1994","Saxony-Anhalt","general elemantary","14","","","","3"
"Reasonable","1994","Saxony-Anhalt","middle vocational","75","0.489071046417951","0.409074968449604","0.569067124386297","3"
"Reasonable","1994","Saxony-Anhalt","vocational + Abi","3","","","","3"
"Reasonable","1994","Saxony-Anhalt","higher vocational","16","","","","3"
"Reasonable","1994","Saxony-Anhalt","higher education","23","","","","3"
"Reasonable","1994","Baden-Württemberg","higher education","26","","","","3"
"Reasonable","1994","Bavaria","in school","6","","","","3"
"Reasonable","1994","Bavaria","inadequately","4","","","","3"
"Reasonable","1994","Bavaria","general elemantary","61","0.470122350633841","0.384325832189828","0.555918869077854","3"
"Reasonable","1994","Bavaria","middle vocational","181","0.46066238516343","0.411506980664325","0.509817789662535","3"
"Reasonable","1994","Bavaria","vocational + Abi","10","","","","3"
"Reasonable","1994","Saxony","inadequately","","","","","3"
"Reasonable","1994","Saxony","general elemantary","24","","","","3"
"Reasonable","1994","Saxony","middle vocational","65","0.3557052455871","0.284979230431522","0.426431260742677","3"
"Reasonable","1994","Saxony","vocational + Abi","5","","","","3"
"Reasonable","1994","Saxony","higher vocational","18","","","","3"
"Reasonable","1994","Thuringia","in school","2","","","","3"
"Reasonable","1994","Thuringia","inadequately","","","","","3"
"Reasonable","1994","Thuringia","general elemantary","15","","","","3"
"Reasonable","1994","Thuringia","middle vocational","82","0.419200792243024","0.347710577571402","0.490691006914646","3"
"Reasonable","1994","Thuringia","vocational + Abi","1","","","","3"
"Reasonable","1994","Thuringia","higher vocational","7","","","","3"
"Reasonable","1994","Thuringia","higher education","22","","","","3"
"Slightly Expensive","1994","Schleswig-Holstein","higher education","","","","","4"
"Slightly Expensive","1994","Hamburg","in school","","","","","4"
"Slightly Expensive","1994","Hamburg","inadequately","","","","","4"
"Slightly Expensive","1994","Hamburg","general elemantary","","","","","4"
"Slightly Expensive","1994","Hamburg","middle vocational","","","","","4"
"Slightly Expensive","1994","Hamburg","vocational + Abi","","","","","4"
"Slightly Expensive","1994","Hamburg","higher vocational","","","","","4"
"Slightly Expensive","1994","Hamburg","higher education","","","","","4"
"Slightly Expensive","1994","Lower Saxony","in school","","","","","4"
"Slightly Expensive","1994","Lower Saxony","inadequately","","","","","4"
"Slightly Expensive","1994","Lower Saxony","general elemantary","1","","","","4"
"Slightly Expensive","1994","Lower Saxony","middle vocational","17","","","","4"
"Slightly Expensive","1994","Mecklenburg-Western Pomerania","general elemantary","","","","","4"
"Slightly Expensive","1994","Schleswig-Holstein","in school","","","","","4"
"Slightly Expensive","1994","Schleswig-Holstein","inadequately","","","","","4"
"Slightly Expensive","1994","Schleswig-Holstein","general elemantary","2","","","","4"
"Slightly Expensive","1994","Schleswig-Holstein","middle vocational","2","","","","4"
"Slightly Expensive","1994","Schleswig-Holstein","vocational + Abi","","","","","4"
"Slightly Expensive","1994","Schleswig-Holstein","higher vocational","1","","","","4"
"Slightly Expensive","1994","Lower Saxony","vocational + Abi","1","","","","4"
"Slightly Expensive","1994","Lower Saxony","higher vocational","1","","","","4"
"Slightly Expensive","1994","Lower Saxony","higher education","1","","","","4"
"Slightly Expensive","1994","Bremen","in school","","","","","4"
"Slightly Expensive","1994","Bremen","inadequately","","","","","4"
"Slightly Expensive","1994","Bremen","general elemantary","","","","","4"
"Slightly Expensive","1994","Bremen","middle vocational","","","","","4"
"Slightly Expensive","1994","Bremen","vocational + Abi","","","","","4"
"Slightly Expensive","1994","Bremen","higher vocational","","","","","4"
"Slightly Expensive","1994","Bremen","higher education","","","","","4"
"Slightly Expensive","1994","North Rhine-Westphalia","in school","1","","","","4"
"Slightly Expensive","1994","North Rhine-Westphalia","inadequately","1","","","","4"
"Slightly Expensive","1994","North Rhine-Westphalia","general elemantary","6","","","","4"
"Slightly Expensive","1994","North Rhine-Westphalia","middle vocational","27","","","","4"
"Slightly Expensive","1994","North Rhine-Westphalia","vocational + Abi","1","","","","4"
"Slightly Expensive","1994","North Rhine-Westphalia","higher vocational","3","","","","4"
"Slightly Expensive","1994","North Rhine-Westphalia","higher education","6","","","","4"
"Slightly Expensive","1994","Hesse","in school","1","","","","4"
"Slightly Expensive","1994","Hesse","inadequately","3","","","","4"
"Slightly Expensive","1994","Hesse","general elemantary","8","","","","4"
"Slightly Expensive","1994","Hesse","middle vocational","11","","","","4"
"Slightly Expensive","1994","Hesse","vocational + Abi","2","","","","4"
"Slightly Expensive","1994","Hesse","higher vocational","1","","","","4"
"Slightly Expensive","1994","Hesse","higher education","2","","","","4"
