"hlf0071_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Much too small","1998","in school","Rural Area","1","","","","1"
"Much too small","1998","inadequately","Urban Area","29","","","","1"
"Much too small","1998","inadequately","Rural Area","2","","","","1"
"Much too small","1998","general elemantary","Urban Area","72","0.0273328035804535","0.0196583445965007","0.0350072625644062","1"
"Much too small","1998","general elemantary","Rural Area","11","","","","1"
"Much too small","1998","middle vocational","Urban Area","112","0.0249518942965605","0.0203172294716257","0.0295865591214952","1"
"Much too small","1998","middle vocational","Rural Area","39","0.0162477566155909","0.0113627206193651","0.0211327926118167","1"
"Much too small","1998","vocational + Abi","Urban Area","15","","","","1"
"Much too small","1998","vocational + Abi","Rural Area","1","","","","1"
"Much too small","1998","higher vocational","Urban Area","10","","","","1"
"Much too small","1998","higher vocational","Rural Area","9","","","","1"
"Much too small","1998","higher education","Urban Area","37","0.0284960211932876","0.0192648840595496","0.0377271583270255","1"
"Much too small","1998","higher education","Rural Area","14","","","","1"
"A little too big","1999","in school","Urban Area","10","","","","4"
"A little too big","1999","in school","Rural Area","6","","","","4"
"A little too big","1999","inadequately","Urban Area","11","","","","4"
"A little too big","1999","inadequately","Rural Area","2","","","","4"
"A little too big","1999","general elemantary","Urban Area","119","0.0815470614946591","0.0685338642182614","0.0945602587710568","4"
"A little too big","1999","general elemantary","Rural Area","62","0.100176895136727","0.0786032278333337","0.12175056244012","4"
"A little too big","1999","middle vocational","Urban Area","321","0.0912238692130227","0.0826537639852649","0.0997939744407804","4"
"A little too big","1999","middle vocational","Rural Area","209","0.0965726691362037","0.0852124725694801","0.107932865702927","4"
"A little too big","1999","vocational + Abi","Urban Area","25","","","","4"
"A little too big","1999","vocational + Abi","Rural Area","8","","","","4"
"A little too big","1999","higher vocational","Urban Area","36","0.0548391782535836","0.0351573763502176","0.0745209801569495","4"
"A little too big","1999","higher vocational","Rural Area","31","0.112774515064606","0.0772168047527436","0.148332225376469","4"
"A little too big","1999","higher education","Urban Area","126","0.114859226871254","0.0972814611572995","0.132436992585209","4"
"A little too big","1999","higher education","Rural Area","80","0.12211614909745","0.0978609886807805","0.14637130951412","4"
"A little too small","1999","in school","Urban Area","48","0.230640109439932","0.1739362853062","0.287343933573664","2"
"A little too small","1999","in school","Rural Area","15","","","","2"
"A little too small","1999","inadequately","Urban Area","66","0.189467577893628","0.148587342691855","0.230347813095402","2"
"A little too small","1999","inadequately","Rural Area","11","","","","2"
"A little too small","1999","general elemantary","Urban Area","240","0.126188839523291","0.110399256234755","0.141978422811827","2"
"A little too small","1999","general elemantary","Rural Area","81","0.0853309690922303","0.0652563668177802","0.10540557136668","2"
"A little too small","1999","middle vocational","Urban Area","712","0.153673872221817","0.142939606400445","0.164408138043188","2"
"A little too small","1999","middle vocational","Rural Area","371","0.135900512902538","0.122720842856991","0.149080182948086","2"
"A little too small","1999","vocational + Abi","Urban Area","93","0.222228257931296","0.181072483468401","0.263384032394192","2"
"A little too small","1999","vocational + Abi","Rural Area","25","","","","2"
"A little too small","1999","higher vocational","Urban Area","100","0.180345913771782","0.147107905696845","0.213583921846719","2"
"A little too small","1999","higher vocational","Rural Area","53","0.170959292365372","0.128639299783514","0.21327928494723","2"
"A little too small","1999","higher education","Urban Area","238","0.184501566703265","0.163117704423677","0.205885428982852","2"
"A little too small","1999","higher education","Rural Area","110","0.152955579002689","0.126290994215835","0.179620163789543","2"
"Just right","1999","general elemantary","Urban Area","1264","0.762348415132738","0.742108974295384","0.782587855970092","3"
"Just right","1999","general elemantary","Rural Area","592","0.803051820166652","0.77447529659047","0.831628343742834","3"
"Just right","1999","middle vocational","Urban Area","3197","0.733241613865728","0.720077669226038","0.746405558505418","3"
"Just right","1999","middle vocational","Rural Area","1976","0.754673878324271","0.738125186373431","0.771222570275111","3"
"Just right","1999","vocational + Abi","Urban Area","263","0.677883228137906","0.631624981107923","0.724141475167889","3"
"Just right","1999","vocational + Abi","Rural Area","84","0.753009639793148","0.675197500226584","0.830821779359713","3"
"Just right","1999","higher vocational","Urban Area","367","0.736700678237474","0.698625939096423","0.774775417378524","3"
"Just right","1999","higher vocational","Rural Area","214","0.69486949970087","0.643108133049677","0.746630866352062","3"
"Just right","1999","higher education","Urban Area","861","0.669205778280078","0.643267965419077","0.695143591141079","3"
"Just right","1999","higher education","Rural Area","496","0.706401464571076","0.672664825963992","0.740138103178161","3"
"Just right","1999","in school","Urban Area","147","0.704756454777662","0.643353411338287","0.766159498217037","3"
"Just right","1999","in school","Rural Area","86","0.759237476603427","0.678603240671464","0.839871712535391","3"
"Just right","1999","inadequately","Urban Area","257","0.747468039892987","0.702145396976355","0.79279068280962","3"
"Just right","1999","inadequately","Rural Area","56","0.634430214769104","0.521612799144688","0.747247630393521","3"
"Much too big","1999","in school","Urban Area","","","","","5"
"Much too big","1999","in school","Rural Area","","","","","5"
"Much too big","1999","inadequately","Urban Area","3","","","","5"
"Much too big","1999","inadequately","Rural Area","","","","","5"
"Much too big","1999","general elemantary","Urban Area","6","","","","5"
"Much too big","1999","general elemantary","Rural Area","3","","","","5"
"Much too big","1999","middle vocational","Urban Area","14","","","","5"
"Much too big","1999","middle vocational","Rural Area","14","","","","5"
"Much too big","1999","vocational + Abi","Urban Area","1","","","","5"
"Much too big","1999","vocational + Abi","Rural Area","","","","","5"
"Much too big","1999","higher vocational","Urban Area","3","","","","5"
"Much too big","1999","higher vocational","Rural Area","3","","","","5"
"Much too big","1999","higher education","Urban Area","6","","","","5"
"Much too big","1999","higher education","Rural Area","5","","","","5"
"Much too small","1999","in school","Urban Area","7","","","","1"
"Much too small","1999","in school","Rural Area","1","","","","1"
"Much too small","1999","inadequately","Urban Area","16","","","","1"
"Much too small","1999","inadequately","Rural Area","1","","","","1"
"Much too small","1999","general elemantary","Urban Area","70","0.0227568036140123","0.0156657893303996","0.029847817897625","1"
"Much too small","1999","general elemantary","Rural Area","6","","","","1"
"Much too small","1999","middle vocational","Urban Area","92","0.0177766592719692","0.0138435713631848","0.0217097471807535","1"
"Much too small","1999","middle vocational","Rural Area","27","","","","1"
"Much too small","1999","vocational + Abi","Urban Area","10","","","","1"
"Much too small","1999","vocational + Abi","Rural Area","1","","","","1"
"Much too small","1999","higher vocational","Urban Area","8","","","","1"
"Much too small","1999","higher vocational","Rural Area","3","","","","1"
"Much too small","1999","higher education","Urban Area","33","0.0235078749152717","0.015155391686567","0.0318603581439764","1"
"Much too small","1999","higher education","Rural Area","9","","","","1"
"A little too big","2000","in school","Urban Area","18","","","","4"
"A little too big","2000","in school","Rural Area","13","","","","4"
"A little too big","2000","inadequately","Urban Area","5","","","","4"
"A little too big","2000","inadequately","Rural Area","4","","","","4"
"A little too big","2000","general elemantary","Urban Area","191","0.0884575942344217","0.077097067431545","0.0998181210372985","4"
"A little too big","2000","general elemantary","Rural Area","84","0.0778594357442396","0.0623526933782661","0.0933661781102131","4"
"A little too big","2000","middle vocational","Urban Area","646","0.0848182495749466","0.0787312617151357","0.0909052374347575","4"
"A little too big","2000","middle vocational","Rural Area","434","0.0998408071436554","0.0913207821213203","0.10836083216599","4"
"A little too big","2000","vocational + Abi","Urban Area","57","0.0607796795610832","0.044948728453135","0.0766106306690313","4"
"A little too big","2000","vocational + Abi","Rural Area","31","0.124647092074059","0.0837828079415139","0.165511376206604","4"
"A little too big","2000","higher vocational","Urban Area","92","0.0757738513632601","0.0608134011270364","0.0907343015994838","4"
"A little too big","2000","higher vocational","Rural Area","78","0.123595277829568","0.0989126705840767","0.14827788507506","4"
"A little too big","2000","higher education","Urban Area","245","0.0979261654715044","0.0865994062057634","0.109252924737245","4"
"A little too big","2000","higher education","Rural Area","146","0.126661222508659","0.107716622091788","0.145605822925529","4"
"A little too small","2000","in school","Urban Area","64","0.213838970931313","0.16905533620804","0.258622605654586","2"
