"hlf0071_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"5","1996","secondary school degree","indirect migration background","","","",""
"5","1996","college entrance qualification","no migration background","11","","",""
"5","1996","college entrance qualification","direct migration background","","","",""
"5","1996","college entrance qualification","indirect migration background","","","",""
"5","1996","Other degree","no migration background","","","",""
"5","1996","Other degree","direct migration background","2","","",""
"5","1996","Other degree","indirect migration background","","","",""
"5","1996","no degree/no degree yet","no migration background","2","","",""
"5","1996","no degree/no degree yet","direct migration background","","","",""
"5","1996","no degree/no degree yet","indirect migration background","","","",""
"1","1997","lower secondary degree","no migration background","49","0.00896099392984462","0.00615990569799984","0.0117620821616894"
"1","1997","lower secondary degree","direct migration background","23","","",""
"1","1997","lower secondary degree","indirect migration background","13","","",""
"1","1997","secondary school degree","no migration background","87","0.0215585739712975","0.0165498827258272","0.0265672652167679"
"1","1997","secondary school degree","direct migration background","7","","",""
"1","1997","secondary school degree","indirect migration background","3","","",""
"1","1997","college entrance qualification","no migration background","37","0.0186040693439275","0.0121292713756024","0.0250788673122526"
"1","1997","college entrance qualification","direct migration background","3","","",""
"1","1997","college entrance qualification","indirect migration background","3","","",""
"1","1997","Other degree","no migration background","1","","",""
"1","1997","Other degree","direct migration background","44","0.0489495329917521","0.035141788887188","0.0627572770963163"
"1","1997","Other degree","indirect migration background","","","",""
"1","1997","no degree/no degree yet","no migration background","11","","",""
"1","1997","no degree/no degree yet","direct migration background","31","0.0601058711254775","0.0383618598521944","0.0818498823987605"
"1","1997","no degree/no degree yet","indirect migration background","11","","",""
"2","1997","lower secondary degree","no migration background","495","0.109661058751242","0.100373379151436","0.118948738351047"
"2","1997","lower secondary degree","direct migration background","115","0.189531316803","0.157744263033485","0.221318370572515"
"2","1997","lower secondary degree","indirect migration background","40","0.182463826601048","0.129333565485585","0.235594087716511"
"2","1997","secondary school degree","no migration background","620","0.177384054087719","0.164210508461204","0.190557599714234"
"2","1997","secondary school degree","direct migration background","33","0.142784523167078","0.0912442130488745","0.194324833285282"
"2","1997","secondary school degree","indirect migration background","32","0.17743226588021","0.111760521957655","0.243104009802764"
"2","1997","college entrance qualification","no migration background","376","0.22199234725954","0.202078230157001","0.241906464362078"
"2","1997","college entrance qualification","direct migration background","47","0.258134243416682","0.194205331690888","0.322063155142476"
"2","1997","college entrance qualification","indirect migration background","13","","",""
"2","1997","Other degree","no migration background","13","","",""
"2","1997","Other degree","direct migration background","224","0.250466400508406","0.222738501600447","0.278194299416364"
"2","1997","Other degree","indirect migration background","4","","",""
"2","1997","no degree/no degree yet","no migration background","60","0.224322573749911","0.175199529564017","0.273445617935804"
"2","1997","no degree/no degree yet","direct migration background","96","0.220471550881862","0.182545815409946","0.258397286353778"
"2","1997","no degree/no degree yet","indirect migration background","14","","",""
"3","1997","lower secondary degree","no migration background","3375","0.765228961671868","0.752630390814576","0.777827532529161"
"3","1997","lower secondary degree","direct migration background","415","0.687080284788154","0.649473875001614","0.724686694574693"
"3","1997","lower secondary degree","indirect migration background","145","0.758939373529713","0.700100174143257","0.817778572916168"
"3","1997","secondary school degree","no migration background","2252","0.695736457241597","0.679869481073694","0.7116034334095"
"3","1997","secondary school degree","direct migration background","119","0.672033915142856","0.602871281725497","0.741196548560215"
