"plj0047","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2005","indirect migration background","inadequately","3","","",""
"Big worries","2005","indirect migration background","general elemantary","50","0.396383200985773","0.324725997585581","0.468040404385964"
"Big worries","2005","indirect migration background","middle vocational","104","0.300201921871436","0.251120312538087","0.349283531204785"
"Big worries","2005","indirect migration background","vocational + Abi","10","","",""
"Big worries","2005","indirect migration background","higher vocational","12","","",""
"Big worries","2005","indirect migration background","higher education","22","","",""
"Some worries","2005","no migration background","in school","220","0.43457130798183","0.391208671648924","0.477933944314736"
"Some worries","2005","no migration background","inadequately","31","0.335064759387644","0.232901387894237","0.437228130881052"
"Some worries","2005","no migration background","general elemantary","780","0.458385222634725","0.434277601521929","0.482492843747521"
"Some worries","2005","no migration background","middle vocational","4736","0.507147365889861","0.496836246915891","0.51745848486383"
"Some worries","2005","no migration background","vocational + Abi","464","0.527704307864766","0.494492651143968","0.560915964585564"
"Some worries","2005","no migration background","higher vocational","764","0.581687318404721","0.555699168736835","0.607675468072607"
"Some worries","2005","no migration background","higher education","2073","0.544317898667723","0.528377846074317","0.560257951261129"
"Some worries","2005","direct migration background","in school","26","","",""
"Some worries","2005","direct migration background","inadequately","66","0.505321722135857","0.42449874802152","0.586144696250193"
"Some worries","2005","direct migration background","general elemantary","267","0.482100023765958","0.440751673898546","0.52344837363337"
"Some worries","2005","direct migration background","middle vocational","422","0.473347692307936","0.440151342629814","0.506544041986057"
"Some worries","2005","direct migration background","vocational + Abi","116","0.590343847389875","0.52460968661524","0.656078008164511"
"Some worries","2005","direct migration background","higher vocational","59","0.429664798612654","0.345534535642837","0.51379506158247"
"Some worries","2005","direct migration background","higher education","167","0.462227108071587","0.409153892518484","0.515300323624691"
"Some worries","2005","indirect migration background","in school","37","0.401498890579695","0.299656697619786","0.503341083539604"
"Some worries","2005","indirect migration background","inadequately","5","","",""
"Some worries","2005","indirect migration background","general elemantary","86","0.381115371620432","0.309968688764549","0.452262054476315"
"Some worries","2005","indirect migration background","middle vocational","167","0.512878312624147","0.459353939723337","0.566402685524956"
"Some worries","2005","indirect migration background","vocational + Abi","24","","",""
"Some worries","2005","indirect migration background","higher vocational","24","","",""
"Some worries","2005","indirect migration background","higher education","35","0.460952206397166","0.343336551509311","0.57856786128502"
"No worries","2005","no migration background","in school","103","0.224558997184048","0.188055384881989","0.261062609486108"
"No worries","2005","no migration background","inadequately","24","","",""
"No worries","2005","no migration background","general elemantary","401","0.252943801363444","0.231911710089248","0.273975892637641"
"No worries","2005","no migration background","middle vocational","1636","0.18851677462678","0.180450092500193","0.196583456753366"
"No worries","2005","no migration background","vocational + Abi","132","0.152131507636991","0.128238981960653","0.176024033313329"
"No worries","2005","no migration background","higher vocational","205","0.133826574311604","0.115889415463902","0.151763733159306"
"No worries","2005","no migration background","higher education","498","0.138107865325029","0.127065347163338","0.14915038348672"
"No worries","2005","direct migration background","in school","20","","",""
"No worries","2005","direct migration background","inadequately","33","0.192525301109233","0.128787395178964","0.256263207039503"
"No worries","2005","direct migration background","general elemantary","133","0.198528349082506","0.165520136421945","0.231536561743067"
"No worries","2005","direct migration background","middle vocational","187","0.205302853988577","0.178447151145904","0.232158556831251"
"No worries","2005","direct migration background","vocational + Abi","38","0.126770325446932","0.0822967642699647","0.171243886623899"
