"pld0044","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2008","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Often","2008","1-pers.-HH","(3b) higher tertiary education","7","","",""
"Often","2008","(Married) couple without C. ","(0) in school","","","",""
"Often","2008","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Often","2008","(Married) couple without C. ","(1b) general elementary school","6","","",""
"Often","2008","(Married) couple without C. ","(1c) basic vocational qualification","19","","",""
"Often","2008","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Often","2008","(Married) couple without C. ","(2a) intermediate vocational","17","","",""
"Often","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Often","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","6","","",""
"Often","2008","(Married) couple without C. ","(3a) lower tertiary education","3","","",""
"Often","2008","(Married) couple without C. ","(3b) higher tertiary education","14","","",""
"Often","2008","Single parent ","(0) in school","10","","",""
"Often","2008","Single parent ","(1a) inadequately completed","","","",""
"Often","2008","Single parent ","(1b) general elementary school","6","","",""
"Often","2008","Single parent ","(1c) basic vocational qualification","5","","",""
"Often","2008","Single parent ","(2b) intermediate general qualification","4","","",""
"Often","2008","Single parent ","(2a) intermediate vocational","7","","",""
"Often","2008","Single parent ","(2c_gen) general maturity certificate","8","","",""
"Often","2008","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Often","2008","Single parent ","(3a) lower tertiary education","1","","",""
"Often","2008","Single parent ","(3b) higher tertiary education","5","","",""
"Often","2008","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2008","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Often","2008","Couple + C. LE 16 ","(1b) general elementary school","5","","",""
"Often","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","15","","",""
"Often","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Often","2008","Couple + C. LE 16 ","(2a) intermediate vocational","8","","",""
"Often","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Often","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Often","2008","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"Often","2008","Couple + C. LE 16 ","(3b) higher tertiary education","8","","",""
"Often","2008","Couple + C. GT 16 ","(0) in school","29","","",""
"Often","2008","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Often","2008","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"Often","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","8","","",""
"Often","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","12","","",""
"Often","2008","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"Often","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","24","","",""
"Often","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","7","","",""
"Often","2008","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Often","2008","Couple + C. GT 16 ","(3b) higher tertiary education","8","","",""
"Often","2008","Couple + C. LE and GT 16","(0) in school","30","0.262551782838848","0.187487320841757","0.337616244835939"
"Often","2008","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Often","2008","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"Often","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"Often","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"Often","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","3","","",""
"Often","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Often","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Often","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Often","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Sometimes","2008","1-pers.-HH","(0) in school","1","","",""
"Sometimes","2008","1-pers.-HH","(1a) inadequately completed","5","","",""
"Sometimes","2008","1-pers.-HH","(1b) general elementary school","20","","",""
"Sometimes","2008","1-pers.-HH","(1c) basic vocational qualification","73","0.0851169698919585","0.0668552056047095","0.103378734179207"
"Sometimes","2008","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Sometimes","2008","1-pers.-HH","(2a) intermediate vocational","86","0.139434297570455","0.112680712903006","0.166187882237904"
"Sometimes","2008","1-pers.-HH","(2c_gen) general maturity certificate","38","0.278889553355546","0.202674758058161","0.355104348652931"
"Sometimes","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","52","0.207606701914163","0.155859940922846","0.25935346290548"
"Sometimes","2008","1-pers.-HH","(3a) lower tertiary education","33","0.117993892214077","0.0779243872146507","0.158063397213503"
"Sometimes","2008","1-pers.-HH","(3b) higher tertiary education","60","0.143169046182907","0.107286794519651","0.179051297846162"
"Sometimes","2008","(Married) couple without C. ","(0) in school","","","",""
"Sometimes","2008","(Married) couple without C. ","(1a) inadequately completed","8","","",""
"Sometimes","2008","(Married) couple without C. ","(1b) general elementary school","46","0.10709611052034","0.0810141389154132","0.133178082125267"
"Sometimes","2008","(Married) couple without C. ","(1c) basic vocational qualification","137","0.0683487697124556","0.0582425819235298","0.0784549575013814"
"Sometimes","2008","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Sometimes","2008","(Married) couple without C. ","(2a) intermediate vocational","124","0.0936969142185873","0.0791991308520223","0.108194697585152"
"Sometimes","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","19","","",""
"Sometimes","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","49","0.0900295429561992","0.0631012145347523","0.116957871377646"
"Sometimes","2008","(Married) couple without C. ","(3a) lower tertiary education","58","0.0714862993821099","0.0528986070177665","0.0900739917464533"
"Sometimes","2008","(Married) couple without C. ","(3b) higher tertiary education","135","0.159403351890301","0.137177583559489","0.181629120221113"
"Sometimes","2008","Single parent ","(0) in school","17","","",""
"Sometimes","2008","Single parent ","(1a) inadequately completed","5","","",""
"Sometimes","2008","Single parent ","(1b) general elementary school","14","","",""
"Sometimes","2008","Single parent ","(1c) basic vocational qualification","18","","",""
"Sometimes","2008","Single parent ","(2b) intermediate general qualification","22","","",""
"Sometimes","2008","Single parent ","(2a) intermediate vocational","32","0.148258335623639","0.105473618964691","0.191043052282587"
"Sometimes","2008","Single parent ","(2c_gen) general maturity certificate","22","","",""
"Sometimes","2008","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"Sometimes","2008","Single parent ","(3a) lower tertiary education","13","","",""
"Sometimes","2008","Single parent ","(3b) higher tertiary education","15","","",""
"Sometimes","2008","Couple + C. LE 16 ","(0) in school","1","","",""
"Sometimes","2008","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"Sometimes","2008","Couple + C. LE 16 ","(1b) general elementary school","28","","",""
"Sometimes","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","72","0.101545365434694","0.0780152332952535","0.125075497574135"
"Sometimes","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","10","","",""
"Sometimes","2008","Couple + C. LE 16 ","(2a) intermediate vocational","103","0.101088233179664","0.0827234099741728","0.119453056385156"
"Sometimes","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","21","","",""
"Sometimes","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","44","0.141368363128537","0.107888707393117","0.174848018863957"
"Sometimes","2008","Couple + C. LE 16 ","(3a) lower tertiary education","28","","",""
"Sometimes","2008","Couple + C. LE 16 ","(3b) higher tertiary education","64","0.125778160591583","0.0969425149219706","0.154613806261196"
"Sometimes","2008","Couple + C. GT 16 ","(0) in school","57","0.36818217794647","0.293214018916551","0.443150336976389"
"Sometimes","2008","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Sometimes","2008","Couple + C. GT 16 ","(1b) general elementary school","37","0.128047477196179","0.0856850268296765","0.170409927562681"
"Sometimes","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","67","0.0720846141894724","0.0537215106718879","0.090447717707057"
"Sometimes","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","41","0.19191933589831","0.130513977411983","0.253324694384637"
"Sometimes","2008","Couple + C. GT 16 ","(2a) intermediate vocational","82","0.106256596910409","0.0844618486584489","0.128051345162369"
"Sometimes","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","78","0.345211994822939","0.286040090428636","0.404383899217242"
"Sometimes","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","31","0.159100372663355","0.106815404868916","0.211385340457793"
"Sometimes","2008","Couple + C. GT 16 ","(3a) lower tertiary education","21","","",""
"Sometimes","2008","Couple + C. GT 16 ","(3b) higher tertiary education","44","0.135291731498146","0.101345917993106","0.169237545003185"
"Sometimes","2008","Couple + C. LE and GT 16","(0) in school","44","0.366095834924819","0.283915042985702","0.448276626863936"
"Sometimes","2008","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(1b) general elementary school","16","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","26","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","16","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","27","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","13","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","6","","",""
"Sometimes","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","22","","",""
"Rarely","2008","1-pers.-HH","(0) in school","1","","",""
"Rarely","2008","1-pers.-HH","(1a) inadequately completed","5","","",""
"Rarely","2008","1-pers.-HH","(1b) general elementary school","56","0.168577878864611","0.13001185320016","0.207143904529061"
"Rarely","2008","1-pers.-HH","(1c) basic vocational qualification","204","0.22418533623297","0.196893392786451","0.251477279679488"
"Rarely","2008","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Rarely","2008","1-pers.-HH","(2a) intermediate vocational","206","0.326939120228089","0.290709333577057","0.363168906879121"
"Rarely","2008","1-pers.-HH","(2c_gen) general maturity certificate","52","0.412917991191106","0.329241480994637","0.496594501387574"
"Rarely","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","84","0.347032333570057","0.286299590352659","0.407765076787455"
"Rarely","2008","1-pers.-HH","(3a) lower tertiary education","88","0.368186704162507","0.308279803905867","0.428093604419146"
"Rarely","2008","1-pers.-HH","(3b) higher tertiary education","151","0.458568454865622","0.40752013957142","0.509616770159823"
"Rarely","2008","(Married) couple without C. ","(0) in school","","","",""
"Rarely","2008","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"Rarely","2008","(Married) couple without C. ","(1b) general elementary school","92","0.180677315232751","0.148226133609267","0.213128496856236"
