"pld0044","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","2008","direct migration background","(1a) inadequately completed","75","0.677479170839385","0.588909901963983","0.766048439714787"
"Never","2008","direct migration background","(1b) general elementary school","232","0.556529375640907","0.507599177641029","0.605459573640786"
"Never","2008","direct migration background","(1c) basic vocational qualification","271","0.510497369985292","0.467365577261596","0.553629162708989"
"Never","2008","direct migration background","(2b) intermediate general qualification","19","","",""
"Never","2008","direct migration background","(2a) intermediate vocational","69","0.561080837628365","0.476742068254218","0.645419607002512"
"Never","2008","direct migration background","(2c_gen) general maturity certificate","39","0.473304244804854","0.375445824713427","0.57116266489628"
"Never","2008","direct migration background","(2c_voc) vocational maturity certificate","116","0.439449549865261","0.37665754713363","0.502241552596893"
"Never","2008","direct migration background","(3a) lower tertiary education","35","0.448828404339229","0.334732450876648","0.562924357801809"
"Never","2008","direct migration background","(3b) higher tertiary education","93","0.396100665984722","0.333964468259574","0.45823686370987"
"Never","2008","indirect migration background","(0) in school","16","","",""
"Never","2008","indirect migration background","(1a) inadequately completed","4","","",""
"Never","2008","indirect migration background","(1b) general elementary school","37","0.473589669763752","0.37473473242501","0.572444607102494"
"Never","2008","indirect migration background","(1c) basic vocational qualification","55","0.515971037203386","0.431039182662578","0.600902891744194"
"Never","2008","indirect migration background","(2b) intermediate general qualification","21","","",""
"Never","2008","indirect migration background","(2a) intermediate vocational","41","0.394283108845712","0.307918767797594","0.480647449893829"
"Never","2008","indirect migration background","(2c_gen) general maturity certificate","15","","",""
"Never","2008","indirect migration background","(2c_voc) vocational maturity certificate","12","","",""
"Never","2008","indirect migration background","(3a) lower tertiary education","8","","",""
"Never","2008","indirect migration background","(3b) higher tertiary education","23","","",""
"Very often","2009","no migration background","(0) in school","","","",""
"Very often","2009","no migration background","(1a) inadequately completed","","","",""
"Very often","2009","no migration background","(1b) general elementary school","","","",""
"Very often","2009","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2009","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2009","no migration background","(2a) intermediate vocational","","","",""
"Very often","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2009","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","no migration background","(3a) lower tertiary education","","","",""
"Very often","2009","no migration background","(3b) higher tertiary education","","","",""
"Very often","2009","direct migration background","(0) in school","","","",""
"Very often","2009","direct migration background","(1a) inadequately completed","","","",""
"Very often","2009","direct migration background","(1b) general elementary school","","","",""
"Very often","2009","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2009","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2009","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2009","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2009","indirect migration background","(0) in school","","","",""
"Very often","2009","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2009","indirect migration background","(1b) general elementary school","","","",""
"Very often","2009","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2009","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2009","indirect migration background","(2a) intermediate vocational","","","",""
