"pld0044","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2009","Other degree","vocational + Abi","","","",""
"Rarely","2009","Other degree","higher vocational","","","",""
"Rarely","2009","Other degree","higher education","","","",""
"Rarely","2009","no degree/no degree yet","in school","","","",""
"Rarely","2009","no degree/no degree yet","inadequately","","","",""
"Rarely","2009","no degree/no degree yet","general elemantary","","","",""
"Rarely","2009","no degree/no degree yet","middle vocational","","","",""
"Rarely","2009","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2009","no degree/no degree yet","higher vocational","","","",""
"Rarely","2009","no degree/no degree yet","higher education","","","",""
"Never","2009","lower secondary degree","in school","","","",""
"Never","2009","lower secondary degree","inadequately","","","",""
"Never","2009","lower secondary degree","general elemantary","","","",""
"Never","2009","lower secondary degree","middle vocational","","","",""
"Never","2009","lower secondary degree","vocational + Abi","","","",""
"Never","2009","lower secondary degree","higher vocational","","","",""
"Never","2009","lower secondary degree","higher education","","","",""
"Never","2009","secondary school degree","in school","","","",""
"Never","2009","secondary school degree","inadequately","","","",""
"Never","2009","secondary school degree","general elemantary","","","",""
"Never","2009","secondary school degree","middle vocational","","","",""
"Never","2009","secondary school degree","vocational + Abi","","","",""
"Never","2009","secondary school degree","higher vocational","","","",""
"Never","2009","secondary school degree","higher education","","","",""
"Never","2009","college entrance qualification","in school","","","",""
"Never","2009","college entrance qualification","inadequately","","","",""
"Never","2009","college entrance qualification","general elemantary","","","",""
"Never","2009","college entrance qualification","middle vocational","","","",""
"Never","2009","college entrance qualification","vocational + Abi","","","",""
"Never","2009","college entrance qualification","higher vocational","","","",""
"Never","2009","college entrance qualification","higher education","","","",""
"Never","2009","Other degree","in school","","","",""
"Never","2009","Other degree","inadequately","","","",""
"Never","2009","Other degree","general elemantary","","","",""
"Never","2009","Other degree","middle vocational","","","",""
"Never","2009","Other degree","vocational + Abi","","","",""
"Never","2009","Other degree","higher vocational","","","",""
"Never","2009","Other degree","higher education","","","",""
"Never","2009","no degree/no degree yet","in school","","","",""
"Never","2009","no degree/no degree yet","inadequately","","","",""
"Never","2009","no degree/no degree yet","general elemantary","","","",""
"Never","2009","no degree/no degree yet","middle vocational","","","",""
"Never","2009","no degree/no degree yet","vocational + Abi","","","",""
"Never","2009","no degree/no degree yet","higher vocational","","","",""
"Never","2009","no degree/no degree yet","higher education","","","",""
"Very often","2010","lower secondary degree","in school","","","",""
"Very often","2010","lower secondary degree","inadequately","","","",""
"Very often","2010","lower secondary degree","general elemantary","","","",""
"Very often","2010","lower secondary degree","middle vocational","","","",""
"Very often","2010","lower secondary degree","vocational + Abi","","","",""
"Very often","2010","lower secondary degree","higher vocational","","","",""
"Very often","2010","lower secondary degree","higher education","","","",""
"Very often","2010","secondary school degree","in school","","","",""
"Very often","2010","secondary school degree","inadequately","","","",""
"Very often","2010","secondary school degree","general elemantary","","","",""
"Very often","2010","secondary school degree","middle vocational","","","",""
"Very often","2010","secondary school degree","vocational + Abi","","","",""
"Very often","2010","secondary school degree","higher vocational","","","",""
"Very often","2010","secondary school degree","higher education","","","",""
"Very often","2010","college entrance qualification","in school","","","",""
"Very often","2010","college entrance qualification","inadequately","","","",""
"Very often","2010","college entrance qualification","general elemantary","","","",""
"Very often","2010","college entrance qualification","middle vocational","","","",""
"Very often","2010","college entrance qualification","vocational + Abi","","","",""
"Very often","2010","college entrance qualification","higher vocational","","","",""
"Very often","2010","college entrance qualification","higher education","","","",""
"Very often","2010","Other degree","in school","","","",""
"Very often","2010","Other degree","inadequately","","","",""
"Very often","2010","Other degree","general elemantary","","","",""
"Very often","2010","Other degree","middle vocational","","","",""
"Very often","2010","Other degree","vocational + Abi","","","",""
"Very often","2010","Other degree","higher vocational","","","",""
"Very often","2010","Other degree","higher education","","","",""
"Very often","2010","no degree/no degree yet","in school","","","",""
"Very often","2010","no degree/no degree yet","inadequately","","","",""
"Very often","2010","no degree/no degree yet","general elemantary","","","",""
"Very often","2010","no degree/no degree yet","middle vocational","","","",""
"Very often","2010","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2010","no degree/no degree yet","higher vocational","","","",""
"Very often","2010","no degree/no degree yet","higher education","","","",""
"Often","2010","lower secondary degree","in school","","","",""
"Often","2010","lower secondary degree","inadequately","","","",""
"Often","2010","lower secondary degree","general elemantary","","","",""
"Often","2010","lower secondary degree","middle vocational","","","",""
"Often","2010","lower secondary degree","vocational + Abi","","","",""
"Often","2010","lower secondary degree","higher vocational","","","",""
"Often","2010","lower secondary degree","higher education","","","",""
"Often","2010","secondary school degree","in school","","","",""
"Often","2010","secondary school degree","inadequately","","","",""
"Often","2010","secondary school degree","general elemantary","","","",""
"Often","2010","secondary school degree","middle vocational","","","",""
"Often","2010","secondary school degree","vocational + Abi","","","",""
"Often","2010","secondary school degree","higher vocational","","","",""
"Often","2010","secondary school degree","higher education","","","",""
"Often","2010","college entrance qualification","in school","","","",""
"Often","2010","college entrance qualification","inadequately","","","",""
"Often","2010","college entrance qualification","general elemantary","","","",""
"Often","2010","college entrance qualification","middle vocational","","","",""
"Often","2010","college entrance qualification","vocational + Abi","","","",""
"Often","2010","college entrance qualification","higher vocational","","","",""
