"pgfamstd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married","1995","indirect migration background","general elemantary","35","0.168776858254064","0.112138753527528","0.2254149629806","1"
"Married","1995","indirect migration background","middle vocational","43","0.248053767693313","0.185480497308635","0.310627038077992","1"
"Married","1995","indirect migration background","vocational + Abi","5","","","","1"
"Married","1995","indirect migration background","higher vocational","8","","","","1"
"Married","1995","indirect migration background","higher education","4","","","","1"
"Married, but separated","1995","indirect migration background","higher vocational","","","","","2"
"Married, but separated","1995","indirect migration background","higher education","","","","","2"
"Married, but separated","1995","no migration background","in school","","","","","2"
"Married, but separated","1995","no migration background","inadequately","2","","","","2"
"Married, but separated","1995","no migration background","general elemantary","31","0.0178527325742597","0.0112542573515922","0.0244512077969272","2"
"Married, but separated","1995","no migration background","middle vocational","105","0.0187789433147656","0.0152086552383782","0.0223492313911529","2"
"Married, but separated","1995","no migration background","vocational + Abi","4","","","","2"
"Married, but separated","1995","no migration background","higher vocational","11","","","","2"
"Married, but separated","1995","no migration background","higher education","23","","","","2"
"Married, but separated","1995","direct migration background","in school","","","","","2"
"Married, but separated","1995","direct migration background","inadequately","15","","","","2"
"Married, but separated","1995","direct migration background","vocational + Abi","8","","","","2"
"Married, but separated","1995","direct migration background","higher vocational","","","","","2"
"Married, but separated","1995","direct migration background","higher education","4","","","","2"
"Married, but separated","1995","indirect migration background","in school","","","","","2"
"Married, but separated","1995","indirect migration background","inadequately","1","","","","2"
"Married, but separated","1995","indirect migration background","vocational + Abi","","","","","2"
"Married, but separated","1995","direct migration background","general elemantary","20","","","","2"
"Married, but separated","1995","direct migration background","middle vocational","24","","","","2"
"Married, but separated","1995","indirect migration background","general elemantary","1","","","","2"
"Married, but separated","1995","indirect migration background","middle vocational","","","","","2"
"Single","1995","indirect migration background","higher vocational","4","","","","3"
"Single","1995","no migration background","in school","196","1","1","1","3"
"Single","1995","no migration background","inadequately","25","","","","3"
"Single","1995","no migration background","general elemantary","409","0.203009239974129","0.182965097547878","0.22305338240038","3"
"Single","1995","no migration background","middle vocational","1181","0.197226920273889","0.186761329448207","0.207692511099572","3"
"Single","1995","no migration background","vocational + Abi","136","0.480832251655579","0.424759893739123","0.536904609572036","3"
"Single","1995","no migration background","higher vocational","97","0.153802469793599","0.12692350272158","0.180681436865617","3"
"Single","1995","no migration background","higher education","239","0.202135576536023","0.182130116538222","0.222141036533824","3"
"Single","1995","direct migration background","in school","37","0.957105531533146","0.892683138792794","1.0215279242735","3"
"Single","1995","direct migration background","inadequately","23","","","","3"
"Single","1995","direct migration background","general elemantary","98","0.133795822746686","0.109889610206505","0.157702035286867","3"
"Single","1995","direct migration background","middle vocational","147","0.160459505396694","0.137596461891969","0.18332254890142","3"
"Single","1995","direct migration background","vocational + Abi","16","","","","3"
"Single","1995","direct migration background","higher vocational","7","","","","3"
"Single","1995","direct migration background","higher education","30","0.168046471374923","0.116096443410609","0.219996499339237","3"
"Single","1995","indirect migration background","in school","53","1","1","1","3"
"Single","1995","indirect migration background","inadequately","8","","","","3"
"Single","1995","indirect migration background","general elemantary","129","0.765698781459487","0.701650172528065","0.82974739039091","3"
