"transab_cat2","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1996","Other degree","direct migration background","53","0.0935395507576398","0.0755458219638478","0.111533279551432"
"Very high transfer dependency","1996","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1996","no degree/no degree yet","no migration background","13","","",""
"Very high transfer dependency","1996","no degree/no degree yet","direct migration background","24","","",""
"Very high transfer dependency","1996","no degree/no degree yet","indirect migration background","3","","",""
"Very low transfer dependency","1997","lower secondary degree","no migration background","3804","0.886911483431681","0.877488191219492","0.89633477564387"
"Very low transfer dependency","1997","lower secondary degree","direct migration background","506","0.873189688378232","0.846316324809399","0.900063051947066"
"Very low transfer dependency","1997","lower secondary degree","indirect migration background","173","0.838555424039749","0.788672424140026","0.888438423939473"
"Very low transfer dependency","1997","secondary school degree","no migration background","2768","0.886225673930117","0.875225499964887","0.897225847895347"
"Very low transfer dependency","1997","secondary school degree","direct migration background","149","0.892934404886596","0.847124033493457","0.938744776279735"
"Very low transfer dependency","1997","secondary school degree","indirect migration background","113","0.927119766855312","0.882263199845071","0.971976333865553"
"Very low transfer dependency","1997","college entrance qualification","no migration background","1566","0.938308687430369","0.926803907276692","0.949813467584047"
"Very low transfer dependency","1997","college entrance qualification","direct migration background","157","0.881026154613286","0.833860164717831","0.92819214450874"
"Very low transfer dependency","1997","college entrance qualification","indirect migration background","65","0.908151215527145","0.842347862760125","0.973954568294166"
"Very low transfer dependency","1997","Other degree","no migration background","52","0.812017355819761","0.716298028694943","0.907736682944579"
"Very low transfer dependency","1997","Other degree","direct migration background","755","0.778835252998903","0.752303562881625","0.805366943116181"
"Very low transfer dependency","1997","Other degree","indirect migration background","10","","",""
"Very low transfer dependency","1997","no degree/no degree yet","no migration background","249","0.899495620083416","0.864087715423191","0.934903524743641"
"Very low transfer dependency","1997","no degree/no degree yet","direct migration background","368","0.784888836942323","0.747420652137439","0.822357021747207"
"Very low transfer dependency","1997","no degree/no degree yet","indirect migration background","61","0.781552858501186","0.688040325655451","0.87506539134692"
"Low transfer dependency","1997","lower secondary degree","no migration background","295","0.0571691667181612","0.0502611864976492","0.0640771469386732"
"Low transfer dependency","1997","lower secondary degree","direct migration background","46","0.0619587287673999","0.0424893243569992","0.0814281331778006"
