"transab_cat2","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1999","Not Employed","inadequately","11","","","","2"
"High transfer dependency","1999","Not Employed","general elemantary","34","0.0213593151772924","0.0133952183118938","0.0293234120426911","2"
"High transfer dependency","1999","Employed","general elemantary","35","0.0300870321128621","0.020340207638867","0.0398338565868573","2"
"High transfer dependency","1999","Employed","middle vocational","86","0.0162844106500187","0.0126144761619231","0.0199543451381142","2"
"High transfer dependency","1999","Employed","vocational + Abi","7","","","","2"
"High transfer dependency","1999","Employed","higher vocational","5","","","","2"
"Low transfer dependency","1999","Not Employed","inadequately","36","0.131062334266729","0.0867699641538804","0.175354704379577","1"
"Low transfer dependency","1999","Not Employed","general elemantary","98","0.0492883372371184","0.0373641789446763","0.0612124955295606","1"
"Low transfer dependency","1999","Not Employed","middle vocational","207","0.0598356010364166","0.050219467964903","0.0694517341079302","1"
"Low transfer dependency","1999","Not Employed","vocational + Abi","10","","","","1"
"Low transfer dependency","1999","Employed","middle vocational","318","0.057687589450015","0.0509271307600852","0.0644480481399448","1"
"Low transfer dependency","1999","Employed","vocational + Abi","19","","","","1"
"Low transfer dependency","1999","Employed","higher vocational","23","","","","1"
"Low transfer dependency","1999","Employed","higher education","62","0.0354210135621416","0.0261801927782311","0.044661834346052","1"
"Low transfer dependency","1999","Not Employed","in school","17","","","","1"
"Low transfer dependency","1999","Not Employed","higher vocational","9","","","","1"
"Low transfer dependency","1999","Not Employed","higher education","38","0.0597919489416473","0.0372236669127396","0.082360230970555","1"
"Low transfer dependency","1999","Employed","in school","5","","","","1"
"Low transfer dependency","1999","Employed","inadequately","23","","","","1"
"Low transfer dependency","1999","Employed","general elemantary","90","0.0597476639752019","0.0462241435024219","0.073271184447982","1"
"Very high transfer dependency","1999","Not Employed","inadequately","21","","","","3"
"Very high transfer dependency","1999","Not Employed","general elemantary","63","0.0420453611152516","0.0309902591134716","0.0531004631170316","3"
"Very high transfer dependency","1999","Not Employed","middle vocational","138","0.0612848478857046","0.0515604615350128","0.0710092342363965","3"
"Very high transfer dependency","1999","Not Employed","vocational + Abi","9","","","","3"
"Very high transfer dependency","1999","Employed","middle vocational","19","","","","3"
"Very high transfer dependency","1999","Employed","vocational + Abi","1","","","","3"
"Very high transfer dependency","1999","Employed","higher vocational","1","","","","3"
"Very high transfer dependency","1999","Employed","higher education","1","","","","3"
"Very high transfer dependency","1999","Not Employed","in school","9","","","","3"
"Very high transfer dependency","1999","Not Employed","higher vocational","7","","","","3"
"Very high transfer dependency","1999","Not Employed","higher education","25","","","","3"
"Very high transfer dependency","1999","Employed","in school","1","","","","3"
"Very high transfer dependency","1999","Employed","inadequately","1","","","","3"
"Very high transfer dependency","1999","Employed","general elemantary","11","","","","3"
"Very low transfer dependency","1999","Not Employed","vocational + Abi","81","0.825950612334636","0.75377201334909","0.898129211320183","0"
"Very low transfer dependency","1999","Not Employed","higher vocational","172","0.913830273237109","0.874034079548524","0.953626466925693","0"
"Very low transfer dependency","1999","Not Employed","higher education","344","0.856786125785848","0.823443951137663","0.890128300434034","0"
"Very low transfer dependency","1999","Employed","in school","39","0.875042006688218","0.778428397511976","0.971655615864461","0"
"Very low transfer dependency","1999","Employed","inadequately","171","0.876446082257378","0.83083987509489","0.922052289419866","0"
"Very low transfer dependency","1999","Employed","higher education","1464","0.956606704336461","0.946421044103584","0.966792364569337","0"
"Very low transfer dependency","1999","Not Employed","in school","238","0.854403851761847","0.812793624127074","0.896014079396619","0"
"Very low transfer dependency","1999","Not Employed","inadequately","155","0.701404535249755","0.641339526054885","0.761469544444624","0"
"Very low transfer dependency","1999","Employed","general elemantary","1044","0.902517254587632","0.885593422021042","0.919441087154223","0"
"Very low transfer dependency","1999","Employed","middle vocational","4146","0.921381147202727","0.913577088563264","0.929185205842189","0"
"Very low transfer dependency","1999","Not Employed","general elemantary","1071","0.887306986470338","0.869888248545755","0.90472572439492","0"
"Very low transfer dependency","1999","Not Employed","middle vocational","1917","0.859179578901298","0.845077162717892","0.873281995084705","0"
"Very low transfer dependency","1999","Employed","vocational + Abi","376","0.937718231522384","0.914123653437589","0.961312809607179","0"
"Very low transfer dependency","1999","Employed","higher vocational","595","0.963791593195408","0.949134357517264","0.978448828873553","0"
"High transfer dependency","2000","Not Employed","higher education","23","","","","2"
"High transfer dependency","2000","Employed","in school","2","","","","2"
"High transfer dependency","2000","Employed","inadequately","9","","","","2"
"High transfer dependency","2000","Employed","higher education","16","","","","2"
"High transfer dependency","2000","Not Employed","vocational + Abi","13","","","","2"
"High transfer dependency","2000","Not Employed","higher vocational","8","","","","2"
"High transfer dependency","2000","Not Employed","in school","12","","","","2"
"High transfer dependency","2000","Not Employed","inadequately","13","","","","2"
"High transfer dependency","2000","Not Employed","general elemantary","48","0.0188183659140908","0.0128361521791965","0.0248005796489851","2"
"High transfer dependency","2000","Not Employed","middle vocational","130","0.0216801340936173","0.0175103039249037","0.0258499642623309","2"
"High transfer dependency","2000","Employed","general elemantary","39","0.0234617812325623","0.0159601652274715","0.0309633972376532","2"
"High transfer dependency","2000","Employed","middle vocational","124","0.0142658318904399","0.0116825718815288","0.0168490918993511","2"
"High transfer dependency","2000","Employed","vocational + Abi","13","","","","2"
"High transfer dependency","2000","Employed","higher vocational","17","","","","2"
"Low transfer dependency","2000","Not Employed","inadequately","26","","","","1"
"Low transfer dependency","2000","Not Employed","general elemantary","136","0.0538302565154613","0.0438946583486358","0.0637658546822868","1"
"Low transfer dependency","2000","Employed","middle vocational","510","0.0528583114534736","0.0479841065355085","0.0577325163714387","1"
"Low transfer dependency","2000","Employed","vocational + Abi","44","0.0572362428275323","0.0414330062053404","0.0730394794497242","1"
"Low transfer dependency","2000","Not Employed","middle vocational","356","0.0578166697626077","0.051134135512801","0.0644992040124144","1"
"Low transfer dependency","2000","Not Employed","vocational + Abi","26","","","","1"
"Low transfer dependency","2000","Employed","higher vocational","70","0.0390461344154869","0.0287964303383986","0.0492958384925753","1"
"Low transfer dependency","2000","Employed","higher education","114","0.032425248752987","0.0260507441448816","0.0387997533610925","1"
"Low transfer dependency","2000","Not Employed","in school","37","0.0739376325658241","0.0486091570509235","0.0992661080807246","1"
"Low transfer dependency","2000","Not Employed","higher vocational","27","","","","1"
"Low transfer dependency","2000","Not Employed","higher education","57","0.0488978401382834","0.0344679551624764","0.0633277251140904","1"
"Low transfer dependency","2000","Employed","in school","8","","","","1"
"Low transfer dependency","2000","Employed","inadequately","16","","","","1"
"Low transfer dependency","2000","Employed","general elemantary","121","0.0712194671829101","0.0584731233677314","0.0839658109980887","1"
"Very high transfer dependency","2000","Not Employed","general elemantary","104","0.0425953179350152","0.0337048428021144","0.051485793067916","3"
"Very high transfer dependency","2000","Not Employed","vocational + Abi","18","","","","3"
"Very high transfer dependency","2000","Not Employed","inadequately","38","0.159979658430604","0.113209442651622","0.206749874209587","3"
