"transab_cat2","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2000","66 and older","lower secondary degree","2466","0.977780230843436","0.972038978471708","0.983521483215165"
"Very low transfer dependency","2000","66 and older","secondary school degree","480","0.98409164179983","0.973001831591469","0.995181452008191"
"Very low transfer dependency","2000","66 and older","college entrance qualification","366","0.993043087172294","0.984573942415181","1.00151223192941"
"Very low transfer dependency","2000","66 and older","Other degree","138","0.905530930603576","0.858725211200212","0.952336650006941"
"Very low transfer dependency","2000","66 and older","no degree/no degree yet","65","0.819539427393124","0.734194663512241","0.904884191274006"
"Low transfer dependency","2000","16-34 y.","lower secondary degree","167","0.0950569729239817","0.0810943873188189","0.109019558529145"
"Low transfer dependency","2000","16-34 y.","secondary school degree","259","0.0875313157799495","0.0766557009606531","0.0984069305992459"
"Low transfer dependency","2000","16-34 y.","college entrance qualification","99","0.049943468389622","0.0400653613312362","0.0598215754480078"
"Low transfer dependency","2000","16-34 y.","Other degree","37","0.117817400207391","0.0830863388308948","0.152548461583887"
"Low transfer dependency","2000","16-34 y.","no degree/no degree yet","48","0.0776367418129129","0.0554534069533474","0.0998200766724783"
"Low transfer dependency","2000","35-65 y.","lower secondary degree","312","0.0463310232884891","0.0408717353541563","0.051790311222822"
"Low transfer dependency","2000","35-65 y.","secondary school degree","301","0.0642706406479588","0.0565282749905745","0.0720130063053431"
"Low transfer dependency","2000","35-65 y.","college entrance qualification","95","0.0305118852900232","0.0237618563850155","0.0372619141950308"
"Low transfer dependency","2000","35-65 y.","Other degree","120","0.103034378096455","0.0845760140288112","0.1214927421641"
"Low transfer dependency","2000","35-65 y.","no degree/no degree yet","30","0.0820551025591937","0.049793436208894","0.114316768909493"
"Low transfer dependency","2000","66 and older","lower secondary degree","53","0.0179363043747791","0.0127667566239611","0.0231058521255972"
"Low transfer dependency","2000","66 and older","secondary school degree","6","","",""
"Low transfer dependency","2000","66 and older","college entrance qualification","3","","",""
"Low transfer dependency","2000","66 and older","Other degree","7","","",""
"Low transfer dependency","2000","66 and older","no degree/no degree yet","9","","",""
"High transfer dependency","2000","16-34 y.","lower secondary degree","49","0.0269405728408566","0.0192326681665154","0.0346484775151979"
"High transfer dependency","2000","16-34 y.","secondary school degree","55","0.0229816848213144","0.0172152765245631","0.0287480931180656"
"High transfer dependency","2000","16-34 y.","college entrance qualification","48","0.024924619053933","0.0178550487876069","0.0319941893202591"
"High transfer dependency","2000","16-34 y.","Other degree","21","","",""
"High transfer dependency","2000","16-34 y.","no degree/no degree yet","21","","",""
"High transfer dependency","2000","35-65 y.","lower secondary degree","113","0.0158360297084196","0.0125936930123784","0.0190783664044608"
"High transfer dependency","2000","35-65 y.","secondary school degree","85","0.0204965636951932","0.0160231841654553","0.0249699432249312"
"High transfer dependency","2000","35-65 y.","college entrance qualification","12","","",""
"High transfer dependency","2000","35-65 y.","Other degree","31","0.030597716326296","0.0201406284473176","0.0410548042052745"
"High transfer dependency","2000","35-65 y.","no degree/no degree yet","16","","",""
"High transfer dependency","2000","66 and older","lower secondary degree","11","","",""
"High transfer dependency","2000","66 and older","secondary school degree","3","","",""
"High transfer dependency","2000","66 and older","college entrance qualification","1","","",""
"High transfer dependency","2000","66 and older","Other degree","","","",""
"High transfer dependency","2000","66 and older","no degree/no degree yet","1","","",""
"Very high transfer dependency","2000","16-34 y.","lower secondary degree","83","0.0449203731500319","0.0350597421324052","0.0547810041676586"
"Very high transfer dependency","2000","16-34 y.","secondary school degree","60","0.0238173234696276","0.0179495257933299","0.0296851211459253"
"Very high transfer dependency","2000","16-34 y.","college entrance qualification","34","0.0168225518782201","0.0109904977331668","0.0226546060232734"
"Very high transfer dependency","2000","16-34 y.","Other degree","28","","",""
"Very high transfer dependency","2000","16-34 y.","no degree/no degree yet","24","","",""
"Very high transfer dependency","2000","35-65 y.","lower secondary degree","181","0.0326710934392291","0.0280539842562401","0.037288202622218"
"Very high transfer dependency","2000","35-65 y.","secondary school degree","69","0.0206936049700128","0.0161992268424701","0.0251879830975555"
"Very high transfer dependency","2000","35-65 y.","college entrance qualification","21","","",""
"Very high transfer dependency","2000","35-65 y.","Other degree","76","0.0970404711019172","0.0790672952974013","0.115013646906433"
"Very high transfer dependency","2000","35-65 y.","no degree/no degree yet","28","","",""
"Very high transfer dependency","2000","66 and older","lower secondary degree","2","","",""
"Very high transfer dependency","2000","66 and older","secondary school degree","","","",""
"Very high transfer dependency","2000","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","2000","66 and older","Other degree","5","","",""
"Very high transfer dependency","2000","66 and older","no degree/no degree yet","3","","",""
"Very low transfer dependency","2001","16-34 y.","lower secondary degree","1164","0.836469458216694","0.817109760757499","0.855829155675889"
"Very low transfer dependency","2001","16-34 y.","secondary school degree","1873","0.854942442592385","0.840326249276718","0.869558635908051"
"Very low transfer dependency","2001","16-34 y.","college entrance qualification","1467","0.895749290127442","0.881013418947142","0.910485161307743"
"Very low transfer dependency","2001","16-34 y.","Other degree","187","0.687063287151613","0.630592370343909","0.743534203959316"
"Very low transfer dependency","2001","16-34 y.","no degree/no degree yet","509","0.851612485287432","0.823168387939999","0.880056582634865"
"Very low transfer dependency","2001","35-65 y.","lower secondary degree","4397","0.898022448242251","0.889619298229495","0.906425598255006"
"Very low transfer dependency","2001","35-65 y.","secondary school degree","3246","0.897885396024081","0.888110215011623","0.907660577036539"
"Very low transfer dependency","2001","35-65 y.","college entrance qualification","2287","0.960213522612604","0.952390489739409","0.968036555485798"
"Very low transfer dependency","2001","35-65 y.","Other degree","743","0.771625295514973","0.744931304145435","0.798319286884512"
"Very low transfer dependency","2001","35-65 y.","no degree/no degree yet","143","0.723162463819691","0.660839812395578","0.785485115243804"
"Very low transfer dependency","2001","66 and older","lower secondary degree","2285","0.97436003568872","0.96796548571545","0.98075458566199"
"Very low transfer dependency","2001","66 and older","secondary school degree","471","0.978012827823021","0.964880633561515","0.991145022084527"
"Very low transfer dependency","2001","66 and older","college entrance qualification","381","0.999181010326194","0.996312359371425","1.00204966128096"
"Very low transfer dependency","2001","66 and older","Other degree","141","0.919406272415785","0.875844372373352","0.962968172458219"
"Very low transfer dependency","2001","66 and older","no degree/no degree yet","54","0.815371360427208","0.721765425667063","0.908977295187353"
"Low transfer dependency","2001","16-34 y.","lower secondary degree","126","0.0772299331422804","0.0632561608245446","0.0912037054600161"
"Low transfer dependency","2001","16-34 y.","secondary school degree","234","0.0909754300618919","0.079039795068211","0.102911065055573"
"Low transfer dependency","2001","16-34 y.","college entrance qualification","119","0.0613175470199457","0.0497485740679788","0.0728865199719125"
"Low transfer dependency","2001","16-34 y.","Other degree","40","0.16254693626331","0.117613685342244","0.207480187184376"
"Low transfer dependency","2001","16-34 y.","no degree/no degree yet","56","0.088481865647988","0.0657579976383327","0.111205733657643"
"Low transfer dependency","2001","35-65 y.","lower secondary degree","306","0.0494317094297654","0.0434124826577749","0.0554509362017559"
"Low transfer dependency","2001","35-65 y.","secondary school degree","294","0.062217687684381","0.0544197748296112","0.0700156005391509"
"Low transfer dependency","2001","35-65 y.","college entrance qualification","63","0.0189033639653834","0.0134527058410153","0.0243540220897515"
"Low transfer dependency","2001","35-65 y.","Other degree","122","0.110170188664845","0.0902601634190311","0.130080213910658"
"Low transfer dependency","2001","35-65 y.","no degree/no degree yet","26","","",""
"Low transfer dependency","2001","66 and older","lower secondary degree","48","0.0187640900492103","0.0132744734080489","0.0242537066903717"
"Low transfer dependency","2001","66 and older","secondary school degree","5","","",""
