"transab_cat2","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1998","(2c_gen) general maturity certificate","Male","208","0.906808496053963","0.869876263377862","0.943740728730063"
"Very low transfer dependency","1998","(2c_gen) general maturity certificate","Female","209","0.844920745239839","0.79950169826305","0.890339792216628"
"Very low transfer dependency","1998","(2c_voc) vocational maturity certificate","Male","282","0.868520761624204","0.831611203384876","0.905430319863531"
"Very low transfer dependency","1998","(2c_voc) vocational maturity certificate","Female","311","0.905270309375995","0.874502918642249","0.936037700109742"
"Very low transfer dependency","1998","(3a) lower tertiary education","Male","426","0.914577212847096","0.889546259472538","0.939608166221654"
"Very low transfer dependency","1998","(3a) lower tertiary education","Female","426","0.910859979060374","0.885235003348565","0.936484954772184"
"Very low transfer dependency","1998","(3b) higher tertiary education","Male","550","0.929724984709433","0.909220981986657","0.950228987432209"
"Very low transfer dependency","1998","(3b) higher tertiary education","Female","373","0.920933994362596","0.894750526792838","0.947117461932354"
"Low transfer dependency","1998","(0) in school","Male","11","","",""
"Low transfer dependency","1998","(0) in school","Female","8","","",""
"Low transfer dependency","1998","(1a) inadequately completed","Male","24","","",""
"Low transfer dependency","1998","(1a) inadequately completed","Female","34","0.10536439178584","0.0697196327423225","0.141009150829358"
"Low transfer dependency","1998","(1b) general elementary school","Male","71","0.0754849419006265","0.0562422438528826","0.0947276399483705"
"Low transfer dependency","1998","(1b) general elementary school","Female","85","0.0444774993508429","0.0333562964178833","0.0555987022838025"
"Low transfer dependency","1998","(1c) basic vocational qualification","Male","157","0.0589744125266406","0.0493258441751063","0.0686229808781749"
"Low transfer dependency","1998","(1c) basic vocational qualification","Female","129","0.0511072793403218","0.0411208647117733","0.0610936939688702"
"Low transfer dependency","1998","(2b) intermediate general qualification","Male","18","","",""
"Low transfer dependency","1998","(2b) intermediate general qualification","Female","29","","",""
"Low transfer dependency","1998","(2a) intermediate vocational","Male","107","0.0697540074536623","0.0558801671113548","0.0836278477959698"
"Low transfer dependency","1998","(2a) intermediate vocational","Female","121","0.0558010864735367","0.0443518238150686","0.0672503491320049"
"Low transfer dependency","1998","(2c_gen) general maturity certificate","Male","17","","",""
"Low transfer dependency","1998","(2c_gen) general maturity certificate","Female","17","","",""
"Low transfer dependency","1998","(2c_voc) vocational maturity certificate","Male","23","","",""
"Low transfer dependency","1998","(2c_voc) vocational maturity certificate","Female","22","","",""
"Low transfer dependency","1998","(3a) lower tertiary education","Male","35","0.0513697428310449","0.0316008422917083","0.0711386433703815"
"Low transfer dependency","1998","(3a) lower tertiary education","Female","35","0.0617342627161825","0.0400907699243628","0.0833777555080021"
"Low transfer dependency","1998","(3b) higher tertiary education","Male","29","","",""
"Low transfer dependency","1998","(3b) higher tertiary education","Female","25","","",""
"High transfer dependency","1998","(0) in school","Male","3","","",""
"High transfer dependency","1998","(0) in school","Female","6","","",""
"High transfer dependency","1998","(1a) inadequately completed","Male","4","","",""
"High transfer dependency","1998","(1a) inadequately completed","Female","14","","",""
"High transfer dependency","1998","(1b) general elementary school","Male","24","","",""
"High transfer dependency","1998","(1b) general elementary school","Female","29","","",""
"High transfer dependency","1998","(1c) basic vocational qualification","Male","52","0.0186088574994785","0.0130739384702109","0.0241437765287461"
"High transfer dependency","1998","(1c) basic vocational qualification","Female","47","0.0260709284215159","0.0188448683349371","0.0332969885080947"
"High transfer dependency","1998","(2b) intermediate general qualification","Male","9","","",""
"High transfer dependency","1998","(2b) intermediate general qualification","Female","11","","",""
"High transfer dependency","1998","(2a) intermediate vocational","Male","15","","",""
"High transfer dependency","1998","(2a) intermediate vocational","Female","35","0.0193758375431163","0.0125003107270184","0.0262513643592142"
"High transfer dependency","1998","(2c_gen) general maturity certificate","Male","8","","",""
"High transfer dependency","1998","(2c_gen) general maturity certificate","Female","5","","",""
"High transfer dependency","1998","(2c_voc) vocational maturity certificate","Male","10","","",""
"High transfer dependency","1998","(2c_voc) vocational maturity certificate","Female","8","","",""
"High transfer dependency","1998","(3a) lower tertiary education","Male","9","","",""
"High transfer dependency","1998","(3a) lower tertiary education","Female","7","","",""
"High transfer dependency","1998","(3b) higher tertiary education","Male","10","","",""
"High transfer dependency","1998","(3b) higher tertiary education","Female","4","","",""
"Very high transfer dependency","1998","(0) in school","Male","7","","",""
"Very high transfer dependency","1998","(0) in school","Female","7","","",""
"Very high transfer dependency","1998","(1a) inadequately completed","Male","11","","",""
"Very high transfer dependency","1998","(1a) inadequately completed","Female","19","","",""
"Very high transfer dependency","1998","(1b) general elementary school","Male","32","0.0512349915046837","0.0351751419820721","0.0672948410272952"
"Very high transfer dependency","1998","(1b) general elementary school","Female","45","0.0340912066268873","0.0243019351675371","0.0438804780862376"
"Very high transfer dependency","1998","(1c) basic vocational qualification","Male","64","0.0327110031295899","0.0254255695196368","0.039996436739543"
"Very high transfer dependency","1998","(1c) basic vocational qualification","Female","46","0.0278332420490281","0.0203737039452878","0.0352927801527683"
"Very high transfer dependency","1998","(2b) intermediate general qualification","Male","6","","",""
"Very high transfer dependency","1998","(2b) intermediate general qualification","Female","7","","",""
"Very high transfer dependency","1998","(2a) intermediate vocational","Male","24","","",""
"Very high transfer dependency","1998","(2a) intermediate vocational","Female","42","0.0296617252361191","0.0211995068706041","0.038123943601634"
"Very high transfer dependency","1998","(2c_gen) general maturity certificate","Male","5","","",""
"Very high transfer dependency","1998","(2c_gen) general maturity certificate","Female","13","","",""
"Very high transfer dependency","1998","(2c_voc) vocational maturity certificate","Male","7","","",""
"Very high transfer dependency","1998","(2c_voc) vocational maturity certificate","Female","7","","",""
"Very high transfer dependency","1998","(3a) lower tertiary education","Male","9","","",""
"Very high transfer dependency","1998","(3a) lower tertiary education","Female","7","","",""
"Very high transfer dependency","1998","(3b) higher tertiary education","Male","8","","",""
"Very high transfer dependency","1998","(3b) higher tertiary education","Female","6","","",""
"Very low transfer dependency","1999","(0) in school","Male","139","0.855550383823104","0.800907888949869","0.910192878696338"
"Very low transfer dependency","1999","(0) in school","Female","138","0.870685764096314","0.818854829034451","0.922516699158176"
"Very low transfer dependency","1999","(1a) inadequately completed","Male","158","0.813585495920263","0.759612746504689","0.867558245335837"
"Very low transfer dependency","1999","(1a) inadequately completed","Female","209","0.807552430585342","0.760616544076226","0.854488317094458"
"Very low transfer dependency","1999","(1b) general elementary school","Male","584","0.873246610350244","0.848404600744295","0.898088619956193"
"Very low transfer dependency","1999","(1b) general elementary school","Female","1105","0.903668581728104","0.887377445051571","0.919959718404637"
"Very low transfer dependency","1999","(1c) basic vocational qualification","Male","2016","0.907505922249076","0.895558569880817","0.919453274617334"
"Very low transfer dependency","1999","(1c) basic vocational qualification","Female","1623","0.909772425289651","0.89660962101194","0.922935229567362"
"Very low transfer dependency","1999","(2b) intermediate general qualification","Male","183","0.868096959746904","0.822653665148363","0.913540254345444"
