"transab_cat2","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2001","Employed","Other degree","20","","",""
"High transfer dependency","2001","Employed","no degree/no degree yet","7","","",""
"Very high transfer dependency","2001","Not Employed","lower secondary degree","185","0.0395926235124947","0.0337790844709655","0.0454061625540238"
"Very high transfer dependency","2001","Not Employed","secondary school degree","108","0.0700202403706937","0.0571790924857663","0.0828613882556211"
"Very high transfer dependency","2001","Not Employed","college entrance qualification","45","0.0416540212265599","0.0295286354104563","0.0537794070426635"
"Very high transfer dependency","2001","Not Employed","Other degree","73","0.176578761784814","0.144084960459576","0.209072563110051"
"Very high transfer dependency","2001","Not Employed","no degree/no degree yet","28","","",""
"Very high transfer dependency","2001","Employed","lower secondary degree","44","0.0109718738620322","0.00789703213644092","0.0140467155876235"
"Very high transfer dependency","2001","Employed","secondary school degree","33","0.00691303338534543","0.00458786097437373","0.00923820579631713"
"Very high transfer dependency","2001","Employed","college entrance qualification","17","","",""
"Very high transfer dependency","2001","Employed","Other degree","9","","",""
"Very high transfer dependency","2001","Employed","no degree/no degree yet","5","","",""
"Very low transfer dependency","2002","Not Employed","lower secondary degree","3721","0.895894442327602","0.886653936825687","0.905134947829518"
"Very low transfer dependency","2002","Not Employed","secondary school degree","1256","0.806144656492293","0.786639925286716","0.825649387697871"
"Very low transfer dependency","2002","Not Employed","college entrance qualification","1086","0.870169138295641","0.85130838720333","0.889029889387952"
"Very low transfer dependency","2002","Not Employed","Other degree","366","0.681206727457773","0.640802046757246","0.7216114081583"
"Very low transfer dependency","2002","Not Employed","no degree/no degree yet","544","0.765526115550144","0.733154647967877","0.797897583132411"
"Very low transfer dependency","2002","Employed","lower secondary degree","3782","0.920511143184073","0.912248379954277","0.928773906413869"
"Very low transfer dependency","2002","Employed","secondary school degree","4662","0.904754093585352","0.896688005179302","0.912820181991403"
"Very low transfer dependency","2002","Employed","college entrance qualification","4192","0.949361375907875","0.942862846625788","0.955859905189962"
"Very low transfer dependency","2002","Employed","Other degree","712","0.866558906573893","0.842950712239522","0.890167100908265"
"Very low transfer dependency","2002","Employed","no degree/no degree yet","210","0.830084435031634","0.783343223214337","0.876825646848932"
"Low transfer dependency","2002","Not Employed","lower secondary degree","207","0.041060926128672","0.0350569324105887","0.0470649198467552"
"Low transfer dependency","2002","Not Employed","secondary school degree","140","0.0742858134702785","0.0613472520144161","0.0872243749261408"
"Low transfer dependency","2002","Not Employed","college entrance qualification","71","0.0638411611755544","0.0501230810396233","0.0775592413114855"
"Low transfer dependency","2002","Not Employed","Other degree","55","0.0897521939394107","0.0649699859189884","0.114534401959833"
"Low transfer dependency","2002","Not Employed","no degree/no degree yet","52","0.091481977694397","0.0694542504608637","0.11350970492793"
"Low transfer dependency","2002","Employed","lower secondary degree","234","0.0522779026533655","0.0454787116932233","0.0590770936135077"
"Low transfer dependency","2002","Employed","secondary school degree","320","0.0698381244866313","0.062834867049012","0.0768413819242506"
"Low transfer dependency","2002","Employed","college entrance qualification","136","0.0337527044486048","0.0284002030885182","0.0391052058086915"
"Low transfer dependency","2002","Employed","Other degree","62","0.0979034857186362","0.077271334607544","0.118535636829728"
"Low transfer dependency","2002","Employed","no degree/no degree yet","31","0.148628653086517","0.1043562560513","0.192901050121734"
"High transfer dependency","2002","Not Employed","lower secondary degree","92","0.0206473370131316","0.0163447275426334","0.0249499464836299"
"High transfer dependency","2002","Not Employed","secondary school degree","67","0.04065330946922","0.0309094651728453","0.0503971537655947"
"High transfer dependency","2002","Not Employed","college entrance qualification","19","","",""
"High transfer dependency","2002","Not Employed","Other degree","25","","",""
"High transfer dependency","2002","Not Employed","no degree/no degree yet","28","","",""
"High transfer dependency","2002","Employed","lower secondary degree","73","0.021107601279738","0.0167167919686166","0.0254984105908593"
"High transfer dependency","2002","Employed","secondary school degree","86","0.0210257022519599","0.0170835314258011","0.0249678730781187"
"High transfer dependency","2002","Employed","college entrance qualification","32","0.0123011153513037","0.00903416240403918","0.0155680682985683"
"High transfer dependency","2002","Employed","Other degree","18","","",""
"High transfer dependency","2002","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","2002","Not Employed","lower secondary degree","176","0.0423972945305942","0.0363006327103063","0.048493956350882"
"Very high transfer dependency","2002","Not Employed","secondary school degree","115","0.0789162205682084","0.0656139034248409","0.092218537711576"
"Very high transfer dependency","2002","Not Employed","college entrance qualification","44","0.0478819471770587","0.0359007703689875","0.0598631239851298"
"Very high transfer dependency","2002","Not Employed","Other degree","65","0.164373292601783","0.132239689566548","0.196506895637019"
"Very high transfer dependency","2002","Not Employed","no degree/no degree yet","34","0.0723246385817334","0.05253324883603","0.0921160283274369"
"Very high transfer dependency","2002","Employed","lower secondary degree","28","","",""
"Very high transfer dependency","2002","Employed","secondary school degree","20","","",""
"Very high transfer dependency","2002","Employed","college entrance qualification","13","","",""
"Very high transfer dependency","2002","Employed","Other degree","5","","",""
"Very high transfer dependency","2002","Employed","no degree/no degree yet","3","","",""
"Very low transfer dependency","2003","Not Employed","lower secondary degree","3618","0.888866260182297","0.879229299541948","0.898503220822645"
"Very low transfer dependency","2003","Not Employed","secondary school degree","1229","0.813401070480821","0.794018597985816","0.832783542975826"
"Very low transfer dependency","2003","Not Employed","college entrance qualification","1106","0.887192920254572","0.869577636233428","0.904808204275717"
"Very low transfer dependency","2003","Not Employed","Other degree","368","0.683678724485297","0.643199298484965","0.724158150485629"
"Very low transfer dependency","2003","Not Employed","no degree/no degree yet","528","0.731177327778233","0.697455713497766","0.7648989420587"
"Very low transfer dependency","2003","Employed","lower secondary degree","3453","0.91409716335843","0.905205136761303","0.922989189955558"
"Very low transfer dependency","2003","Employed","secondary school degree","4384","0.893180868284321","0.884491415399602","0.901870321169041"
"Very low transfer dependency","2003","Employed","college entrance qualification","3982","0.947563094863486","0.940801604309025","0.954324585417947"
"Very low transfer dependency","2003","Employed","Other degree","634","0.828538549174044","0.801140446272971","0.855936652075117"
"Very low transfer dependency","2003","Employed","no degree/no degree yet","194","0.808619279842176","0.757779306842349","0.859459252842004"
"Low transfer dependency","2003","Not Employed","lower secondary degree","208","0.0432532948497476","0.0370158460262779","0.0494907436732172"
"Low transfer dependency","2003","Not Employed","secondary school degree","144","0.0713815877061295","0.0585726244585195","0.0841905509537395"
"Low transfer dependency","2003","Not Employed","college entrance qualification","66","0.0428322793616763","0.0315579153379289","0.0541066433854238"
