"transab_cat2","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1992","Bremen","Rural Area","","","","","1"
"Low transfer dependency","1992","North Rhine-Westphalia","Urban Area","87","0.0236344568421961","0.0176401005707885","0.0296288131136036","1"
"Low transfer dependency","1992","North Rhine-Westphalia","Rural Area","","","","","1"
"Low transfer dependency","1992","Hesse","Urban Area","23","","","","1"
"Low transfer dependency","1992","Hesse","Rural Area","4","","","","1"
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","Urban Area","11","","","","1"
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","Rural Area","2","","","","1"
"Low transfer dependency","1992","Baden-Württemberg","Urban Area","43","0.0184974422155099","0.0117348262312015","0.0252600581998184","1"
"Low transfer dependency","1992","Baden-Württemberg","Rural Area","11","","","","1"
"Low transfer dependency","1992","Bavaria","Urban Area","15","","","","1"
"Low transfer dependency","1992","Bavaria","Rural Area","23","","","","1"
"Low transfer dependency","1992","Berlin","Urban Area","37","0.0413338115530846","0.02521675552178","0.0574508675843892","1"
"Low transfer dependency","1992","Berlin","Rural Area","","","","","1"
"Low transfer dependency","1992","Brandenburg","Urban Area","","","","","1"
"Low transfer dependency","1992","Brandenburg","Rural Area","55","0.0787441341289735","0.0569370036549169","0.10055126460303","1"
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","Urban Area","3","","","","1"
"Low transfer dependency","1992","Thuringia","Urban Area","10","","","","1"
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","Rural Area","46","0.118836888171423","0.0852694828660031","0.152404293476843","1"
"Low transfer dependency","1992","Saxony","Urban Area","53","0.0808492947887469","0.0587211352433601","0.102977454334134","1"
"Low transfer dependency","1992","Saxony-Anhalt","Rural Area","42","0.0883376298556663","0.0640395288261009","0.112635730885232","1"
"Low transfer dependency","1992","Thuringia","Rural Area","61","0.107356055264704","0.0794582572929688","0.135253853236439","1"
"Low transfer dependency","1992","Saxony","Rural Area","48","0.076223782830158","0.0539864310982039","0.0984611345621121","1"
"Low transfer dependency","1992","Saxony-Anhalt","Urban Area","26","","","","1"
"Very high transfer dependency","1992","Schleswig-Holstein","Rural Area","1","","","","3"
"Very high transfer dependency","1992","Schleswig-Holstein","Urban Area","4","","","","3"
"Very high transfer dependency","1992","Hamburg","Urban Area","4","","","","3"
"Very high transfer dependency","1992","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","1992","Lower Saxony","Rural Area","14","","","","3"
"Very high transfer dependency","1992","Bremen","Urban Area","1","","","","3"
"Very high transfer dependency","1992","Lower Saxony","Urban Area","4","","","","3"
"Very high transfer dependency","1992","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","1992","Hesse","Urban Area","10","","","","3"
"Very high transfer dependency","1992","North Rhine-Westphalia","Urban Area","36","0.0148618988296461","0.0100871643617894","0.0196366332975028","3"
"Very high transfer dependency","1992","North Rhine-Westphalia","Rural Area","1","","","","3"
"Very high transfer dependency","1992","Hesse","Rural Area","1","","","","3"
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Urban Area","5","","","","3"
"Very high transfer dependency","1992","Baden-Württemberg","Rural Area","2","","","","3"
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","Rural Area","1","","","","3"
"Very high transfer dependency","1992","Baden-Württemberg","Urban Area","15","","","","3"
"Very high transfer dependency","1992","Bavaria","Urban Area","5","","","","3"
"Very high transfer dependency","1992","Bavaria","Rural Area","10","","","","3"
"Very high transfer dependency","1992","Berlin","Urban Area","18","","","","3"
"Very high transfer dependency","1992","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","1992","Brandenburg","Urban Area","","","","","3"
"Very high transfer dependency","1992","Brandenburg","Rural Area","2","","","","3"
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Urban Area","2","","","","3"
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Very high transfer dependency","1992","Saxony","Urban Area","6","","","","3"
"Very high transfer dependency","1992","Saxony","Rural Area","4","","","","3"
"Very high transfer dependency","1992","Saxony-Anhalt","Urban Area","","","","","3"
"Very high transfer dependency","1992","Saxony-Anhalt","Rural Area","5","","","","3"
"Very high transfer dependency","1992","Thuringia","Urban Area","2","","","","3"
"Very high transfer dependency","1992","Thuringia","Rural Area","5","","","","3"
"Very low transfer dependency","1992","Schleswig-Holstein","Urban Area","127","0.915524904645048","0.869458586789187","0.96159122250091","0"
"Very low transfer dependency","1992","Schleswig-Holstein","Rural Area","122","0.957131262512899","0.922310962199952","0.991951562825847","0"
"Very low transfer dependency","1992","Hamburg","Urban Area","144","0.956722888693632","0.924267872386235","0.989177905001028","0"
"Very low transfer dependency","1992","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","1992","Lower Saxony","Urban Area","492","0.962252358808254","0.945808162922966","0.978696554693542","0"
"Very low transfer dependency","1992","Lower Saxony","Rural Area","411","0.926472952284693","0.902277470955561","0.950668433613824","0"
"Very low transfer dependency","1992","Bremen","Urban Area","87","0.947533786930226","0.902218594506263","0.99284897935419","0"
"Very low transfer dependency","1992","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","1992","North Rhine-Westphalia","Urban Area","2323","0.957100308118592","0.94910437172388","0.965096244513303","0"
"Very low transfer dependency","1992","North Rhine-Westphalia","Rural Area","63","0.929634524831395","0.867457870811488","0.991811178851301","0"
"Very low transfer dependency","1992","Hesse","Urban Area","776","0.961103228644553","0.947845202904582","0.974361254384524","0"
"Very low transfer dependency","1992","Hesse","Rural Area","133","0.977173528446593","0.952255493709331","1.00209156318385","0"
"Very low transfer dependency","1992","Rhineland-Palatinate,Saarland","Urban Area","525","0.958934333871289","0.942334803969794","0.975533863772785","0"
"Very low transfer dependency","1992","Rhineland-Palatinate,Saarland","Rural Area","105","0.953425547514175","0.914046154296746","0.992804940731605","0"
"Very low transfer dependency","1992","Baden-Württemberg","Urban Area","1458","0.963379404932532","0.953952382368032","0.972806427497032","0"
"Very low transfer dependency","1992","Baden-Württemberg","Rural Area","222","0.970668534824505","0.949095238217451","0.992241831431558","0"
"Very low transfer dependency","1992","Bavaria","Urban Area","813","0.975186704860474","0.964648382759981","0.985725026960967","0"
"Very low transfer dependency","1992","Bavaria","Rural Area","772","0.952006363319897","0.937286040408913","0.966726686230881","0"
"Very low transfer dependency","1992","Berlin","Urban Area","511","0.904638063710549","0.880857385188027","0.928418742233072","0"
"Very low transfer dependency","1992","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","1992","Brandenburg","Urban Area","61","1","1","1","0"
"Very low transfer dependency","1992","Brandenburg","Rural Area","512","0.889622036517029","0.864250706318861","0.914993366715197","0"
"Very low transfer dependency","1992","Mecklenburg-Western Pomerania","Urban Area","41","0.858867880787481","0.758256922057892","0.959478839517069","0"
"Very low transfer dependency","1992","Mecklenburg-Western Pomerania","Rural Area","308","0.872782229319963","0.838216890293953","0.907347568345974","0"
"Very low transfer dependency","1992","Saxony","Urban Area","507","0.875804862750462","0.849033542727765","0.902576182773158","0"
"Very low transfer dependency","1992","Saxony","Rural Area","481","0.896481098880801","0.870952038930688","0.922010158830914","0"
"Very low transfer dependency","1992","Saxony-Anhalt","Urban Area","214","0.911043337190647","0.875101660855504","0.946985013525789","0"
"Very low transfer dependency","1992","Saxony-Anhalt","Rural Area","477","0.900049391540147","0.874368603876358","0.925730179203936","0"
"Very low transfer dependency","1992","Thuringia","Urban Area","164","0.915295492111471","0.874159149097544","0.956431835125398","0"
"Very low transfer dependency","1992","Thuringia","Rural Area","403","0.861626595545026","0.830509189881242","0.89274400120881","0"
"High transfer dependency","1993","Schleswig-Holstein","Urban Area","3","","","","2"
"High transfer dependency","1993","Schleswig-Holstein","Rural Area","","","","","2"
"High transfer dependency","1993","Hamburg","Urban Area","4","","","","2"
"High transfer dependency","1993","Hamburg","Rural Area","","","","","2"
"High transfer dependency","1993","Lower Saxony","Rural Area","8","","","","2"
"High transfer dependency","1993","Lower Saxony","Urban Area","4","","","","2"
"High transfer dependency","1993","Bremen","Urban Area","3","","","","2"
"High transfer dependency","1993","Bremen","Rural Area","","","","","2"
"High transfer dependency","1993","North Rhine-Westphalia","Urban Area","27","","","","2"
"High transfer dependency","1993","North Rhine-Westphalia","Rural Area","1","","","","2"
"High transfer dependency","1993","Hesse","Urban Area","9","","","","2"
"High transfer dependency","1993","Hesse","Rural Area","2","","","","2"
"High transfer dependency","1993","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"High transfer dependency","1993","Rhineland-Palatinate,Saarland","Urban Area","8","","","","2"
"High transfer dependency","1993","Baden-Württemberg","Urban Area","17","","","","2"
"High transfer dependency","1993","Baden-Württemberg","Rural Area","1","","","","2"
"High transfer dependency","1993","Bavaria","Rural Area","12","","","","2"
"High transfer dependency","1993","Berlin","Urban Area","18","","","","2"
"High transfer dependency","1993","Bavaria","Urban Area","2","","","","2"
"High transfer dependency","1993","Berlin","Rural Area","","","","","2"
"High transfer dependency","1993","Brandenburg","Urban Area","","","","","2"
"High transfer dependency","1993","Brandenburg","Rural Area","16","","","","2"
"High transfer dependency","1993","Mecklenburg-Western Pomerania","Rural Area","7","","","","2"
"High transfer dependency","1993","Mecklenburg-Western Pomerania","Urban Area","1","","","","2"
"High transfer dependency","1993","Saxony","Urban Area","21","","","","2"
"High transfer dependency","1993","Saxony","Rural Area","15","","","","2"
"High transfer dependency","1993","Saxony-Anhalt","Urban Area","8","","","","2"
"High transfer dependency","1993","Saxony-Anhalt","Rural Area","11","","","","2"
"High transfer dependency","1993","Thuringia","Urban Area","2","","","","2"
"High transfer dependency","1993","Thuringia","Rural Area","12","","","","2"
"Low transfer dependency","1993","Schleswig-Holstein","Urban Area","12","","","","1"
"Low transfer dependency","1993","Schleswig-Holstein","Rural Area","7","","","","1"
"Low transfer dependency","1993","Hamburg","Urban Area","","","","","1"
"Low transfer dependency","1993","Lower Saxony","Rural Area","13","","","","1"
"Low transfer dependency","1993","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","1993","Lower Saxony","Urban Area","26","","","","1"
"Low transfer dependency","1993","Bremen","Rural Area","","","","","1"
"Low transfer dependency","1993","Bremen","Urban Area","1","","","","1"
"Low transfer dependency","1993","North Rhine-Westphalia","Urban Area","74","0.0262785473903745","0.019934107197023","0.032622987583726","1"
"Low transfer dependency","1993","North Rhine-Westphalia","Rural Area","1","","","","1"
"Low transfer dependency","1993","Hesse","Urban Area","26","","","","1"
"Low transfer dependency","1993","Hesse","Rural Area","3","","","","1"
"Low transfer dependency","1993","Rhineland-Palatinate,Saarland","Urban Area","13","","","","1"
"Low transfer dependency","1993","Rhineland-Palatinate,Saarland","Rural Area","2","","","","1"
"Low transfer dependency","1993","Baden-Württemberg","Urban Area","43","0.0168932544953851","0.0104858877315023","0.023300621259268","1"
"Low transfer dependency","1993","Baden-Württemberg","Rural Area","16","","","","1"
