"transab_cat2","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1994","Not Working","middle vocational","95","0.041161377128502","0.03277758066134","0.0495451735956641"
"Very high transfer dependency","1994","Not Working","vocational + Abi","7","","",""
"Very high transfer dependency","1994","Not Working","higher vocational","4","","",""
"Very high transfer dependency","1994","Not Working","higher education","11","","",""
"Very low transfer dependency","1995","Full Time","in school","5","","",""
"Very low transfer dependency","1995","Full Time","inadequately","171","0.976482928989748","0.953966609114046","0.998999248865451"
"Very low transfer dependency","1995","Full Time","general elemantary","712","0.948873944943023","0.933152667915765","0.964595221970281"
"Very low transfer dependency","1995","Full Time","middle vocational","2981","0.967182610846116","0.960924189709041","0.973441031983191"
"Very low transfer dependency","1995","Full Time","vocational + Abi","226","0.968682892229439","0.946647331389168","0.990718453069709"
"Very low transfer dependency","1995","Full Time","higher vocational","433","0.986275947990769","0.9754297543176","0.997122141663939"
"Very low transfer dependency","1995","Full Time","higher education","1042","0.985952959964466","0.978881684027423","0.993024235901509"
"Very low transfer dependency","1995","Part Time","in school","4","","",""
"Very low transfer dependency","1995","Part Time","inadequately","86","0.884723889198323","0.822442120241332","0.947005658155314"
"Very low transfer dependency","1995","Part Time","general elemantary","441","0.87618499514694","0.847429730558551","0.904940259735329"
"Very low transfer dependency","1995","Part Time","middle vocational","1181","0.880326376235536","0.863088624747491","0.897564127723581"
"Very low transfer dependency","1995","Part Time","vocational + Abi","96","0.887422564144839","0.828085541360511","0.946759586929166"
"Very low transfer dependency","1995","Part Time","higher vocational","115","0.935589320210386","0.893390725922208","0.977787914498565"
"Very low transfer dependency","1995","Part Time","higher education","293","0.922479693719283","0.893406512324777","0.951552875113788"
"Very low transfer dependency","1995","Not Working","in school","242","0.893563511485895","0.857047713840146","0.930079309131645"
"Very low transfer dependency","1995","Not Working","inadequately","195","0.690867029006709","0.634476244648933","0.747257813364485"
"Very low transfer dependency","1995","Not Working","general elemantary","1053","0.892976861183048","0.875756323261843","0.910197399104253"
"Very low transfer dependency","1995","Not Working","middle vocational","1871","0.879790024793438","0.866304548894388","0.893275500692488"
"Very low transfer dependency","1995","Not Working","vocational + Abi","91","0.69276414693895","0.612841151014497","0.772687142863404"
"Very low transfer dependency","1995","Not Working","higher vocational","165","0.899835571277203","0.857147195752653","0.942523946801753"
"Very low transfer dependency","1995","Not Working","higher education","307","0.867823245392103","0.833078043435089","0.902568447349117"
"Low transfer dependency","1995","Full Time","in school","1","","",""
"Low transfer dependency","1995","Full Time","inadequately","3","","",""
"Low transfer dependency","1995","Full Time","general elemantary","29","","",""
"Low transfer dependency","1995","Full Time","middle vocational","116","0.0286357167782851","0.0227769848739249","0.0344944486826454"
"Low transfer dependency","1995","Full Time","vocational + Abi","12","","",""
"Low transfer dependency","1995","Full Time","higher vocational","9","","",""
"Low transfer dependency","1995","Full Time","higher education","22","","",""
"Low transfer dependency","1995","Part Time","in school","","","",""
"Low transfer dependency","1995","Part Time","inadequately","10","","",""
"Low transfer dependency","1995","Part Time","general elemantary","44","0.0849538247308127","0.0606124111237361","0.109295238337889"
"Low transfer dependency","1995","Part Time","middle vocational","120","0.0792830801491724","0.0649343702090097","0.0936317900893352"
"Low transfer dependency","1995","Part Time","vocational + Abi","8","","",""
"Low transfer dependency","1995","Part Time","higher vocational","9","","",""
"Low transfer dependency","1995","Part Time","higher education","23","","",""
"Low transfer dependency","1995","Not Working","in school","15","","",""
"Low transfer dependency","1995","Not Working","inadequately","24","","",""
"Low transfer dependency","1995","Not Working","general elemantary","72","0.0338433398630915","0.0237705876094259","0.0439160921167571"
"Low transfer dependency","1995","Not Working","middle vocational","183","0.049679327749654","0.0406692310893718","0.0586894244099362"
"Low transfer dependency","1995","Not Working","vocational + Abi","13","","",""
"Low transfer dependency","1995","Not Working","higher vocational","9","","",""
"Low transfer dependency","1995","Not Working","higher education","23","","",""
"High transfer dependency","1995","Full Time","in school","","","",""
"High transfer dependency","1995","Full Time","inadequately","","","",""
"High transfer dependency","1995","Full Time","general elemantary","11","","",""
"High transfer dependency","1995","Full Time","middle vocational","16","","",""
"High transfer dependency","1995","Full Time","vocational + Abi","1","","",""
"High transfer dependency","1995","Full Time","higher vocational","","","",""
"High transfer dependency","1995","Full Time","higher education","","","",""
"High transfer dependency","1995","Part Time","in school","","","",""
"High transfer dependency","1995","Part Time","inadequately","3","","",""
"High transfer dependency","1995","Part Time","general elemantary","11","","",""
"High transfer dependency","1995","Part Time","middle vocational","45","0.0300407530815355","0.0209752546126824","0.0391062515503885"
"High transfer dependency","1995","Part Time","vocational + Abi","3","","",""
"High transfer dependency","1995","Part Time","higher vocational","2","","",""
"High transfer dependency","1995","Part Time","higher education","5","","",""
"High transfer dependency","1995","Not Working","in school","9","","",""
"High transfer dependency","1995","Not Working","inadequately","17","","",""
"High transfer dependency","1995","Not Working","general elemantary","41","0.0278023611209357","0.0186442504026442","0.0369604718392272"
"High transfer dependency","1995","Not Working","middle vocational","58","0.0202285559164305","0.0143907273739661","0.0260663844588949"
"High transfer dependency","1995","Not Working","vocational + Abi","6","","",""
"High transfer dependency","1995","Not Working","higher vocational","1","","",""
"High transfer dependency","1995","Not Working","higher education","9","","",""
"Very high transfer dependency","1995","Full Time","in school","","","",""
"Very high transfer dependency","1995","Full Time","inadequately","","","",""
"Very high transfer dependency","1995","Full Time","general elemantary","2","","",""
"Very high transfer dependency","1995","Full Time","middle vocational","","","",""
"Very high transfer dependency","1995","Full Time","vocational + Abi","1","","",""
"Very high transfer dependency","1995","Full Time","higher vocational","","","",""
"Very high transfer dependency","1995","Full Time","higher education","","","",""
"Very high transfer dependency","1995","Part Time","in school","","","",""
"Very high transfer dependency","1995","Part Time","inadequately","2","","",""
"Very high transfer dependency","1995","Part Time","general elemantary","8","","",""
"Very high transfer dependency","1995","Part Time","middle vocational","16","","",""
"Very high transfer dependency","1995","Part Time","vocational + Abi","2","","",""
"Very high transfer dependency","1995","Part Time","higher vocational","4","","",""
"Very high transfer dependency","1995","Part Time","higher education","4","","",""
"Very high transfer dependency","1995","Not Working","in school","8","","",""
"Very high transfer dependency","1995","Not Working","inadequately","22","","",""
