"transab_cat2","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1995","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Very high transfer dependency","1995","Single parent ","in school","2","","","","3"
"Very high transfer dependency","1995","Single parent ","inadequately","2","","","","3"
"Very high transfer dependency","1995","Single parent ","general elemantary","9","","","","3"
"Very high transfer dependency","1995","Couple + C. LE 16 ","higher vocational","6","","","","3"
"Very high transfer dependency","1995","Single parent ","middle vocational","29","","","","3"
"Very high transfer dependency","1995","Single parent ","vocational + Abi","4","","","","3"
"Very high transfer dependency","1995","Single parent ","higher vocational","","","","","3"
"Very high transfer dependency","1995","Single parent ","higher education","2","","","","3"
"Very high transfer dependency","1995","Couple + C. LE 16 ","in school","","","","","3"
"Very high transfer dependency","1995","Couple + C. LE 16 ","inadequately","9","","","","3"
"Very high transfer dependency","1995","Couple + C. LE 16 ","general elemantary","24","","","","3"
"Very high transfer dependency","1995","Couple + C. LE 16 ","middle vocational","40","0.022542036337816","0.0154397573144945","0.0296443153611375","3"
"Very high transfer dependency","1995","Couple + C. LE 16 ","vocational + Abi","8","","","","3"
"Very high transfer dependency","1995","Couple + C. LE and GT 16","higher vocational","3","","","","3"
"Very high transfer dependency","1995","Couple + C. LE and GT 16","higher education","5","","","","3"
"Very low transfer dependency","1995","Single parent ","inadequately","19","","","","0"
"Very low transfer dependency","1995","Single parent ","general elemantary","112","0.81187834358424","0.747824536446785","0.875932150721695","0"
"Very low transfer dependency","1995","Single parent ","middle vocational","228","0.805295564341246","0.760109693223208","0.850481435459284","0"
"Very low transfer dependency","1995","Single parent ","vocational + Abi","8","","","","0"
"Very low transfer dependency","1995","Single parent ","higher vocational","17","","","","0"
"Very low transfer dependency","1995","Single parent ","higher education","58","0.898548968521099","0.826787264429661","0.970310672612537","0"
"Very low transfer dependency","1995","Couple + C. LE 16 ","in school","2","","","","0"
"Very low transfer dependency","1995","Couple + C. LE 16 ","inadequately","71","0.724155893088502","0.632327859461226","0.815983926715777","0"
"Very low transfer dependency","1995","Couple + C. LE 16 ","general elemantary","321","0.850700918036906","0.815102168279917","0.886299667793895","0"
"Very low transfer dependency","1995","1-pers.-HH","in school","","","","","0"
"Very low transfer dependency","1995","1-pers.-HH","inadequately","27","","","","0"
"Very low transfer dependency","1995","1-pers.-HH","general elemantary","345","0.927779817553067","0.901545846139506","0.954013788966628","0"
"Very low transfer dependency","1995","1-pers.-HH","middle vocational","673","0.912683756075242","0.892316731222392","0.933050780928092","0"
"Very low transfer dependency","1995","1-pers.-HH","vocational + Abi","55","0.842313140847959","0.751596536462227","0.933029745233692","0"
"Very low transfer dependency","1995","1-pers.-HH","higher vocational","56","0.921924611155877","0.85403907566088","0.989810146650875","0"
"Very low transfer dependency","1995","1-pers.-HH","higher education","162","0.94419061501662","0.910082562352736","0.978298667680503","0"
"Very low transfer dependency","1995","(Married) couple without C. ","in school","","","","","0"
"Very low transfer dependency","1995","(Married) couple without C. ","inadequately","68","0.922304553639612","0.862121218048464","0.982487889230761","0"
"Very low transfer dependency","1995","(Married) couple without C. ","general elemantary","566","0.945902795151235","0.927892432970082","0.963913157332388","0"
"Very low transfer dependency","1995","(Married) couple without C. ","middle vocational","1766","0.947439445286619","0.937386843364585","0.957492047208652","0"
"Very low transfer dependency","1995","(Married) couple without C. ","vocational + Abi","110","0.919743692601056","0.871533244098155","0.967954141103957","0"
"Very low transfer dependency","1995","(Married) couple without C. ","higher vocational","238","0.972221452898108","0.951850307421497","0.992592598374719","0"
"Very low transfer dependency","1995","(Married) couple without C. ","higher education","468","0.964851481448666","0.948479030314705","0.981223932582627","0"
"Very low transfer dependency","1995","Single parent ","in school","26","","","","0"
"Very low transfer dependency","1995","Couple + C. LE 16 ","middle vocational","1442","0.875145587772159","0.859329676722763","0.890961498821554","0"
"Very low transfer dependency","1995","Couple + C. LE 16 ","vocational + Abi","138","0.866441386081198","0.81389526056765","0.918987511594746","0"
"Very low transfer dependency","1995","Couple + C. LE 16 ","higher vocational","215","0.946243951443117","0.917284831645169","0.975203071241066","0"
"Very low transfer dependency","1995","Couple + C. LE 16 ","higher education","496","0.946433920463806","0.927210402719342","0.96565743820827","0"
"Very low transfer dependency","1995","Couple + C. GT 16 ","in school","100","0.967072990125306","0.93277748567587","1.00136849457474","0"
"Very low transfer dependency","1995","Couple + C. GT 16 ","inadequately","131","0.88316700150531","0.833080150760915","0.933253852249706","0"
"Very low transfer dependency","1995","Couple + C. GT 16 ","general elemantary","459","0.883373951161068","0.855598604755439","0.911149297566697","0"
"Very low transfer dependency","1995","Couple + C. GT 16 ","middle vocational","1172","0.946928381499644","0.934465965053954","0.959390797945335","0"
"Very low transfer dependency","1995","Couple + C. GT 16 ","vocational + Abi","55","0.896569758061794","0.822539847305478","0.970599668818109","0"
"Very low transfer dependency","1995","Couple + C. GT 16 ","higher vocational","98","0.967259113648154","0.932891758566917","1.00162646872939","0"
"Very low transfer dependency","1995","Couple + C. GT 16 ","higher education","240","0.955831886487267","0.930613158160093","0.98105061481444","0"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","in school","117","0.923260595880571","0.878023612943991","0.968497578817151","0"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","inadequately","79","0.89607065649045","0.831945463585549","0.960195849395352","0"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","general elemantary","245","0.892841304665718","0.856803716436454","0.928878892894982","0"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","middle vocational","430","0.922283227696978","0.898505347010723","0.946061108383232","0"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","vocational + Abi","26","","","","0"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","higher vocational","49","0.894197019225487","0.811388366902786","0.977005671548189","0"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","higher education","129","0.896194321355285","0.845850035510835","0.946538607199736","0"
"High transfer dependency","1996","1-pers.-HH","in school","","","","","2"
"High transfer dependency","1996","Single parent ","inadequately","1","","","","2"
"High transfer dependency","1996","Single parent ","general elemantary","9","","","","2"
"High transfer dependency","1996","Single parent ","middle vocational","17","","","","2"
"High transfer dependency","1996","Single parent ","vocational + Abi","","","","","2"
"High transfer dependency","1996","Single parent ","higher vocational","","","","","2"
"High transfer dependency","1996","Single parent ","higher education","3","","","","2"
"High transfer dependency","1996","Couple + C. LE 16 ","in school","","","","","2"
"High transfer dependency","1996","Couple + C. LE 16 ","inadequately","4","","","","2"
"High transfer dependency","1996","Couple + C. LE 16 ","general elemantary","18","","","","2"
"High transfer dependency","1996","1-pers.-HH","inadequately","1","","","","2"
"High transfer dependency","1996","1-pers.-HH","general elemantary","5","","","","2"
"High transfer dependency","1996","1-pers.-HH","middle vocational","13","","","","2"
"High transfer dependency","1996","1-pers.-HH","vocational + Abi","2","","","","2"
"High transfer dependency","1996","1-pers.-HH","higher vocational","2","","","","2"
"High transfer dependency","1996","1-pers.-HH","higher education","2","","","","2"
"High transfer dependency","1996","(Married) couple without C. ","in school","","","","","2"
"High transfer dependency","1996","(Married) couple without C. ","inadequately","2","","","","2"
"High transfer dependency","1996","(Married) couple without C. ","general elemantary","15","","","","2"
"High transfer dependency","1996","(Married) couple without C. ","middle vocational","41","0.0159866645705513","0.0104112215200573","0.0215621076210453","2"
"High transfer dependency","1996","(Married) couple without C. ","vocational + Abi","2","","","","2"
"High transfer dependency","1996","(Married) couple without C. ","higher vocational","3","","","","2"
"High transfer dependency","1996","(Married) couple without C. ","higher education","5","","","","2"
"High transfer dependency","1996","Single parent ","in school","3","","","","2"
"High transfer dependency","1996","Couple + C. LE 16 ","middle vocational","37","0.021752943012131","0.014566881678145","0.028939004346117","2"
"High transfer dependency","1996","Couple + C. LE 16 ","vocational + Abi","1","","","","2"
"High transfer dependency","1996","Couple + C. LE 16 ","higher vocational","1","","","","2"
"High transfer dependency","1996","Couple + C. LE 16 ","higher education","1","","","","2"
"High transfer dependency","1996","Couple + C. GT 16 ","in school","","","","","2"
"High transfer dependency","1996","Couple + C. GT 16 ","inadequately","6","","","","2"
"High transfer dependency","1996","Couple + C. GT 16 ","general elemantary","12","","","","2"
"High transfer dependency","1996","Couple + C. GT 16 ","middle vocational","27","","","","2"
"High transfer dependency","1996","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"High transfer dependency","1996","Couple + C. GT 16 ","higher vocational","2","","","","2"
"High transfer dependency","1996","Couple + C. GT 16 ","higher education","3","","","","2"
"High transfer dependency","1996","Couple + C. LE and GT 16","in school","3","","","","2"
"High transfer dependency","1996","Couple + C. LE and GT 16","inadequately","1","","","","2"
