"transab_cat2","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1996","16-34 y.","in school","6","","",""
"High transfer dependency","1996","16-34 y.","inadequately","3","","",""
"High transfer dependency","1996","16-34 y.","general elemantary","38","0.0352089090978429","0.0228908639298609","0.0475269542658248"
"High transfer dependency","1996","16-34 y.","middle vocational","52","0.0242977250255078","0.0180975060786372","0.0304979439723784"
"High transfer dependency","1996","16-34 y.","vocational + Abi","3","","",""
"High transfer dependency","1996","16-34 y.","higher vocational","2","","",""
"High transfer dependency","1996","16-34 y.","higher education","3","","",""
"High transfer dependency","1996","35-65 y.","in school","","","",""
"High transfer dependency","1996","35-65 y.","inadequately","13","","",""
"High transfer dependency","1996","35-65 y.","general elemantary","31","0.0300452146225807","0.0197146574096882","0.0403757718354732"
"High transfer dependency","1996","35-65 y.","middle vocational","115","0.0276018682195369","0.0221366942085497","0.033067042230524"
"High transfer dependency","1996","35-65 y.","vocational + Abi","2","","",""
"High transfer dependency","1996","35-65 y.","higher vocational","8","","",""
"High transfer dependency","1996","35-65 y.","higher education","13","","",""
"High transfer dependency","1996","66 and older","in school","","","",""
"High transfer dependency","1996","66 and older","inadequately","1","","",""
"High transfer dependency","1996","66 and older","general elemantary","3","","",""
"High transfer dependency","1996","66 and older","middle vocational","1","","",""
"High transfer dependency","1996","66 and older","vocational + Abi","","","",""
"High transfer dependency","1996","66 and older","higher vocational","","","",""
"High transfer dependency","1996","66 and older","higher education","","","",""
"Very high transfer dependency","1996","16-34 y.","in school","11","","",""
"Very high transfer dependency","1996","16-34 y.","inadequately","9","","",""
"Very high transfer dependency","1996","16-34 y.","general elemantary","38","0.0459647181135429","0.0319690581005416","0.0599603781265442"
"Very high transfer dependency","1996","16-34 y.","middle vocational","49","0.0211687351202368","0.0153722205563847","0.0269652496840889"
"Very high transfer dependency","1996","16-34 y.","vocational + Abi","7","","",""
"Very high transfer dependency","1996","16-34 y.","higher vocational","3","","",""
"Very high transfer dependency","1996","16-34 y.","higher education","8","","",""
"Very high transfer dependency","1996","35-65 y.","in school","","","",""
"Very high transfer dependency","1996","35-65 y.","inadequately","21","","",""
"Very high transfer dependency","1996","35-65 y.","general elemantary","39","0.0367105493899842","0.0253307608775848","0.0480903379023836"
"Very high transfer dependency","1996","35-65 y.","middle vocational","88","0.0287603572407077","0.0231849956880032","0.0343357187934122"
"Very high transfer dependency","1996","35-65 y.","vocational + Abi","3","","",""
"Very high transfer dependency","1996","35-65 y.","higher vocational","10","","",""
"Very high transfer dependency","1996","35-65 y.","higher education","19","","",""
"Very high transfer dependency","1996","66 and older","in school","","","",""
"Very high transfer dependency","1996","66 and older","inadequately","1","","",""
"Very high transfer dependency","1996","66 and older","general elemantary","2","","",""
"Very high transfer dependency","1996","66 and older","middle vocational","2","","",""
"Very high transfer dependency","1996","66 and older","vocational + Abi","1","","",""
"Very high transfer dependency","1996","66 and older","higher vocational","1","","",""
"Very high transfer dependency","1996","66 and older","higher education","1","","",""
"Very low transfer dependency","1997","16-34 y.","in school","279","0.891057203291265","0.856485335246147","0.925629071336382"
"Very low transfer dependency","1997","16-34 y.","inadequately","68","0.620494193142782","0.522913395930134","0.71807499035543"
"Very low transfer dependency","1997","16-34 y.","general elemantary","689","0.805888920470423","0.779516258107081","0.832261582833765"
"Very low transfer dependency","1997","16-34 y.","middle vocational","1881","0.841266880004255","0.826154116470008","0.856379643538502"
"Very low transfer dependency","1997","16-34 y.","vocational + Abi","225","0.809301128909166","0.761549240478662","0.857053017339669"
"Very low transfer dependency","1997","16-34 y.","higher vocational","201","0.966752230958304","0.942731841183965","0.990772620732643"
"Very low transfer dependency","1997","16-34 y.","higher education","376","0.952915305881211","0.932260342159162","0.97357026960326"
"Very low transfer dependency","1997","35-65 y.","in school","","","",""
"Very low transfer dependency","1997","35-65 y.","inadequately","253","0.793212339225912","0.749044732127358","0.837379946324465"
"Very low transfer dependency","1997","35-65 y.","general elemantary","810","0.827559243009301","0.804027721930728","0.851090764087875"
"Very low transfer dependency","1997","35-65 y.","middle vocational","2938","0.875006350321421","0.863895003756953","0.886117696885889"
"Very low transfer dependency","1997","35-65 y.","vocational + Abi","144","0.888192558070451","0.840821558266651","0.935563557874251"
"Very low transfer dependency","1997","35-65 y.","higher vocational","420","0.899102399696107","0.871548267016119","0.926656532376095"
"Very low transfer dependency","1997","35-65 y.","higher education","1075","0.912032947467839","0.895966819874521","0.928099075061157"
"Very low transfer dependency","1997","66 and older","in school","","","",""
"Very low transfer dependency","1997","66 and older","inadequately","40","0.859160408021927","0.758636657867182","0.959684158176672"
"Very low transfer dependency","1997","66 and older","general elemantary","462","0.958735543621723","0.940867290629476","0.976603796613969"
"Very low transfer dependency","1997","66 and older","middle vocational","784","0.978052350340826","0.967918712518757","0.988185988162896"
"Very low transfer dependency","1997","66 and older","vocational + Abi","25","","",""
"Very low transfer dependency","1997","66 and older","higher vocational","80","0.976976119342761","0.944514333995826","1.0094379046897"
"Very low transfer dependency","1997","66 and older","higher education","164","0.990299232777988","0.975433849251691","1.00516461630429"
"Low transfer dependency","1997","16-34 y.","in school","19","","",""
"Low transfer dependency","1997","16-34 y.","inadequately","13","","",""
"Low transfer dependency","1997","16-34 y.","general elemantary","87","0.0897644329958293","0.0707045484129674","0.108824317578691"
"Low transfer dependency","1997","16-34 y.","middle vocational","235","0.0912592274133524","0.0793495056386181","0.103168949188087"
"Low transfer dependency","1997","16-34 y.","vocational + Abi","21","","",""
"Low transfer dependency","1997","16-34 y.","higher vocational","10","","",""
"Low transfer dependency","1997","16-34 y.","higher education","20","","",""
"Low transfer dependency","1997","35-65 y.","in school","","","",""
"Low transfer dependency","1997","35-65 y.","inadequately","43","0.113593717272605","0.0789885941684093","0.148198840376801"
"Low transfer dependency","1997","35-65 y.","general elemantary","103","0.0845251307596593","0.0671972028349314","0.101853058684387"
"Low transfer dependency","1997","35-65 y.","middle vocational","266","0.0641841375029655","0.0559498472317372","0.0724184277741938"
"Low transfer dependency","1997","35-65 y.","vocational + Abi","16","","",""
"Low transfer dependency","1997","35-65 y.","higher vocational","30","0.0709368193567368","0.0474512967495138","0.0944223419639598"
"Low transfer dependency","1997","35-65 y.","higher education","77","0.0535907741030761","0.0408166707559272","0.066364877450225"
"Low transfer dependency","1997","66 and older","in school","","","",""
"Low transfer dependency","1997","66 and older","inadequately","3","","",""
"Low transfer dependency","1997","66 and older","general elemantary","7","","",""
"Low transfer dependency","1997","66 and older","middle vocational","16","","",""
"Low transfer dependency","1997","66 and older","vocational + Abi","1","","",""
"Low transfer dependency","1997","66 and older","higher vocational","1","","",""
"Low transfer dependency","1997","66 and older","higher education","2","","",""
"High transfer dependency","1997","16-34 y.","in school","6","","",""
"High transfer dependency","1997","16-34 y.","inadequately","4","","",""
"High transfer dependency","1997","16-34 y.","general elemantary","39","0.0382039155036323","0.0254222731856976","0.0509855578215669"
"High transfer dependency","1997","16-34 y.","middle vocational","62","0.0337429886424106","0.0262753839992155","0.0412105932856057"
"High transfer dependency","1997","16-34 y.","vocational + Abi","6","","",""
"High transfer dependency","1997","16-34 y.","higher vocational","2","","",""
"High transfer dependency","1997","16-34 y.","higher education","4","","",""
"High transfer dependency","1997","35-65 y.","in school","","","",""
"High transfer dependency","1997","35-65 y.","inadequately","10","","",""
"High transfer dependency","1997","35-65 y.","general elemantary","35","0.039455631404588","0.0273289014178942","0.0515823613912818"
"High transfer dependency","1997","35-65 y.","middle vocational","100","0.0258416409494964","0.0205108464466502","0.0311724354523427"
"High transfer dependency","1997","35-65 y.","vocational + Abi","6","","",""
"High transfer dependency","1997","35-65 y.","higher vocational","6","","",""
