"transab_cat2","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1995","Saxony-Anhalt","Other degree","","","",""
"High transfer dependency","1995","Saxony-Anhalt","no degree/no degree yet","2","","",""
"High transfer dependency","1995","Thuringia","lower secondary degree","4","","",""
"High transfer dependency","1995","Thuringia","secondary school degree","9","","",""
"High transfer dependency","1995","Thuringia","college entrance qualification","2","","",""
"High transfer dependency","1995","Thuringia","Other degree","","","",""
"High transfer dependency","1995","Thuringia","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","Schleswig-Holstein","lower secondary degree","2","","",""
"Very high transfer dependency","1995","Schleswig-Holstein","secondary school degree","2","","",""
"Very high transfer dependency","1995","Schleswig-Holstein","college entrance qualification","1","","",""
"Very high transfer dependency","1995","Schleswig-Holstein","Other degree","2","","",""
"Very high transfer dependency","1995","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","Hamburg","lower secondary degree","1","","",""
"Very high transfer dependency","1995","Hamburg","secondary school degree","","","",""
"Very high transfer dependency","1995","Hamburg","college entrance qualification","","","",""
"Very high transfer dependency","1995","Hamburg","Other degree","1","","",""
"Very high transfer dependency","1995","Hamburg","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","Lower Saxony","lower secondary degree","16","","",""
"Very high transfer dependency","1995","Lower Saxony","secondary school degree","2","","",""
"Very high transfer dependency","1995","Lower Saxony","college entrance qualification","4","","",""
"Very high transfer dependency","1995","Lower Saxony","Other degree","18","","",""
"Very high transfer dependency","1995","Lower Saxony","no degree/no degree yet","3","","",""
"Very high transfer dependency","1995","Bremen","lower secondary degree","","","",""
"Very high transfer dependency","1995","Bremen","secondary school degree","","","",""
"Very high transfer dependency","1995","Bremen","college entrance qualification","","","",""
"Very high transfer dependency","1995","Bremen","Other degree","2","","",""
"Very high transfer dependency","1995","Bremen","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","North Rhine-Westphalia","lower secondary degree","22","","",""
"Very high transfer dependency","1995","North Rhine-Westphalia","secondary school degree","6","","",""
"Very high transfer dependency","1995","North Rhine-Westphalia","college entrance qualification","12","","",""
"Very high transfer dependency","1995","North Rhine-Westphalia","Other degree","11","","",""
"Very high transfer dependency","1995","North Rhine-Westphalia","no degree/no degree yet","5","","",""
"Very high transfer dependency","1995","Hesse","lower secondary degree","4","","",""
"Very high transfer dependency","1995","Hesse","secondary school degree","3","","",""
"Very high transfer dependency","1995","Hesse","college entrance qualification","1","","",""
"Very high transfer dependency","1995","Hesse","Other degree","10","","",""
"Very high transfer dependency","1995","Hesse","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","Rhineland-Palatinate,Saarland","lower secondary degree","7","","",""
"Very high transfer dependency","1995","Rhineland-Palatinate,Saarland","secondary school degree","3","","",""
"Very high transfer dependency","1995","Rhineland-Palatinate,Saarland","college entrance qualification","3","","",""
"Very high transfer dependency","1995","Rhineland-Palatinate,Saarland","Other degree","10","","",""
"Very high transfer dependency","1995","Rhineland-Palatinate,Saarland","no degree/no degree yet","8","","",""
"Very high transfer dependency","1995","Baden-Württemberg","lower secondary degree","9","","",""
"Very high transfer dependency","1995","Baden-Württemberg","secondary school degree","1","","",""
"Very high transfer dependency","1995","Baden-Württemberg","college entrance qualification","3","","",""
"Very high transfer dependency","1995","Baden-Württemberg","Other degree","9","","",""
"Very high transfer dependency","1995","Baden-Württemberg","no degree/no degree yet","5","","",""
"Very high transfer dependency","1995","Bavaria","lower secondary degree","16","","",""
"Very high transfer dependency","1995","Bavaria","secondary school degree","2","","",""
"Very high transfer dependency","1995","Bavaria","college entrance qualification","3","","",""
"Very high transfer dependency","1995","Bavaria","Other degree","","","",""
"Very high transfer dependency","1995","Bavaria","no degree/no degree yet","3","","",""
"Very high transfer dependency","1995","Berlin","lower secondary degree","7","","",""
"Very high transfer dependency","1995","Berlin","secondary school degree","7","","",""
"Very high transfer dependency","1995","Berlin","college entrance qualification","","","",""
"Very high transfer dependency","1995","Berlin","Other degree","4","","",""
"Very high transfer dependency","1995","Berlin","no degree/no degree yet","3","","",""
"Very high transfer dependency","1995","Brandenburg","lower secondary degree","2","","",""
"Very high transfer dependency","1995","Brandenburg","secondary school degree","2","","",""
"Very high transfer dependency","1995","Brandenburg","college entrance qualification","2","","",""
"Very high transfer dependency","1995","Brandenburg","Other degree","","","",""
"Very high transfer dependency","1995","Brandenburg","no degree/no degree yet","1","","",""
"Very high transfer dependency","1995","Mecklenburg-Western Pomerania","lower secondary degree","7","","",""
"Very high transfer dependency","1995","Mecklenburg-Western Pomerania","secondary school degree","12","","",""
"Very high transfer dependency","1995","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very high transfer dependency","1995","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very high transfer dependency","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"Very high transfer dependency","1995","Saxony","lower secondary degree","17","","",""
"Very high transfer dependency","1995","Saxony","secondary school degree","15","","",""
"Very high transfer dependency","1995","Saxony","college entrance qualification","3","","",""
"Very high transfer dependency","1995","Saxony","Other degree","","","",""
"Very high transfer dependency","1995","Saxony","no degree/no degree yet","1","","",""
"Very high transfer dependency","1995","Saxony-Anhalt","lower secondary degree","7","","",""
"Very high transfer dependency","1995","Saxony-Anhalt","secondary school degree","2","","",""
"Very high transfer dependency","1995","Saxony-Anhalt","college entrance qualification","1","","",""
"Very high transfer dependency","1995","Saxony-Anhalt","Other degree","","","",""
"Very high transfer dependency","1995","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","Thuringia","lower secondary degree","7","","",""
"Very high transfer dependency","1995","Thuringia","secondary school degree","7","","",""
"Very high transfer dependency","1995","Thuringia","college entrance qualification","1","","",""
"Very high transfer dependency","1995","Thuringia","Other degree","","","",""
"Very high transfer dependency","1995","Thuringia","no degree/no degree yet","1","","",""
"Very low transfer dependency","1996","Schleswig-Holstein","lower secondary degree","128","0.935104093682812","0.894003586799672","0.976204600565952"
"Very low transfer dependency","1996","Schleswig-Holstein","secondary school degree","73","0.912022630080824","0.849951251335574","0.974094008826073"
"Very low transfer dependency","1996","Schleswig-Holstein","college entrance qualification","37","0.924003256568871","0.840836449253122","1.00717006388462"
"Very low transfer dependency","1996","Schleswig-Holstein","Other degree","8","","",""
"Very low transfer dependency","1996","Schleswig-Holstein","no degree/no degree yet","13","","",""
"Very low transfer dependency","1996","Hamburg","lower secondary degree","46","0.903033564991058","0.821820544352928","0.984246585629188"
"Very low transfer dependency","1996","Hamburg","secondary school degree","30","0.952716858086384","0.879179471689246","1.02625424448352"
"Very low transfer dependency","1996","Hamburg","college entrance qualification","20","","",""
"Very low transfer dependency","1996","Hamburg","Other degree","15","","",""
"Very low transfer dependency","1996","Hamburg","no degree/no degree yet","5","","",""
"Very low transfer dependency","1996","Lower Saxony","lower secondary degree","399","0.918716919523837","0.89306642273387","0.944367416313805"
"Very low transfer dependency","1996","Lower Saxony","secondary school degree","249","0.966289687599931","0.944351715592043","0.988227659607818"
"Very low transfer dependency","1996","Lower Saxony","college entrance qualification","149","0.949067624618875","0.914785708141789","0.98334954109596"
"Very low transfer dependency","1996","Lower Saxony","Other degree","67","0.682334802935066","0.588714537435396","0.775955068434736"
"Very low transfer dependency","1996","Lower Saxony","no degree/no degree yet","45","0.754565520428729","0.644756415789331","0.864374625068127"
"Very low transfer dependency","1996","Bremen","lower secondary degree","46","0.930820436117986","0.861176249961062","1.00046462227491"
