"transab_cat2","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2000","general elemantary","Female","2084","0.892276803291515","0.879865468471882","0.904688138111148"
"Very low transfer dependency","2000","middle vocational","Male","5535","0.899028393354967","0.891560635728775","0.906496150981158"
"Very low transfer dependency","2000","middle vocational","Female","5804","0.906331367435356","0.899263333700794","0.913399401169918"
"Very low transfer dependency","2000","vocational + Abi","Male","445","0.881160461167566","0.852909007285592","0.90941191504954"
"Very low transfer dependency","2000","vocational + Abi","Female","555","0.908086611390196","0.885216363132813","0.930956859647578"
"Very low transfer dependency","2000","higher vocational","Male","997","0.938117031810942","0.923713866760939","0.952520196860945"
"Very low transfer dependency","2000","higher vocational","Female","743","0.928335747137747","0.910573029697627","0.946098464577867"
"Very low transfer dependency","2000","higher education","Male","2031","0.943666734850424","0.933959167317617","0.95337430238323"
"Very low transfer dependency","2000","higher education","Female","1526","0.924654731009755","0.911953591396549","0.937355870622962"
"Low transfer dependency","2000","in school","Male","23","","",""
"Low transfer dependency","2000","in school","Female","22","","",""
"Low transfer dependency","2000","inadequately","Male","17","","",""
"Low transfer dependency","2000","inadequately","Female","25","","",""
"Low transfer dependency","2000","general elemantary","Male","89","0.0653089806498473","0.0510230491198362","0.0795949121798584"
"Low transfer dependency","2000","general elemantary","Female","168","0.0588109048144372","0.0493924111944743","0.0682293984344002"
"Low transfer dependency","2000","middle vocational","Male","447","0.0586039291287036","0.0527821807005422","0.064425677556865"
"Low transfer dependency","2000","middle vocational","Female","419","0.0511391714941429","0.0457955446720481","0.0564827983162376"
"Low transfer dependency","2000","vocational + Abi","Male","34","0.0702313469848599","0.0479220558144011","0.0925406381553188"
"Low transfer dependency","2000","vocational + Abi","Female","36","0.0505796462314941","0.033232221314903","0.0679270711480853"
"Low transfer dependency","2000","higher vocational","Male","47","0.0333572581159021","0.0226230001309104","0.0440915161008938"
"Low transfer dependency","2000","higher vocational","Female","50","0.0485100268831084","0.0337147380711895","0.0633053156950272"
"Low transfer dependency","2000","higher education","Male","87","0.0305029546530005","0.0232625500661174","0.0377433592398835"
"Low transfer dependency","2000","higher education","Female","84","0.0450266250259522","0.0350483555707088","0.0550048944811955"
"High transfer dependency","2000","in school","Male","7","","",""
"High transfer dependency","2000","in school","Female","7","","",""
"High transfer dependency","2000","inadequately","Male","11","","",""
"High transfer dependency","2000","inadequately","Female","11","","",""
"High transfer dependency","2000","general elemantary","Male","30","0.0234437847736162","0.0146949429696683","0.0321926265775641"
"High transfer dependency","2000","general elemantary","Female","57","0.0194823356317337","0.0139493149256976","0.0250153563377697"
"High transfer dependency","2000","middle vocational","Male","110","0.0153076666914602","0.0122646197368026","0.0183507136461177"
"High transfer dependency","2000","middle vocational","Female","144","0.0190324816408884","0.0157178670210336","0.0223470962607432"
"High transfer dependency","2000","vocational + Abi","Male","15","","",""
"High transfer dependency","2000","vocational + Abi","Female","11","","",""
"High transfer dependency","2000","higher vocational","Male","14","","",""
"High transfer dependency","2000","higher vocational","Female","11","","",""
"High transfer dependency","2000","higher education","Male","23","","",""
"High transfer dependency","2000","higher education","Female","16","","",""
"Very high transfer dependency","2000","in school","Male","8","","",""
"Very high transfer dependency","2000","in school","Female","9","","",""
"Very high transfer dependency","2000","inadequately","Male","15","","",""
"Very high transfer dependency","2000","inadequately","Female","29","","",""
"Very high transfer dependency","2000","general elemantary","Male","42","0.0370316811256139","0.0261127333097405","0.0479506289414872"
"Very high transfer dependency","2000","general elemantary","Female","88","0.029429956262314","0.0226641069074811","0.0361958056171469"
"Very high transfer dependency","2000","middle vocational","Male","161","0.0270600108248697","0.0230382995691897","0.0310817220805497"
"Very high transfer dependency","2000","middle vocational","Female","161","0.0234969794296129","0.0198224575982172","0.0271715012610085"
"Very high transfer dependency","2000","vocational + Abi","Male","10","","",""
"Very high transfer dependency","2000","vocational + Abi","Female","11","","",""
"Very high transfer dependency","2000","higher vocational","Male","17","","",""
"Very high transfer dependency","2000","higher vocational","Female","6","","",""
"Very high transfer dependency","2000","higher education","Male","26","","",""
"Very high transfer dependency","2000","higher education","Female","33","0.0216275932481822","0.0146278664054242","0.0286273200909402"
"Very low transfer dependency","2001","in school","Male","228","0.878282620559572","0.838616358332292","0.917948882786853"
"Very low transfer dependency","2001","in school","Female","241","0.869791373617132","0.830513229108273","0.90906951812599"
"Very low transfer dependency","2001","inadequately","Male","89","0.670779235026884","0.58999812256654","0.751560347487228"
"Very low transfer dependency","2001","inadequately","Female","127","0.706745327065447","0.639865978643566","0.773624675487329"
"Very low transfer dependency","2001","general elemantary","Male","830","0.845790665378215","0.82341799481124","0.868163335945191"
"Very low transfer dependency","2001","general elemantary","Female","1825","0.891542489551657","0.878214276902915","0.904870702200398"
"Very low transfer dependency","2001","middle vocational","Male","4979","0.899528137054873","0.891673960666147","0.907382313443598"
"Very low transfer dependency","2001","middle vocational","Female","5230","0.897375400719028","0.889654159199711","0.905096642238345"
"Very low transfer dependency","2001","vocational + Abi","Male","416","0.89258720115323","0.864858234948069","0.920316167358392"
"Very low transfer dependency","2001","vocational + Abi","Female","533","0.924013250547423","0.902577580012779","0.945448921082067"
"Very low transfer dependency","2001","higher vocational","Male","886","0.930706221792561","0.914641770210762","0.94677067337436"
"Very low transfer dependency","2001","higher vocational","Female","647","0.922988848569074","0.90341941021708","0.942558286921067"
"Very low transfer dependency","2001","higher education","Male","1891","0.952388866219391","0.943049433985733","0.961728298453049"
"Very low transfer dependency","2001","higher education","Female","1440","0.933810154323161","0.92146520405529","0.946155104591033"
"Low transfer dependency","2001","in school","Male","19","","",""
"Low transfer dependency","2001","in school","Female","28","","",""
"Low transfer dependency","2001","inadequately","Male","21","","",""
"Low transfer dependency","2001","inadequately","Female","23","","",""
"Low transfer dependency","2001","general elemantary","Male","110","0.0870049056514386","0.0695451908855239","0.104464620417353"
"Low transfer dependency","2001","general elemantary","Female","136","0.052712398028338","0.0431345401550587","0.0622902559016173"
"Low transfer dependency","2001","middle vocational","Male","389","0.0543873674638577","0.048462526487531","0.0603122084401844"
"Low transfer dependency","2001","middle vocational","Female","421","0.057370044629432","0.0514532358712556","0.0632868533876084"
"Low transfer dependency","2001","vocational + Abi","Male","38","0.0506066065252054","0.0309772056171738","0.070236007433237"
"Low transfer dependency","2001","vocational + Abi","Female","36","0.0473826379775051","0.030195723946664","0.0645695520083461"
"Low transfer dependency","2001","higher vocational","Male","52","0.0424736277592387","0.0297166580340932","0.0552305974843842"
