"transab_cat2","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1995","no migration background","middle vocational","103","0.0206561891822872","0.0169112332752078","0.0244011450893666","3"
"Very high transfer dependency","1995","no migration background","vocational + Abi","9","","","","3"
"Very high transfer dependency","1995","no migration background","higher vocational","16","","","","3"
"Very high transfer dependency","1995","no migration background","higher education","13","","","","3"
"Very high transfer dependency","1995","direct migration background","in school","1","","","","3"
"Very high transfer dependency","1995","direct migration background","inadequately","16","","","","3"
"Very high transfer dependency","1995","direct migration background","general elemantary","38","0.0641884900823457","0.0469444111732201","0.0814325689914713","3"
"Very high transfer dependency","1995","direct migration background","higher vocational","3","","","","3"
"Very high transfer dependency","1995","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","1995","direct migration background","higher education","17","","","","3"
"Very high transfer dependency","1995","indirect migration background","in school","3","","","","3"
"Very high transfer dependency","1995","indirect migration background","inadequately","","","","","3"
"Very high transfer dependency","1995","indirect migration background","general elemantary","3","","","","3"
"Very high transfer dependency","1995","indirect migration background","middle vocational","","","","","3"
"Very high transfer dependency","1995","indirect migration background","vocational + Abi","","","","","3"
"Very low transfer dependency","1995","no migration background","general elemantary","1392","0.913537102832258","0.899563751748424","0.927510453916093","0"
"Very low transfer dependency","1995","no migration background","middle vocational","4997","0.918324751996739","0.911113720508773","0.925535783484705","0"
"Very low transfer dependency","1995","no migration background","vocational + Abi","273","0.908757806642192","0.87644162005337","0.941073993231014","0"
"Very low transfer dependency","1995","no migration background","higher vocational","649","0.953477014046385","0.937773459344063","0.969180568748708","0"
"Very low transfer dependency","1995","no migration background","higher education","1465","0.964506139206579","0.955277162241435","0.973735116171724","0"
"Very low transfer dependency","1995","direct migration background","in school","36","0.946447831724788","0.874867589636869","1.01802807381271","0"
"Very low transfer dependency","1995","direct migration background","inadequately","392","0.845954964157245","0.812930238109519","0.878979690204971","0"
"Very low transfer dependency","1995","no migration background","in school","173","0.898841500325977","0.85630006053562","0.941382940116334","0"
"Very low transfer dependency","1995","no migration background","inadequately","45","0.716928377146729","0.600991887384341","0.832864866909118","0"
"Very low transfer dependency","1995","direct migration background","general elemantary","671","0.856106734614128","0.831412167291533","0.880801301936723","0"
"Very low transfer dependency","1995","direct migration background","middle vocational","864","0.890085534419401","0.870542417078849","0.909628651759954","0"
"Very low transfer dependency","1995","direct migration background","vocational + Abi","128","0.761735763386596","0.695724248008421","0.82774727876477","0"
"Very low transfer dependency","1995","direct migration background","higher vocational","54","0.922475148173857","0.854809183806007","0.990141112541707","0"
