"transab_cat2","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2000","higher vocational","Urban Area","1133","0.950326675242048","0.938054178593102","0.962599171890993","0"
"Very low transfer dependency","2000","inadequately","Urban Area","237","0.753051145022703","0.705728556260171","0.800373733785235","0"
"Very low transfer dependency","2000","inadequately","Rural Area","52","0.738769449688602","0.641277841097443","0.836261058279761","0"
"Very low transfer dependency","2000","higher vocational","Rural Area","607","0.898400250994047","0.875709138708936","0.921091363279158","0"
"Very low transfer dependency","2000","higher education","Urban Area","2491","0.946467502311108","0.937886043619427","0.955048961002789","0"
"High transfer dependency","2001","middle vocational","Urban Area","135","0.0177916819437689","0.0147585854649066","0.0208247784226313","2"
"High transfer dependency","2001","middle vocational","Rural Area","112","0.0201819769013816","0.0159616787122124","0.0244022750905507","2"
"High transfer dependency","2001","vocational + Abi","Urban Area","8","","","","2"
"High transfer dependency","2001","higher education","Rural Area","10","","","","2"
"High transfer dependency","2001","general elemantary","Urban Area","48","0.0232404704214504","0.0168087216304233","0.0296722192124775","2"
"High transfer dependency","2001","general elemantary","Rural Area","28","","","","2"
"High transfer dependency","2001","in school","Urban Area","9","","","","2"
"High transfer dependency","2001","in school","Rural Area","3","","","","2"
"High transfer dependency","2001","inadequately","Urban Area","20","","","","2"
"High transfer dependency","2001","inadequately","Rural Area","5","","","","2"
"High transfer dependency","2001","vocational + Abi","Rural Area","5","","","","2"
"High transfer dependency","2001","higher vocational","Urban Area","10","","","","2"
"High transfer dependency","2001","higher vocational","Rural Area","15","","","","2"
"High transfer dependency","2001","higher education","Urban Area","26","","","","2"
"Low transfer dependency","2001","in school","Rural Area","24","","","","1"
"Low transfer dependency","2001","inadequately","Urban Area","32","0.133394550023877","0.0905574404521384","0.176231659595616","1"
"Low transfer dependency","2001","higher vocational","Urban Area","37","0.0254424656603442","0.016046948093689","0.0348379832269994","1"
"Low transfer dependency","2001","higher vocational","Rural Area","54","0.0757878118700791","0.0545044417031937","0.0970711820369645","1"
"Low transfer dependency","2001","inadequately","Rural Area","12","","","","1"
"Low transfer dependency","2001","general elemantary","Urban Area","150","0.0611132587099796","0.0508876984638776","0.0713388189560817","1"
"Low transfer dependency","2001","higher education","Urban Area","73","0.0269247726296412","0.0205271582801759","0.0333223869791065","1"
"Low transfer dependency","2001","higher education","Rural Area","71","0.0466606785388523","0.0341741391322942","0.0591472179454105","1"
"Low transfer dependency","2001","in school","Urban Area","23","","","","1"
"Low transfer dependency","2001","general elemantary","Rural Area","96","0.0671623173815727","0.0515230494924843","0.0828015852706611","1"
"Low transfer dependency","2001","middle vocational","Urban Area","402","0.0467498799172601","0.0419062650668994","0.0515934947676208","1"
"Low transfer dependency","2001","middle vocational","Rural Area","408","0.0741150732548504","0.0662533029442951","0.0819768435654057","1"
"Low transfer dependency","2001","vocational + Abi","Urban Area","50","0.047751285406298","0.0332878125726729","0.062214758239923","1"
"Low transfer dependency","2001","vocational + Abi","Rural Area","24","","","","1"
"Very high transfer dependency","2001","in school","Rural Area","5","","","","3"
"Very high transfer dependency","2001","higher education","Rural Area","11","","","","3"
"Very high transfer dependency","2001","inadequately","Urban Area","16","","","","3"
"Very high transfer dependency","2001","inadequately","Rural Area","7","","","","3"
"Very high transfer dependency","2001","general elemantary","Urban Area","82","0.0403239309652321","0.031926304524686","0.0487215574057781","3"
"Very high transfer dependency","2001","higher vocational","Rural Area","10","","","","3"
"Very high transfer dependency","2001","higher education","Urban Area","33","0.016062162812179","0.0110933267370692","0.0210309988872888","3"
"Very high transfer dependency","2001","in school","Urban Area","10","","","","3"
"Very high transfer dependency","2001","general elemantary","Rural Area","33","0.0294159420069886","0.0188585049958576","0.0399733790181196","3"
"Very high transfer dependency","2001","higher vocational","Urban Area","14","","","","3"
"Very high transfer dependency","2001","middle vocational","Urban Area","155","0.0223448899997425","0.0189536551567838","0.0257361248427011","3"
"Very high transfer dependency","2001","middle vocational","Rural Area","141","0.0364745859393286","0.030848383618039","0.0421007882606182","3"
"Very high transfer dependency","2001","vocational + Abi","Urban Area","26","","","","3"
"Very high transfer dependency","2001","vocational + Abi","Rural Area","4","","","","3"
"Very low transfer dependency","2001","general elemantary","Urban Area","1828","0.875322339903338","0.861220002030493","0.889424677776183","0"
"Very low transfer dependency","2001","general elemantary","Rural Area","827","0.883497389367323","0.863451699557541","0.903543079177105","0"
"Very low transfer dependency","2001","middle vocational","Urban Area","6605","0.913113548139228","0.90665084298891","0.919576253289547","0"
"Very low transfer dependency","2001","middle vocational","Rural Area","3604","0.869228363904439","0.859109953357534","0.879346774451345","0"
"Very low transfer dependency","2001","vocational + Abi","Urban Area","751","0.911197660472586","0.891903612453455","0.930491708491716","0"
"Very low transfer dependency","2001","in school","Urban Area","315","0.886115165013054","0.853162388271884","0.919067941754224","0"
"Very low transfer dependency","2001","in school","Rural Area","154","0.845864320580196","0.793973138665393","0.897755502495","0"
"Very low transfer dependency","2001","inadequately","Urban Area","174","0.705975886562799","0.648573914057145","0.763377859068452","0"
"Very low transfer dependency","2001","inadequately","Rural Area","42","0.628164094525702","0.511566835887305","0.744761353164099","0"
"Very low transfer dependency","2001","higher education","Rural Area","1004","0.934215530274384","0.919538842868764","0.948892217680004","0"
"Very low transfer dependency","2001","vocational + Abi","Rural Area","198","0.901083341827124","0.862583468605377","0.93958321504887","0"
"Very low transfer dependency","2001","higher vocational","Urban Area","1018","0.948192591987055","0.934968021372491","0.96141716260162","0"
"Very low transfer dependency","2001","higher vocational","Rural Area","515","0.883254047161839","0.857430339084444","0.909077755239234","0"
"Very low transfer dependency","2001","higher education","Urban Area","2327","0.948260022197781","0.939505233543632","0.95701481085193","0"
"High transfer dependency","2002","general elemantary","Urban Area","60","0.0342044952131947","0.0261374411412876","0.0422715492851018","2"
"High transfer dependency","2002","general elemantary","Rural Area","31","0.0334054718934692","0.0218937274906171","0.0449172162963213","2"
"High transfer dependency","2002","middle vocational","Urban Area","138","0.0232022569583382","0.0197698931687796","0.0266346207478968","2"
"High transfer dependency","2002","middle vocational","Rural Area","115","0.0266214940993982","0.0217386041066202","0.0315043840921762","2"
"High transfer dependency","2002","vocational + Abi","Urban Area","14","","","","2"
"High transfer dependency","2002","higher education","Rural Area","8","","","","2"
"High transfer dependency","2002","in school","Urban Area","13","","","","2"
"High transfer dependency","2002","in school","Rural Area","6","","","","2"
"High transfer dependency","2002","inadequately","Urban Area","14","","","","2"
"High transfer dependency","2002","inadequately","Rural Area","4","","","","2"
"High transfer dependency","2002","vocational + Abi","Rural Area","4","","","","2"
"High transfer dependency","2002","higher vocational","Urban Area","6","","","","2"
"High transfer dependency","2002","higher vocational","Rural Area","8","","","","2"
"High transfer dependency","2002","higher education","Urban Area","24","","","","2"
"Low transfer dependency","2002","in school","Rural Area","22","","","","1"
"Low transfer dependency","2002","inadequately","Urban Area","31","0.11796742252189","0.0752456373477135","0.160689207696067","1"
"Low transfer dependency","2002","inadequately","Rural Area","8","","","","1"
"Low transfer dependency","2002","general elemantary","Urban Area","142","0.0656818293583657","0.0546866883605052","0.0766769703562263","1"
"Low transfer dependency","2002","higher vocational","Urban Area","41","0.0399562272280769","0.0285266202780016","0.0513858341781522","1"
"Low transfer dependency","2002","higher vocational","Rural Area","42","0.0722655029953146","0.0517682707672164","0.0927627352234128","1"
"Low transfer dependency","2002","higher education","Urban Area","79","0.0309625393748159","0.0250137611175823","0.0369113176320495","1"
"Low transfer dependency","2002","higher education","Rural Area","67","0.0556017798931402","0.0431643334864566","0.0680392262998237","1"
"Low transfer dependency","2002","in school","Urban Area","21","","","","1"
"Low transfer dependency","2002","general elemantary","Rural Area","63","0.0566439038716483","0.0418349430100298","0.0714528647332668","1"
