"transab_cat2","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1999","higher education","East Germany","763","0.896009561176623","0.875560930268955","0.91645819208429"
"Low transfer dependency","1999","in school","West Germany","14","","",""
"Low transfer dependency","1999","in school","East Germany","8","","",""
"Low transfer dependency","1999","inadequately","West Germany","58","0.113005639619397","0.0822474071801641","0.14376387205863"
"Low transfer dependency","1999","inadequately","East Germany","1","","",""
"Low transfer dependency","1999","general elemantary","West Germany","149","0.0493442913872803","0.0400275400374745","0.0586610427370861"
"Low transfer dependency","1999","general elemantary","East Germany","39","0.0899980764409098","0.0608382457682863","0.119157907113533"
"Low transfer dependency","1999","middle vocational","West Germany","230","0.0399610055460039","0.0344423546666049","0.0454796564254029"
"Low transfer dependency","1999","middle vocational","East Germany","295","0.131150258325972","0.116597853553386","0.145702663098558"
"Low transfer dependency","1999","vocational + Abi","West Germany","25","","",""
"Low transfer dependency","1999","vocational + Abi","East Germany","4","","",""
"Low transfer dependency","1999","higher vocational","West Germany","13","","",""
"Low transfer dependency","1999","higher vocational","East Germany","19","","",""
"Low transfer dependency","1999","higher education","West Germany","41","0.0329715233937759","0.0224432757857156","0.0434997710018362"
"Low transfer dependency","1999","higher education","East Germany","59","0.0620849991202452","0.0459196053006369","0.0782503929398534"
"High transfer dependency","1999","in school","West Germany","6","","",""
"High transfer dependency","1999","in school","East Germany","6","","",""
"High transfer dependency","1999","inadequately","West Germany","15","","",""
"High transfer dependency","1999","inadequately","East Germany","1","","",""
"High transfer dependency","1999","general elemantary","West Germany","44","0.0213315056442826","0.0151161930587206","0.0275468182298445"
"High transfer dependency","1999","general elemantary","East Germany","25","","",""
"High transfer dependency","1999","middle vocational","West Germany","52","0.00806534036599169","0.00554520909931806","0.0105854716326653"
"High transfer dependency","1999","middle vocational","East Germany","109","0.0550527618139562","0.0452200980534002","0.0648854255745122"
"High transfer dependency","1999","vocational + Abi","West Germany","11","","",""
"High transfer dependency","1999","vocational + Abi","East Germany","2","","",""
"High transfer dependency","1999","higher vocational","West Germany","4","","",""
"High transfer dependency","1999","higher vocational","East Germany","4","","",""
"High transfer dependency","1999","higher education","West Germany","7","","",""
"High transfer dependency","1999","higher education","East Germany","20","","",""
"Very high transfer dependency","1999","in school","West Germany","7","","",""
"Very high transfer dependency","1999","in school","East Germany","3","","",""
"Very high transfer dependency","1999","inadequately","West Germany","20","","",""
"Very high transfer dependency","1999","inadequately","East Germany","2","","",""
"Very high transfer dependency","1999","general elemantary","West Germany","60","0.0286593463221908","0.0214821745635308","0.0358365180808509"
"Very high transfer dependency","1999","general elemantary","East Germany","14","","",""
"Very high transfer dependency","1999","middle vocational","West Germany","86","0.021947717486206","0.0178196575329934","0.0260757774394186"
"Very high transfer dependency","1999","middle vocational","East Germany","71","0.047202604917436","0.0380601860202501","0.0563450238146219"
"Very high transfer dependency","1999","vocational + Abi","West Germany","8","","",""
"Very high transfer dependency","1999","vocational + Abi","East Germany","2","","",""
"Very high transfer dependency","1999","higher vocational","West Germany","5","","",""
"Very high transfer dependency","1999","higher vocational","East Germany","3","","",""
"Very high transfer dependency","1999","higher education","West Germany","12","","",""
"Very high transfer dependency","1999","higher education","East Germany","14","","",""
"Very low transfer dependency","2000","in school","West Germany","299","0.869793516514616","0.834587335238561","0.90499969779067"
"Very low transfer dependency","2000","in school","East Germany","119","0.817651900929838","0.754364841395075","0.880938960464602"
"Very low transfer dependency","2000","inadequately","West Germany","279","0.753624801306283","0.710185955624085","0.79706364698848"
"Very low transfer dependency","2000","inadequately","East Germany","10","","",""
"Very low transfer dependency","2000","general elemantary","West Germany","2672","0.895300641620505","0.884417162280072","0.906184120960939"
"Very low transfer dependency","2000","general elemantary","East Germany","400","0.821345433317786","0.787968777755473","0.854722088880099"
"Very low transfer dependency","2000","middle vocational","West Germany","8807","0.927419165707057","0.922219205449246","0.932619125964869"
"Very low transfer dependency","2000","middle vocational","East Germany","2532","0.803241954747268","0.789506453490971","0.816977456003566"
"Very low transfer dependency","2000","vocational + Abi","West Germany","888","0.89280604017024","0.873583965156983","0.912028115183497"
"Very low transfer dependency","2000","vocational + Abi","East Germany","112","0.923540188516576","0.87638682396587","0.970693553067282"
"Very low transfer dependency","2000","higher vocational","West Germany","1310","0.955034270533125","0.944120533028214","0.965948008038036"
"Very low transfer dependency","2000","higher vocational","East Germany","430","0.855606432931134","0.824797686196054","0.886415179666214"
"Very low transfer dependency","2000","higher education","West Germany","2409","0.949296692586337","0.94076134108565","0.957832044087023"
"Very low transfer dependency","2000","higher education","East Germany","1148","0.896471154750351","0.879833618891216","0.913108690609487"
"Low transfer dependency","2000","in school","West Germany","32","0.0761413924804164","0.048394925263375","0.103887859697458"
"Low transfer dependency","2000","in school","East Germany","13","","",""
"Low transfer dependency","2000","inadequately","West Germany","42","0.099657602923526","0.0694607794417847","0.129854426405267"
"Low transfer dependency","2000","inadequately","East Germany","","","",""
"Low transfer dependency","2000","general elemantary","West Germany","204","0.0567156109557542","0.048493488698306","0.0649377332132025"
"Low transfer dependency","2000","general elemantary","East Germany","53","0.0921639620025565","0.0669606793468766","0.117367244658236"
"Low transfer dependency","2000","middle vocational","West Germany","456","0.0413462870369508","0.0373560366340663","0.0453365374398353"
"Low transfer dependency","2000","middle vocational","East Germany","410","0.10911088485965","0.0983387709694771","0.119882998749823"
"Low transfer dependency","2000","vocational + Abi","West Germany","62","0.0592198747991253","0.0445537843156477","0.073885965282603"
"Low transfer dependency","2000","vocational + Abi","East Germany","8","","",""
"Low transfer dependency","2000","higher vocational","West Germany","48","0.0278371878900549","0.0191734483652646","0.0365009274148453"
"Low transfer dependency","2000","higher vocational","East Germany","49","0.0846075293337243","0.0602141896547115","0.109000869012737"
"Low transfer dependency","2000","higher education","West Germany","79","0.0278191198080608","0.0214210715368721","0.0342171680792495"
