"hlf0001_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Owner","1994","indirect migration background","general elemantary","32","0.247036514485343","0.184549456220568","0.309523572750119"
"Owner","1994","indirect migration background","middle vocational","26","","",""
"Owner","1994","indirect migration background","vocational + Abi","3","","",""
"Owner","1994","indirect migration background","higher vocational","2","","",""
"Owner","1994","indirect migration background","higher education","3","","",""
"Nursing Home/Retirement Community","1994","no migration background","in school","","","",""
"Nursing Home/Retirement Community","1994","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1994","no migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1994","no migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1994","no migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1994","no migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1994","no migration background","higher education","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1994","direct migration background","higher education","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","1994","indirect migration background","higher education","","","",""
"Tenant","1994","no migration background","in school","","","",""
"Tenant","1994","no migration background","inadequately","","","",""
"Tenant","1994","no migration background","general elemantary","","","",""
"Tenant","1994","no migration background","middle vocational","","","",""
"Tenant","1994","no migration background","vocational + Abi","","","",""
"Tenant","1994","no migration background","higher vocational","","","",""
"Tenant","1994","no migration background","higher education","","","",""
"Tenant","1994","direct migration background","in school","","","",""
"Tenant","1994","direct migration background","inadequately","","","",""
"Tenant","1994","direct migration background","general elemantary","","","",""
"Tenant","1994","direct migration background","middle vocational","","","",""
"Tenant","1994","direct migration background","vocational + Abi","","","",""
"Tenant","1994","direct migration background","higher vocational","","","",""
"Tenant","1994","direct migration background","higher education","","","",""
"Tenant","1994","indirect migration background","in school","","","",""
"Tenant","1994","indirect migration background","inadequately","","","",""
"Tenant","1994","indirect migration background","general elemantary","","","",""
"Tenant","1994","indirect migration background","middle vocational","","","",""
"Tenant","1994","indirect migration background","vocational + Abi","","","",""
"Tenant","1994","indirect migration background","higher vocational","","","",""
"Tenant","1994","indirect migration background","higher education","","","",""
"Main Tenant","1995","no migration background","in school","91","0.410426962506425","0.341560653949329","0.479293271063522"
"Main Tenant","1995","no migration background","inadequately","37","0.613686230359978","0.489445107217583","0.737927353502373"
"Main Tenant","1995","no migration background","general elemantary","801","0.519834595131454","0.495058343744887","0.544610846518021"
"Main Tenant","1995","no migration background","middle vocational","2896","0.48732447663967","0.474208509662191","0.500440443617149"
"Main Tenant","1995","no migration background","vocational + Abi","166","0.556504294209347","0.500750151699689","0.612258436719005"
"Main Tenant","1995","no migration background","higher vocational","315","0.421765158170525","0.384997247480613","0.458533068860437"
"Main Tenant","1995","no migration background","higher education","858","0.516701016553261","0.491831359818476","0.541570673288046"
"Main Tenant","1995","direct migration background","in school","33","0.877695289970771","0.773523586086819","0.981866993854723"
"Main Tenant","1995","direct migration background","inadequately","392","0.83949201972457","0.805983578199134","0.873000461250006"
"Main Tenant","1995","direct migration background","general elemantary","640","0.756274892526868","0.726241579736022","0.786308205317713"
"Main Tenant","1995","direct migration background","middle vocational","742","0.671706874788341","0.642499383386087","0.700914366190596"
"Main Tenant","1995","direct migration background","vocational + Abi","131","0.755348881433905","0.689151931147266","0.821545831720544"
"Main Tenant","1995","direct migration background","higher vocational","30","0.324056231934834","0.205632719274133","0.442479744595535"
"Main Tenant","1995","direct migration background","higher education","130","0.543293041206652","0.474084859622338","0.612501222790967"
