"pld0045","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2009","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2009","no migration background","(0) in school","","","",""
"Sometimes","2009","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2009","no migration background","(1b) general elementary school","","","",""
"Sometimes","2009","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2009","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2009","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2009","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2009","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2009","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2009","direct migration background","(0) in school","","","",""
"Sometimes","2009","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2009","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2009","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2009","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2009","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2009","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2009","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2009","indirect migration background","(0) in school","","","",""
"Sometimes","2009","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2009","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2009","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2009","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2009","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2009","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2009","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2009","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2009","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2009","no migration background","(0) in school","","","",""
"Rarely","2009","no migration background","(1a) inadequately completed","","","",""
"Rarely","2009","no migration background","(1b) general elementary school","","","",""
"Rarely","2009","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2009","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2009","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2009","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2009","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2009","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2009","direct migration background","(0) in school","","","",""
"Rarely","2009","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2009","direct migration background","(1b) general elementary school","","","",""
"Rarely","2009","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2009","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2009","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2009","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2009","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2009","indirect migration background","(0) in school","","","",""
