"pld0045","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","Rhineland-Palatinate,Saarland","no migration background","125","0.145942037829294","0.122953154924443","0.168930920734145"
"Rarely","2008","Rhineland-Palatinate,Saarland","direct migration background","25","","",""
"Rarely","2008","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Rarely","2008","Baden-Württemberg","no migration background","392","0.215137148894018","0.195884802903422","0.234389494884614"
"Rarely","2008","Baden-Württemberg","direct migration background","83","0.158625936607499","0.124255512899198","0.192996360315799"
"Rarely","2008","Baden-Württemberg","indirect migration background","25","","",""
"Rarely","2008","Bavaria","no migration background","502","0.210144924800077","0.193602343033447","0.226687506566707"
"Rarely","2008","Bavaria","direct migration background","46","0.130711117224321","0.0919150754595904","0.169507158989051"
"Rarely","2008","Bavaria","indirect migration background","18","","",""
"Rarely","2008","Berlin","no migration background","104","0.166246231582785","0.137469768460678","0.195022694704892"
"Rarely","2008","Berlin","direct migration background","13","","",""
"Rarely","2008","Berlin","indirect migration background","4","","",""
"Rarely","2008","Brandenburg","no migration background","145","0.174351343711062","0.148010528056978","0.200692159365147"
"Rarely","2008","Brandenburg","direct migration background","3","","",""
"Rarely","2008","Brandenburg","indirect migration background","4","","",""
"Rarely","2008","Mecklenburg-Western Pomerania","no migration background","59","0.106281576773211","0.0787103035440593","0.133852850002362"
"Rarely","2008","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Rarely","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2008","Saxony","no migration background","295","0.210014269710149","0.188655122277318","0.23137341714298"
"Rarely","2008","Saxony","direct migration background","3","","",""
"Rarely","2008","Saxony","indirect migration background","3","","",""
"Rarely","2008","Saxony-Anhalt","no migration background","132","0.154453123826338","0.129332424837197","0.179573822815479"
"Rarely","2008","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2008","Saxony-Anhalt","indirect migration background","1","","",""
"Rarely","2008","Thuringia","no migration background","147","0.162366572781627","0.137603552939407","0.187129592623848"
"Rarely","2008","Thuringia","direct migration background","3","","",""
"Rarely","2008","Thuringia","indirect migration background","1","","",""
"Never","2008","Schleswig-Holstein","no migration background","299","0.533437845629428","0.489666037773542","0.577209653485313"
"Never","2008","Schleswig-Holstein","direct migration background","22","","",""
"Never","2008","Schleswig-Holstein","indirect migration background","1","","",""
"Never","2008","Hamburg","no migration background","157","0.613677782506728","0.553321410099614","0.674034154913843"
"Never","2008","Hamburg","direct migration background","13","","",""
"Never","2008","Hamburg","indirect migration background","6","","",""
"Never","2008","Lower Saxony","no migration background","799","0.514805104629864","0.4898842241125","0.539725985147227"
"Never","2008","Lower Saxony","direct migration background","81","0.667690231357933","0.591801673727085","0.74357878898878"
"Never","2008","Lower Saxony","indirect migration background","21","","",""
"Never","2008","Bremen","no migration background","89","0.698572248077544","0.618448713412371","0.778695782742717"
"Never","2008","Bremen","direct migration background","7","","",""
"Never","2008","Bremen","indirect migration background","4","","",""
"Never","2008","North Rhine-Westphalia","no migration background","2108","0.641407910106483","0.624812101423034","0.658003718789931"
"Never","2008","North Rhine-Westphalia","direct migration background","357","0.690570607890141","0.650491091923972","0.730650123856311"
"Never","2008","North Rhine-Westphalia","indirect migration background","151","0.669155284338318","0.606115203483701","0.732195365192935"
"Never","2008","Hesse","no migration background","591","0.566213625913291","0.536364733392723","0.596062518433859"
"Never","2008","Hesse","direct migration background","117","0.668581323331723","0.59942948982817","0.737733156835276"
"Never","2008","Hesse","indirect migration background","42","0.624819335067887","0.509741657341573","0.739897012794201"
"Never","2008","Rhineland-Palatinate,Saarland","no migration background","579","0.638556314162108","0.607273636827194","0.669838991497023"
"Never","2008","Rhineland-Palatinate,Saarland","direct migration background","95","0.687905247560458","0.610877316091777","0.76493317902914"
"Never","2008","Rhineland-Palatinate,Saarland","indirect migration background","28","","",""
"Never","2008","Baden-Württemberg","no migration background","876","0.5013147030347","0.477888733740202","0.524740672329198"
"Never","2008","Baden-Württemberg","direct migration background","259","0.57202207909675","0.525472012712628","0.618572145480871"
"Never","2008","Baden-Württemberg","indirect migration background","113","0.546465223053374","0.473124021737376","0.619806424369373"
"Never","2008","Bavaria","no migration background","1071","0.483565162589095","0.463274071579708","0.503856253598483"
"Never","2008","Bavaria","direct migration background","154","0.552491413039263","0.49526288905673","0.609719937021796"
"Never","2008","Bavaria","indirect migration background","65","0.562361992178467","0.476753128513152","0.647970855843782"
"Never","2008","Berlin","no migration background","421","0.662318938127951","0.625765389595878","0.698872486660023"
"Never","2008","Berlin","direct migration background","27","","",""
"Never","2008","Berlin","indirect migration background","19","","",""
"Never","2008","Brandenburg","no migration background","434","0.564769918456863","0.530349657312971","0.599190179600756"
"Never","2008","Brandenburg","direct migration background","6","","",""
"Never","2008","Brandenburg","indirect migration background","5","","",""
"Never","2008","Mecklenburg-Western Pomerania","no migration background","324","0.749293040840355","0.710519405945986","0.788066675734723"
"Never","2008","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Never","2008","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Never","2008","Saxony","no migration background","819","0.611232327067318","0.585670133562503","0.636794520572133"
"Never","2008","Saxony","direct migration background","16","","",""
"Never","2008","Saxony","indirect migration background","3","","",""
"Never","2008","Saxony-Anhalt","no migration background","470","0.591702785005551","0.55753596638256","0.625869603628542"
"Never","2008","Saxony-Anhalt","direct migration background","8","","",""
"Never","2008","Saxony-Anhalt","indirect migration background","4","","",""
"Never","2008","Thuringia","no migration background","512","0.598898166096032","0.565987845797318","0.631808486394745"
"Never","2008","Thuringia","direct migration background","10","","",""
"Never","2008","Thuringia","indirect migration background","5","","",""
"Very often","2009","Schleswig-Holstein","no migration background","","","",""
"Very often","2009","Schleswig-Holstein","direct migration background","","","",""
"Very often","2009","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2009","Hamburg","no migration background","","","",""
"Very often","2009","Hamburg","direct migration background","","","",""
"Very often","2009","Hamburg","indirect migration background","","","",""
"Very often","2009","Lower Saxony","no migration background","","","",""
"Very often","2009","Lower Saxony","direct migration background","","","",""
"Very often","2009","Lower Saxony","indirect migration background","","","",""
"Very often","2009","Bremen","no migration background","","","",""
"Very often","2009","Bremen","direct migration background","","","",""
"Very often","2009","Bremen","indirect migration background","","","",""
"Very often","2009","North Rhine-Westphalia","no migration background","","","",""
"Very often","2009","North Rhine-Westphalia","direct migration background","","","",""
