"pld0043","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2007","Baden-Württemberg","inadequately","","","",""
"Sometimes","2007","Baden-Württemberg","general elemantary","","","",""
"Sometimes","2007","Baden-Württemberg","middle vocational","","","",""
"Sometimes","2007","Baden-Württemberg","vocational + Abi","","","",""
"Sometimes","2007","Baden-Württemberg","higher vocational","","","",""
"Sometimes","2007","Baden-Württemberg","higher education","","","",""
"Sometimes","2007","Bavaria","in school","","","",""
"Sometimes","2007","Bavaria","inadequately","","","",""
"Sometimes","2007","Bavaria","general elemantary","","","",""
"Sometimes","2007","Bavaria","middle vocational","","","",""
"Sometimes","2007","Bavaria","vocational + Abi","","","",""
"Sometimes","2007","Bavaria","higher vocational","","","",""
"Sometimes","2007","Bavaria","higher education","","","",""
"Sometimes","2007","Berlin","in school","","","",""
"Sometimes","2007","Berlin","inadequately","","","",""
"Sometimes","2007","Berlin","general elemantary","","","",""
"Sometimes","2007","Berlin","middle vocational","","","",""
"Sometimes","2007","Berlin","vocational + Abi","","","",""
"Sometimes","2007","Berlin","higher vocational","","","",""
"Sometimes","2007","Berlin","higher education","","","",""
"Sometimes","2007","Brandenburg","in school","","","",""
"Sometimes","2007","Brandenburg","inadequately","","","",""
"Sometimes","2007","Brandenburg","general elemantary","","","",""
"Sometimes","2007","Brandenburg","middle vocational","","","",""
"Sometimes","2007","Brandenburg","vocational + Abi","","","",""
"Sometimes","2007","Brandenburg","higher vocational","","","",""
"Sometimes","2007","Brandenburg","higher education","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","in school","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","inadequately","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","higher education","","","",""
"Sometimes","2007","Saxony","in school","","","",""
"Sometimes","2007","Saxony","inadequately","","","",""
"Sometimes","2007","Saxony","general elemantary","","","",""
"Sometimes","2007","Saxony","middle vocational","","","",""
"Sometimes","2007","Saxony","vocational + Abi","","","",""
"Sometimes","2007","Saxony","higher vocational","","","",""
"Sometimes","2007","Saxony","higher education","","","",""
"Sometimes","2007","Saxony-Anhalt","in school","","","",""
"Sometimes","2007","Saxony-Anhalt","inadequately","","","",""
"Sometimes","2007","Saxony-Anhalt","general elemantary","","","",""
"Sometimes","2007","Saxony-Anhalt","middle vocational","","","",""
"Sometimes","2007","Saxony-Anhalt","vocational + Abi","","","",""
"Sometimes","2007","Saxony-Anhalt","higher vocational","","","",""
"Sometimes","2007","Saxony-Anhalt","higher education","","","",""
"Sometimes","2007","Thuringia","in school","","","",""
"Sometimes","2007","Thuringia","inadequately","","","",""
"Sometimes","2007","Thuringia","general elemantary","","","",""
"Sometimes","2007","Thuringia","middle vocational","","","",""
"Sometimes","2007","Thuringia","vocational + Abi","","","",""
"Sometimes","2007","Thuringia","higher vocational","","","",""
"Sometimes","2007","Thuringia","higher education","","","",""
"Rarely","2007","Schleswig-Holstein","in school","","","",""
"Rarely","2007","Schleswig-Holstein","inadequately","","","",""
"Rarely","2007","Schleswig-Holstein","general elemantary","","","",""
"Rarely","2007","Schleswig-Holstein","middle vocational","","","",""
"Rarely","2007","Schleswig-Holstein","vocational + Abi","","","",""
"Rarely","2007","Schleswig-Holstein","higher vocational","","","",""
"Rarely","2007","Schleswig-Holstein","higher education","","","",""
"Rarely","2007","Hamburg","in school","","","",""
"Rarely","2007","Hamburg","inadequately","","","",""
"Rarely","2007","Hamburg","general elemantary","","","",""
"Rarely","2007","Hamburg","middle vocational","","","",""
"Rarely","2007","Hamburg","vocational + Abi","","","",""
"Rarely","2007","Hamburg","higher vocational","","","",""
"Rarely","2007","Hamburg","higher education","","","",""
"Rarely","2007","Lower Saxony","in school","","","",""
"Rarely","2007","Lower Saxony","inadequately","","","",""
"Rarely","2007","Lower Saxony","general elemantary","","","",""
"Rarely","2007","Lower Saxony","middle vocational","","","",""
"Rarely","2007","Lower Saxony","vocational + Abi","","","",""
"Rarely","2007","Lower Saxony","higher vocational","","","",""
"Rarely","2007","Lower Saxony","higher education","","","",""
"Rarely","2007","Bremen","in school","","","",""
"Rarely","2007","Bremen","inadequately","","","",""
"Rarely","2007","Bremen","general elemantary","","","",""
"Rarely","2007","Bremen","middle vocational","","","",""
"Rarely","2007","Bremen","vocational + Abi","","","",""
"Rarely","2007","Bremen","higher vocational","","","",""
"Rarely","2007","Bremen","higher education","","","",""
"Rarely","2007","North Rhine-Westphalia","in school","","","",""
"Rarely","2007","North Rhine-Westphalia","inadequately","","","",""
"Rarely","2007","North Rhine-Westphalia","general elemantary","","","",""
"Rarely","2007","North Rhine-Westphalia","middle vocational","","","",""
"Rarely","2007","North Rhine-Westphalia","vocational + Abi","","","",""
"Rarely","2007","North Rhine-Westphalia","higher vocational","","","",""
"Rarely","2007","North Rhine-Westphalia","higher education","","","",""
"Rarely","2007","Hesse","in school","","","",""
"Rarely","2007","Hesse","inadequately","","","",""
"Rarely","2007","Hesse","general elemantary","","","",""
"Rarely","2007","Hesse","middle vocational","","","",""
"Rarely","2007","Hesse","vocational + Abi","","","",""
"Rarely","2007","Hesse","higher vocational","","","",""
"Rarely","2007","Hesse","higher education","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","in school","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","higher education","","","",""
"Rarely","2007","Baden-Württemberg","in school","","","",""
"Rarely","2007","Baden-Württemberg","inadequately","","","",""
"Rarely","2007","Baden-Württemberg","general elemantary","","","",""
"Rarely","2007","Baden-Württemberg","middle vocational","","","",""
"Rarely","2007","Baden-Württemberg","vocational + Abi","","","",""
"Rarely","2007","Baden-Württemberg","higher vocational","","","",""
"Rarely","2007","Baden-Württemberg","higher education","","","",""
"Rarely","2007","Bavaria","in school","","","",""
"Rarely","2007","Bavaria","inadequately","","","",""
"Rarely","2007","Bavaria","general elemantary","","","",""
"Rarely","2007","Bavaria","middle vocational","","","",""
"Rarely","2007","Bavaria","vocational + Abi","","","",""
"Rarely","2007","Bavaria","higher vocational","","","",""
"Rarely","2007","Bavaria","higher education","","","",""
"Rarely","2007","Berlin","in school","","","",""
"Rarely","2007","Berlin","inadequately","","","",""
"Rarely","2007","Berlin","general elemantary","","","",""
"Rarely","2007","Berlin","middle vocational","","","",""
"Rarely","2007","Berlin","vocational + Abi","","","",""
"Rarely","2007","Berlin","higher vocational","","","",""
"Rarely","2007","Berlin","higher education","","","",""
"Rarely","2007","Brandenburg","in school","","","",""
"Rarely","2007","Brandenburg","inadequately","","","",""
"Rarely","2007","Brandenburg","general elemantary","","","",""
"Rarely","2007","Brandenburg","middle vocational","","","",""
"Rarely","2007","Brandenburg","vocational + Abi","","","",""
"Rarely","2007","Brandenburg","higher vocational","","","",""
"Rarely","2007","Brandenburg","higher education","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","in school","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","inadequately","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","higher education","","","",""
"Rarely","2007","Saxony","in school","","","",""
"Rarely","2007","Saxony","inadequately","","","",""
"Rarely","2007","Saxony","general elemantary","","","",""
"Rarely","2007","Saxony","middle vocational","","","",""
"Rarely","2007","Saxony","vocational + Abi","","","",""
"Rarely","2007","Saxony","higher vocational","","","",""
"Rarely","2007","Saxony","higher education","","","",""
"Rarely","2007","Saxony-Anhalt","in school","","","",""
"Rarely","2007","Saxony-Anhalt","inadequately","","","",""
"Rarely","2007","Saxony-Anhalt","general elemantary","","","",""
"Rarely","2007","Saxony-Anhalt","middle vocational","","","",""
"Rarely","2007","Saxony-Anhalt","vocational + Abi","","","",""
"Rarely","2007","Saxony-Anhalt","higher vocational","","","",""
"Rarely","2007","Saxony-Anhalt","higher education","","","",""
"Rarely","2007","Thuringia","in school","","","",""
"Rarely","2007","Thuringia","inadequately","","","",""
"Rarely","2007","Thuringia","general elemantary","","","",""
"Rarely","2007","Thuringia","middle vocational","","","",""
"Rarely","2007","Thuringia","vocational + Abi","","","",""
"Rarely","2007","Thuringia","higher vocational","","","",""
"Rarely","2007","Thuringia","higher education","","","",""
"Never","2007","Schleswig-Holstein","in school","","","",""
"Never","2007","Schleswig-Holstein","inadequately","","","",""
"Never","2007","Schleswig-Holstein","general elemantary","","","",""
"Never","2007","Schleswig-Holstein","middle vocational","","","",""
"Never","2007","Schleswig-Holstein","vocational + Abi","","","",""
"Never","2007","Schleswig-Holstein","higher vocational","","","",""
"Never","2007","Schleswig-Holstein","higher education","","","",""
"Never","2007","Hamburg","in school","","","",""
"Never","2007","Hamburg","inadequately","","","",""
"Never","2007","Hamburg","general elemantary","","","",""
"Never","2007","Hamburg","middle vocational","","","",""
"Never","2007","Hamburg","vocational + Abi","","","",""
"Never","2007","Hamburg","higher vocational","","","",""
"Never","2007","Hamburg","higher education","","","",""
"Never","2007","Lower Saxony","in school","","","",""
"Never","2007","Lower Saxony","inadequately","","","",""
"Never","2007","Lower Saxony","general elemantary","","","",""
"Never","2007","Lower Saxony","middle vocational","","","",""
"Never","2007","Lower Saxony","vocational + Abi","","","",""
"Never","2007","Lower Saxony","higher vocational","","","",""
"Never","2007","Lower Saxony","higher education","","","",""
"Never","2007","Bremen","in school","","","",""
"Never","2007","Bremen","inadequately","","","",""
"Never","2007","Bremen","general elemantary","","","",""
"Never","2007","Bremen","middle vocational","","","",""
"Never","2007","Bremen","vocational + Abi","","","",""
"Never","2007","Bremen","higher vocational","","","",""
"Never","2007","Bremen","higher education","","","",""
"Never","2007","North Rhine-Westphalia","in school","","","",""
"Never","2007","North Rhine-Westphalia","inadequately","","","",""
"Never","2007","North Rhine-Westphalia","general elemantary","","","",""
"Never","2007","North Rhine-Westphalia","middle vocational","","","",""
"Never","2007","North Rhine-Westphalia","vocational + Abi","","","",""
"Never","2007","North Rhine-Westphalia","higher vocational","","","",""
"Never","2007","North Rhine-Westphalia","higher education","","","",""
"Never","2007","Hesse","in school","","","",""
"Never","2007","Hesse","inadequately","","","",""
"Never","2007","Hesse","general elemantary","","","",""
"Never","2007","Hesse","middle vocational","","","",""
"Never","2007","Hesse","vocational + Abi","","","",""
"Never","2007","Hesse","higher vocational","","","",""
"Never","2007","Hesse","higher education","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","in school","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","inadequately","","","",""
