"m11104","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1991","Hesse","indirect migration background","","","","","3"
"At least once a month","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"At least once a month","1991","Baden-Württemberg","no migration background","","","","","3"
"At least once a month","1991","Baden-Württemberg","direct migration background","","","","","3"
"At least once a month","1991","Baden-Württemberg","indirect migration background","","","","","3"
"At least once a month","1991","Bavaria","no migration background","","","","","3"
"At least once a month","1991","Bavaria","direct migration background","","","","","3"
"At least once a month","1991","Berlin","direct migration background","","","","","3"
"At least once a month","1991","Thuringia","no migration background","","","","","3"
"At least once a month","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"At least once a month","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"Several times a year","1991","Schleswig-Holstein","direct migration background","","","","","2"
"Several times a year","1991","Hamburg","direct migration background","","","","","2"
"Several times a year","1991","Schleswig-Holstein","no migration background","","","","","2"
"Several times a year","1991","Schleswig-Holstein","indirect migration background","","","","","2"
"Several times a year","1991","Hamburg","no migration background","","","","","2"
"Several times a year","1991","Hamburg","indirect migration background","","","","","2"
"Several times a year","1991","Lower Saxony","no migration background","","","","","2"
"Several times a year","1991","Lower Saxony","indirect migration background","","","","","2"
"Several times a year","1991","Bremen","no migration background","","","","","2"
"Several times a year","1991","Lower Saxony","direct migration background","","","","","2"
"Several times a year","1991","Bremen","direct migration background","","","","","2"
"Several times a year","1991","Bremen","indirect migration background","","","","","2"
"Several times a year","1991","North Rhine-Westphalia","no migration background","","","","","2"
"Several times a year","1991","North Rhine-Westphalia","direct migration background","","","","","2"
"Several times a year","1991","North Rhine-Westphalia","indirect migration background","","","","","2"
"Several times a year","1991","Hesse","direct migration background","","","","","2"
"Several times a year","1991","Hesse","no migration background","","","","","2"
"Several times a year","1991","Hesse","indirect migration background","","","","","2"
"Several times a year","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Several times a year","1991","Baden-Württemberg","no migration background","","","","","2"
"Several times a year","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Several times a year","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Several times a year","1991","Baden-Württemberg","direct migration background","","","","","2"
"Several times a year","1991","Bavaria","direct migration background","","","","","2"
"Several times a year","1991","Bavaria","indirect migration background","","","","","2"
"Several times a year","1991","Berlin","no migration background","","","","","2"
"Several times a year","1991","Baden-Württemberg","indirect migration background","","","","","2"
"Several times a year","1991","Bavaria","no migration background","","","","","2"
"Several times a year","1991","Berlin","direct migration background","","","","","2"
"Several times a year","1991","Berlin","indirect migration background","","","","","2"
"Several times a year","1991","Brandenburg","no migration background","","","","","2"
"Several times a year","1991","Brandenburg","direct migration background","","","","","2"
"Several times a year","1991","Thuringia","indirect migration background","","","","","2"
"Several times a year","1991","Brandenburg","indirect migration background","","","","","2"
"Several times a year","1991","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Several times a year","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Several times a year","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Several times a year","1991","Saxony","indirect migration background","","","","","2"
"Several times a year","1991","Saxony-Anhalt","indirect migration background","","","","","2"
"Several times a year","1991","Thuringia","no migration background","","","","","2"
"Several times a year","1991","Thuringia","direct migration background","","","","","2"
"Several times a year","1991","Saxony","no migration background","","","","","2"
"Several times a year","1991","Saxony","direct migration background","","","","","2"
"Several times a year","1991","Saxony-Anhalt","no migration background","","","","","2"
"Several times a year","1991","Saxony-Anhalt","direct migration background","","","","","2"
"Almost never or never","1992","Schleswig-Holstein","no migration background","122","0.508938426443924","0.444330653657202","0.573546199230646","1"
"Almost never or never","1992","Schleswig-Holstein","direct migration background","17","","","","1"
"Almost never or never","1992","Schleswig-Holstein","indirect migration background","3","","","","1"
"Almost never or never","1992","Hamburg","no migration background","55","0.5649438464966","0.469662755668271","0.660224937324929","1"
"Almost never or never","1992","Hamburg","direct migration background","30","0.623758658173945","0.4697313081966","0.77778600815129","1"
"Almost never or never","1992","Hamburg","indirect migration background","1","","","","1"
