"pli0098_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2003","Brandenburg","Couple + C. GT 16 ","7","","","","3"
"Min 1x per month","2003","Brandenburg","Couple + C. LE and GT 16","1","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","1-pers.-HH","3","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","10","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Single parent ","","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","5","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","2","","","","3"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2003","Saxony","1-pers.-HH","5","","","","3"
"Min 1x per month","2003","Saxony","(Married) couple without C. ","26","","","","3"
"Min 1x per month","2003","Saxony","Single parent ","3","","","","3"
"Min 1x per month","2003","Saxony","Couple + C. LE 16 ","16","","","","3"
"Min 1x per month","2003","Saxony","Couple + C. GT 16 ","21","","","","3"
"Min 1x per month","2003","Saxony","Couple + C. LE and GT 16","15","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","1-pers.-HH","4","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","(Married) couple without C. ","17","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","Single parent ","","","","","3"
"Min 1x per month","2003","Thuringia","1-pers.-HH","8","","","","3"
"Min 1x per month","2003","Thuringia","(Married) couple without C. ","19","","","","3"
"Min 1x per month","2003","Thuringia","Single parent ","1","","","","3"
"Min 1x per month","2003","Thuringia","Couple + C. LE 16 ","8","","","","3"
"Min 1x per month","2003","Thuringia","Couple + C. GT 16 ","11","","","","3"
"Min 1x per month","2003","Hamburg","Couple + C. GT 16 ","2","","","","3"
"Min 1x per month","2003","Hamburg","Couple + C. LE and GT 16","2","","","","3"
"Min 1x per month","2003","Lower Saxony","1-pers.-HH","12","","","","3"
"Min 1x per month","2003","Bremen","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","2003","North Rhine-Westphalia","1-pers.-HH","56","0.0712374200209496","0.0511358854047236","0.0913389546371756","3"
"Min 1x per month","2003","North Rhine-Westphalia","(Married) couple without C. ","155","0.0996987387749981","0.0847982290721381","0.114599248477858","3"
"Min 1x per month","2003","Saxony-Anhalt","Couple + C. LE 16 ","2","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","Couple + C. GT 16 ","14","","","","3"
"Min 1x per month","2003","Saxony-Anhalt","Couple + C. LE and GT 16","2","","","","3"
"Min 1x per month","2003","Thuringia","Couple + C. LE and GT 16","11","","","","3"
"Min 1x per month","2003","Lower Saxony","Couple + C. GT 16 ","35","0.117576654456494","0.0841169472737025","0.151036361639286","3"
"Min 1x per month","2003","Lower Saxony","Couple + C. LE 16 ","36","0.106636958938497","0.0767243492977289","0.136549568579265","3"
"Min 1x per month","2003","Bremen","(Married) couple without C. ","5","","","","3"
"Min 1x per month","2003","Lower Saxony","Couple + C. LE and GT 16","11","","","","3"
"Min 1x per month","2003","Lower Saxony","(Married) couple without C. ","64","0.111665933613759","0.0865066451496461","0.136825222077871","3"
"Min 1x per month","2003","Lower Saxony","Single parent ","6","","","","3"
"Min 1x per month","2003","Bremen","Single parent ","","","","","3"
"Min 1x per month","2003","Bremen","Couple + C. LE 16 ","4","","","","3"
"Min 1x per month","2003","Bremen","Couple + C. GT 16 ","4","","","","3"
"Min 1x per month","2003","Bremen","1-pers.-HH","","","","","3"
"Min 1x per week","2003","Schleswig-Holstein","1-pers.-HH","4","","","","2"
"Min 1x per week","2003","Schleswig-Holstein","(Married) couple without C. ","15","","","","2"
"Min 1x per week","2003","Schleswig-Holstein","Single parent ","","","","","2"
"Min 1x per week","2003","Schleswig-Holstein","Couple + C. LE 16 ","3","","","","2"
"Min 1x per week","2003","Schleswig-Holstein","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","2003","Schleswig-Holstein","Couple + C. LE and GT 16","5","","","","2"
"Min 1x per week","2003","Hamburg","1-pers.-HH","1","","","","2"
"Min 1x per week","2003","Hamburg","(Married) couple without C. ","6","","","","2"
"Min 1x per week","2003","Hamburg","Single parent ","","","","","2"
"Min 1x per week","2003","Hamburg","Couple + C. LE 16 ","2","","","","2"
"Min 1x per week","2003","Hamburg","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2003","Hamburg","Couple + C. LE and GT 16","3","","","","2"
"Min 1x per week","2003","Lower Saxony","1-pers.-HH","15","","","","2"
"Min 1x per week","2003","Lower Saxony","(Married) couple without C. ","53","0.10614356556067","0.0815381577790223","0.130748973342318","2"
"Min 1x per week","2003","Lower Saxony","Single parent ","4","","","","2"
"Min 1x per week","2003","Lower Saxony","Couple + C. LE 16 ","31","0.0701636168336427","0.0454095996055267","0.0949176340617586","2"
"Min 1x per week","2003","Lower Saxony","Couple + C. GT 16 ","24","","","","2"
"Min 1x per week","2003","Lower Saxony","Couple + C. LE and GT 16","23","","","","2"
"Min 1x per week","2003","Bremen","(Married) couple without C. ","","","","","2"
"Min 1x per week","2003","Bremen","Single parent ","","","","","2"
"Min 1x per week","2003","Bremen","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2003","Bremen","Couple + C. GT 16 ","7","","","","2"
"Min 1x per week","2003","Bremen","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2003","North Rhine-Westphalia","1-pers.-HH","97","0.154783558686022","0.126517246561422","0.183049870810622","2"
"Min 1x per week","2003","North Rhine-Westphalia","(Married) couple without C. ","186","0.122909658730772","0.106579984013085","0.139239333448459","2"
"Min 1x per week","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","35","0.100771419390459","0.0700987927828138","0.131444045998104","2"
"Min 1x per week","2003","Hesse","1-pers.-HH","18","","","","2"
"Min 1x per week","2003","Hesse","(Married) couple without C. ","34","0.060660611124634","0.0405458853582491","0.080775336891019","2"
"Min 1x per week","2003","Hesse","Single parent ","1","","","","2"
"Min 1x per week","2003","Hesse","Couple + C. LE 16 ","20","","","","2"
"Min 1x per week","2003","Hesse","Couple + C. GT 16 ","8","","","","2"
"Min 1x per week","2003","Hesse","Couple + C. LE and GT 16","12","","","","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","31","0.175252076667961","0.119084723467701","0.231419429868222","2"
"Min 1x per week","2003","North Rhine-Westphalia","Single parent ","15","","","","2"
"Min 1x per week","2003","North Rhine-Westphalia","Couple + C. LE 16 ","104","0.100164383040162","0.0812421187617516","0.119086647318573","2"
"Min 1x per week","2003","North Rhine-Westphalia","Couple + C. GT 16 ","94","0.09894525540591","0.0780177342158003","0.11987277659602","2"
"Min 1x per week","2003","Bremen","1-pers.-HH","6","","","","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","59","0.148274672954463","0.114125145857118","0.182424200051808","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Single parent ","9","","","","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","14","","","","2"
"Min 1x per week","2003","Bavaria","1-pers.-HH","67","0.189156607797795","0.150535138427121","0.22777807716847","2"
"Min 1x per week","2003","Bavaria","(Married) couple without C. ","150","0.172738082536271","0.149022229765972","0.196453935306571","2"
"Min 1x per week","2003","Bavaria","Single parent ","19","","","","2"
"Min 1x per week","2003","Bavaria","Couple + C. LE 16 ","69","0.0983835385571152","0.0755574576441959","0.121209619470035","2"
"Min 1x per week","2003","Bavaria","Couple + C. GT 16 ","105","0.19957666478224","0.167298770514098","0.231854559050383","2"
"Min 1x per week","2003","Bavaria","Couple + C. LE and GT 16","58","0.184969071494318","0.137313398855019","0.232624744133616","2"
"Min 1x per week","2003","Berlin","1-pers.-HH","7","","","","2"
"Min 1x per week","2003","Berlin","(Married) couple without C. ","5","","","","2"
"Min 1x per week","2003","Berlin","Single parent ","7","","","","2"
"Min 1x per week","2003","Berlin","Couple + C. LE 16 ","10","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","1","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2003","Saxony","1-pers.-HH","4","","","","2"
"Min 1x per week","2003","Saxony","(Married) couple without C. ","15","","","","2"
"Min 1x per week","2003","Saxony","Single parent ","4","","","","2"
"Min 1x per week","2003","Saxony","Couple + C. LE 16 ","10","","","","2"
"Min 1x per week","2003","Saxony","Couple + C. GT 16 ","13","","","","2"
"Min 1x per week","2003","Saxony","Couple + C. LE and GT 16","13","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","1-pers.-HH","1","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","(Married) couple without C. ","6","","","","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","13","","","","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","12","","","","2"
"Min 1x per week","2003","Baden-Württemberg","1-pers.-HH","45","0.141593202145094","0.103631702400131","0.179554701890056","2"
"Min 1x per week","2003","Baden-Württemberg","(Married) couple without C. ","101","0.142862772511583","0.118719505375989","0.167006039647177","2"
"Min 1x per week","2003","Baden-Württemberg","Single parent ","17","","","","2"
"Min 1x per week","2003","Baden-Württemberg","Couple + C. LE 16 ","50","0.0513345185440552","0.0338077948338017","0.0688612422543087","2"
"Min 1x per week","2003","Baden-Württemberg","Couple + C. GT 16 ","61","0.102654875386203","0.0750390107927505","0.130270739979656","2"
"Min 1x per week","2003","Baden-Württemberg","Couple + C. LE and GT 16","28","","","","2"
"Min 1x per week","2003","Berlin","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","2003","Berlin","Couple + C. LE and GT 16","4","","","","2"
"Min 1x per week","2003","Brandenburg","1-pers.-HH","4","","","","2"
"Min 1x per week","2003","Brandenburg","(Married) couple without C. ","9","","","","2"
"Min 1x per week","2003","Brandenburg","Single parent ","3","","","","2"
"Min 1x per week","2003","Brandenburg","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2003","Brandenburg","Couple + C. GT 16 ","4","","","","2"
"Min 1x per week","2003","Brandenburg","Couple + C. LE and GT 16","3","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","1-pers.-HH","2","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","3","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","Single parent ","","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","Couple + C. LE 16 ","8","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","Couple + C. GT 16 ","4","","","","2"
"Min 1x per week","2003","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","2"
"Min 1x per week","2003","Thuringia","1-pers.-HH","3","","","","2"
"Min 1x per week","2003","Thuringia","(Married) couple without C. ","13","","","","2"
"Min 1x per week","2003","Thuringia","Single parent ","4","","","","2"
"Min 1x per week","2003","Thuringia","Couple + C. LE 16 ","8","","","","2"
"Min 1x per week","2003","Thuringia","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","2003","Thuringia","Couple + C. LE and GT 16","6","","","","2"
"Never","2003","Schleswig-Holstein","1-pers.-HH","37","0.42934665113413","0.33084297265439","0.52785032961387","5"
"Never","2003","Schleswig-Holstein","(Married) couple without C. ","100","0.463346605832755","0.40214286970809","0.524550341957421","5"
"Never","2003","Schleswig-Holstein","Single parent ","20","","","","5"
"Never","2003","Schleswig-Holstein","Couple + C. LE 16 ","58","0.41154885908705","0.326627068742579","0.496470649431522","5"
"Never","2003","Schleswig-Holstein","Couple + C. GT 16 ","55","0.532903604706824","0.43412505623586","0.631682153177789","5"
"Never","2003","Schleswig-Holstein","Couple + C. LE and GT 16","26","","","","5"
"Never","2003","Hamburg","1-pers.-HH","51","0.68463490841829","0.578043306280335","0.791226510556244","5"
"Never","2003","Hamburg","(Married) couple without C. ","64","0.716897264802876","0.628154901942639","0.805639627663113","5"
"Never","2003","Hamburg","Single parent ","6","","","","5"
"Never","2003","Hamburg","Couple + C. LE 16 ","31","0.503976735282229","0.378506867257098","0.629446603307359","5"
"Never","2003","Hamburg","Couple + C. GT 16 ","11","","","","5"
"Never","2003","Hamburg","Couple + C. LE and GT 16","7","","","","5"
"Never","2003","Lower Saxony","1-pers.-HH","130","0.586193852684715","0.519896030965616","0.652491674403814","5"
"Never","2003","Lower Saxony","(Married) couple without C. ","262","0.406290157509761","0.367056832090826","0.445523482928696","5"
"Never","2003","Lower Saxony","Single parent ","71","0.65820652873981","0.567048611139969","0.749364446339652","5"
"Never","2003","Lower Saxony","Couple + C. LE 16 ","178","0.461020763001258","0.412711245800241","0.509330280202276","5"
"Never","2003","Lower Saxony","Couple + C. GT 16 ","163","0.483012487733443","0.43110353129616","0.534921444170727","5"
"Never","2003","Lower Saxony","Couple + C. LE and GT 16","48","0.434186568968187","0.352663834696607","0.515709303239768","5"
"Never","2003","Bremen","1-pers.-HH","23","","","","5"
"Never","2003","Bremen","(Married) couple without C. ","41","0.62690807948742","0.508421828106193","0.745394330868647","5"
"Never","2003","Bremen","Single parent ","4","","","","5"
"Never","2003","Bremen","Couple + C. LE 16 ","18","","","","5"
"Never","2003","Bremen","Couple + C. GT 16 ","13","","","","5"
"Never","2003","Bremen","Couple + C. LE and GT 16","8","","","","5"
"Never","2003","North Rhine-Westphalia","1-pers.-HH","311","0.503656996433794","0.464583600678046","0.542730392189541","5"
"Never","2003","North Rhine-Westphalia","(Married) couple without C. ","696","0.441405838507098","0.416709669085374","0.466102007928821","5"
"Never","2003","North Rhine-Westphalia","Single parent ","109","0.569161512599507","0.501208609422168","0.637114415776846","5"
"Never","2003","North Rhine-Westphalia","Couple + C. LE 16 ","400","0.431393845734138","0.400177820398956","0.462609871069321","5"
"Never","2003","North Rhine-Westphalia","Couple + C. GT 16 ","328","0.42968001092168","0.394984236432091","0.464375785411269","5"
"Never","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","174","0.492659362484678","0.441718015493235","0.543600709476122","5"
"Never","2003","Hesse","1-pers.-HH","102","0.546072509994539","0.474714014139146","0.617431005849932","5"
"Never","2003","Hesse","(Married) couple without C. ","270","0.454889462350794","0.412928572898556","0.496850351803032","5"
"Never","2003","Hesse","Single parent ","31","0.542073102935577","0.410401005922932","0.673745199948223","5"
"Never","2003","Hesse","Couple + C. LE 16 ","140","0.42559458516794","0.372489845543696","0.478699324792183","5"
"Never","2003","Hesse","Couple + C. GT 16 ","104","0.481161153349076","0.416306343736775","0.546015962961377","5"
"Never","2003","Hesse","Couple + C. LE and GT 16","49","0.399237929412489","0.310874159252283","0.487601699572695","5"
"Never","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","86","0.509093846004337","0.435237142606468","0.582950549402207","5"
"Never","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","161","0.413685166274685","0.366358943805988","0.461011388743382","5"
"Never","2003","Rhineland-Palatinate,Saarland","Single parent ","38","0.613597493766897","0.504125494215736","0.723069493318057","5"
"Never","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","91","0.311239398418513","0.257579912650552","0.364898884186475","5"
"Never","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","68","0.357825938353454","0.287991267123749","0.427660609583159","5"
"Never","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","64","0.450595049634904","0.369329526169585","0.531860573100224","5"
"Never","2003","Baden-Württemberg","1-pers.-HH","139","0.424176626547539","0.37036283432156","0.477990418773518","5"
"Never","2003","Baden-Württemberg","(Married) couple without C. ","328","0.38431140965107","0.350750516081726","0.417872303220414","5"
"Never","2003","Baden-Württemberg","Single parent ","48","0.367529643280924","0.284650989313928","0.450408297247919","5"
"Never","2003","Baden-Württemberg","Couple + C. LE 16 ","205","0.357921451055378","0.319847548953892","0.395995353156864","5"
