"m11125","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1995","Couple + C. GT 16 ","in school","23","","","","8"
"8 on Scale 1 to 10","1995","Couple + C. GT 16 ","inadequately","27","","","","8"
"8 on Scale 1 to 10","1995","Couple + C. GT 16 ","higher education","65","0.289738288215635","0.234491077592297","0.344985498838973","8"
"8 on Scale 1 to 10","1995","Couple + C. LE and GT 16","in school","37","0.240274154097808","0.167934292919957","0.31261401527566","8"
"8 on Scale 1 to 10","1995","Couple + C. LE and GT 16","inadequately","20","","","","8"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","higher vocational","58","0.202826593049644","0.152781546246429","0.252871639852858","8"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","general elemantary","98","0.157521196758439","0.128540906012382","0.186501487504495","8"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","middle vocational","420","0.221676912876386","0.202955332126586","0.240398493626185","8"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","vocational + Abi","35","0.267298208576968","0.188769252096377","0.345827165057559","8"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","higher education","121","0.254627579959099","0.215895632221916","0.293359527696281","8"
"8 on Scale 1 to 10","1995","Single parent ","inadequately","5","","","","8"
"8 on Scale 1 to 10","1995","(Married) couple without C. ","inadequately","14","","","","8"
"8 on Scale 1 to 10","1995","Single parent ","in school","7","","","","8"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","vocational + Abi","6","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","higher vocational","9","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","higher education","21","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","in school","36","0.313305579292452","0.234770892572325","0.391840266012579","9"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","inadequately","8","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","general elemantary","32","0.1114486798724","0.0747202587480799","0.14817710099672","9"
"9 on Scale 1 to 10","1995","1-pers.-HH","general elemantary","16","","","","9"
"9 on Scale 1 to 10","1995","1-pers.-HH","middle vocational","59","0.0584633122541055","0.0415363025897703","0.0753903219184407","9"
"9 on Scale 1 to 10","1995","1-pers.-HH","vocational + Abi","9","","","","9"
"9 on Scale 1 to 10","1995","1-pers.-HH","higher vocational","8","","","","9"
"9 on Scale 1 to 10","1995","1-pers.-HH","higher education","22","","","","9"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","in school","","","","","9"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","inadequately","2","","","","9"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","general elemantary","34","0.046814853062163","0.0300100196766314","0.0636196864476946","9"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","middle vocational","149","0.0676265263120623","0.0563088877240804","0.0789441649000442","9"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","vocational + Abi","14","","","","9"
"9 on Scale 1 to 10","1995","Single parent ","general elemantary","21","","","","9"
"9 on Scale 1 to 10","1995","Single parent ","middle vocational","31","0.114276111315573","0.0780326938659614","0.150519528765184","9"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","inadequately","13","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","general elemantary","54","0.109357654640749","0.0782239570795622","0.140491352201936","9"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","middle vocational","232","0.132772694355372","0.116585084603465","0.14896030410728","9"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","vocational + Abi","23","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","higher vocational","37","0.172557042143573","0.124142532418815","0.22097155186833","9"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","higher education","91","0.181057671250482","0.148243957919728","0.213871384581236","9"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","in school","29","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","inadequately","9","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","general elemantary","73","0.132291994149007","0.103115252163041","0.161468736134974","9"
"9 on Scale 1 to 10","1995","Couple + C. GT 16 ","middle vocational","164","0.131044757278066","0.112330379112058","0.149759135444074","9"
"9 on Scale 1 to 10","1995","Single parent ","vocational + Abi","2","","","","9"
"9 on Scale 1 to 10","1995","Single parent ","higher vocational","2","","","","9"
"9 on Scale 1 to 10","1995","Single parent ","higher education","14","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE 16 ","in school","","","","","9"
"9 on Scale 1 to 10","1995","1-pers.-HH","in school","1","","","","9"
"9 on Scale 1 to 10","1995","1-pers.-HH","inadequately","","","","","9"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","higher vocational","24","","","","9"
"9 on Scale 1 to 10","1995","(Married) couple without C. ","higher education","44","0.083019970025071","0.0584897648152937","0.107550175234848","9"
"9 on Scale 1 to 10","1995","Single parent ","in school","8","","","","9"
"9 on Scale 1 to 10","1995","Single parent ","inadequately","","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","middle vocational","62","0.140112160337436","0.109252668184185","0.170971652490688","9"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","vocational + Abi","6","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","higher vocational","6","","","","9"
"9 on Scale 1 to 10","1995","Couple + C. LE and GT 16","higher education","18","","","","9"
"0 Completely dissatisfied","1996","1-pers.-HH","in school","","","","","0"
"0 Completely dissatisfied","1996","1-pers.-HH","inadequately","1","","","","0"
"0 Completely dissatisfied","1996","1-pers.-HH","general elemantary","15","","","","0"
"0 Completely dissatisfied","1996","1-pers.-HH","middle vocational","15","","","","0"
"0 Completely dissatisfied","1996","1-pers.-HH","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1996","1-pers.-HH","higher vocational","2","","","","0"
"0 Completely dissatisfied","1996","1-pers.-HH","higher education","3","","","","0"
"0 Completely dissatisfied","1996","(Married) couple without C. ","in school","","","","","0"
"0 Completely dissatisfied","1996","(Married) couple without C. ","inadequately","1","","","","0"
"0 Completely dissatisfied","1996","(Married) couple without C. ","general elemantary","14","","","","0"
"0 Completely dissatisfied","1996","(Married) couple without C. ","middle vocational","31","0.0183888505641927","0.0124333023729845","0.0243443987554008","0"
"0 Completely dissatisfied","1996","(Married) couple without C. ","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1996","(Married) couple without C. ","higher vocational","6","","","","0"
"0 Completely dissatisfied","1996","(Married) couple without C. ","higher education","8","","","","0"
"0 Completely dissatisfied","1996","Single parent ","in school","","","","","0"
"0 Completely dissatisfied","1996","Single parent ","inadequately","","","","","0"
"0 Completely dissatisfied","1996","Single parent ","general elemantary","4","","","","0"
"0 Completely dissatisfied","1996","Single parent ","middle vocational","4","","","","0"
"0 Completely dissatisfied","1996","Single parent ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1996","Single parent ","higher vocational","","","","","0"
"0 Completely dissatisfied","1996","Single parent ","higher education","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","in school","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","inadequately","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","general elemantary","4","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","middle vocational","14","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","higher vocational","1","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE 16 ","higher education","2","","","","0"
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","in school","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","inadequately","1","","","","0"
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","general elemantary","6","","","","0"
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","middle vocational","12","","","","0"
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","higher vocational","3","","","","0"
"0 Completely dissatisfied","1996","Couple + C. GT 16 ","higher education","3","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","in school","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","inadequately","2","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","general elemantary","4","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","middle vocational","6","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","higher vocational","","","","","0"
"0 Completely dissatisfied","1996","Couple + C. LE and GT 16","higher education","","","","","0"
"1 on Scale 1 to 10","1996","1-pers.-HH","in school","","","","","1"
"1 on Scale 1 to 10","1996","1-pers.-HH","inadequately","1","","","","1"
"1 on Scale 1 to 10","1996","1-pers.-HH","general elemantary","18","","","","1"
"1 on Scale 1 to 10","1996","1-pers.-HH","middle vocational","13","","","","1"
"1 on Scale 1 to 10","1996","1-pers.-HH","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1996","1-pers.-HH","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1996","1-pers.-HH","higher education","1","","","","1"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","in school","","","","","1"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","inadequately","2","","","","1"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","general elemantary","11","","","","1"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","middle vocational","24","","","","1"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","higher vocational","","","","","1"
"1 on Scale 1 to 10","1996","(Married) couple without C. ","higher education","2","","","","1"
"1 on Scale 1 to 10","1996","Single parent ","in school","","","","","1"
"1 on Scale 1 to 10","1996","Single parent ","inadequately","1","","","","1"
"1 on Scale 1 to 10","1996","Single parent ","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1996","Single parent ","middle vocational","","","","","1"
"1 on Scale 1 to 10","1996","Single parent ","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1996","Single parent ","higher vocational","","","","","1"
"1 on Scale 1 to 10","1996","Single parent ","higher education","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","in school","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","inadequately","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","general elemantary","3","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","middle vocational","6","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","higher vocational","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE 16 ","higher education","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","in school","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","inadequately","6","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","general elemantary","4","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","middle vocational","15","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. GT 16 ","higher education","1","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","inadequately","2","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","in school","1","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","higher education","2","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","higher vocational","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","middle vocational","3","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1996","Couple + C. LE and GT 16","general elemantary","3","","","","1"
"10 Completely satisfied","1996","1-pers.-HH","in school","","","","","10"
"10 Completely satisfied","1996","1-pers.-HH","inadequately","2","","","","10"
"10 Completely satisfied","1996","1-pers.-HH","general elemantary","29","","","","10"
"10 Completely satisfied","1996","1-pers.-HH","middle vocational","42","0.0451006238400347","0.0304236148451576","0.0597776328349118","10"
"10 Completely satisfied","1996","1-pers.-HH","vocational + Abi","4","","","","10"
"10 Completely satisfied","1996","1-pers.-HH","higher vocational","3","","","","10"
"10 Completely satisfied","1996","1-pers.-HH","higher education","5","","","","10"
"10 Completely satisfied","1996","(Married) couple without C. ","in school","","","","","10"
"10 Completely satisfied","1996","(Married) couple without C. ","inadequately","3","","","","10"
"10 Completely satisfied","1996","(Married) couple without C. ","general elemantary","29","","","","10"
"10 Completely satisfied","1996","(Married) couple without C. ","middle vocational","102","0.0466904727024875","0.037338444405186","0.056042500999789","10"
"10 Completely satisfied","1996","(Married) couple without C. ","vocational + Abi","7","","","","10"
"10 Completely satisfied","1996","(Married) couple without C. ","higher vocational","18","","","","10"
"10 Completely satisfied","1996","(Married) couple without C. ","higher education","24","","","","10"
"10 Completely satisfied","1996","Single parent ","in school","7","","","","10"
"10 Completely satisfied","1996","Single parent ","inadequately","3","","","","10"
"10 Completely satisfied","1996","Single parent ","general elemantary","19","","","","10"
"10 Completely satisfied","1996","Single parent ","middle vocational","35","0.100039044503572","0.0676656885355626","0.132412400471582","10"
"10 Completely satisfied","1996","Single parent ","vocational + Abi","2","","","","10"
"10 Completely satisfied","1996","Single parent ","higher vocational","3","","","","10"
"10 Completely satisfied","1996","Single parent ","higher education","6","","","","10"
"10 Completely satisfied","1996","Couple + C. LE 16 ","in school","1","","","","10"
"10 Completely satisfied","1996","Couple + C. LE 16 ","higher vocational","17","","","","10"
"10 Completely satisfied","1996","Couple + C. LE 16 ","higher education","28","","","","10"
"10 Completely satisfied","1996","Couple + C. GT 16 ","in school","24","","","","10"
"10 Completely satisfied","1996","Couple + C. GT 16 ","inadequately","5","","","","10"
