"m11125","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on Scale 1 to 10","1991","indirect migration background","middle vocational","12","","",""
"5 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","","","",""
"5 on Scale 1 to 10","1991","indirect migration background","higher vocational","1","","",""
"5 on Scale 1 to 10","1991","indirect migration background","higher education","","","",""
"6 on Scale 1 to 10","1991","no migration background","in school","6","","",""
"6 on Scale 1 to 10","1991","no migration background","inadequately","7","","",""
"6 on Scale 1 to 10","1991","no migration background","general elemantary","206","0.117538637906784","0.10302669031229","0.132050585501278"
"6 on Scale 1 to 10","1991","no migration background","middle vocational","591","0.103179581553276","0.0954418405058658","0.110917322600687"
"6 on Scale 1 to 10","1991","no migration background","vocational + Abi","17","","",""
"6 on Scale 1 to 10","1991","no migration background","higher vocational","59","0.0880898398931036","0.0669727542463727","0.109206925539834"
"6 on Scale 1 to 10","1991","no migration background","higher education","123","0.0742279286061852","0.0611945115665707","0.0872613456457997"
"6 on Scale 1 to 10","1991","direct migration background","in school","2","","",""
"6 on Scale 1 to 10","1991","direct migration background","inadequately","59","0.0955045128818619","0.0707380145306933","0.120271011233031"
"6 on Scale 1 to 10","1991","direct migration background","general elemantary","86","0.0926601211605811","0.0732018161426501","0.112118426178512"
"6 on Scale 1 to 10","1991","direct migration background","middle vocational","84","0.107534143533628","0.0869724517989285","0.128095835268328"
"6 on Scale 1 to 10","1991","direct migration background","vocational + Abi","11","","",""
"6 on Scale 1 to 10","1991","direct migration background","higher vocational","4","","",""
"6 on Scale 1 to 10","1991","direct migration background","higher education","10","","",""
"6 on Scale 1 to 10","1991","indirect migration background","in school","","","",""
"6 on Scale 1 to 10","1991","indirect migration background","inadequately","1","","",""
"6 on Scale 1 to 10","1991","indirect migration background","general elemantary","4","","",""
"6 on Scale 1 to 10","1991","indirect migration background","middle vocational","5","","",""
"6 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","","","",""
"6 on Scale 1 to 10","1991","indirect migration background","higher vocational","1","","",""
"6 on Scale 1 to 10","1991","indirect migration background","higher education","","","",""
"7 on Scale 1 to 10","1991","no migration background","in school","11","","",""
"7 on Scale 1 to 10","1991","no migration background","inadequately","11","","",""
"7 on Scale 1 to 10","1991","no migration background","general elemantary","248","0.128292129572473","0.11322352571774","0.143360733427205"
"7 on Scale 1 to 10","1991","no migration background","middle vocational","876","0.153721575116355","0.144546943949821","0.162896206282889"
"7 on Scale 1 to 10","1991","no migration background","vocational + Abi","42","0.170716481038075","0.125836212050289","0.215596750025861"
"7 on Scale 1 to 10","1991","no migration background","higher vocational","109","0.145832017355955","0.119535809143216","0.172128225568693"
"7 on Scale 1 to 10","1991","no migration background","higher education","217","0.129887890140219","0.113173346577907","0.146602433702531"
"7 on Scale 1 to 10","1991","direct migration background","in school","2","","",""
"7 on Scale 1 to 10","1991","direct migration background","inadequately","66","0.140241123569705","0.110981045274483","0.169501201864928"
"7 on Scale 1 to 10","1991","direct migration background","general elemantary","126","0.149576300287456","0.125641894699951","0.173510705874961"
"7 on Scale 1 to 10","1991","direct migration background","middle vocational","133","0.141364453856595","0.118240377742795","0.164488529970395"
"7 on Scale 1 to 10","1991","direct migration background","vocational + Abi","17","","",""
"7 on Scale 1 to 10","1991","direct migration background","higher vocational","13","","",""
"7 on Scale 1 to 10","1991","direct migration background","higher education","18","","",""
"7 on Scale 1 to 10","1991","indirect migration background","in school","2","","",""
"7 on Scale 1 to 10","1991","indirect migration background","inadequately","4","","",""
"7 on Scale 1 to 10","1991","indirect migration background","general elemantary","16","","",""
"7 on Scale 1 to 10","1991","indirect migration background","middle vocational","16","","",""
"7 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","1","","",""
"7 on Scale 1 to 10","1991","indirect migration background","higher vocational","","","",""
"7 on Scale 1 to 10","1991","indirect migration background","higher education","","","",""
"8 on Scale 1 to 10","1991","no migration background","in school","18","","",""
"8 on Scale 1 to 10","1991","no migration background","inadequately","22","","",""
"8 on Scale 1 to 10","1991","no migration background","general elemantary","349","0.176789648736806","0.159599827797581","0.193979469676032"
"8 on Scale 1 to 10","1991","no migration background","middle vocational","1351","0.214381259204127","0.203942139135885","0.224820379272369"
"8 on Scale 1 to 10","1991","no migration background","vocational + Abi","84","0.309244368374721","0.254115468519383","0.364373268230058"
"8 on Scale 1 to 10","1991","no migration background","higher vocational","183","0.255752818490117","0.223246794064669","0.288258842915566"
"8 on Scale 1 to 10","1991","no migration background","higher education","413","0.257638252299033","0.235894447091289","0.279382057506776"
"8 on Scale 1 to 10","1991","direct migration background","in school","4","","",""
"8 on Scale 1 to 10","1991","direct migration background","inadequately","112","0.211417443300004","0.177010709301539","0.245824177298469"
"8 on Scale 1 to 10","1991","direct migration background","general elemantary","204","0.222354588056806","0.194449240882768","0.250259935230844"
"8 on Scale 1 to 10","1991","direct migration background","middle vocational","203","0.23763312258889","0.209382674181139","0.265883570996642"
"8 on Scale 1 to 10","1991","direct migration background","vocational + Abi","22","","",""
"8 on Scale 1 to 10","1991","direct migration background","higher vocational","21","","",""
"8 on Scale 1 to 10","1991","direct migration background","higher education","30","0.210034068633942","0.13919133939182","0.280876797876063"
"8 on Scale 1 to 10","1991","indirect migration background","in school","9","","",""
"8 on Scale 1 to 10","1991","indirect migration background","inadequately","4","","",""
"8 on Scale 1 to 10","1991","indirect migration background","general elemantary","32","0.1844920642903","0.119776090761593","0.249208037819008"
"8 on Scale 1 to 10","1991","indirect migration background","middle vocational","25","","",""
"8 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","2","","",""
"8 on Scale 1 to 10","1991","indirect migration background","higher vocational","3","","",""
"8 on Scale 1 to 10","1991","indirect migration background","higher education","1","","",""
"9 on Scale 1 to 10","1991","no migration background","in school","37","0.350479311352575","0.260495600088909","0.44046302261624"
"9 on Scale 1 to 10","1991","no migration background","inadequately","11","","",""
"9 on Scale 1 to 10","1991","no migration background","general elemantary","186","0.0839695536747426","0.0714726218181112","0.0964664855313739"
"9 on Scale 1 to 10","1991","no migration background","middle vocational","688","0.109381322943074","0.101442025889192","0.117320619996956"
"9 on Scale 1 to 10","1991","no migration background","vocational + Abi","47","0.182644425512172","0.136557797429848","0.228731053594497"
"9 on Scale 1 to 10","1991","no migration background","higher vocational","65","0.0935868602417087","0.0718865681922864","0.115287152291131"
"9 on Scale 1 to 10","1991","no migration background","higher education","258","0.165146117621194","0.146684829360477","0.183607405881912"
"9 on Scale 1 to 10","1991","direct migration background","in school","3","","",""
"9 on Scale 1 to 10","1991","direct migration background","inadequately","60","0.0986128071750194","0.0734897890884727","0.123735825261566"
"9 on Scale 1 to 10","1991","direct migration background","general elemantary","86","0.0791588361595663","0.0610406115966373","0.0972770607224954"
"9 on Scale 1 to 10","1991","direct migration background","middle vocational","114","0.0844095403927842","0.0659578463094754","0.102861234476093"
"9 on Scale 1 to 10","1991","direct migration background","vocational + Abi","20","","",""
"9 on Scale 1 to 10","1991","direct migration background","higher vocational","5","","",""
