"m11125","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"0 Completely dissatisfied","1985","Lower Saxony","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Lower Saxony","higher vocational","1","","",""
"0 Completely dissatisfied","1985","Lower Saxony","higher education","","","",""
"0 Completely dissatisfied","1985","Bremen","in school","","","",""
"0 Completely dissatisfied","1985","Bremen","inadequately","1","","",""
"0 Completely dissatisfied","1985","Bremen","general elemantary","2","","",""
"0 Completely dissatisfied","1985","Bremen","middle vocational","4","","",""
"0 Completely dissatisfied","1985","Bremen","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Bremen","higher vocational","","","",""
"0 Completely dissatisfied","1985","Bremen","higher education","","","",""
"0 Completely dissatisfied","1985","North Rhine-Westphalia","in school","","","",""
"0 Completely dissatisfied","1985","North Rhine-Westphalia","inadequately","6","","",""
"0 Completely dissatisfied","1985","North Rhine-Westphalia","general elemantary","16","","",""
"0 Completely dissatisfied","1985","North Rhine-Westphalia","middle vocational","33","0.024281033244728","0.016198109377679","0.0323639571117771"
"0 Completely dissatisfied","1985","North Rhine-Westphalia","vocational + Abi","3","","",""
"0 Completely dissatisfied","1985","North Rhine-Westphalia","higher vocational","3","","",""
"0 Completely dissatisfied","1985","North Rhine-Westphalia","higher education","2","","",""
"0 Completely dissatisfied","1985","Hesse","in school","","","",""
"0 Completely dissatisfied","1985","Hesse","inadequately","3","","",""
"0 Completely dissatisfied","1985","Hesse","general elemantary","10","","",""
"0 Completely dissatisfied","1985","Hesse","middle vocational","8","","",""
"0 Completely dissatisfied","1985","Hesse","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Hesse","higher vocational","4","","",""
"0 Completely dissatisfied","1985","Hesse","higher education","","","",""
"0 Completely dissatisfied","1985","Rhineland-Palatinate,Saarland","in school","","","",""
"0 Completely dissatisfied","1985","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"0 Completely dissatisfied","1985","Rhineland-Palatinate,Saarland","general elemantary","1","","",""
"0 Completely dissatisfied","1985","Rhineland-Palatinate,Saarland","middle vocational","4","","",""
"0 Completely dissatisfied","1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"0 Completely dissatisfied","1985","Rhineland-Palatinate,Saarland","higher education","","","",""
"0 Completely dissatisfied","1985","Baden-Württemberg","in school","","","",""
"0 Completely dissatisfied","1985","Baden-Württemberg","inadequately","6","","",""
"0 Completely dissatisfied","1985","Baden-Württemberg","general elemantary","15","","",""
"0 Completely dissatisfied","1985","Baden-Württemberg","middle vocational","8","","",""
"0 Completely dissatisfied","1985","Baden-Württemberg","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Baden-Württemberg","higher vocational","2","","",""
"0 Completely dissatisfied","1985","Baden-Württemberg","higher education","1","","",""
"0 Completely dissatisfied","1985","Bavaria","in school","","","",""
"0 Completely dissatisfied","1985","Bavaria","inadequately","4","","",""
"0 Completely dissatisfied","1985","Bavaria","general elemantary","13","","",""
"0 Completely dissatisfied","1985","Bavaria","middle vocational","18","","",""
"0 Completely dissatisfied","1985","Bavaria","vocational + Abi","1","","",""
"0 Completely dissatisfied","1985","Bavaria","higher vocational","1","","",""
"0 Completely dissatisfied","1985","Bavaria","higher education","2","","",""
"0 Completely dissatisfied","1985","Berlin","in school","","","",""
"0 Completely dissatisfied","1985","Berlin","inadequately","1","","",""
"0 Completely dissatisfied","1985","Berlin","general elemantary","2","","",""
"0 Completely dissatisfied","1985","Berlin","middle vocational","6","","",""
"0 Completely dissatisfied","1985","Berlin","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Berlin","higher vocational","1","","",""
"0 Completely dissatisfied","1985","Berlin","higher education","","","",""
"0 Completely dissatisfied","1985","Brandenburg","in school","","","",""
"0 Completely dissatisfied","1985","Brandenburg","inadequately","","","",""
"0 Completely dissatisfied","1985","Brandenburg","general elemantary","","","",""
"0 Completely dissatisfied","1985","Brandenburg","middle vocational","","","",""
"0 Completely dissatisfied","1985","Brandenburg","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Brandenburg","higher vocational","","","",""
"0 Completely dissatisfied","1985","Brandenburg","higher education","","","",""
"0 Completely dissatisfied","1985","Mecklenburg-Western Pomerania","in school","","","",""
"0 Completely dissatisfied","1985","Mecklenburg-Western Pomerania","inadequately","","","",""
"0 Completely dissatisfied","1985","Mecklenburg-Western Pomerania","general elemantary","","","",""
"0 Completely dissatisfied","1985","Mecklenburg-Western Pomerania","middle vocational","","","",""
"0 Completely dissatisfied","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Mecklenburg-Western Pomerania","higher vocational","","","",""
"0 Completely dissatisfied","1985","Mecklenburg-Western Pomerania","higher education","","","",""
"0 Completely dissatisfied","1985","Saxony","in school","","","",""
"0 Completely dissatisfied","1985","Saxony","inadequately","","","",""
"0 Completely dissatisfied","1985","Saxony","general elemantary","","","",""
"0 Completely dissatisfied","1985","Saxony","middle vocational","","","",""
"0 Completely dissatisfied","1985","Saxony","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Saxony","higher vocational","","","",""
"0 Completely dissatisfied","1985","Saxony","higher education","","","",""
"0 Completely dissatisfied","1985","Saxony-Anhalt","in school","","","",""
"0 Completely dissatisfied","1985","Saxony-Anhalt","inadequately","","","",""
"0 Completely dissatisfied","1985","Saxony-Anhalt","general elemantary","","","",""
"0 Completely dissatisfied","1985","Saxony-Anhalt","middle vocational","","","",""
"0 Completely dissatisfied","1985","Saxony-Anhalt","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Saxony-Anhalt","higher vocational","","","",""
"0 Completely dissatisfied","1985","Saxony-Anhalt","higher education","","","",""
"0 Completely dissatisfied","1985","Thuringia","in school","","","",""
"0 Completely dissatisfied","1985","Thuringia","inadequately","","","",""
"0 Completely dissatisfied","1985","Thuringia","general elemantary","","","",""
"0 Completely dissatisfied","1985","Thuringia","middle vocational","","","",""
"0 Completely dissatisfied","1985","Thuringia","vocational + Abi","","","",""
"0 Completely dissatisfied","1985","Thuringia","higher vocational","","","",""
"0 Completely dissatisfied","1985","Thuringia","higher education","","","",""
"1 on Scale 1 to 10","1985","Schleswig-Holstein","in school","","","",""
"1 on Scale 1 to 10","1985","Schleswig-Holstein","inadequately","","","",""
"1 on Scale 1 to 10","1985","Schleswig-Holstein","general elemantary","","","",""
"1 on Scale 1 to 10","1985","Schleswig-Holstein","middle vocational","2","","",""
"1 on Scale 1 to 10","1985","Schleswig-Holstein","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Schleswig-Holstein","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Schleswig-Holstein","higher education","","","",""
"1 on Scale 1 to 10","1985","Hamburg","in school","","","",""
"1 on Scale 1 to 10","1985","Hamburg","inadequately","1","","",""
"1 on Scale 1 to 10","1985","Hamburg","general elemantary","1","","",""
"1 on Scale 1 to 10","1985","Hamburg","middle vocational","3","","",""
"1 on Scale 1 to 10","1985","Hamburg","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Hamburg","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Hamburg","higher education","","","",""
"1 on Scale 1 to 10","1985","Lower Saxony","in school","","","",""
"1 on Scale 1 to 10","1985","Lower Saxony","inadequately","2","","",""
"1 on Scale 1 to 10","1985","Lower Saxony","general elemantary","4","","",""
"1 on Scale 1 to 10","1985","Lower Saxony","middle vocational","5","","",""
"1 on Scale 1 to 10","1985","Lower Saxony","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Lower Saxony","higher vocational","1","","",""
"1 on Scale 1 to 10","1985","Lower Saxony","higher education","","","",""
"1 on Scale 1 to 10","1985","Bremen","in school","","","",""
"1 on Scale 1 to 10","1985","Bremen","inadequately","","","",""
"1 on Scale 1 to 10","1985","Bremen","general elemantary","","","",""
"1 on Scale 1 to 10","1985","Bremen","middle vocational","2","","",""
"1 on Scale 1 to 10","1985","Bremen","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Bremen","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Bremen","higher education","","","",""
"1 on Scale 1 to 10","1985","North Rhine-Westphalia","in school","1","","",""
"1 on Scale 1 to 10","1985","North Rhine-Westphalia","inadequately","3","","",""
"1 on Scale 1 to 10","1985","North Rhine-Westphalia","general elemantary","7","","",""
"1 on Scale 1 to 10","1985","North Rhine-Westphalia","middle vocational","12","","",""
"1 on Scale 1 to 10","1985","North Rhine-Westphalia","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","North Rhine-Westphalia","higher vocational","3","","",""
"1 on Scale 1 to 10","1985","North Rhine-Westphalia","higher education","2","","",""
"1 on Scale 1 to 10","1985","Hesse","in school","","","",""
"1 on Scale 1 to 10","1985","Hesse","inadequately","3","","",""
"1 on Scale 1 to 10","1985","Hesse","general elemantary","4","","",""
"1 on Scale 1 to 10","1985","Hesse","middle vocational","4","","",""
"1 on Scale 1 to 10","1985","Hesse","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Hesse","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Hesse","higher education","","","",""
"1 on Scale 1 to 10","1985","Rhineland-Palatinate,Saarland","in school","","","",""
"1 on Scale 1 to 10","1985","Rhineland-Palatinate,Saarland","inadequately","","","",""
"1 on Scale 1 to 10","1985","Rhineland-Palatinate,Saarland","general elemantary","7","","",""
"1 on Scale 1 to 10","1985","Rhineland-Palatinate,Saarland","middle vocational","7","","",""
"1 on Scale 1 to 10","1985","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Rhineland-Palatinate,Saarland","higher education","","","",""
"1 on Scale 1 to 10","1985","Baden-Württemberg","in school","1","","",""
"1 on Scale 1 to 10","1985","Baden-Württemberg","inadequately","6","","",""
"1 on Scale 1 to 10","1985","Baden-Württemberg","general elemantary","7","","",""
"1 on Scale 1 to 10","1985","Baden-Württemberg","middle vocational","13","","",""
"1 on Scale 1 to 10","1985","Baden-Württemberg","vocational + Abi","1","","",""
"1 on Scale 1 to 10","1985","Baden-Württemberg","higher vocational","1","","",""
"1 on Scale 1 to 10","1985","Baden-Württemberg","higher education","","","",""
"1 on Scale 1 to 10","1985","Bavaria","in school","","","",""
"1 on Scale 1 to 10","1985","Bavaria","inadequately","2","","",""
"1 on Scale 1 to 10","1985","Bavaria","general elemantary","9","","",""
"1 on Scale 1 to 10","1985","Bavaria","middle vocational","11","","",""
"1 on Scale 1 to 10","1985","Bavaria","vocational + Abi","1","","",""
"1 on Scale 1 to 10","1985","Bavaria","higher vocational","1","","",""
"1 on Scale 1 to 10","1985","Bavaria","higher education","","","",""
"1 on Scale 1 to 10","1985","Berlin","in school","","","",""
"1 on Scale 1 to 10","1985","Berlin","inadequately","1","","",""
"1 on Scale 1 to 10","1985","Berlin","general elemantary","1","","",""
"1 on Scale 1 to 10","1985","Berlin","middle vocational","1","","",""
"1 on Scale 1 to 10","1985","Berlin","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Berlin","higher vocational","1","","",""
"1 on Scale 1 to 10","1985","Berlin","higher education","","","",""
"1 on Scale 1 to 10","1985","Brandenburg","in school","","","",""
"1 on Scale 1 to 10","1985","Brandenburg","inadequately","","","",""
"1 on Scale 1 to 10","1985","Brandenburg","general elemantary","","","",""
"1 on Scale 1 to 10","1985","Brandenburg","middle vocational","","","",""
"1 on Scale 1 to 10","1985","Brandenburg","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Brandenburg","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Brandenburg","higher education","","","",""
"1 on Scale 1 to 10","1985","Mecklenburg-Western Pomerania","in school","","","",""
"1 on Scale 1 to 10","1985","Mecklenburg-Western Pomerania","inadequately","","","",""
"1 on Scale 1 to 10","1985","Mecklenburg-Western Pomerania","general elemantary","","","",""
"1 on Scale 1 to 10","1985","Mecklenburg-Western Pomerania","middle vocational","","","",""
"1 on Scale 1 to 10","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Mecklenburg-Western Pomerania","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Mecklenburg-Western Pomerania","higher education","","","",""
"1 on Scale 1 to 10","1985","Saxony","in school","","","",""
"1 on Scale 1 to 10","1985","Saxony","inadequately","","","",""
"1 on Scale 1 to 10","1985","Saxony","general elemantary","","","",""
"1 on Scale 1 to 10","1985","Saxony","middle vocational","","","",""
"1 on Scale 1 to 10","1985","Saxony","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Saxony","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Saxony","higher education","","","",""
"1 on Scale 1 to 10","1985","Saxony-Anhalt","in school","","","",""
"1 on Scale 1 to 10","1985","Saxony-Anhalt","inadequately","","","",""
"1 on Scale 1 to 10","1985","Saxony-Anhalt","general elemantary","","","",""
"1 on Scale 1 to 10","1985","Saxony-Anhalt","middle vocational","","","",""
"1 on Scale 1 to 10","1985","Saxony-Anhalt","vocational + Abi","","","",""
"1 on Scale 1 to 10","1985","Saxony-Anhalt","higher vocational","","","",""
"1 on Scale 1 to 10","1985","Saxony-Anhalt","higher education","","","",""
"1 on Scale 1 to 10","1985","Thuringia","in school","","","",""
"1 on Scale 1 to 10","1985","Thuringia","inadequately","","","",""
"1 on Scale 1 to 10","1985","Thuringia","general elemantary","","","",""
"1 on Scale 1 to 10","1985","Thuringia","middle vocational","","","",""
