"pgoeffd","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1996","direct migration background","(2c_gen) general maturity certificate","59","0.880471906982267","0.802206676162788","0.958737137801746"
"No","1996","direct migration background","(2c_voc) vocational maturity certificate","73","0.639096185590641","0.546347379578961","0.731844991602321"
"No","1996","direct migration background","(3a) lower tertiary education","21","","",""
"No","1996","direct migration background","(3b) higher tertiary education","67","0.731542148174011","0.640491062868333","0.822593233479689"
"No","1996","indirect migration background","(0) in school","","","",""
"No","1996","indirect migration background","(1a) inadequately completed","3","","",""
"No","1996","indirect migration background","(1b) general elementary school","63","0.957710931859693","0.909158900689281","1.00626296303011"
"No","1996","indirect migration background","(1c) basic vocational qualification","70","0.955403066153904","0.907724009011721","1.00308212329609"
"No","1996","indirect migration background","(2b) intermediate general qualification","29","","",""
"No","1996","indirect migration background","(2a) intermediate vocational","35","0.788959276262008","0.669738413236118","0.908180139287898"
"No","1996","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"No","1996","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"No","1996","indirect migration background","(3a) lower tertiary education","7","","",""
"No","1996","indirect migration background","(3b) higher tertiary education","4","","",""
"Yes","1997","no migration background","(0) in school","","","",""
"Yes","1997","no migration background","(1a) inadequately completed","9","","",""
"Yes","1997","no migration background","(1b) general elementary school","51","0.174036761884429","0.13402944743309","0.214044076335768"
"Yes","1997","no migration background","(1c) basic vocational qualification","337","0.207221147637208","0.187508355422036","0.22693393985238"
"Yes","1997","no migration background","(2b) intermediate general qualification","45","0.24140951327791","0.184074213101451","0.298744813454369"
"Yes","1997","no migration background","(2a) intermediate vocational","501","0.299383157567044","0.277925464164584","0.320840850969504"
"Yes","1997","no migration background","(2c_gen) general maturity certificate","46","0.318139991530012","0.23745368263043","0.398826300429595"
"Yes","1997","no migration background","(2c_voc) vocational maturity certificate","102","0.312582825748287","0.261064630337929","0.364101021158645"
"Yes","1997","no migration background","(3a) lower tertiary education","240","0.354574780237907","0.316423729063125","0.39272583141269"
"Yes","1997","no migration background","(3b) higher tertiary education","282","0.474900920148407","0.434776225324756","0.515025614972058"
"Yes","1997","direct migration background","(0) in school","","","",""
"Yes","1997","direct migration background","(1a) inadequately completed","35","0.212331627573969","0.153716956012072","0.270946299135867"
"Yes","1997","direct migration background","(1b) general elementary school","33","0.106204160583464","0.0723943545523432","0.140013966614585"
"Yes","1997","direct migration background","(1c) basic vocational qualification","32","0.104978418286229","0.0742398825300245","0.135716954042434"
"Yes","1997","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","1997","direct migration background","(2a) intermediate vocational","17","","",""
"Yes","1997","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Yes","1997","direct migration background","(2c_voc) vocational maturity certificate","27","","",""
"Yes","1997","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","1997","direct migration background","(3b) higher tertiary education","34","0.415703772135811","0.314996066614637","0.516411477656985"
"Yes","1997","indirect migration background","(0) in school","","","",""
"Yes","1997","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1997","indirect migration background","(1b) general elementary school","8","","",""
"Yes","1997","indirect migration background","(1c) basic vocational qualification","4","","",""
"Yes","1997","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","1997","indirect migration background","(2a) intermediate vocational","8","","",""
"Yes","1997","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","1997","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","1997","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","1997","indirect migration background","(3b) higher tertiary education","1","","",""
"No","1997","no migration background","(0) in school","6","","",""
"No","1997","no migration background","(1a) inadequately completed","25","","",""
"No","1997","no migration background","(1b) general elementary school","294","0.825963238115571","0.785955923664232","0.86597055256691"
"No","1997","no migration background","(1c) basic vocational qualification","1287","0.792778852362792","0.77306606014762","0.812491644577964"
"No","1997","no migration background","(2b) intermediate general qualification","169","0.75859048672209","0.701255186545631","0.815925786898549"
"No","1997","no migration background","(2a) intermediate vocational","1249","0.700616842432956","0.679159149030496","0.722074535835416"
"No","1997","no migration background","(2c_gen) general maturity certificate","82","0.681860008469988","0.601173699570405","0.76254631736957"
"No","1997","no migration background","(2c_voc) vocational maturity certificate","209","0.687417174251713","0.635898978841355","0.738935369662071"
"No","1997","no migration background","(3a) lower tertiary education","364","0.645425219762093","0.60727416858731","0.683576270936875"
"No","1997","no migration background","(3b) higher tertiary education","313","0.525099079851593","0.484974385027942","0.565223774675244"
"No","1997","direct migration background","(0) in school","1","","",""
"No","1997","direct migration background","(1a) inadequately completed","152","0.787668372426031","0.729053700864133","0.846283043987928"
"No","1997","direct migration background","(1b) general elementary school","286","0.893795839416536","0.859986033385415","0.927605645447657"
"No","1997","direct migration background","(1c) basic vocational qualification","350","0.895021581713771","0.864283045957566","0.925760117469976"
