"pli0097_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1995","Hesse","Female","34","0.100928709251111","0.0743110436795261","0.127546374822695","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Male","41","0.123232029501033","0.0882928444458468","0.158171214556218","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Female","24","","","","4"
"Rarely","1995","Baden-Württemberg","Male","63","0.09361484308717","0.0743799894462415","0.112849696728098","4"
"Rarely","1995","Baden-Württemberg","Female","47","0.0682596392810286","0.0519546775425132","0.084564601019544","4"
"Rarely","1995","Bavaria","Male","94","0.111767372161733","0.0902541547438049","0.133280589579662","4"
"Rarely","1995","Thuringia","Female","21","","","","4"
"Rarely","1995","Schleswig-Holstein","Male","14","","","","4"
"Rarely","1995","Schleswig-Holstein","Female","10","","","","4"
"Rarely","1995","Hamburg","Male","6","","","","4"
"Rarely","1995","Hamburg","Female","3","","","","4"
"Rarely","1995","Lower Saxony","Male","56","0.132660015871162","0.103505144780283","0.161814886962041","4"
"Rarely","1995","Lower Saxony","Female","24","","","","4"
"Rarely","1995","Bremen","Male","1","","","","4"
"Rarely","1995","Bremen","Female","2","","","","4"
"Rarely","1995","Brandenburg","Female","23","","","","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Male","14","","","","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Female","14","","","","4"
"Rarely","1995","Saxony","Male","47","0.0938487110987601","0.0686382351953266","0.119059187002194","4"
"Rarely","1995","Saxony","Female","35","0.0555917596083115","0.0369282246985706","0.0742552945180524","4"
"Rarely","1995","Saxony-Anhalt","Male","33","0.093629730501812","0.0615612655030099","0.125698195500614","4"
"Rarely","1995","Saxony-Anhalt","Female","34","0.0653227551070251","0.0402131604047659","0.0904323498092842","4"
"Rarely","1995","Thuringia","Male","24","","","","4"
"Rarely","1995","Bavaria","Female","60","0.0750657645116291","0.057455120069779","0.0926764089534793","4"
"Rarely","1995","Berlin","Male","16","","","","4"
"Rarely","1995","Berlin","Female","15","","","","4"
"Rarely","1995","Brandenburg","Male","25","","","","4"
"Daily","1996","North Rhine-Westphalia","Male","","","","","1"
"Daily","1996","North Rhine-Westphalia","Female","","","","","1"
"Daily","1996","Hesse","Male","","","","","1"
"Daily","1996","Hesse","Female","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1996","Baden-Württemberg","Male","","","","","1"
"Daily","1996","Baden-Württemberg","Female","","","","","1"
"Daily","1996","Bavaria","Male","","","","","1"
"Daily","1996","Bavaria","Female","","","","","1"
"Daily","1996","Berlin","Male","","","","","1"
"Daily","1996","Berlin","Female","","","","","1"
"Daily","1996","Brandenburg","Male","","","","","1"
"Daily","1996","Schleswig-Holstein","Male","","","","","1"
"Daily","1996","Schleswig-Holstein","Female","","","","","1"
"Daily","1996","Hamburg","Male","","","","","1"
"Daily","1996","Hamburg","Female","","","","","1"
"Daily","1996","Lower Saxony","Male","","","","","1"
"Daily","1996","Lower Saxony","Female","","","","","1"
"Daily","1996","Bremen","Male","","","","","1"
"Daily","1996","Bremen","Female","","","","","1"
"Daily","1996","Brandenburg","Female","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1996","Saxony","Male","","","","","1"
"Daily","1996","Saxony","Female","","","","","1"
"Daily","1996","Saxony-Anhalt","Male","","","","","1"
"Daily","1996","Saxony-Anhalt","Female","","","","","1"
"Daily","1996","Thuringia","Male","","","","","1"
"Daily","1996","Thuringia","Female","","","","","1"
"Min 1x per month","1996","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","Male","2","","","","3"
"Min 1x per month","1996","Hamburg","Male","1","","","","3"
"Min 1x per month","1996","Hamburg","Female","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","Male","16","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","Female","12","","","","3"
"Min 1x per month","1996","Hesse","Male","7","","","","3"
"Min 1x per month","1996","Hesse","Female","7","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Male","9","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Female","3","","","","3"
"Min 1x per month","1996","Baden-Württemberg","Male","16","","","","3"
"Min 1x per month","1996","Baden-Württemberg","Female","5","","","","3"
"Min 1x per month","1996","Bavaria","Male","15","","","","3"
"Min 1x per month","1996","Bavaria","Female","8","","","","3"
"Min 1x per month","1996","Berlin","Male","5","","","","3"
"Min 1x per month","1996","Berlin","Female","8","","","","3"
"Min 1x per month","1996","Brandenburg","Male","8","","","","3"
"Min 1x per month","1996","Brandenburg","Female","5","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Male","8","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Female","5","","","","3"
"Min 1x per month","1996","Saxony","Male","12","","","","3"
"Min 1x per month","1996","Lower Saxony","Male","5","","","","3"
"Min 1x per month","1996","Lower Saxony","Female","3","","","","3"
"Min 1x per month","1996","Bremen","Male","","","","","3"
"Min 1x per month","1996","Bremen","Female","","","","","3"
"Min 1x per month","1996","Saxony","Female","5","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","Male","4","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","Female","5","","","","3"
"Min 1x per month","1996","Thuringia","Male","8","","","","3"
"Min 1x per month","1996","Thuringia","Female","5","","","","3"
"Min 1x per week","1996","Schleswig-Holstein","Female","1","","","","2"
"Min 1x per week","1996","Hesse","Female","1","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Male","1","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Male","5","","","","2"
"Min 1x per week","1996","Hamburg","Female","","","","","2"
"Min 1x per week","1996","Hesse","Male","3","","","","2"
"Min 1x per week","1996","Hamburg","Male","","","","","2"
"Min 1x per week","1996","Lower Saxony","Female","3","","","","2"
"Min 1x per week","1996","Lower Saxony","Male","9","","","","2"
"Min 1x per week","1996","Bremen","Female","1","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Female","4","","","","2"
"Min 1x per week","1996","Bremen","Male","2","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Male","14","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Female","2","","","","2"
"Min 1x per week","1996","Baden-Württemberg","Male","5","","","","2"
"Min 1x per week","1996","Baden-Württemberg","Female","2","","","","2"
"Min 1x per week","1996","Bavaria","Male","11","","","","2"
"Min 1x per week","1996","Bavaria","Female","5","","","","2"
"Min 1x per week","1996","Berlin","Male","4","","","","2"
"Min 1x per week","1996","Berlin","Female","","","","","2"
"Min 1x per week","1996","Brandenburg","Male","5","","","","2"
"Min 1x per week","1996","Brandenburg","Female","1","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Male","2","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Female","1","","","","2"
"Min 1x per week","1996","Saxony","Male","8","","","","2"
"Min 1x per week","1996","Saxony","Female","3","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","Male","5","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","Female","2","","","","2"
"Min 1x per week","1996","Thuringia","Male","3","","","","2"
"Min 1x per week","1996","Thuringia","Female","","","","","2"
"Never","1996","Thuringia","Male","278","0.879084238775134","0.843250573302946","0.914917904247323","5"
"Never","1996","Thuringia","Female","320","0.949168566985623","0.925820739112461","0.972516394858785","5"
"Never","1996","Schleswig-Holstein","Male","113","0.808497374223144","0.74212186281613","0.874872885630159","5"
"Never","1996","Schleswig-Holstein","Female","132","0.884123506050535","0.832381463895567","0.935865548205503","5"
"Never","1996","Bremen","Female","45","0.926320007477668","0.852413482754603","1.00022653220073","5"
"Never","1996","North Rhine-Westphalia","Male","1076","0.86510090763723","0.845915883739087","0.884285931535373","5"
"Never","1996","Mecklenburg-Western Pomerania","Male","170","0.850783185118953","0.801028577037071","0.900537793200835","5"
"Never","1996","Mecklenburg-Western Pomerania","Female","179","0.879252851729937","0.834319611210476","0.924186092249398","5"
"Never","1996","Saxony","Male","457","0.885179035089255","0.857777646288014","0.912580423890496","5"
"Never","1996","Saxony","Female","541","0.93414089292834","0.913989702372204","0.954292083484477","5"
"Never","1996","Saxony-Anhalt","Male","267","0.876350801639197","0.839824521914526","0.912877081363868","5"
"Never","1996","Saxony-Anhalt","Female","330","0.923760250459431","0.896422412089943","0.951098088828918","5"
"Never","1996","Hamburg","Male","53","0.861511395134195","0.774111683640932","0.948911106627458","5"
"Never","1996","Hamburg","Female","65","0.964365605419333","0.919642528828986","1.00908868200968","5"
"Never","1996","Lower Saxony","Male","450","0.857315833478277","0.826931653947294","0.88770001300926","5"
"Never","1996","Lower Saxony","Female","503","0.913270056177513","0.889466322098514","0.937073790256513","5"
"Never","1996","Bremen","Male","40","0.849107913926841","0.745669024082949","0.952546803770734","5"
"Never","1996","North Rhine-Westphalia","Female","1236","0.91325579903903","0.898163294793266","0.928348303284794","5"
"Never","1996","Hesse","Male","383","0.852397295684923","0.819366851290138","0.885427740079707","5"
"Never","1996","Hesse","Female","434","0.907475003799889","0.881250423690145","0.933699583909633","5"
"Never","1996","Rhineland-Palatinate,Saarland","Male","288","0.860844518602906","0.823836914406665","0.897852122799146","5"
"Never","1996","Rhineland-Palatinate,Saarland","Female","338","0.964336590834532","0.945099485010075","0.983573696658989","5"
"Never","1996","Baden-Württemberg","Male","743","0.844649071342851","0.820079366766697","0.869218775919005","5"
"Never","1996","Baden-Württemberg","Female","805","0.909752090301534","0.890777336708881","0.928726843894188","5"
"Never","1996","Bavaria","Male","699","0.823088268381661","0.796874019937911","0.849302516825411","5"
"Never","1996","Bavaria","Female","773","0.916477164340597","0.897744932635727","0.935209396045467","5"
"Never","1996","Berlin","Male","233","0.915141181748354","0.881004551530339","0.949277811966369","5"
"Never","1996","Berlin","Female","270","0.953315282791395","0.92890837353122","0.977722192051571","5"
"Never","1996","Brandenburg","Male","248","0.870738227646935","0.831856645075884","0.909619810217985","5"
"Never","1996","Brandenburg","Female","294","0.935760674841594","0.908642144668958","0.962879205014229","5"
"Rarely","1996","Hamburg","Male","6","","","","4"
"Rarely","1996","North Rhine-Westphalia","Female","84","0.0735879365190833","0.0595872195797181","0.0875886534584485","4"
"Rarely","1996","Bavaria","Male","89","0.143025077778336","0.118974470791724","0.167075684764948","4"
"Rarely","1996","Schleswig-Holstein","Female","14","","","","4"
"Rarely","1996","North Rhine-Westphalia","Male","112","0.111016456367124","0.093373758860445","0.128659153873803","4"
"Rarely","1996","Schleswig-Holstein","Male","19","","","","4"
"Rarely","1996","Baden-Württemberg","Female","64","0.0828816814828119","0.0646243206597166","0.101139042305907","4"
"Rarely","1996","Hesse","Male","50","0.122402287399664","0.0918819917641014","0.152922583035228","4"
"Rarely","1996","Hesse","Female","27","","","","4"
"Rarely","1996","Hamburg","Female","1","","","","4"
"Rarely","1996","Lower Saxony","Male","45","0.106994641673891","0.0801413674680345","0.133847915879747","4"
"Rarely","1996","Lower Saxony","Female","28","","","","4"
"Rarely","1996","Bremen","Male","4","","","","4"
"Rarely","1996","Bremen","Female","2","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Male","34","0.0995316549089292","0.0675210935684128","0.131542216249446","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Female","14","","","","4"
"Rarely","1996","Baden-Württemberg","Male","71","0.123136065331963","0.100848450524929","0.145423680138997","4"
"Rarely","1996","Thuringia","Female","15","","","","4"
"Rarely","1996","Saxony-Anhalt","Female","25","","","","4"
"Rarely","1996","Bavaria","Female","52","0.0690919681803086","0.051921060526357","0.0862628758342602","4"
"Rarely","1996","Berlin","Male","14","","","","4"
"Rarely","1996","Berlin","Female","9","","","","4"
"Rarely","1996","Brandenburg","Male","25","","","","4"
"Rarely","1996","Brandenburg","Female","14","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Male","17","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Female","17","","","","4"
"Rarely","1996","Saxony","Male","43","0.0753295373552697","0.0526453846746297","0.0980136900359097","4"
"Rarely","1996","Saxony","Female","33","0.0509180167839799","0.0330583149878207","0.068777718580139","4"
"Rarely","1996","Saxony-Anhalt","Male","36","0.0967807455878441","0.0639740967973264","0.129587394378362","4"
"Rarely","1996","Thuringia","Male","29","","","","4"
"Daily","1997","North Rhine-Westphalia","Male","","","","","1"
"Daily","1997","North Rhine-Westphalia","Female","","","","","1"
"Daily","1997","Hesse","Male","","","","","1"
"Daily","1997","Hesse","Female","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1997","Baden-Württemberg","Male","","","","","1"
"Daily","1997","Baden-Württemberg","Female","","","","","1"
"Daily","1997","Bavaria","Male","","","","","1"
"Daily","1997","Bavaria","Female","","","","","1"
"Daily","1997","Berlin","Male","","","","","1"
"Daily","1997","Berlin","Female","","","","","1"
"Daily","1997","Brandenburg","Male","","","","","1"
"Daily","1997","Schleswig-Holstein","Female","","","","","1"
"Daily","1997","Hamburg","Male","","","","","1"
"Daily","1997","Hamburg","Female","","","","","1"
"Daily","1997","Lower Saxony","Male","","","","","1"
"Daily","1997","Lower Saxony","Female","","","","","1"
"Daily","1997","Bremen","Male","","","","","1"
"Daily","1997","Bremen","Female","","","","","1"
"Daily","1997","Schleswig-Holstein","Male","","","","","1"
"Daily","1997","Brandenburg","Female","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1997","Saxony","Male","","","","","1"
"Daily","1997","Saxony","Female","","","","","1"
"Daily","1997","Saxony-Anhalt","Male","","","","","1"
"Daily","1997","Saxony-Anhalt","Female","","","","","1"
"Daily","1997","Thuringia","Male","","","","","1"
"Daily","1997","Thuringia","Female","","","","","1"
"Min 1x per month","1997","Schleswig-Holstein","Male","3","","","","3"
"Min 1x per month","1997","Hamburg","Male","1","","","","3"
"Min 1x per month","1997","Hamburg","Female","","","","","3"
