"pli0097_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1996","Mecklenburg-Western Pomerania","direct migration background","1","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Rarely","1996","Saxony","no migration background","71","0.0593434064192737","0.0450730213086929","0.0736137915298544","4"
"Rarely","1996","Saxony","direct migration background","5","","","","4"
"Rarely","1996","Saxony","indirect migration background","","","","","4"
"Rarely","1996","Saxony-Anhalt","no migration background","58","0.0763796127312268","0.0557859714625921","0.0969732539998615","4"
"Rarely","1996","Saxony-Anhalt","direct migration background","2","","","","4"
"Rarely","1996","Saxony-Anhalt","indirect migration background","1","","","","4"
"Rarely","1996","Thuringia","no migration background","43","0.068310731775134","0.0485797686682621","0.088041694882006","4"
"Rarely","1996","Thuringia","direct migration background","1","","","","4"
"Rarely","1996","Thuringia","indirect migration background","","","","","4"
"Rarely","1996","Hesse","no migration background","58","0.109827695136337","0.0840456810685203","0.135609709204153","4"
"Rarely","1996","Hesse","direct migration background","16","","","","4"
"Rarely","1996","Hesse","indirect migration background","3","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","no migration background","43","0.0652011307894954","0.0437747086988926","0.0866275528800983","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","direct migration background","3","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","4"
"Rarely","1996","Baden-Württemberg","no migration background","101","0.116760488205835","0.0963073337916345","0.137213642620036","4"
"Rarely","1996","Schleswig-Holstein","no migration background","27","","","","4"
"Rarely","1996","Schleswig-Holstein","direct migration background","3","","","","4"
"Rarely","1996","Schleswig-Holstein","indirect migration background","3","","","","4"
"Rarely","1996","Hamburg","no migration background","5","","","","4"
"Rarely","1996","Bavaria","indirect migration background","3","","","","4"
"Rarely","1996","Berlin","no migration background","23","","","","4"
"Rarely","1996","Berlin","direct migration background","","","","","4"
"Rarely","1996","Berlin","indirect migration background","","","","","4"
"Rarely","1996","Brandenburg","no migration background","39","0.070707638415775","0.0498282314623875","0.0915870453691625","4"
"Rarely","1996","Brandenburg","direct migration background","","","","","4"
"Rarely","1996","Hamburg","indirect migration background","2","","","","4"
"Rarely","1996","Lower Saxony","no migration background","66","0.0991110251893161","0.0785962903995898","0.119625759979042","4"
"Rarely","1996","Lower Saxony","direct migration background","5","","","","4"
"Rarely","1996","Lower Saxony","indirect migration background","2","","","","4"
"Rarely","1996","Bremen","no migration background","6","","","","4"
"Rarely","1996","Bremen","direct migration background","","","","","4"
"Rarely","1996","Bremen","indirect migration background","","","","","4"
"Rarely","1996","North Rhine-Westphalia","no migration background","154","0.0991934506924144","0.0851319880497082","0.113254913335121","4"
"Rarely","1996","Hamburg","direct migration background","","","","","4"
"Daily","1997","North Rhine-Westphalia","direct migration background","","","","","1"
"Daily","1997","North Rhine-Westphalia","indirect migration background","","","","","1"
"Daily","1997","Hesse","no migration background","","","","","1"
"Daily","1997","Hesse","direct migration background","","","","","1"
"Daily","1997","Hesse","indirect migration background","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Daily","1997","Baden-Württemberg","no migration background","","","","","1"
"Daily","1997","Baden-Württemberg","direct migration background","","","","","1"
"Daily","1997","Baden-Württemberg","indirect migration background","","","","","1"
"Daily","1997","Bavaria","no migration background","","","","","1"
"Daily","1997","Bavaria","direct migration background","","","","","1"
"Daily","1997","Bavaria","indirect migration background","","","","","1"
"Daily","1997","Berlin","no migration background","","","","","1"
"Daily","1997","Berlin","direct migration background","","","","","1"
"Daily","1997","Berlin","indirect migration background","","","","","1"
"Daily","1997","Brandenburg","no migration background","","","","","1"
"Daily","1997","Brandenburg","direct migration background","","","","","1"
"Daily","1997","Brandenburg","indirect migration background","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Daily","1997","Saxony","no migration background","","","","","1"
"Daily","1997","Saxony","direct migration background","","","","","1"
"Daily","1997","Saxony","indirect migration background","","","","","1"
"Daily","1997","Saxony-Anhalt","no migration background","","","","","1"
"Daily","1997","Saxony-Anhalt","direct migration background","","","","","1"
"Daily","1997","Saxony-Anhalt","indirect migration background","","","","","1"
"Daily","1997","Thuringia","no migration background","","","","","1"
"Daily","1997","Thuringia","direct migration background","","","","","1"
"Daily","1997","Thuringia","indirect migration background","","","","","1"
"Daily","1997","Schleswig-Holstein","direct migration background","","","","","1"
"Daily","1997","Schleswig-Holstein","indirect migration background","","","","","1"
"Daily","1997","Hamburg","no migration background","","","","","1"
"Daily","1997","Hamburg","direct migration background","","","","","1"
"Daily","1997","Hamburg","indirect migration background","","","","","1"
"Daily","1997","Lower Saxony","no migration background","","","","","1"
"Daily","1997","Lower Saxony","direct migration background","","","","","1"
"Daily","1997","Lower Saxony","indirect migration background","","","","","1"
"Daily","1997","Bremen","no migration background","","","","","1"
"Daily","1997","Schleswig-Holstein","no migration background","","","","","1"
"Daily","1997","Bremen","direct migration background","","","","","1"
"Daily","1997","Bremen","indirect migration background","","","","","1"
"Daily","1997","North Rhine-Westphalia","no migration background","","","","","1"
"Min 1x per month","1997","Brandenburg","indirect migration background","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","no migration background","11","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Min 1x per month","1997","Saxony","no migration background","21","","","","3"
"Min 1x per month","1997","Saxony","direct migration background","1","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","no migration background","3","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","direct migration background","","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","indirect migration background","","","","","3"
"Min 1x per month","1997","Hamburg","no migration background","1","","","","3"
"Min 1x per month","1997","Hamburg","direct migration background","","","","","3"
"Min 1x per month","1997","Hamburg","indirect migration background","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","direct migration background","4","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","indirect migration background","1","","","","3"
"Min 1x per month","1997","Hesse","no migration background","14","","","","3"
"Min 1x per month","1997","Hesse","direct migration background","1","","","","3"
"Min 1x per month","1997","Hesse","indirect migration background","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","no migration background","17","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","direct migration background","1","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","3"
"Min 1x per month","1997","Baden-Württemberg","no migration background","11","","","","3"
"Min 1x per month","1997","Baden-Württemberg","direct migration background","3","","","","3"
"Min 1x per month","1997","Baden-Württemberg","indirect migration background","3","","","","3"
"Min 1x per month","1997","Bavaria","no migration background","15","","","","3"
"Min 1x per month","1997","Bavaria","direct migration background","6","","","","3"
"Min 1x per month","1997","Bavaria","indirect migration background","2","","","","3"
"Min 1x per month","1997","Berlin","no migration background","14","","","","3"
"Min 1x per month","1997","Berlin","direct migration background","1","","","","3"
"Min 1x per month","1997","Berlin","indirect migration background","","","","","3"
