"pli0097_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1995","1-pers.-HH","vocational + Abi","1","","","","3"
"Min 1x per month","1995","1-pers.-HH","higher vocational","2","","","","3"
"Min 1x per month","1995","1-pers.-HH","higher education","4","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","inadequately","1","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","general elemantary","8","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","higher education","33","0.0757602846542067","0.0522103159734606","0.0993102533349527","3"
"Min 1x per month","1995","Single parent ","in school","","","","","3"
"Min 1x per month","1995","Single parent ","inadequately","1","","","","3"
"Min 1x per month","1995","Single parent ","general elemantary","2","","","","3"
"Min 1x per month","1995","Single parent ","middle vocational","4","","","","3"
"Min 1x per month","1995","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1995","Single parent ","higher vocational","1","","","","3"
"Min 1x per month","1995","Single parent ","higher education","","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","general elemantary","1","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","higher education","14","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per week","1995","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","middle vocational","6","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","middle vocational","11","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","vocational + Abi","1","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","middle vocational","10","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","vocational + Abi","1","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","inadequately","1","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","general elemantary","3","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","middle vocational","9","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","higher vocational","2","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","higher education","3","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","general elemantary","5","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","higher vocational","1","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","higher education","5","","","","2"
"Min 1x per week","1995","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1995","1-pers.-HH","higher vocational","1","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","general elemantary","2","","","","2"
"Min 1x per week","1995","Single parent ","higher education","2","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1995","Single parent ","inadequately","1","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","general elemantary","2","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","higher vocational","5","","","","2"
"Min 1x per week","1995","1-pers.-HH","higher education","3","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","higher education","8","","","","2"
"Min 1x per week","1995","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1995","1-pers.-HH","vocational + Abi","1","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","inadequately","2","","","","2"
"Min 1x per week","1995","1-pers.-HH","middle vocational","5","","","","2"
"Min 1x per week","1995","Single parent ","in school","1","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1995","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1995","Single parent ","middle vocational","3","","","","2"
"Min 1x per week","1995","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","higher education","12","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","in school","1","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","higher vocational","2","","","","2"
"Min 1x per week","1995","Single parent ","vocational + Abi","","","","","2"
"Never","1995","Couple + C. LE and GT 16","vocational + Abi","27","","","","5"
"Never","1995","Couple + C. LE and GT 16","higher vocational","36","0.60314913562559","0.471433850482148","0.734864420769032","5"
"Never","1995","Couple + C. LE and GT 16","middle vocational","427","0.874092394628978","0.844506876564899","0.903677912693058","5"
"Never","1995","Couple + C. LE and GT 16","higher education","105","0.69331292766107","0.617201315920603","0.769424539401536","5"
"Never","1995","1-pers.-HH","in school","2","","","","5"
"Never","1995","1-pers.-HH","inadequately","31","0.972635139523549","0.916109602270432","1.02916067677667","5"
"Never","1995","1-pers.-HH","general elemantary","363","0.977191891900919","0.962000565504989","0.99238321829685","5"
"Never","1995","1-pers.-HH","middle vocational","676","0.920397879778084","0.900722142811994","0.940073616744173","5"
"Never","1995","1-pers.-HH","vocational + Abi","56","0.899690045250825","0.824912583197525","0.974467507304126","5"
"Never","1995","1-pers.-HH","higher vocational","51","0.83580434160219","0.742068515341665","0.929540167862716","5"
"Never","1995","1-pers.-HH","higher education","144","0.804702306344819","0.745629008068831","0.863775604620808","5"
"Never","1995","(Married) couple without C. ","in school","","","","","5"
"Never","1995","(Married) couple without C. ","inadequately","74","0.997261952675944","0.98543582510476","1.00908808024713","5"
"Never","1995","(Married) couple without C. ","general elemantary","556","0.924467666923168","0.903306140412478","0.945629193433858","5"
"Never","1995","(Married) couple without C. ","middle vocational","1710","0.894117986988875","0.880239069092907","0.907996904884843","5"
"Never","1995","(Married) couple without C. ","vocational + Abi","114","0.926388501951391","0.880050470313232","0.972726533589549","5"
"Never","1995","(Married) couple without C. ","higher vocational","204","0.799292998123426","0.74954418964509","0.849041806601762","5"
"Never","1995","(Married) couple without C. ","higher education","387","0.784878254357533","0.748308627683253","0.821447881031813","5"
"Never","1995","Single parent ","in school","31","0.926725051501249","0.839133575434895","1.0143165275676","5"
"Never","1995","Single parent ","inadequately","20","","","","5"
"Never","1995","Single parent ","general elemantary","132","0.926273698724952","0.883291877999111","0.969255519450793","5"
"Never","1995","Single parent ","middle vocational","269","0.911016113881376","0.878525658633232","0.94350656912952","5"
"Never","1995","Single parent ","vocational + Abi","12","","","","5"
"Never","1995","Single parent ","higher vocational","18","","","","5"
"Never","1995","Single parent ","higher education","59","0.866584959288263","0.785768167760665","0.947401750815862","5"
"Never","1995","Couple + C. LE 16 ","in school","1","","","","5"
"Never","1995","Couple + C. LE 16 ","inadequately","86","0.927113046425441","0.873703530666234","0.980522562184648","5"
"Never","1995","Couple + C. LE 16 ","general elemantary","372","0.947685536818656","0.925501753150033","0.96986932048728","5"
"Never","1995","Couple + C. LE 16 ","middle vocational","1510","0.891205183003888","0.876319896809981","0.906090469197796","5"
"Never","1995","Couple + C. LE 16 ","vocational + Abi","146","0.889632232552912","0.841380049431424","0.9378844156744","5"
"Never","1995","Couple + C. LE 16 ","higher vocational","195","0.840852157374767","0.794081404681319","0.887622910068216","5"
"Never","1995","Couple + C. LE 16 ","higher education","431","0.79409040853451","0.759566810841826","0.828614006227194","5"
"Never","1995","Couple + C. GT 16 ","in school","98","0.91408707725541","0.86048563529203","0.96768851921879","5"
"Never","1995","Couple + C. GT 16 ","inadequately","152","0.969455715667215","0.942538680031077","0.996372751303354","5"
"Never","1995","Couple + C. GT 16 ","general elemantary","484","0.927530782327374","0.90516087460914","0.949900690045607","5"
"Never","1995","Couple + C. GT 16 ","middle vocational","1090","0.853947200874381","0.834345880986443","0.873548520762319","5"
"Never","1995","Couple + C. GT 16 ","vocational + Abi","57","0.815241587827589","0.720892721446633","0.909590454208546","5"
"Never","1995","Couple + C. GT 16 ","higher vocational","81","0.727314251821636","0.641309638485474","0.813318865157797","5"
"Never","1995","Couple + C. GT 16 ","higher education","208","0.8027210383795","0.754256852867646","0.851185223891353","5"
"Never","1995","Couple + C. LE and GT 16","in school","129","0.945268436417512","0.906899680940799","0.983637191894224","5"
"Never","1995","Couple + C. LE and GT 16","inadequately","84","0.985598165850474","0.960418050727401","1.01077828097355","5"
"Never","1995","Couple + C. LE and GT 16","general elemantary","260","0.902219265169968","0.867614367462218","0.936824162877717","5"
"Rarely","1995","Couple + C. LE and GT 16","middle vocational","41","0.0916588879277868","0.065926131865518","0.117391643990055","4"
"Rarely","1995","Couple + C. LE and GT 16","vocational + Abi","3","","","","4"
"Rarely","1995","Couple + C. LE and GT 16","higher vocational","11","","","","4"
"Rarely","1995","1-pers.-HH","in school","2","","","","4"
"Rarely","1995","1-pers.-HH","inadequately","1","","","","4"
"Rarely","1995","1-pers.-HH","general elemantary","8","","","","4"
"Rarely","1995","1-pers.-HH","middle vocational","32","0.0541853359513456","0.0377293164891936","0.0706413554134977","4"
"Rarely","1995","1-pers.-HH","vocational + Abi","4","","","","4"
"Rarely","1995","1-pers.-HH","higher vocational","6","","","","4"
"Rarely","1995","1-pers.-HH","higher education","19","","","","4"
"Rarely","1995","(Married) couple without C. ","in school","","","","","4"
"Rarely","1995","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","1995","(Married) couple without C. ","general elemantary","33","0.0556570902545255","0.0372976350169645","0.0740165454920865","4"
"Rarely","1995","(Married) couple without C. ","vocational + Abi","6","","","","4"
"Rarely","1995","(Married) couple without C. ","higher vocational","31","0.142987907038149","0.0995077056268031","0.186468108449494","4"
"Rarely","1995","(Married) couple without C. ","higher education","50","0.109574581514977","0.0817754705823066","0.137373692447646","4"
"Rarely","1995","Single parent ","in school","2","","","","4"
"Rarely","1995","Couple + C. LE 16 ","middle vocational","142","0.0904932427536754","0.0767788912983264","0.104207594209024","4"
"Rarely","1995","Couple + C. LE 16 ","vocational + Abi","13","","","","4"
"Rarely","1995","Couple + C. LE 16 ","higher vocational","34","0.136164634668257","0.0923154207206164","0.180013848615897","4"
"Rarely","1995","Couple + C. LE 16 ","higher education","74","0.164740919227409","0.133070476913181","0.196411361541637","4"
"Rarely","1995","Couple + C. GT 16 ","inadequately","4","","","","4"
"Rarely","1995","Couple + C. GT 16 ","general elemantary","27","","","","4"
"Rarely","1995","Couple + C. GT 16 ","middle vocational","118","0.110688560538727","0.093274775723701","0.128102345353754","4"
"Rarely","1995","Couple + C. GT 16 ","vocational + Abi","5","","","","4"
"Rarely","1995","Couple + C. GT 16 ","higher vocational","14","","","","4"
"Rarely","1995","Couple + C. GT 16 ","higher education","34","0.114619316200494","0.0758228528972316","0.153415779503756","4"
"Rarely","1995","Couple + C. LE and GT 16","in school","5","","","","4"
"Rarely","1995","Couple + C. LE and GT 16","inadequately","2","","","","4"
"Rarely","1995","Couple + C. LE and GT 16","general elemantary","15","","","","4"
"Rarely","1995","Couple + C. LE and GT 16","higher education","22","","","","4"
"Rarely","1995","(Married) couple without C. ","middle vocational","130","0.0778152977777103","0.065731914682814","0.0898986808726067","4"
"Rarely","1995","Single parent ","inadequately","","","","","4"
"Rarely","1995","Single parent ","middle vocational","19","","","","4"
"Rarely","1995","Single parent ","higher vocational","2","","","","4"
"Rarely","1995","Single parent ","higher education","7","","","","4"
"Rarely","1995","Couple + C. LE 16 ","in school","1","","","","4"
"Rarely","1995","Couple + C. LE 16 ","inadequately","3","","","","4"
"Rarely","1995","Single parent ","general elemantary","8","","","","4"
"Rarely","1995","Single parent ","vocational + Abi","1","","","","4"
"Rarely","1995","Couple + C. LE 16 ","general elemantary","12","","","","4"
