"pli0093_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2000","no migration background","higher education","","","","","3"
"Min 1x per month","2000","direct migration background","in school","","","","","3"
"Min 1x per month","2000","direct migration background","inadequately","","","","","3"
"Min 1x per month","2000","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2000","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2000","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2000","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2000","direct migration background","higher education","","","","","3"
"Min 1x per week","2000","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2000","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2000","indirect migration background","in school","","","","","2"
"Min 1x per week","2000","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2000","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2000","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2000","indirect migration background","higher education","","","","","2"
"Min 1x per week","2000","direct migration background","in school","","","","","2"
"Min 1x per week","2000","direct migration background","inadequately","","","","","2"
"Min 1x per week","2000","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2000","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2000","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2000","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2000","direct migration background","higher education","","","","","2"
"Min 1x per week","2000","no migration background","in school","","","","","2"
"Min 1x per week","2000","no migration background","inadequately","","","","","2"
"Min 1x per week","2000","no migration background","general elemantary","","","","","2"
"Min 1x per week","2000","no migration background","middle vocational","","","","","2"
"Min 1x per week","2000","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2000","no migration background","higher vocational","","","","","2"
"Min 1x per week","2000","no migration background","higher education","","","","","2"
"Never","2000","indirect migration background","middle vocational","","","","","5"
"Never","2000","indirect migration background","vocational + Abi","","","","","5"
"Never","2000","indirect migration background","higher vocational","","","","","5"
"Never","2000","indirect migration background","higher education","","","","","5"
"Never","2000","direct migration background","middle vocational","","","","","5"
"Never","2000","direct migration background","vocational + Abi","","","","","5"
"Never","2000","indirect migration background","in school","","","","","5"
"Never","2000","indirect migration background","inadequately","","","","","5"
"Never","2000","indirect migration background","general elemantary","","","","","5"
"Never","2000","direct migration background","in school","","","","","5"
"Never","2000","direct migration background","inadequately","","","","","5"
"Never","2000","direct migration background","general elemantary","","","","","5"
"Never","2000","direct migration background","higher vocational","","","","","5"
"Never","2000","direct migration background","higher education","","","","","5"
"Never","2000","no migration background","in school","","","","","5"
"Never","2000","no migration background","inadequately","","","","","5"
"Never","2000","no migration background","general elemantary","","","","","5"
"Never","2000","no migration background","middle vocational","","","","","5"
"Never","2000","no migration background","vocational + Abi","","","","","5"
"Never","2000","no migration background","higher vocational","","","","","5"
"Never","2000","no migration background","higher education","","","","","5"
"Rarely","2000","indirect migration background","middle vocational","","","","","4"
"Rarely","2000","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2000","indirect migration background","general elemantary","","","","","4"
"Rarely","2000","indirect migration background","in school","","","","","4"
