"party","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Grüne","1994","college entrance qualification","no migration background","174","0.194148682903046","0.168392667476353","0.21990469832974"
"Grüne","1994","college entrance qualification","direct migration background","","","",""
"Grüne","1994","college entrance qualification","indirect migration background","","","",""
"Grüne","1994","Other degree","no migration background","","","",""
"Grüne","1994","Other degree","direct migration background","","","",""
"Grüne","1994","Other degree","indirect migration background","","","",""
"Grüne","1994","no degree/no degree yet","no migration background","","","",""
"Grüne","1994","no degree/no degree yet","direct migration background","","","",""
"Grüne","1994","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","1994","lower secondary degree","no migration background","70","0.0234912865028018","0.0170607408111168","0.0299218321944869"
"PDS/Linke","1994","lower secondary degree","direct migration background","","","",""
"PDS/Linke","1994","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","1994","secondary school degree","no migration background","65","0.0332552201362194","0.0227730605642751","0.0437373797081636"
"PDS/Linke","1994","secondary school degree","direct migration background","","","",""
"PDS/Linke","1994","secondary school degree","indirect migration background","","","",""
"PDS/Linke","1994","college entrance qualification","no migration background","58","0.0375728224823411","0.0251904221302527","0.0499552228344294"
"PDS/Linke","1994","college entrance qualification","direct migration background","","","",""
"PDS/Linke","1994","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","1994","Other degree","no migration background","","","",""
"PDS/Linke","1994","Other degree","direct migration background","","","",""
"PDS/Linke","1994","Other degree","indirect migration background","","","",""
"PDS/Linke","1994","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","1994","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","1994","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","1994","lower secondary degree","no migration background","50","0.0178677100761628","0.0122433151277992","0.0234921050245263"
"NPD Combination","1994","lower secondary degree","direct migration background","","","",""
"NPD Combination","1994","lower secondary degree","indirect migration background","","","",""
"NPD Combination","1994","secondary school degree","no migration background","","","",""
"NPD Combination","1994","secondary school degree","direct migration background","","","",""
"NPD Combination","1994","secondary school degree","indirect migration background","","","",""
"NPD Combination","1994","college entrance qualification","no migration background","","","",""
"NPD Combination","1994","college entrance qualification","direct migration background","","","",""
"NPD Combination","1994","college entrance qualification","indirect migration background","","","",""
"NPD Combination","1994","Other degree","no migration background","","","",""
"NPD Combination","1994","Other degree","direct migration background","","","",""
"NPD Combination","1994","Other degree","indirect migration background","","","",""
"NPD Combination","1994","no degree/no degree yet","no migration background","","","",""
"NPD Combination","1994","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","1994","no degree/no degree yet","indirect migration background","","","",""
"AfD","1994","lower secondary degree","no migration background","","","",""
"AfD","1994","lower secondary degree","direct migration background","","","",""
"AfD","1994","lower secondary degree","indirect migration background","","","",""
"AfD","1994","secondary school degree","no migration background","","","",""
"AfD","1994","secondary school degree","direct migration background","","","",""
"AfD","1994","secondary school degree","indirect migration background","","","",""
"AfD","1994","college entrance qualification","no migration background","","","",""
"AfD","1994","college entrance qualification","direct migration background","","","",""
"AfD","1994","college entrance qualification","indirect migration background","","","",""
"AfD","1994","Other degree","no migration background","","","",""
"AfD","1994","Other degree","direct migration background","","","",""
"AfD","1994","Other degree","indirect migration background","","","",""
"AfD","1994","no degree/no degree yet","no migration background","","","",""
"AfD","1994","no degree/no degree yet","direct migration background","","","",""
"AfD","1994","no degree/no degree yet","indirect migration background","","","",""
"Other","1994","lower secondary degree","no migration background","","","",""
