"party","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Other","1989","Brandenburg","general elemantary","","","","","8"
"Other","1989","Brandenburg","middle vocational","","","","","8"
"Other","1989","Brandenburg","vocational + Abi","","","","","8"
"Other","1989","Brandenburg","higher vocational","","","","","8"
"Other","1989","Brandenburg","higher education","","","","","8"
"Other","1989","Mecklenburg-Western Pomerania","in school","","","","","8"
"Other","1989","Mecklenburg-Western Pomerania","inadequately","","","","","8"
"Other","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","8"
"PDS/Linke","1989","Schleswig-Holstein","in school","","","","","5"
"PDS/Linke","1989","Schleswig-Holstein","inadequately","","","","","5"
"PDS/Linke","1989","Schleswig-Holstein","general elemantary","","","","","5"
"PDS/Linke","1989","Schleswig-Holstein","middle vocational","","","","","5"
"PDS/Linke","1989","Schleswig-Holstein","vocational + Abi","","","","","5"
"PDS/Linke","1989","Schleswig-Holstein","higher vocational","","","","","5"
"PDS/Linke","1989","Schleswig-Holstein","higher education","","","","","5"
"PDS/Linke","1989","Hamburg","in school","","","","","5"
"PDS/Linke","1989","Hamburg","inadequately","","","","","5"
"PDS/Linke","1989","Hamburg","general elemantary","","","","","5"
"PDS/Linke","1989","Hamburg","middle vocational","","","","","5"
"PDS/Linke","1989","Hamburg","vocational + Abi","","","","","5"
"PDS/Linke","1989","Hamburg","higher vocational","","","","","5"
"PDS/Linke","1989","Hamburg","higher education","","","","","5"
"PDS/Linke","1989","Lower Saxony","in school","","","","","5"
"PDS/Linke","1989","Lower Saxony","inadequately","","","","","5"
"PDS/Linke","1989","Lower Saxony","general elemantary","","","","","5"
"PDS/Linke","1989","Lower Saxony","middle vocational","","","","","5"
"PDS/Linke","1989","Lower Saxony","vocational + Abi","","","","","5"
"PDS/Linke","1989","Lower Saxony","higher vocational","","","","","5"
"PDS/Linke","1989","Lower Saxony","higher education","","","","","5"
"PDS/Linke","1989","Bremen","in school","","","","","5"
"PDS/Linke","1989","Bremen","inadequately","","","","","5"
"PDS/Linke","1989","Bremen","general elemantary","","","","","5"
"PDS/Linke","1989","Bremen","middle vocational","","","","","5"
"PDS/Linke","1989","Bremen","vocational + Abi","","","","","5"
"PDS/Linke","1989","Bremen","higher vocational","","","","","5"
"PDS/Linke","1989","Bremen","higher education","","","","","5"
"PDS/Linke","1989","North Rhine-Westphalia","in school","","","","","5"
"PDS/Linke","1989","North Rhine-Westphalia","inadequately","","","","","5"
"PDS/Linke","1989","North Rhine-Westphalia","general elemantary","","","","","5"
"PDS/Linke","1989","North Rhine-Westphalia","middle vocational","","","","","5"
"PDS/Linke","1989","North Rhine-Westphalia","vocational + Abi","","","","","5"
"PDS/Linke","1989","North Rhine-Westphalia","higher vocational","","","","","5"
"PDS/Linke","1989","North Rhine-Westphalia","higher education","","","","","5"
"PDS/Linke","1989","Hesse","in school","","","","","5"
"PDS/Linke","1989","Hesse","inadequately","","","","","5"
"PDS/Linke","1989","Hesse","general elemantary","","","","","5"
"PDS/Linke","1989","Hesse","middle vocational","","","","","5"
"PDS/Linke","1989","Hesse","vocational + Abi","","","","","5"
"PDS/Linke","1989","Hesse","higher vocational","","","","","5"
"PDS/Linke","1989","Hesse","higher education","","","","","5"
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","in school","","","","","5"
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","general elemantary","","","","","5"
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","middle vocational","","","","","5"
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"PDS/Linke","1989","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"PDS/Linke","1989","Baden-Württemberg","in school","","","","","5"
"PDS/Linke","1989","Baden-Württemberg","inadequately","","","","","5"
"PDS/Linke","1989","Baden-Württemberg","general elemantary","","","","","5"
"PDS/Linke","1989","Baden-Württemberg","middle vocational","","","","","5"
"PDS/Linke","1989","Baden-Württemberg","vocational + Abi","","","","","5"
"PDS/Linke","1989","Baden-Württemberg","higher vocational","","","","","5"
"PDS/Linke","1989","Baden-Württemberg","higher education","","","","","5"
"PDS/Linke","1989","Bavaria","in school","","","","","5"
"PDS/Linke","1989","Bavaria","inadequately","","","","","5"
"PDS/Linke","1989","Brandenburg","higher vocational","","","","","5"
"PDS/Linke","1989","Brandenburg","higher education","","","","","5"
"PDS/Linke","1989","Mecklenburg-Western Pomerania","in school","","","","","5"
"PDS/Linke","1989","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"PDS/Linke","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"PDS/Linke","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","5"
"PDS/Linke","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"PDS/Linke","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"PDS/Linke","1989","Mecklenburg-Western Pomerania","higher education","","","","","5"
"PDS/Linke","1989","Saxony","in school","","","","","5"
"PDS/Linke","1989","Saxony","higher vocational","","","","","5"
"PDS/Linke","1989","Saxony","higher education","","","","","5"
"PDS/Linke","1989","Saxony-Anhalt","in school","","","","","5"
"PDS/Linke","1989","Saxony-Anhalt","inadequately","","","","","5"
"PDS/Linke","1989","Saxony-Anhalt","general elemantary","","","","","5"
"PDS/Linke","1989","Saxony-Anhalt","middle vocational","","","","","5"
"PDS/Linke","1989","Saxony-Anhalt","vocational + Abi","","","","","5"
"PDS/Linke","1989","Saxony-Anhalt","higher vocational","","","","","5"
"PDS/Linke","1989","Saxony-Anhalt","higher education","","","","","5"
"PDS/Linke","1989","Thuringia","in school","","","","","5"
"PDS/Linke","1989","Thuringia","inadequately","","","","","5"
"PDS/Linke","1989","Thuringia","general elemantary","","","","","5"
"PDS/Linke","1989","Thuringia","middle vocational","","","","","5"
"PDS/Linke","1989","Thuringia","vocational + Abi","","","","","5"
"PDS/Linke","1989","Thuringia","higher vocational","","","","","5"
"PDS/Linke","1989","Thuringia","higher education","","","","","5"
"PDS/Linke","1989","Brandenburg","middle vocational","","","","","5"
"PDS/Linke","1989","Bavaria","general elemantary","","","","","5"
"PDS/Linke","1989","Bavaria","middle vocational","","","","","5"
"PDS/Linke","1989","Bavaria","vocational + Abi","","","","","5"
"PDS/Linke","1989","Bavaria","higher vocational","","","","","5"
"PDS/Linke","1989","Bavaria","higher education","","","","","5"
"PDS/Linke","1989","Berlin","in school","","","","","5"
"PDS/Linke","1989","Berlin","inadequately","","","","","5"
"PDS/Linke","1989","Berlin","general elemantary","","","","","5"
"PDS/Linke","1989","Berlin","middle vocational","","","","","5"
"PDS/Linke","1989","Berlin","vocational + Abi","","","","","5"
"PDS/Linke","1989","Berlin","higher vocational","","","","","5"
"PDS/Linke","1989","Berlin","higher education","","","","","5"
"PDS/Linke","1989","Brandenburg","in school","","","","","5"
"PDS/Linke","1989","Brandenburg","general elemantary","","","","","5"
"PDS/Linke","1989","Saxony","inadequately","","","","","5"
"PDS/Linke","1989","Saxony","general elemantary","","","","","5"
"PDS/Linke","1989","Saxony","middle vocational","","","","","5"
"PDS/Linke","1989","Saxony","vocational + Abi","","","","","5"
"PDS/Linke","1989","Brandenburg","inadequately","","","","","5"
"PDS/Linke","1989","Brandenburg","vocational + Abi","","","","","5"
"SPD","1989","Bremen","higher vocational","1","","","","1"
"SPD","1989","Bremen","higher education","1","","","","1"
"SPD","1989","North Rhine-Westphalia","in school","15","","","","1"
"SPD","1989","North Rhine-Westphalia","inadequately","52","0.808920818824085","0.711839088467544","0.906002549180627","1"
"SPD","1989","Saxony","middle vocational","","","","","1"
"SPD","1989","Saxony","vocational + Abi","","","","","1"
"SPD","1989","Saxony","higher vocational","","","","","1"
"SPD","1989","Saxony","higher education","","","","","1"
"SPD","1989","Saxony-Anhalt","in school","","","","","1"
"SPD","1989","Saxony-Anhalt","inadequately","","","","","1"
"SPD","1989","Saxony-Anhalt","general elemantary","","","","","1"
"SPD","1989","Saxony-Anhalt","middle vocational","","","","","1"
"SPD","1989","Saxony-Anhalt","vocational + Abi","","","","","1"
"SPD","1989","Saxony-Anhalt","higher vocational","","","","","1"
"SPD","1989","Saxony-Anhalt","higher education","","","","","1"
"SPD","1989","Thuringia","in school","","","","","1"
"SPD","1989","Thuringia","inadequately","","","","","1"
"SPD","1989","Thuringia","general elemantary","","","","","1"
"SPD","1989","Thuringia","middle vocational","","","","","1"
"SPD","1989","Thuringia","vocational + Abi","","","","","1"
"SPD","1989","Thuringia","higher vocational","","","","","1"
"SPD","1989","Thuringia","higher education","","","","","1"
"SPD","1989","Bremen","middle vocational","28","","","","1"
"SPD","1989","Bremen","vocational + Abi","1","","","","1"
"SPD","1989","North Rhine-Westphalia","general elemantary","181","0.579710276610971","0.522997425411079","0.636423127810864","1"
"SPD","1989","North Rhine-Westphalia","middle vocational","461","0.547005666076565","0.512725108355485","0.581286223797645","1"
"SPD","1989","Bavaria","general elemantary","58","0.291464947802781","0.223747765937116","0.359182129668447","1"
"SPD","1989","Bavaria","middle vocational","150","0.350252022374469","0.304628770215159","0.395875274533778","1"
"SPD","1989","Bavaria","vocational + Abi","9","","","","1"
"SPD","1989","Bavaria","higher vocational","20","","","","1"
"SPD","1989","Brandenburg","middle vocational","","","","","1"
"SPD","1989","Brandenburg","vocational + Abi","","","","","1"
"SPD","1989","Brandenburg","higher vocational","","","","","1"
"SPD","1989","Brandenburg","higher education","","","","","1"
"SPD","1989","Mecklenburg-Western Pomerania","in school","","","","","1"
"SPD","1989","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"SPD","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"SPD","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"SPD","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"SPD","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"SPD","1989","Mecklenburg-Western Pomerania","higher education","","","","","1"
"SPD","1989","Saxony","in school","","","","","1"
"SPD","1989","Saxony","inadequately","","","","","1"
"SPD","1989","Saxony","general elemantary","","","","","1"
"SPD","1989","Bavaria","higher education","28","","","","1"
"SPD","1989","Berlin","in school","1","","","","1"
"SPD","1989","Berlin","inadequately","2","","","","1"
"SPD","1989","Berlin","general elemantary","34","0.680623396369856","0.55266523562439","0.808581557115323","1"
"SPD","1989","Berlin","middle vocational","50","0.502147429762096","0.399978186620447","0.604316672903746","1"
"SPD","1989","Berlin","vocational + Abi","2","","","","1"
"SPD","1989","Berlin","higher vocational","8","","","","1"
"SPD","1989","Berlin","higher education","7","","","","1"
"SPD","1989","Brandenburg","in school","","","","","1"
"SPD","1989","Brandenburg","inadequately","","","","","1"
"SPD","1989","Brandenburg","general elemantary","","","","","1"
"SPD","1989","Hesse","higher vocational","9","","","","1"
"SPD","1989","Hesse","higher education","17","","","","1"
"SPD","1989","Rhineland-Palatinate,Saarland","in school","","","","","1"
"SPD","1989","Rhineland-Palatinate,Saarland","inadequately","13","","","","1"
"SPD","1989","Rhineland-Palatinate,Saarland","general elemantary","57","0.513043071497875","0.417891197384409","0.60819494561134","1"
"SPD","1989","Rhineland-Palatinate,Saarland","middle vocational","101","0.564529800169389","0.491278655853033","0.637780944485745","1"
"SPD","1989","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","1"
"SPD","1989","Rhineland-Palatinate,Saarland","higher vocational","5","","","","1"
"SPD","1989","Rhineland-Palatinate,Saarland","higher education","17","","","","1"
"SPD","1989","Baden-Württemberg","in school","4","","","","1"
"SPD","1989","Baden-Württemberg","inadequately","41","0.718116925961127","0.593408680269975","0.842825171652279","1"
"SPD","1989","Baden-Württemberg","general elemantary","100","0.390572806343833","0.323125908725377","0.458019703962289","1"
"SPD","1989","Baden-Württemberg","middle vocational","176","0.409812126986189","0.359835819535675","0.459788434436703","1"
"SPD","1989","Baden-Württemberg","vocational + Abi","18","","","","1"
"SPD","1989","Baden-Württemberg","higher vocational","21","","","","1"
"SPD","1989","Baden-Württemberg","higher education","33","0.438209761977799","0.318506980646967","0.557912543308631","1"
"SPD","1989","Bavaria","in school","3","","","","1"
"SPD","1989","Bavaria","inadequately","11","","","","1"
"SPD","1989","Hamburg","inadequately","1","","","","1"
"SPD","1989","Hamburg","general elemantary","9","","","","1"
"SPD","1989","Hesse","general elemantary","76","0.654327803683996","0.568517982047486","0.740137625320507","1"
"SPD","1989","Hesse","middle vocational","133","0.540048897280341","0.475777983426258","0.604319811134424","1"
"SPD","1989","Hesse","vocational + Abi","7","","","","1"
"SPD","1989","Schleswig-Holstein","in school","2","","","","1"
"SPD","1989","Schleswig-Holstein","inadequately","3","","","","1"
"SPD","1989","Schleswig-Holstein","higher vocational","6","","","","1"
"SPD","1989","Schleswig-Holstein","higher education","4","","","","1"
"SPD","1989","Hamburg","middle vocational","34","0.476288884309248","0.352961666205275","0.599616102413221","1"
"SPD","1989","Hamburg","vocational + Abi","","","","","1"
"SPD","1989","Hamburg","higher vocational","5","","","","1"
"SPD","1989","Hamburg","higher education","4","","","","1"
"SPD","1989","Lower Saxony","in school","","","","","1"
"SPD","1989","North Rhine-Westphalia","vocational + Abi","30","0.560749130066168","0.424540814454353","0.696957445677983","1"
"SPD","1989","North Rhine-Westphalia","higher vocational","32","0.321220671964379","0.22366044502702","0.418780898901738","1"
"SPD","1989","North Rhine-Westphalia","higher education","49","0.329780979754256","0.250767750244212","0.408794209264299","1"
"SPD","1989","Hesse","in school","2","","","","1"
"SPD","1989","Hesse","inadequately","12","","","","1"
"SPD","1989","Schleswig-Holstein","vocational + Abi","4","","","","1"
"SPD","1989","Hamburg","in school","2","","","","1"
